id,place,company,text,capitalusd,capitalpound,capitalfr,capitalpeso,minerals,owns,owned,doutput,technology,loc,incor,name,role
402,coahuila,the new sabinas co. ltd.,"location & p. o., cloete,, coah., coah.",,,,,,,,,,"location & p. o., cloete,, coah., coah.",,,
403,coahuila,the new sabinas co. ltd.,"foreign office, 74 coleman st. london, e. c. 2., ",,,,,,,,,,"foreign office, 74 coleman st. london, e. c. 2., ",,,
404,coahuila,the new sabinas co. ltd.,"president, v. c. vickers house,, westminster, london, england., ",,,,,,,,,,"westminster, london, england., ",,"v. c. vickers house,",president
405,coahuila,the new sabinas co. ltd.,"grl. Mgr., r. h. jeffrey, apartado 7, saltillo, coah.",,,,,,,,,,"apartado 7, saltillo, coah.",,r. h. jeffrey,grl. Mgr.
406,coahuila,the new sabinas co. ltd.,"superintendent, joseph caldwell, cloete,, coah.",,,,,,,,,,"cloete,, coah.",,joseph caldwell,superintendent
408,coahuila,the jimulco mining co.,"location, san jose alferez, coah., ",,,,,,,,,,"location, san jose alferez, coah., ",,,
409,coahuila,the jimulco mining co.,"p. o., jimulco, coah., ",,,,,,,,,,"p. o., jimulco, coah., ",,,
410,coahuila,the jimulco mining co.,"foreign office, p. o. box 788, san antonio, texas",,,,,,,,,,"foreign office, p. o. box 788, san antonio, texas",,,
411,coahuila,the jimulco mining co.,copper silver lead.,,,,,copper silver lead.,,,,,,,,
412,coahuila,the jimulco mining co.,"owner, otto wahrmund, san antonio, texas",,,,,,,,,,"san antonio, texas",,otto wahrmund,owner
413,coahuila,the jimulco mining co.,"president, albert steves, p . o . box 1134, san antonia, texas",,,,,,,,,,"p . o . box 1134, san antonia, texas",,albert steves,president
414,coahuila,the jimulco mining co.,"grl. spt., l. s. james, jimulco, coah.",,,,,,,,,,"jimulco, coah.",,l. s. james,grl. spt.
416,coahuila,the mazapil copper co. ltd.,"organized, in england in 1896 ., ",,,,,,,,,,,"organized, in england in 1896 ., ",,
417,coahuila,the mazapil copper co. ltd.,"l. 600,000",,"l. 600,000",,,,,,,,,,,
418,coahuila,the mazapil copper co. ltd.,"main office in mexico, apartado 64, saltillo, coah.",,,,,,,,,,"main office in mexico, apartado 64, saltillo, coah.",,,
419,coahuila,the mazapil copper co. ltd.,"foreign office, 47 peter st. manchester, england., ",,,,,,,,,,"foreign office, 47 peter st. manchester, england., ",,,
420,coahuila,the mazapil copper co. ltd.,"gold silver copper, and lead.",,,,,"gold silver copper, and lead.",,,,,,,,
421,coahuila,the mazapil copper co. ltd.,"smelter location, saltillo, coah., ",,,,,,,,,,"smelter location, saltillo, coah., ",,,
422,coahuila,the mazapil copper co. ltd.,"chairman, joseph ramsden, manchester, england",,,,,,,,,,"manchester, england",,joseph ramsden,chairman
423,coahuila,the mazapil copper co. ltd.,"grl. mgr., r. h. jeffrey, saltillo, coah.",,,,,,,,,,"saltillo, coah.",,r. h. jeffrey,grl. mgr.
424,coahuila,the mazapil copper co. ltd.,"purch. agt., e. t. woods, saltillo, coah.",,,,,,,,,,"saltillo, coah.",,e. t. woods,purch. agt.
425,coahuila,the mazapil copper co. ltd.,"grl. mines spt., w. whyte, concepcíon del oro, zac., ",,,,,,,,,,"concepcíon del oro, zac., ",,w. whyte,grl. mines spt.
426,coahuila,the mazapil copper co. ltd.,"smelter spt., l. d. fry, saltillo, coah.",,,,,,,,,,"saltillo, coah.",,l. d. fry,smelter spt.
427,coahuila,the mazapil copper co. ltd.,see also state of zacatecas,,,,,,see also state of zacatecas,,,,,,,
427,coahuila,the mazapil copper co. ltd.,"smelter spt ., t . W. cavers, concepcion del oro. zac., see also state of zacatecas",,,,,,,,,,"concepcion del oro. zac., see also state of zacatecas",,t . W. cavers,smelter spt .
429,durango,a vino mines ltd.,"organized, on march 6, 1909 in london, england",,,,,,,,,,,"organized, on march 6, 1909 in london, england",,
430,durango,a vino mines ltd.,"l. 100,000",,"l. 100,000",,,,,,,,,,,
431,durango,a vino mines ltd.,"location, estacion f. i. madero, dgo., ",,,,,,,,,,"location, estacion f. i. madero, dgo., ",,,
432,durango,a vino mines ltd.,"p. o., avino, dgo., ",,,,,,,,,,"p. o., avino, dgo., ",,,
433,durango,a vino mines ltd.,"foreign office, 638 salisbury house, london, e. c.",,,,,,,,,,"foreign office, 638 salisbury house, london, e. c.",,,
434,durango,a vino mines ltd.,copper lead silver gold.,,,,,copper lead silver gold.,,,,,,,,
434,durango,a vino mines ltd.,"this co. is subsidiary of the avino mines ltd. London, england.",,,,,,"this co. is subsidiary of the avino mines ltd. London, england.",,,,,,,
435,durango,a vino mines ltd.,"directors, a. o . coutley, london . , ",,,,,,,,,,"london . , ",,a. o . coutley,directors
435.1,durango,a vino mines ltd.,"directors, a . glencross, london., ",,,,,,,,,,"london., ",,a . glencross,directors
435.2,durango,a vino mines ltd.,"directors,  -e. hooper, london., ",,,,,,,,,,"london., ",, -e. hooper,directors
436,durango,a vino mines ltd.,"secretary, f. f. fuller, london., ",,,,,,,,,,"london., ",,f. f. fuller,secretary
437,durango,a vino mines ltd.,"grl. mgr., r. h. jeffrey, saltillo, ",,,,,,,,,,"saltillo, ",,r. h. jeffrey,grl. mgr.
438,durango,a vino mines ltd.,"purch. agt., l. casas, apartado 48, durango, dgo.",,,,,,,,,,"apartado 48, durango, dgo.",,l. casas,purch. agt.
439,durango,a vino mines ltd.,"grl. spt., j. b. gaiyzt, avino, dgo.",,,,,,,,,,"avino, dgo.",,j. b. gaiyzt,grl. spt.
440,durango,a vino mines ltd.,"master. mech., frank dare, avino, dgo.",,,,,,,,,,"avino, dgo.",,frank dare,master. mech.
442,durango,bacis gold & silver mining co. ltd.,"organized, on june 7th 1904., ",,,,,,,,,,,"organized, on june 7th 1904., ",,
443,durango,bacis gold & silver mining co. ltd.,"l. 50,000.",,"l. 50,000.",,,,,,,,,,,
444,durango,bacis gold & silver mining co. ltd.,"location, bacis district, santiago papasquiero, durango",,,,,,,,,,"location, bacis district, santiago papasquiero, durango",,,
445,durango,bacis gold & silver mining co. ltd.,"p. o., estacion otinapa, dgo., ",,,,,,,,,,"p. o., estacion otinapa, dgo., ",,,
446,durango,bacis gold & silver mining co. ltd.,"mexico city office, edificio algara, calle tacuba 33, room 23.",,,,,,,,,,"mexico city office, edificio algara, calle tacuba 33, room 23.",,,
447,durango,bacis gold & silver mining co. ltd.,"foreign office, 64 basinghall st. london, e. c. 2., ",,,,,,,,,,"foreign office, 64 basinghall st. london, e. c. 2., ",,,
448,durango,bacis gold & silver mining co. ltd.,silver gold.,,,,,silver gold.,,,,,,,,
448,durango,bacis gold & silver mining co. ltd.,this company owns the el herrero & la luz mines,,,,,,this company owns the el herrero & la luz mines,,,,,,,
449,durango,bacis gold & silver mining co. ltd.,"mill location, district of bacis, santiago papasquiero, dgo.",,,,,,,,,,"mill location, district of bacis, santiago papasquiero, dgo.",,,
450,durango,bacis gold & silver mining co. ltd.,"cyanidation., ",,,,,,,,,cyanidation.,,,,
451,durango,bacis gold & silver mining co. ltd.,"chairman, chas w. milne, london., ",,,,,,,,,,"london., ",,chas w. milne,chairman
452,durango,bacis gold & silver mining co. ltd.,"secretary, wm. mcneill, london., ",,,,,,,,,,"london., ",,wm. mcneill,secretary
453,durango,bacis gold & silver mining co. ltd.,"attorney, manuel bermudez,, mexico, d. f., ",,,,,,,,,,"mexico, d. f., ",,"manuel bermudez,",attorney
454,durango,bacis gold & silver mining co. ltd.,"grl. mgr., geo. f. griffiths, estacion otinapa, dgo.",,,,,,,,,,"estacion otinapa, dgo.",,geo. f. griffiths,grl. mgr.
460,durango,minas san agustin y anexas,"location & p. o., san juan de guadalupe, dgo., ",,,,,,,,,,"location & p. o., san juan de guadalupe, dgo., ",,,
461,durango,minas san agustin y anexas,"mexico city office, calle altamirano 133., ",,,,,,,,,,"mexico city office, calle altamirano 133., ",,,
462,durango,minas san agustin y anexas,silver lead.,,,,,silver lead.,,,,,,,,
462,durango,minas san agustin y anexas,"owner, eloy capillas rueda, mexico, ",,,,,,,,,,"mexico, ",,"eloy capillas rueda, ",owner
463,durango,minas san agustin y anexas,"mine spt, victoriano mena, san juan de guadalupe, dgo.",,,,,,,,,,"san juan de guadalupe, dgo.",,victoriano mena,mine spt
464,durango,minas san agustin y anexas,"consult. Eng., arturo frey, san juan de guadalupe, dgo.",,,,,,,,,,"san juan de guadalupe, dgo.",,arturo frey,consult. Eng.
466,durango,cia. min. san andres de la sierra s. a.,"$150,000 oro nac.",,,,"$150,000 oro nac.",,,,,,,,,
467,durango,cia. min. san andres de la sierra s. a.,"location, san andres de la sierra, dgo., ",,,,,,,,,,"location, san andres de la sierra, dgo., ",,,
468,durango,cia. min. san andres de la sierra s. a.,"p. o., zarco 144, durango, dgo.",,,,,,,,,,"p. o., zarco 144, durango, dgo.",,,
469,durango,cia. min. san andres de la sierra s. a.,"silver zinc iron, lead, and antimony.",,,,,"silver zinc iron, lead, and antimony.",,,,,,,,
469,durango,cia. min. san andres de la sierra s. a.,"This company owns: The Nelfa mine located at san andres de la sierra, dgo. (Conrado peña, spt.) El naranjo mine located at san andres de la sierra, dgo. (sabas panloja, spt.) the bertha mine, located south of san andres de la sierra, dgo. (epigmenio diaz, spt.)",,,,,,"This company owns: The Nelfa mine located at san andres de la sierra, dgo. (Conrado peña, spt.) El naranjo mine located at san andres de la sierra, dgo. (sabas panloja, spt.) the bertha mine, located south of san andres de la sierra, dgo. (epigmenio diaz, spt.)",,,,,,,
470,durango,cia. min. san andres de la sierra s. a.,"mill name, santa ana y anexas., ",,,,,,,,,,"mill name, santa ana y anexas., ",,,
471,durango,cia. min. san andres de la sierra s. a.,"mill location, santa ana, dgo., ",,,,,,,,,,"mill location, santa ana, dgo., ",,,
472,durango,cia. min. san andres de la sierra s. a.,"mill p. o., canelas, dgo., ",,,,,,,,,,"mill p. o., canelas, dgo., ",,,
473,durango,cia. min. san andres de la sierra s. a.,"jig. table & flotation, concentration &, cyanidation.",,,,,,,,,jig. table & flotation,,,,
474,durango,cia. min. san andres de la sierra s. a.,"daily output, 25 metric tons., ",,,,,,,,25 metric tons.,,,,,
475,durango,cia. min. san andres de la sierra s. a.,"smelter name, cia. fundidora de la sierra., ",,,,,,,,,,"smelter name, cia. fundidora de la sierra., ",,,
476,durango,cia. min. san andres de la sierra s. a.,"smelter location, san andres de la sierra, dgo., ",,,,,,,,,,"smelter location, san andres de la sierra, dgo., ",,,
477,durango,cia. min. san andres de la sierra s. a.,"president, atanasio g. saravia, banco nacional de mexico, durango, dgo.",,,,,,,,,,"banco nacional de mexico, durango, dgo.",,atanasio g. saravia,president
478,durango,cia. min. san andres de la sierra s. a.,"secr., juan l. peña, banco de durango, ",,,,,,,,,,"banco de durango, ",,juan l. peña,secr.
479,durango,cia. min. san andres de la sierra s. a.,"treas., tomas fragoso, patoni 23, durango, dgo.",,,,,,,,,,"patoni 23, durango, dgo.",,tomas fragoso,treas.
480,durango,cia. min. san andres de la sierra s. a.,"attorney, lic. angel del palacio, apartado 57, durango, dgo.",,,,,,,,,,"apartado 57, durango, dgo.",,lic. angel del palacio,attorney
481,durango,cia. min. san andres de la sierra s. a.,"grl. mgr., antonio peña, durango, dgo.",,,,,,,,,,"durango, dgo.",,antonio peña,grl. mgr.
482,durango,cia. min. san andres de la sierra s. a.,"asst. grl. mgr., j. m. diaz, durango, dgo.",,,,,,,,,,"durango, dgo.",,j. m. diaz,asst. grl. mgr.
483,durango,cia. min. san andres de la sierra s. a.,"purch. agt., antonio peña, durango, dgo.",,,,,,,,,,"durango, dgo.",,antonio peña,purch. agt.
484,durango,cia. min. san andres de la sierra s. a.,"grl. spt., g. stinson, san andres de la sierra, durango",,,,,,,,,,"san andres de la sierra, durango",,g. stinson,grl. spt.
485,durango,cia. min. san andres de la sierra s. a.,"ming. eng., antonio peña, durango, dgo.",,,,,,,,,,"durango, dgo.",,antonio peña,ming. eng.
486,durango,cia. min. san andres de la sierra s. a.,"mech. eng., e. g cadaval, hidalgo 16, durango, dgo.",,,,,,,,,,"hidalgo 16, durango, dgo.",,e. g cadaval,mech. eng.
487,durango,cia. min. san andres de la sierra s. a.,"grl. foreman, epigmenio diaz sr., san andres de la sierra, dgo.",,,,,,,,,,"san andres de la sierra, dgo.",,epigmenio diaz sr.,grl. foreman
489,durango,compañia minera y beneficiadora mexicana s. a.,"location, san rafael, dgo., ",,,,,,,,,,"location, san rafael, dgo., ",,,
490,durango,compañia minera y beneficiadora mexicana s. a.,"p. o., guanacevi, dgo., ",,,,,,,,,,"p. o., guanacevi, dgo., ",,,
491,durango,compañia minera y beneficiadora mexicana s. a.,"mexico city office, edificio cidosa, room 311., ",,,,,,,,,,"mexico city office, edificio cidosa, room 311., ",,,
492,durango,compañia minera y beneficiadora mexicana s. a.,gold.,,,,,gold.,,,,,,,,
492,durango,compañia minera y beneficiadora mexicana s. a.,"this co. owns various mines located at san rafael, near guanacevi, dgo.",,,,,,"this co. owns various mines located at san rafael, near guanacevi, dgo.",,,,,,,
493,durango,compañia minera y beneficiadora mexicana s. a.,"mill location, guanacevi, dgo., ",,,,,,,,,,"mill location, guanacevi, dgo., ",,,
494,durango,compañia minera y beneficiadora mexicana s. a.,"flotation concentration., ",,,,,,,,,flotation concentration.,,,,
495,durango,compañia minera y beneficiadora mexicana s. a.,"daily output, 20 metric tons ., ",,,,,,,,20 metric tons .,,,,,
496,durango,compañia minera y beneficiadora mexicana s. a.,"president, the late mr. federico ritter was president, and the work has been stopped at the mines, the ritter estate being in liquidation., ",,,,,,,,,,,,"the late mr. federico ritter was president, and the work has been stopped at the mines, the ritter estate being in liquidation.",president
497,durango,compañia minera y beneficiadora mexicana s. a.,"ming. eng., r. cepeda, is in charge of the properties., ",,,,,,,,,,"is in charge of the properties., ",,r. cepeda,ming. eng.
499,durango,alberto genty y cia.,"location, san juan de guadalupe, dgo., ",,,,,,,,,,"location, san juan de guadalupe, dgo., ",,,
500,durango,alberto genty y cia.,this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.,,,,,,this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.,,,,,,,
500,durango,alberto genty y cia.,"p. o., estacion rivas, dgo., ",,,,,,,,,,"p. o., estacion rivas, dgo., ",,,
501,durango,anita custom mill,"anita custom mill, ",,,,,,,,,,"anita custom mill, ",,,
502,durango,anita custom mill,"foreign office, 314 two republics bdg., el paso, texas",,,,,,,,,,"foreign office, 314 two republics bdg., el paso, texas",,,
503,durango,anita custom mill,"location & p. o., guanacevi, dgo., ",,,,,,,,,,"location & p. o., guanacevi, dgo., ",,,
504,durango,anita custom mill,gold silver.,,,,,gold silver.,,,,,,,,
505,durango,anita custom mill,"mill name, anita., ",,,,,,,,,,"mill name, anita., ",,,
506,durango,anita custom mill,"mill location, guanacevi, dgo., ",,,,,,,,,,"mill location, guanacevi, dgo., ",,,
507,durango,anita custom mill,"table & flotation concentration & cyanidation., ",,,,,,,,,table & flotation concentration & cyanidation.,,,,
508,durango,anita custom mill,"owner, e . f . knotts, el paso, texas.",,,,,,,,,,"el paso, texas.",,e . f . knotts,owner
509,durango,anita custom mill,"grl. spt., a. w. knotts, guanacevi, texas.",,,,,,,,,,"guanacevi, texas.",,a. w. knotts,grl. spt.
511,durango,inde gold mining co.,"location & p. o., indé, dgo., ",,,,,,,,,,"location & p. o., indé, dgo., ",,,
512,durango,inde gold mining co.,"foreign office, 120 broadway, new york., ",,,,,,,,,,"foreign office, 120 broadway, new york., ",,,
513,durango,inde gold mining co.,"gold, silver, lead",,,,,"gold, silver, lead",,,,,,,,
513,durango,inde gold mining co.,"this co. owns the la terrible, descubridora, amazon, hector, plomosa, montana de oro, potrillo, san carlos & rosario mines all located at inde, dgo.",,,,,,"this co. owns the la terrible, descubridora, amazon, hector, plomosa, montana de oro, potrillo, san carlos & rosario mines all located at inde, dgo.",,,,,,,
514,durango,inde gold mining co.,"mill location, indé dgo., ",,,,,,,,,,"mill location, indé dgo., ",,,
515,durango,inde gold mining co.,"table concentration & cyanidation., ",,,,,,,,,table concentration & cyanidation.,,,,
516,durango,inde gold mining co.,"daily output, 100 metric tons, ",,,,,,,,100 metric tons,,,,,
517,durango,inde gold mining co.,"president, w. rowland cox, new york., ",,,,,,,,,,"new york., ",,w. rowland cox,president
518,durango,inde gold mining co.,"grl. mgr., robert mccart jr. 223 mills bdg. el paso., texas., ",,,,,,,,,,"texas., ",,robert mccart jr. 223 mills bdg. el paso.,grl. mgr.
520,durango,location,"location, san dimas, dgo., ",,,,,,,,,,"location, san dimas, dgo., ",,,
521,durango,main office in mexico,see sinaloa for complete information.,,,,,,see sinaloa for complete information.,,,,,,,
521,durango,main office in mexico,"main office in mexico, contra estaca, sin., see sinaloa for complete information.",,,,,,,,,,"main office in mexico, contra estaca, sin., see sinaloa for complete information.",,,
522,durango,candelaria mine,"candelaria mine, p. a. ramsower, superintendent., san dimas mill",,,,,,,,,,"candelaria mine, p. a. ramsower, superintendent., san dimas mill",,,
523,durango,treatment,"cyanidation., ",,,,,,,,,cyanidation.,,,,
524,durango,daily output,"daily output, 120 metric tons ., ",,,,,,,,120 metric tons .,,,,,
525,durango,electr. Eng.,"electr. Eng., dr. a. f. kirschner, san dimas. dgo., ",,,,,,,,,,"san dimas. dgo., ",,dr. a. f. kirschner,electr. Eng.
526,durango,foreman,"foreman, alejandro gonzalez, san dimas, dgo.",,,,,,,,,,"san dimas, dgo.",,alejandro gonzalez,foreman
528,durango,negociacion minera de guanacevi,"location & p. o., guanacevi, dgo., ",,,,,,,,,,"location & p. o., guanacevi, dgo., ",,,
529,durango,negociacion minera de guanacevi,silver gold.,,,,,silver gold.,,,,,,,,
529,durango,negociacion minera de guanacevi,this company owns the san luis & san jose mines,,,,,,this company owns the san luis & san jose mines,,,,,,,
530,durango,negociacion minera de guanacevi,"the owner, joaquin elizondo, lives in san luis potosi, s. l. p.",,,,,,,,,,"lives in san luis potosi, s. l. p.",,joaquin elizondo,the owner
532,durango,san luis mining co.,"foreign office, 910 american bank bdg. san francisco, calif., ",,,,,,,,,,"foreign office, 910 american bank bdg. san francisco, calif., ",,,
533,durango,san luis mining co.,"location, tayoltita, durango., ",,,,,,,,,,"location, tayoltita, durango., ",,,
534,durango,san luis mining co.,"p. o., c. o cordova y cia. estacion dimas, sinaloa ., ",,,,,,,,,,"p. o., c. o cordova y cia. estacion dimas, sinaloa ., ",,,
535,durango,san luis mining co.,silver gold.,,,,,silver gold.,,,,,,,,
535,durango,san luis mining co.,"this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",,,,,,"this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",,,,,,,
536,durango,san luis mining co.,"mill location, tayoltita, dgo., ",,,,,,,,,,"mill location, tayoltita, dgo., ",,,
537,durango,san luis mining co.,"cyanidation., ",,,,,,,,,cyanidation.,,,,
538,durango,san luis mining co.,"daily output, 200 metric tons., ",,,,,,,,200 metric tons.,,,,,
539,durango,san luis mining co.,"president, f. t. elsey, san francisco, calif.",,,,,,,,,,"san francisco, calif.",,f. t. elsey,president
540,durango,san luis mining co.,"grl. mgr., j. w. swent, c/o cordova y cia. estacion, dimas, sin.",,,,,,,,,,"c/o cordova y cia. estacion, dimas, sin.",,j. w. swent,grl. mgr.
541,durango,san luis mining co.,"mine spt, c. w. cushman, estacion dimas, sin.",,,,,,,,,,"estacion dimas, sin.",,c. w. cushman,mine spt
542,durango,san luis mining co.,"mill spt., albert silver, estacion dimas, sin.",,,,,,,,,,"estacion dimas, sin.",,albert silver,mill spt.
543,durango,san luis mining co.,"chief eng., theo. dickel, estacion dimas, sin.",,,,,,,,,,"estacion dimas, sin.",,theo. dickel,chief eng.
544,durango,san luis mining co.,"ming. eng., a. syverson, estacion dimas, sin.",,,,,,,,,,"estacion dimas, sin.",,a. syverson,ming. eng.
545,durango,san luis mining co.,"elect. eng., e . wilcox, estacion dimas, sin.",,,,,,,,,,"estacion dimas, sin.",,e . wilcox,elect. eng.
546,durango,san luis mining co.,"mast. mech., frank dorroh, estacion dimas, sin.",,,,,,,,,,"estacion dimas, sin.",,frank dorroh,mast. mech.
548,durango,the soto mines co. s. a.,"location & p. o., guanacevi, dgo., ",,,,,,,,,,"location & p. o., guanacevi, dgo., ",,,
549,durango,the soto mines co. s. a.,"foreign office, 14 wall st. new york., ",,,,,,,,,,"foreign office, 14 wall st. new york., ",,,
550,durango,the soto mines co. s. a.,silver gold.,,,,,silver gold.,,,,,,,,
551,durango,the soto mines co. s. a.,"mill location, san pedro, near guanacevi, dgo.",,,,,,,,,,"mill location, san pedro, near guanacevi, dgo.",,,
552,durango,the soto mines co. s. a.,"table & flotation concentration., ",,,,,,,,,table & flotation concentration.,,,,
553,durango,the soto mines co. s. a.,"daily output, 200 metric tons., ",,,,,,,,200 metric tons.,,,,,
554,durango,the soto mines co. s. a.,"president, wilbur judson, new york., ",,,,,,,,,,"new york., ",,wilbur judson,president
555,durango,the soto mines co. s. a.,"grl. mgr., h. mcleod cobb, guanacevi, dgo.",,,,,,,,,,"guanacevi, dgo.",,h. mcleod cobb,grl. mgr.
556,durango,the soto mines co. s. a.,"grl. spt., erasmo barrosa, guanacevi, dgo.",,,,,,,,,,"guanacevi, dgo.",,erasmo barrosa,grl. spt.
558,guanajuato,cia. minera aurora y anexas s. a.,"organized, in mexico., ",,,,,,,,,,,"organized, in mexico., ",,
559,guanajuato,cia. minera aurora y anexas s. a.,"1.000,000 oro nac.",,,,"1.000,000 oro nac.",,,,,,,,,
560,guanajuato,cia. minera aurora y anexas s. a.,"location & p. o., real de xichu, gto., ",,,,,,,,,,"location & p. o., real de xichu, gto., ",,,
561,guanajuato,cia. minera aurora y anexas s. a.,"mexico city office, edificio boker, apartado 2852., ",,,,,,,,,,"mexico city office, edificio boker, apartado 2852., ",,,
562,guanajuato,cia. minera aurora y anexas s. a.,silver copper,,,,,silver copper,,,,,,,,
562,guanajuato,cia. minera aurora y anexas s. a.,"the mines of this company are operated by the cia. Min. de peñoles, s. a.",,,,,,"the mines of this company are operated by the cia. Min. de peñoles, s. a.",,,,,,,
563,guanajuato,cia. minera aurora y anexas s. a.,"president, victoriano gomez, allende, mexico, d. f.",,,,,,,,,,"allende, mexico, d. f.",,victoriano gomez,president
564,guanajuato,cia. minera aurora y anexas s. a.,"vice-pres., jose de caso, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,jose de caso,vice-pres.
565,guanajuato,cia. minera aurora y anexas s. a.,"secretary, isidro de la muela, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,isidro de la muela,secretary
567,guanajuato,cia. minera cristo rey y anexas s. a.,"organized, in mexico on august 9, 1924, ",,,,,,,,,,,"organized, in mexico on august 9, 1924, ",,
568,guanajuato,cia. minera cristo rey y anexas s. a.,"$150,000 oro nac.",,,,"$150,000 oro nac.",,,,,,,,,
569,guanajuato,cia. minera cristo rey y anexas s. a.,"location & p. o., calle escalera 1, guanajuato, gto.",,,,,,,,,,"location & p. o., calle escalera 1, guanajuato, gto.",,,
570,guanajuato,cia. minera cristo rey y anexas s. a.,"mexico city office, avenida capuchinas 69, room 414 ., ",,,,,,,,,,"mexico city office, avenida capuchinas 69, room 414 ., ",,,
571,guanajuato,cia. minera cristo rey y anexas s. a.,silver gold lead.,,,,,silver gold lead.,,,,,,,,
571,guanajuato,cia. minera cristo rey y anexas s. a.,"this co. owns the cristo rey, la asuncion, san nicolastio, caritina, san patricio, san jose de providencia, lourdes and san antonio mines located in the municipality of guanajuato, besides the la providencial mine located at cuencame, dgo.",,,,,,"this co. owns the cristo rey, la asuncion, san nicolastio, caritina, san patricio, san jose de providencia, lourdes and san antonio mines located in the municipality of guanajuato, besides the la providencial mine located at cuencame, dgo.",,,,,,,
572,guanajuato,cia. minera cristo rey y anexas s. a.,"president, ing. o. h. harrison, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,ing. o. h. harrison,president
573,guanajuato,cia. minera cristo rey y anexas s. a.,"secr., lic . othon camarena, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,lic . othon camarena,secr.
574,guanajuato,cia. minera cristo rey y anexas s. a.,"grl. mgr., diego flores chapa, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,diego flores chapa,grl. mgr.
575,guanajuato,cia. minera cristo rey y anexas s. a.,"purch. agt., diego flores chapa, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,diego flores chapa,purch. agt.
576,guanajuato,cia. minera cristo rey y anexas s. a.,"superintendent, ing. andres bravo, guanajuato, gto.",,,,,,,,,,"guanajuato, gto.",,ing. andres bravo,superintendent
578,guanajuato,cia. minera de angustias dolores y anexas s. a.,"organized, in mexico in 1907 ., ",,,,,,,,,,,"organized, in mexico in 1907 ., ",,
579,guanajuato,cia. minera de angustias dolores y anexas s. a.,"$1.000,000 u. s. c.","$1.000,000 u. s. c.",,,,,,,,,,,,
580,guanajuato,cia. minera de angustias dolores y anexas s. a.,"location and p. o., pozos, gto., ",,,,,,,,,,"location and p. o., pozos, gto., ",,,
581,guanajuato,cia. minera de angustias dolores y anexas s. a.,"mexico city office, callejon de bilbao 31/2, 2nd floor, room 7.",,,,,,,,,,"mexico city office, callejon de bilbao 31/2, 2nd floor, room 7.",,,
582,guanajuato,cia. minera de angustias dolores y anexas s. a.,gold silver.,,,,,gold silver.,,,,,,,,
582,guanajuato,cia. minera de angustias dolores y anexas s. a.,"This company owns the angustias, dolores and cinco señores mines, all located at pozos, gto.",,,,,,"This company owns the angustias, dolores and cinco señores mines, all located at pozos, gto.",,,,,,,
583,guanajuato,cia. minera de angustias dolores y anexas s. a.,"mill location, pozos, gto., ",,,,,,,,,,"mill location, pozos, gto., ",,,
584,guanajuato,cia. minera de angustias dolores y anexas s. a.,"concentration., ",,,,,,,,,concentration.,,,,
585,guanajuato,cia. minera de angustias dolores y anexas s. a.,"daily output, 200 metric tons., ",,,,,,,,200 metric tons.,,,,,
586,guanajuato,cia. minera de angustias dolores y anexas s. a.,"president, f. sanchez barrenechea, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,f. sanchez barrenechea,president
587,guanajuato,cia. minera de angustias dolores y anexas s. a.,"vice-pres., ing. adolfo martinez, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,ing. adolfo martinez,vice-pres.
588,guanajuato,cia. minera de angustias dolores y anexas s. a.,"sec. treas., celso guadalajara, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,celso guadalajara,sec. treas.
589,guanajuato,cia. minera de angustias dolores y anexas s. a.,"director gr., jerome a. hilbert, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,jerome a. hilbert,director gr.
590,guanajuato,cia. minera de angustias dolores y anexas s. a.,"pur. agt., jerome a. hilbert, mexico, d. f.",,,,,,,,,,"mexico, d. f.",,jerome a. hilbert,pur. agt.
591,guanajuato,cia. minera de angustias dolores y anexas s. a.,"mine spt., j. welsh, pozos, gto.",,,,,,,,,,"pozos, gto.",,j. welsh,mine spt.
592,guanajuato,cia. minera de angustias dolores y anexas s. a.,"mill spt., juan marquez, pozos, gto.",,,,,,,,,,"pozos, gto.",,juan marquez,mill spt.
593,guanajuato,cia. minera de angustias dolores y anexas s. a.,(he is also in charge of the hda.. De beneficio.),,,,,,(he is also in charge of the hda.. De beneficio.),,,,,,,
593,guanajuato,cia. minera de angustias dolores y anexas s. a.,"ming. eng., juan marquez, pozos, gto.",,,,,,,,,,"pozos, gto.",,juan marquez,ming. eng.
595,guanajuato,cia. minera del cubo s. a.,"organized, in ciudad juarez., d. f.",,,,,,,,,,,"organized, in ciudad juarez., d. f.",,
596,guanajuato,cia. minera del cubo s. a.,"$350, 000 oro nac",,,,"$350, 000 oro nac",,,,,,,,,
