id,place,company,text,capitalusd,capitalpound,capitalfr,capitalpeso,minerals,owns,owned,doutput,technology,loc,incor,name,role
3,aguascalientes,aguascalientes metal co.,"organized, in december 1900 in mexico. d. f., ",,,,,,,,,,,"organized, in december 1900 in mexico. d. f., ",,
4,aguascalientes,aguascalientes metal co.,35000,,,,35000,,,,,,,,,
5,aguascalientes,aguascalientes metal co.,"po, asientso ags, ",,,,,,,,,,"po, asientso ags, ",,,
6,aguascalientes,aguascalientes metal co.,copper gold silver,,,,,copper gold silver,,,,,,,,
7,aguascalientes,aguascalientes metal co.,"president, chas p doerr, aguascalientes, ags",,,,,,,,,,"aguascalientes, ags",,chas p doerr,president
8,aguascalientes,aguascalientes metal co.,"secretary, victor hunter, chapala, jal",,,,,,,,,,"chapala, jal",,victor hunter,secretary
9,aguascalientes,aguascalientes metal co.,"grl mgr, albert doerr, asientos, ags",,,,,,,,,,"asientos, ags",,albert doerr,grl mgr
10,aguascalientes,aguascalientes metal co.,"purch agt, albert doerr, asientos, ags",,,,,,,,,,"asientos, ags",,albert doerr,purch agt
11,aguascalientes,aguascalientes metal co.,"superit, jesus g macias, asientos, ags",,,,,,,,,,"asientos, ags",,jesus g macias,superit
12,aguascalientes,aguascalientes metal co.,"master mech., paul leder, asientos, ags",,,,,,,,,,"asientos, ags",,paul leder,master mech.
14,aguascalientes,cia min la fortuna sa,"organized, in aguascalientes in 1902, ",,,,,,,,,,,"organized, in aguascalientes in 1902, ",,
15,aguascalientes,cia min la fortuna sa,200000,,,,200000,,,,,,,,,
16,aguascalientes,cia min la fortuna sa,"location& po, tepezala, ags, ",,,,,,,,,,"location& po, tepezala, ags, ",,,
17,aguascalientes,cia min la fortuna sa,silver copper,,,,,silver copper,,,,,,,,
18,aguascalientes,cia min la fortuna sa,"manager, gabriel chavez, ",,,,,,,,,,,,gabriel chavez,manager
20,aguascalientes,compania minera san geronimo sa,"organized, in mexico in 1922, ",,,,,,,,,,,"organized, in mexico in 1922, ",,
21,aguascalientes,compania minera san geronimo sa,212 725,,,,212 725,,,,,,,,,
22,aguascalientes,compania minera san geronimo sa,"location& po, asientos, ags, ",,,,,,,,,,"location& po, asientos, ags, ",,,
23,aguascalientes,compania minera san geronimo sa,"mexico city office, ave uruguay 56, rooms 213, ",,,,,,,,,,"mexico city office, ave uruguay 56, rooms 213, ",,,
24,aguascalientes,compania minera san geronimo sa,copper silver,,,,,copper silver,,,,,,,,
25,aguascalientes,compania minera san geronimo sa,"president, raoul mill, mexico, df",,,,,,,,,,"mexico, df",,raoul mill,president
26,aguascalientes,compania minera san geronimo sa,"secr, h cassereau, mexico, df",,,,,,,,,,"mexico, df",,h cassereau,secr
27,aguascalientes,compania minera san geronimo sa,"treas, alf jean, mexico, df",,,,,,,,,,"mexico, df",,alf jean,treas
28,aguascalientes,compania minera san geronimo sa,"grl mgr, f defosse, mexico, df",,,,,,,,,,"mexico, df",,f defosse,grl mgr
29,aguascalientes,compania minera san geronimo sa,"purch agt, f defosse, mexico, df",,,,,,,,,,"mexico, df",,f defosse,purch agt
31,aguascalientes,compania min socorro y an sa,"location& po, asientos, ags, ",,,,,,,,,,"location& po, asientos, ags, ",,,
32,aguascalientes,compania min socorro y an sa,"manager, gabriel chavez, ",,,,,,,,,,,,gabriel chavez,manager
33,aguascalientes,compania min socorro y an sa,2800,,,,2800,,,,,,,,,
35,aguascalientes,minerva mining co. s. a.,"organized, on september 11. 1925., ",,,,,,,,,,,"organized, on september 11. 1925., ",,
36,aguascalientes,minerva mining co. s. a.,800000,,,,800000,,,,,,,,,
37,aguascalientes,minerva mining co. s. a.,"location & p. o., asientos, ags ., ",,,,,,,,,,"location & p. o., asientos, ags ., ",,,
38,aguascalientes,minerva mining co. s. a.,gold silver. copper lead zinc.,,,,,gold silver. copper lead zinc.,,,,,,,,
38,aguascalientes,minerva mining co. s. a.,this company owns the minerva mine.,,,,,,this company owns the minerva mine.,,,,,,,
39,aguascalientes,minerva mining co. s. a.,"mill name, minerva ., ",,,,,,,,,,"mill name, minerva ., ",,,
40,aguascalientes,minerva mining co. s. a.,"mill location, asientos, · ags., ",,,,,,,,,,"mill location, asientos, · ags., ",,,
41,aguascalientes,minerva mining co. s. a.,"flotation & concentration., ",,,,,,,,,flotation & concentration.,,,,
42,aguascalientes,minerva mining co. s. a.,"daily out put, 300 metric tons., ",,,,,,,,300 metric tons.,,,,,
43,aguascalientes,minerva mining co. s. a.,"president, george h. theiss., ",,,,,,,,,,,,george h. theiss.,president
44,aguascalientes,minerva mining co. s. a.,"vice press, henry wyman, apartado 7, zacatecas",,,,,,,,,,"apartado 7, zacatecas",,henry wyman,vice press
45,aguascalientes,minerva mining co. s. a.,"scr & treas, j . h. duff., ",,,,,,,,,,,,j . h. duff.,scr & treas
46,aguascalientes,minerva mining co. s. a.,"grl mgr, henry wyman, zacatecas, zac.",,,,,,,,,,"zacatecas, zac.",,henry wyman,grl mgr
47,aguascalientes,minerva mining co. s. a.,"attorney, g. borrego., ",,,,,,,,,,,,g. borrego.,attorney
48,aguascalientes,minerva mining co. s. a.,"superintendent, r. s. ayers, asientos, ags.",,,,,,,,,,"asientos, ags.",,r. s. ayers,superintendent
49,aguascalientes,minerva mining co. s. a.,"mine spt, j. powers, asientos, ags.",,,,,,,,,,"asientos, ags.",,j. powers,mine spt
50,aguascalientes,minerva mining co. s. a.,"spt of power, .j. kaufer, asientos, ags.",,,,,,,,,,"asientos, ags.",,.j. kaufer,spt of power
52,baja california.,compañia del boleo,"organized, in paris france on may 16. 1885 ·, ",,,,,,,,,,,"organized, in paris france on may 16. 1885 ·, ",,
53,baja california.,compañia del boleo,12000000,,,,,,,,,,,,,
54,baja california.,compañia del boleo,"locaticn & p. o., sta. rosalia, baja california., ",,,,,,,,,,"locaticn & p. o., sta. rosalia, baja california., ",,,
55,baja california.,compañia del boleo,"foreign office, 58 rue de provence, paris ·, ",,,,,,,,,,"foreign office, 58 rue de provence, paris ·, ",,,
56,baja california.,compañia del boleo,"mexico city office, a.venida capuchinas 44, manager., mr l majar",,,,,,,,,,"mexico city office, a.venida capuchinas 44, manager., mr l majar",,,
57,baja california.,compañia del boleo,copper,,,,,copper,,,,,,,,
57.5,baja california.,compañia del boleo,"owns, the providencia, purgatorio, soledad and other mines, rosalia, b . c .",,,,,,"the providencia, purgatorio, soledad and other mines",,,,,,,
58,baja california.,compañia del boleo,"mill location, sta. rosalia, b. c ·, ",,,,,,,,,,"mill location, sta. rosalia, b. c ·, ",,,
59,baja california.,compañia del boleo,"daily out put, 800 me trie tons., ",,,,,,,,800 me trie tons.,,,,,
60,baja california.,compañia del boleo,"smelter location, sta. rosalia, b · c ·, ",,,,,,,,,,"smelter location, sta. rosalia, b · c ·, ",,,
61,baja california.,compañia del boleo,"refining plant location, sta. rosalia, b · c ·, ",,,,,,,,,,"refining plant location, sta. rosalia, b · c ·, ",,,
62,baja california.,compañia del boleo,"president, w. d'eichtal, paris, france.",,,,,,,,,,"paris, france.",,w. d'eichtal,president
63,baja california.,compañia del boleo,"grl. mgr., r. plouin, sta. rosalia, b · c ·",,,,,,,,,,"sta. rosalia, b · c ·",,r. plouin,grl. mgr.
64,baja california.,compañia del boleo,"purch. agt., xavier de pichon, 503 market st san, francisco california",,,,,,,,,,"503 market st san, francisco california",,xavier de pichon,purch. agt.
65,baja california.,compañia del boleo,"grl. Spt, x. gélinier, sta. rosalia, b. c .",,,,,,,,,,"sta. rosalia, b. c .",,x. gélinier,grl. Spt
66,baja california.,compañia del boleo,"mine spt., .j. siffre, sta. rosalia, b. c.",,,,,,,,,,"sta. rosalia, b. c.",,.j. siffre,mine spt.
67,baja california.,compañia del boleo,"grl. eng., a. nopper, sta. rosalia, b. c.",,,,,,,,,,"sta. rosalia, b. c.",,a. nopper,grl. eng.
68,baja california.,compañia del boleo,"ming. Eng., .j. cazanove., sta. ro salia, b. c.",,,,,,,,,,"sta. ro salia, b. c.",,.j. cazanove.,ming. Eng.
69,baja california.,compañia del boleo,"mech. eng., e. jezequel, sta. rosalia, b. c.",,,,,,,,,,"sta. rosalia, b. c.",,e. jezequel,mech. eng.
70,baja california.,compañia del boleo,"elect. eng., a. froger, sta. rosalia, b. c.",,,,,,,,,,"sta. rosalia, b. c.",,a. froger,elect. eng.
71,baja california.,compañia del boleo,"master mech., a. janison, sta. rosalia, b. c.",,,,,,,,,,"sta. rosalia, b. c.",,a. janison,master mech.
73,baja california.,cia y reduccion del golfo s. a.,"location, district of san antonio, b. c., ",,,,,,,,,,"location, district of san antonio, b. c., ",,,
74,baja california.,cia y reduccion del golfo s. a.,"p. o, san antonio, b. c., ",,,,,,,,,,"p. o, san antonio, b. c., ",,,
75,baja california.,cia y reduccion del golfo s. a.,"foreign office, 40 w. congress st. tucson, ariz., ",,,,,,,,,,"foreign office, 40 w. congress st. tucson, ariz., ",,,
76,baja california.,cia y reduccion del golfo s. a.,silver gold arsenic.,,,,,silver gold arsenic.,,,,,,,,
77,baja california.,cia y reduccion del golfo s. a.,"grl. mgr., mm carpenter, tucson, ariz.",,,,,,,,,,"tucson, ariz.",,mm carpenter,grl. mgr.
78,baja california.,cia y reduccion del golfo s. a.,"grl. spt., geo. w. pickett, san antonio, b. c.",,,,,,,,,,"san antonio, b. c.",,geo. w. pickett,grl. spt.
81,chihuahua,calera mining co.,"location, san isidro, chih., ",,,,,,,,,,"location, san isidro, chih., ",,,
82,chihuahua,calera mining co.,"p · o., apartado 13, chihuahua, chih.",,,,,,,,,,"p · o., apartado 13, chihuahua, chih.",,,
83,chihuahua,calera mining co.,"foreign office, 730 fifth ave. new york·, ",,,,,,,,,,"foreign office, 730 fifth ave. new york·, ",,,
84,chihuahua,calera mining co.,lead zinc silver.,,,,,lead zinc silver.,,,,,,,,
84,chihuahua,calera mining co.,this co. owns the calera and la prieta (57 claims),,,,,,this co. owns the calera and la prieta (57 claims),,,,,,,
84.1,chihuahua,calera mining co.,lead zinc silver.,,,,,lead zinc silver.,,,,,,,,
84.1,chihuahua,calera mining co.,this company is subsidiary of howe sound co.,,,,,,this company is subsidiary of howe sound co.,,,,,,,
85,chihuahua,calera mining co.,"chairman, e. b. schley, new york., ",,,,,,,,,,"new york., ",,e. b. schley,chairman
86,chihuahua,calera mining co.,"president, w. j. quigly, new york., ",,,,,,,,,,"new york., ",,w. j. quigly,president
87,chihuahua,calera mining co.,"secr., w. j. walworth, new york., ",,,,,,,,,,"new york., ",,w. j. walworth,secr.
88,chihuahua,calera mining co.,"treas., e. richter, new york., ",,,,,,,,,,"new york., ",,e. richter,treas.
89,chihuahua,calera mining co.,"attorney, lic. manuel prieto, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,lic. manuel prieto,attorney
90,chihuahua,calera mining co.,"grl. mgr., e. p. ryan, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,e. p. ryan,grl. mgr.
91,chihuahua,calera mining co.,"asst. grl. mgr., e. s. plumb, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,e. s. plumb,asst. grl. mgr.
92,chihuahua,calera mining co.,"purch. agt., the western purchasing co. el paso, texas., ",,,,,,,,,,"texas., ",,the western purchasing co. el paso,purch. agt.
93,chihuahua,calera mining co.,"superintendent, g. s. mckay, san isidro, chih.",,,,,,,,,,"san isidro, chih.",,g. s. mckay,superintendent
94,chihuahua,calera mining co.,"geologist, dr. s. j. schofied, vancouver, b. c. canada",,,,,,,,,,"vancouver, b. c. canada",,dr. s. j. schofied,geologist
95,chihuahua,calera mining co.,"consult. eng., o. r. whitaker, equitable bdg., ",,,,,,,,,,"equitable bdg., ",,o. r. whitaker,consult. eng.
96,chihuahua,calera mining co.,"mining eng., r. l. johnston, san isidro, chih.",,,,,,,,,,"san isidro, chih.",,r. l. johnston,mining eng.
97,chihuahua,calera mining co.,"cons. mech. eng., d. v. fennessy. mill bdg. el paso, texas., ",,,,,,,,,,"texas., ",,d. v. fennessy. mill bdg. el paso,cons. mech. eng.
98,chihuahua,calera mining co.,"electr. eng., a. gamerdinger, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,a. gamerdinger,electr. eng.
100,chihuahua,cia . minera alianza,"location, & p. o., chihuahua, chih.",,,,,,,,,,"location, & p. o., chihuahua, chih.",,,
101,chihuahua,cia . minera alianza,"mexico city office, capuchinas 41 c/o feo. c. terrazas., ",,,,,,,,,,"mexico city office, capuchinas 41 c/o feo. c. terrazas., ",,,
102,chihuahua,cia . minera alianza,"manager, a. l. kraft, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,a. l. kraft,manager
106,chihuahua,cia. Minera astreas y otros,"location & p. o., calle libertad 311, chihuahua, chih.",,,,,,,,,,"location & p. o., calle libertad 311, chihuahua, chih.",,,
107,chihuahua,cia. Minera astreas y otros,silver lead.,,,,,silver lead.,,,,,,,,
108,chihuahua,cia. Minera astreas y otros,"owners, the prieto estate., ",,,,,,,,,,,,the prieto estate.,owners
109,chihuahua,cia. Minera astreas y otros,"manager, j. o. treviño, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,j. o. treviño,manager
111,chihuahua,cia. Minera cienega sa,"location, moris, chih., ",,,,,,,,,,"location, moris, chih., ",,,
112,chihuahua,cia. Minera cienega sa,"p.o., alclama 407 1/2, chihuahua, chih.",,,,,,,,,,"p.o., alclama 407 1/2, chihuahua, chih.",,,
113,chihuahua,cia. Minera cienega sa,"foreign office, p. ó. box 763 el paso, texas., ",,,,,,,,,,"foreign office, p. ó. box 763 el paso, texas., ",,,
114,chihuahua,cia. Minera cienega sa,gold silver.,,,,,gold silver.,,,,,,,,
114,chihuahua,cia. Minera cienega sa,this company owns the buenaventura mine.,,,,,,this company owns the buenaventura mine.,,,,,,,
115,chihuahua,cia. Minera cienega sa,"mill location, la cienega, chih., ",,,,,,,,,,"mill location, la cienega, chih., ",,,
116,chihuahua,cia. Minera cienega sa,"cyanidation., ",,,,,,,,,cyanidation.,,,,
117,chihuahua,cia. Minera cienega sa,"daily output, 50 metric tons., ",,,,,,,,50 metric tons.,,,,,
118,chihuahua,cia. Minera cienega sa,"president, frank mcewen, el paso, texas.",,,,,,,,,,"el paso, texas.",,frank mcewen,president
119,chihuahua,cia. Minera cienega sa,"grl. mgr., r. o'leary, el paso, texas.",,,,,,,,,,"el paso, texas.",,r. o'leary,grl. mgr.
120,chihuahua,cia. Minera cienega sa,"purch. agt., clyde harding, el paso, texas.",,,,,,,,,,"el paso, texas.",,clyde harding,purch. agt.
121,chihuahua,cia. Minera cienega sa,"grl. spt., w. h. seamon, jr., el paso",,,,,,,,,,"jr., el paso",,w. h. seamon,grl. spt.
123,chihuahua,cia. minera de naica,"location & p. o ., naica, chíh ., ",,,,,,,,,,"location & p. o ., naica, chíh ., ",,,
124,chihuahua,cia. minera de naica,gold silver lead ·,,,,,gold silver lead ·,,,,,,,,
124,chihuahua,cia. minera de naica,this company owns the leponte y an. mines.,,,,,,this company owns the leponte y an. mines.,,,,,,,
125,chihuahua,cia. minera de naica,"manager, jose de steffano, naica, chih.",,,,,,,,,,"naica, chih.",,jose de steffano,manager
128,chihuahua,cia. minera de plomo s. a.,"location, villa ahumada., ",,,,,,,,,,"location, villa ahumada., ",,,
129,chihuahua,cia. minera de plomo s. a.,"p. o., los lamentos, chih. (via lucero.), ",,,,,,,,,,"p. o., los lamentos, chih. (via lucero.), ",,,
130,chihuahua,cia. minera de plomo s. a.,silver lead.,,,,,silver lead.,,,,,,,,
130,chihuahua,cia. minera de plomo s. a.,this company owns the año nuevo & mexico mines.,,,,,,this company owns the año nuevo & mexico mines.,,,,,,,
131,chihuahua,cia. minera de plomo s. a.,"superintendent, karl i. mohler., los lamentos, chih.",,,,,,,,,,"los lamentos, chih.",,karl i. mohler.,superintendent
133,chihuahua,cia. min. de san patricio s. a.,"location & p. o., apartado 7, parral, chih.",,,,,,,,,,"location & p. o., apartado 7, parral, chih.",,,
134,chihuahua,cia. min. de san patricio s. a.,"foreign office, toronto, ont., ",,,,,,,,,,"foreign office, toronto, ont., ",,,
135,chihuahua,cia. min. de san patricio s. a.,silver lead.,,,,,silver lead.,,,,,,,,
135,chihuahua,cia. min. de san patricio s. a.,"this company owns the san patricio mine in parral chih. & the el clavo & la esmeralda mines in minas nuevas, chih.",,,,,,"this company owns the san patricio mine in parral chih. & the el clavo & la esmeralda mines in minas nuevas, chih.",,,,,,,
136,chihuahua,cia. min. de san patricio s. a.,"mill name, san patricio., ",,,,,,,,,,"mill name, san patricio., ",,,
137,chihuahua,cia. min. de san patricio s. a.,"mill location, parral, chih., ",,,,,,,,,,"mill location, parral, chih., ",,,
138,chihuahua,cia. min. de san patricio s. a.,"cyanidation., ",,,,,,,,,cyanidation.,,,,
139,chihuahua,cia. min. de san patricio s. a.,"daily output, 160 metric, tons., ",,,,,,,,160 metric,,,,,
140,chihuahua,cia. min. de san patricio s. a.,"president, w. d. ross, toronto, ont ·",,,,,,,,,,"toronto, ont ·",,w. d. ross,president
141,chihuahua,cia. min. de san patricio s. a.,"grl. mgr., t. g. mackenzie, parral, chih.",,,,,,,,,,"parral, chih.",,t. g. mackenzie,grl. mgr.
142,chihuahua,cia. min. de san patricio s. a.,"purch. agt., l. n. thacker, 706 mills bdg. el paso, texas.",,,,,,,,,,"706 mills bdg. el paso, texas.",,l. n. thacker,purch. agt.
143,chihuahua,cia. min. de san patricio s. a.,"grl. spt., a. w. morris, parral, chih.",,,,,,,,,,"parral, chih.",,a. w. morris,grl. spt.
144,chihuahua,cia. min. de san patricio s. a.,"mine spt., w. c. benedict, parral, chih.",,,,,,,,,,"parral, chih.",,w. c. benedict,mine spt.
146,chihuahua,cia . min . erupcion y an. s. a.,"location & p. o., los lamentos, chih. (via lucero.), ",,,,,,,,,,"location & p. o., los lamentos, chih. (via lucero.), ",,,
147,chihuahua,cia . min . erupcion y an. s. a.,"foreign office, warren, ariz., ",,,,,,,,,,"foreign office, warren, ariz., ",,,
148,chihuahua,cia . min . erupcion y an. s. a.,lead silver.,,,,,lead silver.,,,,,,,,
148,chihuahua,cia . min . erupcion y an. s. a.,this company is subsidiary of ahumada lead co.,,,,,,this company is subsidiary of ahumada lead co.,,,,,,,
148.1,chihuahua,cia . min . erupcion y an. s. a.,lead silver.,,,,,lead silver.,,,,,,,,
148.1,chihuahua,cia . min . erupcion y an. s. a.,this company owns the el labrador mine.,,,,,,this company owns the el labrador mine.,,,,,,,
149,chihuahua,cia . min . erupcion y an. s. a.,"president, l. d. ricketts, warren, ariz.",,,,,,,,,,"warren, ariz.",,l. d. ricketts,president
150,chihuahua,cia . min . erupcion y an. s. a.,"superintendent, karl i. mohler, los lamentos, chih.",,,,,,,,,,"los lamentos, chih.",,karl i. mohler,superintendent
151,chihuahua,cia . min . erupcion y an. s. a.,"purch. Agt., john b. rawlings, 315 two republics bdg., el paso. texas.",,,,,,,,,,"315 two republics bdg., el paso. texas.",,john b. rawlings,purch. Agt.
152,chihuahua,cia . min . erupcion y an. s. a.,"chief clerk, c. boan, los lamentos, chih.",,,,,,,,,,"los lamentos, chih.",,c. boan,chief clerk
154,chihuahua,cia. min. la sorpresa y an. s. a.,"location & p. o., naica, chih., ",,,,,,,,,,"location & p. o., naica, chih., ",,,
155,chihuahua,cia. min. la sorpresa y an. s. a.,"manager, jose bovio, chihuahua, chih",,,,,,,,,,"chihuahua, chih",,jose bovio,manager
157,chihuahua,cia. min. mexicana de la cieneguilla,"location & p. o., chihuahua, chih, ",,,,,,,,,,"location & p. o., chihuahua, chih, ",,,
158,chihuahua,cia. min. mexicana de la cieneguilla,"manager, j. c. shepard, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,j. c. shepard,manager
160,chihuahua,cia. Min. san pascual de las adargas s. a.,"location & p. o., apartado 25, ciudad jimenez, chih.",,,,,,,,,,"location & p. o., apartado 25, ciudad jimenez, chih.",,,
161,chihuahua,cia. Min. san pascual de las adargas s. a.,lead silver gold.,,,,,lead silver gold.,,,,,,,,
161,chihuahua,cia. Min. san pascual de las adargas s. a.,this conmpany owns the san pascual mines .,,,,,,this conmpany owns the san pascual mines .,,,,,,,
162,chihuahua,cia. Min. san pascual de las adargas s. a.,"manager, carl p. halter. ciudad jimenez, ciudad jimenez, chih.",,,,,,,,,,"ciudad jimenez, chih.",,carl p. halter. ciudad jimenez,manager
163,chihuahua,consolidacion minera de parrals s. a.,"consolidacion minera de parrals s. a., ",,,,,,,,,,"consolidacion minera de parrals s. a., ",,,
164,chihuahua,consolidacion minera de parrals s. a.,see special information (end of mining list.),,,,,,see special information (end of mining list.),,,,,,,
164,chihuahua,consolidacion minera de parrals s. a.,"location, near parral chih., c/o a. s. & r. co., see special information (end of mining list.)",,,,,,,,,,"location, near parral chih., c/o a. s. & r. co., see special information (end of mining list.)",,,
166,chihuahua,de leon mining co.,"location & p. o., chihuahua., chih., ",,,,,,,,,,"location & p. o., chihuahua., chih., ",,,
167,chihuahua,de leon mining co.,"foreign office, 923 Mills bdg. el paso, texas ., ",,,,,,,,,,"foreign office, 923 Mills bdg. el paso, texas ., ",,,
168,chihuahua,de leon mining co.,silver lead,,,,,silver lead,,,,,,,,
169,chihuahua,de leon mining co.,"manager, john marley, el paso, texas.",,,,,,,,,,"el paso, texas.",,john marley,manager
171,chihuahua,dolores mines co.,"this company is subsidiary of dolores esperanza corp. la dura, sonn.",,,,,,"this company is subsidiary of dolores esperanza corp. la dura, sonn.",,,,,,,
171,chihuahua,dolores mines co.,"location & p. o., madera, chih., ",,,,,,,,,,"location & p. o., madera, chih., ",,,
172,chihuahua,dolores mines co.,gold silver.,,,,,gold silver.,,,,,,,,
172,chihuahua,dolores mines co.,this company owns the alma de maria,,,,,,this company owns the alma de maria,,,,,,,
173,chihuahua,dolores mines co.,"mill location, madera, chih., ",,,,,,,,,,"mill location, madera, chih., ",,,
174,chihuahua,dolores mines co.,"daily output, 200 metric tons, ",,,,,,,,200 metric tons,,,,,
175,chihuahua,dolores mines co.,"president, h. s. black, new york., ",,,,,,,,,,"new york., ",,h. s. black,president
176,chihuahua,dolores mines co.,"vice-pres., a. t. black, new york., ",,,,,,,,,,"new york., ",,a. t. black,vice-pres.
177,chihuahua,dolores mines co.,"grl. Mgr., f. m. estes, la dura, son.",,,,,,,,,,"la dura, son.",,f. m. estes,grl. Mgr.
178,chihuahua,dolores mines co.,"manager, u. g. wolfe., madera, chih.",,,,,,,,,,"madera, chih.",,u. g. wolfe.,manager
179,chihuahua,dolores mines co.,"mill spt., w. j. philbrick, madera, chih.",,,,,,,,,,"madera, chih.",,w. j. philbrick,mill spt.
180,chihuahua,dolores mines co.,"ming. eng., r. j. tighe, madera, chih.",,,,,,,,,,"madera, chih.",,r. j. tighe,ming. eng.
181,chihuahua,dolores mines co.,"spt. of power, r. g. robinette, madera, chih.",,,,,,,,,,"madera, chih.",,r. g. robinette,spt. of power
183,chihuahua,el potosi mining co.,"organized, in new jersey, ",,,,,,,,,,,"organized, in new jersey, ",,
184,chihuahua,el potosi mining co.,"location, santa eulalia, chih.
, ",,,,,,,,,,"location, santa eulalia, chih.
, ",,,
185,chihuahua,el potosi mining co.,"p.o., apartado 13, chihuahua, chih., ",,,,,,,,,,"p.o., apartado 13, chihuahua, chih., ",,,
186,chihuahua,el potosi mining co.,"foreign office, 780 fifth ave. new york, ",,,,,,,,,,"foreign office, 780 fifth ave. new york, ",,,
187,chihuahua,el potosi mining co.,"lead, silver zinc.",,,,,"lead, silver zinc.",,,,,,,,
187,chihuahua,el potosi mining co.,"this co. owns the el potosi (83 claims), quince de mayo, santa gertrudis, santa ana, etc., mines are all located in sta. eulalia, district of morelos, chih.",,,,,,"this co. owns the el potosi (83 claims), quince de mayo, santa gertrudis, santa ana, etc., mines are all located in sta. eulalia, district of morelos, chih.",,,,,,,
188,chihuahua,el potosi mining co.,"mill location, sta. eulalia, chih., ",,,,,,,,,,"mill location, sta. eulalia, chih., ",,,
189,chihuahua,el potosi mining co.,"flotation, concentration, ",,,,,,,,,"flotation, concentration",,,,
190,chihuahua,el potosi mining co.,this company is a subsidiary of Howe Sound Co.,,,,,,this company is a subsidiary of Howe Sound Co.,,,,,,,
190,chihuahua,el potosi mining co.,"daily output, 600 metric tons, ",,,,,,,,600 metric tons,,,,,
191,chihuahua,el potosi mining co.,"Pres., w. j. quigly., n.y., ",,,,,,,,,,"n.y., ",,w. j. quigly.,Pres.
192,chihuahua,el potosi mining co.,"secr., w. j. walworth, new york., ",,,,,,,,,,"new york., ",,w. j. walworth,secr.
193,chihuahua,el potosi mining co.,"treas., e. ritcher, new york., ",,,,,,,,,,"new york., ",,e. ritcher,treas.
194,chihuahua,el potosi mining co.,"attorney, lic. Manuel prieto, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,lic. Manuel prieto,attorney
195,chihuahua,el potosi mining co.,"grl. Mgr., e. p. ryan, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,e. p. ryan,grl. Mgr.
196,chihuahua,el potosi mining co.,"asst. grl. Mgr., e. s. plumb., chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,e. s. plumb.,asst. grl. Mgr.
197,chihuahua,el potosi mining co.,"chairman, e. b. schley, new york., ",,,,,,,,,,"new york., ",,e. b. schley,chairman
198,chihuahua,el potosi mining co.,"purch. Agt., western purchasing co., 609 Mills Bdg., El Paso, Texas",,,,,,,,,,"609 Mills Bdg., El Paso, Texas",,western purchasing co.,purch. Agt.
199,chihuahua,el potosi mining co.,"superintendent, h. a. walker., chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,h. a. walker.,superintendent
200,chihuahua,el potosi mining co.,"geologist, dr. s. j. schofield, vancouver, b. c., canada",,,,,,,,,,"vancouver, b. c., canada",,dr. s. j. schofield,geologist
201,chihuahua,el potosi mining co.,"consult. eng., o. r. whitaker, equitable bdg., denver, colo.",,,,,,,,,,"equitable bdg., denver, colo.",,o. r. whitaker,consult. eng.
202,chihuahua,el potosi mining co.,"mining eng., c. l. thornberg., chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,c. l. thornberg.,mining eng.
203,chihuahua,el potosi mining co.,"electrc. Eng., a. gamerdinger., chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,a. gamerdinger.,electrc. Eng.
204,chihuahua,el potosi mining co.,"master mech., e. maurer, sya, sta., eulalia, chih.",,,,,,,,,,"eulalia, chih.",,"e. maurer, sya, sta.",master mech.
205,chihuahua,el potosi mining co.,"glr. Foreman., t. stafford, sta., eulalia, chih.",,,,,,,,,,"eulalia, chih.",,"t. stafford, sta.",glr. Foreman.
207,chihuahua,inglaterra mining co.,"location, sta. eulalia, chih., ",,,,,,,,,,"location, sta. eulalia, chih., ",,,
208,chihuahua,inglaterra mining co.,This co. is leased to the Cia. Min. de Peñoles S. A. See the Santa Eualia UNIT of the Peñoles Co.,,,,,,This co. is leased to the Cia. Min. de Peñoles S. A. See the Santa Eualia UNIT of the Peñoles Co.,,,,,,,
208,chihuahua,inglaterra mining co.,"p. o., apartado 70, chihuahua, chih., ",,,,,,,,,,"p. o., apartado 70, chihuahua, chih., ",,,
209,chihuahua,inglaterra mining co.,"owners, Dale Brothers,, chihuahua, chih.",,,,,,,,,,"chihuahua, chih.",,"Dale Brothers,",owners
211,chihuahua,moctezuma lead company,c/o. a. s. & r co. See Special Information (end of mining list),,,,,,c/o. a. s. & r co. See Special Information (end of mining list),,,,,,,
211,chihuahua,moctezuma lead company,"location, santa barbara., chih., ",,,,,,,,,,"location, santa barbara., chih., ",,,
213,chihuahua,palmarejo & mexican gold fields ltd.,"organized, june 1898 in london, ",,,,,,,,,,,"organized, june 1898 in london, ",,
214,chihuahua,palmarejo & mexican gold fields ltd.,"l. 560,000",,"l. 560,000",,,,,,,,,,,
