"","X","id","source","year","company","capital","office","loc","lon","lat","yinc","locinc","role","simpname","lastname.x","firstname.x","middlename.x","edu","text","lastname.y","firstname.y","middlename.y","prof"
"256",64764,"amm64764","amm",1920,"ASHLANDIRON&MINING CO.,INC.,ASHLAND. DGP",NA,NA,"ashland ",-122.7094767,42.1945758,NA,NA,NA,NA,NA,NA,NA,NA,"L. C. Jones, Ashland, Kentucky, Purchasing Department.",NA,NA,NA,NA
"257",64820,"amm64820","amm",1920,"(Subsidiary of American Smelting & Refining Co., New York.)",NA,NA,"baltimore ",-76.6121893,39.2903848,NA,NA,"Superintendent","sappington, c n","sappington","charles","n",NA,"Charles N. Sappington, Baltimore, Maryland, Superintendent.","sankey","charles",NA,"Superintendent"
"258",64903,"amm64903","amm",1920,"Lake Superior Smelting Co.; Osceola Consolidated Mining Co.;",NA,NA,"richmond ",-77.4360481,37.5407246,NA,NA,"Supt","troy, m g","troy","michael","g",NA,"Michael G. Troy. Richmond Furnace, Massachusetts, Supt.","trower","michael",NA,"Supt"
"259",65846,"amm65846","amm",1920,"OLIVER IRON MINING CO., WOLVIN BUILDING, DULUTH. AHD",NA,NA,"duluth ",-97.2045023,37.7307435,NA,NA,"Assistant","hearding, j h","hearding","john","h",NA,"John H. Hearding, Duluth, Minnesota, Assistant General Manager.","healy","john",NA,"Assistant"
"260",65850,"amm65850","amm",1920,"OLIVER IRON MINING CO., WOLVIN BUILDING, DULUTH. AHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canisteo District, Missabe Range—",NA,NA,NA,NA
"261",66861,"amm66861","amm",1920,"(Sub. of United States Manganese Co., 27 State Street, Boston.)",NA,NA,"boston ",-71.0588801,42.3600825,NA,NA,"Pres","macdonald, p n","macdonald","p","n",NA,"P. N. MacDonald. Boston, President; C. E. Richardson, Secretary.","macdonald","parish",NA,"Pres"
"262",67138,"amm67138","amm",1920,"WOOD PLACER MINING CO., ALTA. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Placer. 300 Acres. Hydraulic. Steam Power. 2 Giants. 15 Men.",NA,NA,NA,NA
"263",67337,"amm67337","amm",1920,"CONSOLIDATED NEVADA-UTAH CORPORATION.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Controls: Amalgamated Pioche Mines & Smelters Corporation.",NA,NA,NA,NA
"264",67363,"amm67363","amm",1920,"ARRCWHEAD MINING CO., ARROWHEAD, VIA TONOPAH. 1-2 3",NA,NA,"tonopah ",-117.2305861,38.069211,NA,NA,"Manager","clendenning, w p","clendenning","w","p",NA,"W. P. Clendenning, Tonopah. Nevada, Manager.","clendenin","w",NA,"Manager"
"265",67690,"amm67690","amm",1920,"(Subsidiary of Yukon Gold Co., Equitable Building, New York.)",NA,NA,"new york ",-74.0059728,40.7127753,NA,NA,NA,NA,NA,NA,NA,NA,"G. G. Thomson, Equitable Building, New York, Purchasing llept.",NA,NA,NA,NA
"266",67857,"amm67857","amm",1920,"HAMBURG MINES CO., PIOCHE. MGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAMILTON &. POLLARD MILL, SILVER CITY. MGP",NA,NA,NA,NA
"267",67945,"amm67945","amm",1920,"LIBERTY GOLD MINES CO.. TUSCARORA. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEVADA",NA,NA,NA,NA
"268",67976,"amm67976","amm",1920,"LOUISIANA CONS. MINING CO., TYBO, VIA TONOPAH. MGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'I _rbo, Reveille and Tip Top Silver-Lead Mines. Shaft and Adit.",NA,NA,NA,NA
"269",68059,"amm68059","amm",1920,"MASON VALLEY MINES CO., THOMPSON. DHD",NA,"Wall Street, New York","new york ",-74.0059728,40.7127753,NA,NA,NA,NA,NA,NA,NA,NA,"Office, 14 Wall Street, New York. Mines at Mason, Nevada.",NA,NA,NA,NA
"270",68194,"amm68194","amm",1920,"NEVADA BUNKER HILL MINING CO., BULLION. LGP",NA,NA,"nevada ",-116.419389,38.8026097,NA,NA,NA,NA,NA,NA,NA,NA,"NEVADA BUNKER HILL MINING CO., BULLION. LGP",NA,NA,NA,NA
"271",68195,"amm68195","amm",1920,"NEVADA BUNKER HILL MINING CO., BULLION. LGP",NA,"Farrington Building, Elko","nevada ",-116.419389,38.8026097,NA,NA,NA,NA,NA,NA,NA,NA,"Office, Farrington Building, Elko, Nevada.",NA,NA,NA,NA
"272",68504,"amm68504","amm",1920,"SIMON CONTACT MINES CO., MINA. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEVADA",NA,NA,NA,NA
"273",68785,"amm68785","amm",1920,"WINNEMUCCA MOUNTAIN MINING CO., WINNEMUCCA. MGP",NA,NA,"winnemucca ",-117.7356849,40.9729584,NA,NA,NA,NA,NA,NA,NA,NA,"WINNEMUCCA MOUNTAIN MINING CO., WINNEMUCCA. MGP",NA,NA,NA,NA
"274",69023,"amm69023","amm",1920,"AUSTIN AMAZON COPPER CO., TYRONE. M",1500000,NA,"new mexico ",-105.8700901,34.5199402,NA,"New Mexico",NA,NA,NA,NA,NA,NA,"Incorporated, New Mexico, 1916. Stock, $1,500,000. Shares, $1.00.",NA,NA,NA,NA
"275",69237,"amm69237","amm",1920,"LADY FRANKLIN MINE, KINGSTON. MGP",NA,NA,"kingston ",-73.9973608,41.9270367,NA,NA,"Superintendent","paul, w h","paul","w","h",NA,"W. H. Paul, Kingston, New Mexico, Superintendent.","patullo","w","h","Superintendent"
"276",69459,"amm69459","amm",1920,"DIRECT LINE COAL CO.,MENTMORE, McKINLEY CO. OGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones (Dilco) Collieries 1-2-3. Slopes. Steam-Electric Power.",NA,NA,NA,NA
"277",69682,"amm69682","amm",1920,"(Subsidiary of Union Carbide Co., 42nd St, Building, New York.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest O’Dean Magnetite Iron Ore Mine. 4200’ Slope.",NA,NA,NA,NA
"278",69845,"amm69845","amm",1920,"Mexico. Beer, Sondheimer 8: Co., Inc.. New York, Managers, were suc",NA,"Equitable Building, Broadway","broadway ",-94.4726334,37.1465302,NA,NA,NA,NA,NA,NA,NA,NA,"Office, Equitable Building, 120 Broadway, New York.",NA,NA,NA,NA
"279",70067,"amm70067","amm",1920,"WIOKWIRE STEEL CO.,BUFFALO. DHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Three 50-ton B. O. H. Steel Furnaces. Bloom and Billet Mills.",NA,NA,NA,NA
"280",70090,"amm70090","amm",1920,"WITHERBEE, SHERMAN & CO., INC., MINEVILLE. AHD",NA,NA,"bessemer ",-86.954437,33.4017766,NA,NA,NA,NA,NA,NA,NA,NA,"Bessemer Magnetite. 1500' and 2000' Shafts.",NA,NA,NA,NA
"281",70140,"amm70140","amm",1920,"ACME LEAD 6. ZINC CO., PICHER. FGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steam Power and Compressor. 400-t0n Concentrating Mills. 75 Men.",NA,NA,NA,NA
"282",70177,"amm70177","amm",1920,"BECK MINING CO., PICHER. MGP",NA,"Cardin Building, Miami","miami ",-80.1917902,25.7616798,NA,NA,NA,NA,NA,NA,NA,NA,"Office, 407 Cardin Building, Miami, Oklahoma.",NA,NA,NA,NA
"283",70213,"amm70213","amm",1920,"COMMERCE MINING & ROYALTY CO., MIAMI, ‘ DHD",NA,NA,NA,NA,NA,NA,NA,"Supt","mine, w","mine","webber",NA,NA,"Webber Mine, Baxter Springs, Kans., R. L. Pearson, Supt.","mine","webber",NA,"Supt"
"284",70396,"amm70396","amm",1920,"QUEBEC MINING CO., DOUTHAT. FGD",NA,NA,"quebec ",-71.2079809,46.8138783,NA,NA,NA,NA,NA,NA,NA,NA,"QUEBEC MINING CO., DOUTHAT. FGD",NA,NA,NA,NA
"285",70915,"amm70915","amm",1920,"TROJAN MINING CO., TROJAN. FGP",NA,NA,"chicago ",-87.6297982,41.8781136,NA,NA,"Pres","seaman, h w","seaman","h","w",NA,"H. W. Seaman, Chicago, President; Frank M. Clark, Secretary.","scumript","h",NA,"Pres"
"286",71400,"amm71400","amm",1920,"BINGHAM MINES CO., SALT LAKE CITY. EGD",NA,NA,NA,NA,NA,NA,NA,"Pres","graves, j p","graves","james","p",NA,"James P. Graves, President; Myron K. Billings, Secretary.","gratz","james","p","Pres"
"287",71601,"amm71601","amm",1920,"GARRISON MONSTER MINING CO., GOLD HILL. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GARRISON MONSTER MINING CO., GOLD HILL. LGP",NA,NA,NA,NA
"288",71732,"amm71732","amm",1920,"LUCIN COPPER MINING &. MILLING CO., LUCIN. MGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Star Group. Gold-Silver-Copper. Adits and Shafts. 15 Men.",NA,NA,NA,NA
"289",72329,"amm72329","amm",1920,"(Sub. of American Agricultural Chemical Co., 2 Rector St., N. Y.)",1e+06,NA,"virginia ",-78.6568942,37.4315734,NA,"Virginia","General Manager",NA,NA,NA,NA,NA,"Incorporated, Virginia, 1914. Stock, $1,000,000. Shares, $100. William L. Hogg. Crimora, Virginia, General Manager.",NA,NA,NA,NA
"290",72332,"amm72332","amm",1920,"GENERAL CHEMICAL CO., MONARAT. AHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENERAL CHEMICAL CO., MONARAT. AHD",NA,NA,NA,NA
"291",72345,"amm72345","amm",1920,"GOONEY MANOR COPPER CO., INC., FRONT ROYAL. MGP",NA,NA,"virginia ",-78.6568942,37.4315734,NA,NA,"Pres","naylor, h e","naylor","hugh","e",NA,"Hugh E. Naylor, Front Royal, Virginia, President and Manager.","nauss","hugh","e","Pres"
"292",73609,"amm73609","amm",1920,"WYOMING COAL CO., ROCK SPRINGS, SWEETWATER CO. FGP",NA,NA,NA,NA,NA,NA,NA,"General Manager","pape, d h","pape","delbert","h",NA,"Delbert H. Pape, Ogden, Utah, General Manager.","panll","delbert","h","General Manager"
"293",74091,"amm74091","amm",1920,"STANDARD SILVER LEAD MINING CO., SILVERTON. EGP",2e+06,NA,"washington ",-120.7401385,47.7510741,NA,NA,NA,NA,NA,NA,NA,NA,"incorporated, Washington, 1910. Stock, $2,000,000. Shares, $1.00.",NA,NA,NA,NA
"294",75891,"amm75891","amm",1920,"3 Calcining Kilns and Dead-Burning Equipment. 150 Men. STEEL COMPANY OF CANADA, LIMITED, MONTREAL. DHD",NA,NA,"quebec ",-71.2079809,46.8138783,NA,NA,"Manager","cowan, f b","cowan","f","b",NA,"F. B. Cowan. Gananoque. Quebec. Manager.","cowan","f",NA,"Manager"
"295",75993,"amm75993","amm",1920,"AGUASCALIENTES METAL CO., ASIENTOS. FHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herman A. Prosser, N.Y., Man. Director Mexican Smelting Dept.",NA,NA,NA,NA
"296",76021,"amm76021","amm",1920,"(CIA. MINERA SAN GERONIMO, S.A.)",NA,NA,"paris ",2.3522219,48.856614,NA,NA,NA,NA,NA,NA,NA,NA,"Etienne Michot, 63 Boulevard Beausejour, Paris, Cons. Engineer.",NA,NA,NA,NA
"297",76615,"amm76615","amm",1920,"CAMP BIRD, LIMITED, LONDON.",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,"Chairman","baker, f w","baker","fredrick","w",NA,"Fredrick W. Baker, London, Chairman; A. A. Kelsey. Secretary.","baker","fredrick","w","Chairman"
"298",76968,"amm76968","amm",1920,"((‘IA. MINERA DULCES NOMBRES Y ANEXAS, S. A.)",NA,NA,"mexico ",-102.552784,23.634501,NA,NA,"Manager","inpia, r","inpia","roberto",NA,NA,"Roberto Inpia. Apartado Postal 1215, City of Mexico, Manager.","inlsenc","roberto",NA,"Manager"
"299",77345,"amm77345","amm",1920,"(CIA. MINERA CHONTALPAN Y ANEXAS, S. A.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chontalpan and San Felipe Silver-Lead-Zinc Mines. Adits.",NA,NA,NA,NA
"300",77700,"amm77700","amm",1922,"WILLOW CREEK DREDGING CO., SOLOMON.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3% Cu. Ft. Buckets, Union, Distillate Engine, Placer Gold Dredge",NA,NA,NA,NA
"301",78109,"amm78109","amm",1922,"COCHISE MINERAL MINING CO., PARADISE. 123",NA,NA,"arizona ",-111.0937311,34.0489281,NA,NA,"Superintendent",NA,NA,NA,NA,NA,"H. D. C. Buford, Paradise, Arizona, Superintendent.",NA,NA,NA,NA
"302",78149,"amm78149","amm",1922,"COPPER CHIEF MINING CO., CLARKDALE. FHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125-ton All-Slime Cyanide Plant—1 Tube and 1 Ball Mill. 60 Men.",NA,NA,NA,NA
"303",79062,"amm79062","amm",1922,"SAHUARO COPPER CO., TUCSON. 1 2 3",NA,NA,"tucson ",-110.9747108,32.2226066,NA,NA,NA,NA,NA,NA,NA,NA,"SAHUARO COPPER CO., TUCSON. 1 2 3",NA,NA,NA,NA
"304",79582,"amm79582","amm",1922,"AVAWATZ CONSOLIDATED MINES, SILVER LAKE. 123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVAWATZ CONSOLIDATED MINES, SILVER LAKE. 123",NA,NA,NA,NA
"305",79791,"amm79791","amm",1922,"CLIO VINDICATOR MINES, INC., CHINESE CAMP. MGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clio Gold Mines. 400' Shaft. Electric Power and Compressor.",NA,NA,NA,NA
"306",80941,"amm80941","amm",1922,"STRODE MINING CO., CARRVILLE. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 Stamp Amalgamation-Concentration Mill. 15 Men.",NA,NA,NA,NA
"307",80983,"amm80983","amm",1922,"TREASURE MINING CO., AMADOR CITY. FGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f",NA,NA,NA,NA
"308",81328,"amm81328","amm",1922,"AMERICAN SMELTING G. REFINING CO., DENVER. AHD",NA,NA,"colorado ",-105.7820674,39.5500507,NA,NA,"Assistant","stevenson, r b","stevenson","r","b",NA,"R. B. Stevenson, Leadvllle, Colorado, Assistant Superintendent.","stevenson","robert",NA,"Assistant"
"309",81671,"amm81671","amm",1922,"DOWN TOWN MINES CO., LEADVILLE. EGO",NA,NA,"weldon ",-77.5955331,36.427096,NA,NA,NA,NA,NA,NA,NA,NA,"Star, Weldon, Bon Air, Bohn, P.O.S., Midland, Alice, Otosito.",NA,NA,NA,NA
"310",82131,"amm82131","amm",1922,"MARY McKINNEY MINING CO., CRIPPLE CREEK. MGP",NA,NA,"saxton ",-78.2444563,40.2153571,NA,NA,"Superintendent","saxton, f b","saxton","f","b",NA,"F. B. Saxton, Cripple Creek, Colorado, Superintendent.","sawyer","frank",NA,"Superintendent"
"311",82563,"amm82563","amm",1922,"SACO DE ORO MINING 6. MILLING CO., APEX. LFP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rochester Gold-Silver-Lead Mine. Shaft and Adit.",NA,NA,NA,NA
"312",83092,"amm83092","amm",1922,"CANON RELIANCE COAL CO., COOPER BDG., DENVER. MGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canon Colliery, Canon City, Cot; Mozart Lewis, &iperintendent.",NA,NA,NA,NA
"313",83751,"amm83751","amm",1922,"COEUR D'ALENE ANTIMONY MINING CO., LTD., KELLOGG. MGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeley W. Mudd and Philip Wiseman, Los Angeles, Principals.",NA,NA,NA,NA
"314",83862,"amm83862","amm",1922,"GIANT LEDGE MINING CO., MURRAY. LGP",NA,NA,"spokane ",-117.4260465,47.6587802,NA,NA,NA,NA,NA,NA,NA,NA,"Ofllce, 714 Peyton Building, Spokane, Washington.",NA,NA,NA,NA
"315",84153,"amm84153","amm",1922,"MOUNT MARSHALL MINES CO., LIMITED, BURGDORF. LGP",NA,NA,"wales ",-3.7837117,52.1306607,NA,NA,"Pres","wales, g a","wales","george","a",NA,"George A. Wales, Burgdorf, Idaho, President and Manager.","wales","george",NA,"Pres"
"316",84256,"amm84256","amm",1922,"RED MONARCH CONS. MINING CO., CARBONATE. ,LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RED MONARCH CONS. MINING CO., CARBONATE. ,LGP",NA,NA,NA,NA
"317",84276,"amm84276","amm",1922,"RICHMOND MINING, MILLING a REDUCTION CO., DELAGE. FGP",1e+06,NA,"washington ",-120.7401385,47.7510741,NA,"Washington",NA,NA,NA,NA,NA,NA,"Incorporated, Washington, 1894. Stock, $1,000,000. Shares, $1.00.",NA,NA,NA,NA
"318",84530,"amm84530","amm",1922,"ANGELICA MINING &. DEVELOPMENT CO., WICKES. FHD",2e+05,NA,"montana ",-110.3625658,46.8796822,NA,"Montana",NA,NA,NA,NA,NA,NA,"Incorporated, Montana, 1915. Stock, $200,000. Shares, $10.00.",NA,NA,NA,NA
"319",85316,"amm85316","amm",1922,"CACTUS CONS. SILVER MINES CO., VIA GOLDFIELD. 123",NA,NA,"nevada ",-116.419389,38.8026097,NA,NA,"Pres","kendall, j b","kendall","j","b",NA,"J. B. Kendall, Goldfield, Nevada, President and Manager.","kendall","joseph","b","Pres"
"320",85364,"amm85364","amm",1922,"COMSTOCK SUPERIOR MINING CO., VIRGINIA CITY. LGP",NA,NA,"virginia ",-78.6568942,37.4315734,NA,NA,NA,NA,NA,NA,NA,NA,"COMSTOCK SUPERIOR MINING CO., VIRGINIA CITY. LGP",NA,NA,NA,NA
"321",85476,"amm85476","amm",1922,"(Subsidiary of Yukon Gold Co., Equitable Building, New York.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hydro-Electric Power and Compressors. Electric Locomotive.",NA,NA,NA,NA
"322",85974,"amm85974","amm",1922,"NEVADA SILVER HORN MINING CO., PIOCHE. MGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silver Horn Silver Mine. Shaft. Gasolene Engines. 25 Men.",NA,NA,NA,NA
"323",85993,"amm85993","amm",1922,"NEVADA ZINC MINING CO., CLOVER CITY. > LGP",NA,NA,NA,NA,NA,NA,NA,"Pres","frick, j e","frick","j","e",NA,"J. E. Frick. President; G. L. Bemis, Salt Lake, Managing Director.","freytag","j",NA,"Pres"
"324",86738,"amm86738","amm",1922,"PARSONS MINING CO., PARSONS. 12 8",NA,NA,"new mexico ",-105.8700901,34.5199402,NA,NA,"Assistant","hutchins, r j","hutchins","r","j",NA,"R. J. Hutchins. Tyrone, New Mexico, Assistant Manager.","hussey","r",NA,"Assistant"
"325",86991,"amm86991","amm",1922,"ELDORADO COPPER MINING CO., RIDDLE. 123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copper-Silver-Gold Prospect. Adits. Water Power. Developing.",NA,NA,NA,NA
"326",87101,"amm87101","amm",1922,"SILVER KING MINING CO., LYONS. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold-Silver-Lead-Zinc. Adits. Water Power and Compressor. 15 Men.",NA,NA,NA,NA
"327",87288,"amm87288","amm",1922,"PRESIDIO MINING CO., SHAFTER. FHD",NA,NA,"presidio ",-122.4661937,37.7988737,NA,NA,NA,NA,NA,NA,NA,NA,"PRESIDIO MINING CO., SHAFTER. FHD",NA,NA,NA,NA
"328",87411,"amm87411","amm",1922,"(Subsidiary of American Smelting & Refining Co., New York.)",NA,NA,"garfield ",-95.2555846,37.3381673,NA,NA,"Manager","howard, w h","howard","william","h",NA,"William H. Howard, Garfield, Utah, Manager.","howard","william",NA,"Manager"
"329",88127,"amm88127","amm",1922,"WEST TOLEDO MINES CO., ALTA. ' LGP",NA,NA,NA,NA,NA,NA,NA,"Pres","hurley, a l","hurley","arthur","l",NA,"Arthur L. Hurley, Park City, Utah, President.","huntsman","arthur","l","Pres"
"330",88267,"amm88267","amm",1922,"WEBER COAL CO., COALVILLE, SUMMIT CO. DHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'1‘. J. Lewis, Coalville, Utah, Superintendent.",NA,NA,NA,NA
"331",88488,"amm88488","amm",1922,"IVANHOE MINING CO., OROVILLE. LGP",NA,NA,"oroville ",-121.556359,39.5137752,NA,NA,NA,NA,NA,NA,NA,NA,"IVANHOE MINING CO., OROVILLE. LGP",NA,NA,NA,NA
"332",88596,"amm88596","amm",1922,"OROVILLE COPPER CO., OROVILLE. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WASHINGTON",NA,NA,NA,NA
"333",88830,"amm88830","amm",1922,"Subsidiary of Northern Pacific R. Co., St. Paul, Minn.",NA,NA,"tacoma ",-122.4442906,47.2528768,NA,NA,"General Manager","andersen, c c","andersen","c","c",NA,"C. C. Andersen, Tacoma, Washington, General Manager.","andersen","c",NA,"General Manager"
