"","X","id","source","year","company","capital","office","loc","lon","lat","yinc","locinc","role","simpname","lastname.x","firstname.x","middlename.x","edu","text","lastname.y","firstname.y","middlename.y","prof"
"52",12565,"amm12565","amm",1911,"PIONEER SMELTING CO., TUCSON. PIMA CO. D.",NA,NA,"tucson ",-110.9747108,32.2226066,NA,NA,NA,NA,NA,NA,NA,NA,"PIONEER SMELTING CO., TUCSON. PIMA CO. D.",NA,NA,NA,NA
"53",12805,"amm12805","amm",1911,"VENTURE EXPLORATION CO., KINGMAN, MOHAVE CO. C.",NA,NA,"oneida ",-88.1971966,44.4913114,NA,NA,"Supt",NA,NA,NA,NA,NA,"Meyer, Supt. Valley View, Wanda, Oneida and Good Indian Mines. Silver-",NA,NA,NA,NA
"54",13018,"amm13018","amm",1911,"BLACK BEAR GOLD MINING CO., ROUGH AND READY, NEVADA CO. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94 CALIFORNIA",NA,NA,NA,NA
"55",14032,"amm14032","amm",1911,"MOUNTAINEER MINE, SIERRA CITY, SIERRA CO. D.",NA,NA,"sierra ",-74.96569,39.9424322,NA,NA,NA,NA,NA,NA,NA,NA,"MOUNTAINEER MINE, SIERRA CITY, SIERRA CO. D.",NA,NA,NA,NA
"56",14236,"amm14236","amm",1911,"PHOENIX LAKE MINING CO., CONFIDENCE, TUOLUMNE CO. D.",NA,NA,NA,NA,NA,NA,NA,"Supt","frey, j","frey","john",NA,NA,"John Frey, Supt. Maddox Mine. Gold. Shaft. Steam. 5 Stamps and 25-","freudenthal","john",NA,"Supt"
"57",14424,"amm14424","amm",1911,"SENATOR FLINT EXPLORATION CO., ELDORADO, ELDORADO CO. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SENATOR FLINT EXPLORATION CO., ELDORADO, ELDORADO CO. D.",NA,NA,NA,NA
"58",14575,"amm14575","amm",1911,"SUNSHINE MINING & MILLING CO., RANDSBURG, KERN CO. B2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stamps and 25-ton Cyanide Plant. 20 Men.",NA,NA,NA,NA
"59",14777,"amm14777","amm",1911,"A. Y. & MINNIE MINING & MILLING CO., LEADVILLE, LAKE CO. A",NA,NA,NA,NA,NA,NA,NA,"Supt","monahan, a","monahan","a",NA,NA,"A Monahan, Supt. Silver-Lead-Zinc. Shafts. Steam and Air. 100 Men.","moltat","a",NA,"Supt"
"60",15048,"amm15048","amm",1911,"CHARITY MINING CO., SALINA, BOULDER CO. G",NA,NA,NA,NA,NA,NA,NA,"Supt","widdifleld, a w","widdifleld","a","w",NA,"A. W. Widdifleld, Supt. Golden Eagle Mine. Gold. 500' Shaft and 2500'","widdifleld","a","w","Supt"
"61",15095,"amm15095","amm",1911,"COLORADO-INDIANA MINING CO., LAKE CITY, HINSDALE CO. D",NA,NA,"colorado ",-105.7820674,39.5500507,NA,NA,NA,NA,NA,NA,NA,NA,"COLORADO-INDIANA MINING CO., LAKE CITY, HINSDALE CO. D",NA,NA,NA,NA
"62",15188,"amm15188","amm",1911,"DANTE GOLD MINING CO., VICTOR, TELLER CO. B2",NA,"Colorado Springs, Col","colorado ",-105.7820674,39.5500507,NA,NA,"Manager","aiken, l l","aiken","l","l",NA,"Office, Colorado Springs, Col. L. L. Aiken, Manager. Gold. 750' Shaft.","aiken","l",NA,"Manager"
"63",15326,"amm15326","amm",1911,"FITZHUGH MINE, LEADVILLE, LAKE CO. B2",NA,NA,"leadville ",-106.2925238,39.2508229,NA,NA,NA,NA,NA,NA,NA,NA,"FITZHUGH MINE, LEADVILLE, LAKE CO. B2",NA,NA,NA,NA
"64",15385,"amm15385","amm",1911,"GILPIN HURRICANE GOLD M. CO., RUSSELL GULCH, GILPIN CO. D",NA,NA,"denver ",-104.990251,39.7392358,NA,NA,"Supt","edwards, m","edwards","matthew",NA,NA,"Office. 607 Empire Bdg., Denver. Matthew Edwards, E.M., Supt. Hurri","edwards","matthew",NA,"Supt"
"65",15411,"amm15411","amm",1911,"GOLD HILL DEEP MINING & TUNNEL CO., GOLD HILL, BOULDER CO. G.",NA,NA,NA,NA,NA,NA,NA,"Supt","walsh, j j","walsh","j","j",NA,"J. J. Walsh, Supt. Gold-Silver. Tunnel. Steam and Air. Developing.","walsh","john",NA,"Supt"
"66",15547,"amm15547","amm",1911,"HOOSIER MINES CO., OURAY, OURAY CO. G.",NA,NA,NA,NA,NA,NA,NA,"Supt","hell, h l","hell","h","l",NA,"H. L. Hell, Supt. Gold-Silver-Lead. Tunnel. Developing.","heise","h","l","Supt"
"67",15614,"amm15614","amm",1911,"JAPAN-FLORA MINES & TUNNEL CO., SMUGGLER. SAN MIGUEL CO. B2",NA,NA,"japan ",138.252924,36.204824,NA,NA,NA,NA,NA,NA,NA,NA,"JAPAN-FLORA MINES & TUNNEL CO., SMUGGLER. SAN MIGUEL CO. B2",NA,NA,NA,NA
"68",15720,"amm15720","amm",1911,"LIVINGSTON MILLING, POWER & MINING CO., SUGAR LOAF. E.",NA,NA,"livingston ",-74.3300842,40.7862871,NA,NA,NA,NA,NA,NA,NA,NA,"LIVINGSTON MILLING, POWER & MINING CO., SUGAR LOAF. E.",NA,NA,NA,NA
"69",15943,"amm15943","amm",1911,"OHIO & COLORADO SMELTING & REFINING CO., SALIDA. A.",NA,NA,"broadway ",-94.4726334,37.1465302,NA,NA,NA,NA,NA,NA,NA,NA,"(American Metal Co.) Office. 52 Broadway, New York; Denver Office.",NA,NA,NA,NA
"70",16243,"amm16243","amm",1911,"SUCCESS MINING CO., ALMA, PARK CO. D",NA,NA,NA,NA,NA,NA,NA,"Manager","moynahan, j","moynahan","james",NA,NA,"James Moynahan, Manager. Orphan Boy Group. Gold-Copper-Zinc. 450'","mowbray","james",NA,"Manager"
"71",16362,"amm16362","amm",1911,"UP-TO-DATE MINING CO., CARIBOU, BOULDER CO. D",NA,NA,NA,NA,NA,NA,NA,"Supt","regnier, e c","regnier","e","c",NA,"E. C. Regnier, Supt. Silver-Gold-Lead. Tunnel. Gasolene. Developing.","registered","e",NA,"Supt"
"72",16637,"amm16637","amm",1911,"(White Knob Copper & Development Co., Limited.) Frank M. Leland,",NA,NA,NA,NA,NA,NA,NA,"Manager","leland, f m","leland","frank","m",NA,"(White Knob Copper & Development Co., Limited.) Frank M. Leland,","leisk","frank","m","Manager"
"73",17327,"amm17327","amm",1911,"ATLANTIC MINING CO., ATLANTIC MINE, HOUGHTON CO. A.",NA,NA,"atlantic ",-95.893333,36.192442,NA,NA,NA,NA,NA,NA,NA,NA,"ATLANTIC MINING CO. MILL, RED RIDGE, HOUGHTON CO. A.",NA,NA,NA,NA
"74",17429,"amm17429","amm",1911,"MICHIGAN COPPER MINING CO., ROCKLAND, ONTONAGON CO. A.",NA,NA,NA,NA,NA,NA,NA,"Supt","supt, m","supt","mill",NA,NA,"Mill Supt. Copper. Shafts. Steam and Air. Steam Stamp. 200 Men.","supt","mill",NA,"Supt"
"75",17674,"amm17674","amm",1911,"BULLWHACKER COPPER CO., BUTTE, SILVER BOW CO. F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shaft. Steam and Air. 25 Men.",NA,NA,NA,NA
"76",17737,"amm17737","amm",1911,"COYOTE MINING CO., PHILIPSBURG, GRANITE CO. D.",NA,NA,NA,NA,NA,NA,NA,"Manager","scott, p","scott","paul",NA,NA,"Paul Scott, Manager. Gold-Silver. Shaft. Steam. 2 Stamps and 10-ton","scott","paul",NA,"Manager"
"77",18257,"amm18257","amm",1911,"GRAND GULCH MINING CO., ST. THOMAS, CLARK CO. B2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRAND GULCH MINING CO., ST. THOMAS, CLARK CO. B2.",NA,NA,NA,NA
"78",18278,"amm18278","amm",1911,"INDEPENDENCE MINING CO., NELSON, CLARK CO. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0. A. Ellis. Manager. Gold-Silver. Shafts. Steam. 2"" Stamps. 15 Men.",NA,NA,NA,NA
"79",18426,"amm18426","amm",1911,"NEVADA-ELDORADO MINES CO., NELSON, CLARK CO. D.",NA,"Fort Collins, Col","duncan ",-97.9578128,34.5023028,NA,NA,"Manager","duncan, g a","duncan","george","a",NA,"Office, Fort Collins, Col. George A. Duncan, Manager. Flagstaff and Ye'-","dunbar","george",NA,"Manager"
"80",18989,"amm18989","amm",1911,"WESTERN MINING DIRECTORY CO., PUBLISHERS,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH CAROLINA",NA,NA,NA,NA
"81",18991,"amm18991","amm",1911,"CANDOR MINES CO., CANDOR. MONTGOMERY CO. B2.",NA,NA,NA,NA,NA,NA,NA,"Supt","prentis, e a","prentis","edmund","a",NA,"Edmund A. Prentis, Jr., Supt. Gold. Shafts. Steam and Air. 40 Stamps,","preference","edmund",NA,"Supt"
"82",19128,"amm19128","amm",1911,"MAYFLOWER MINING CO., BOHEMIA, LANE CO. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAYFLOWER MINING CO., BOHEMIA, LANE CO. D.",NA,NA,NA,NA
"83",19805,"amm19805","amm",1911,"PROGRESSIVE MINING CO., BEAVER, BEAVER CO. D.",NA,NA,"temple ",-95.677068,37.0625001,NA,NA,"Supt","lessing, i","lessing","isaac",NA,NA,"Office. 229 South West Temple St.. Salt Lake City. Isaac Lessing, Supt","leslie","isaac",NA,"Supt"
"84",20448,"amm20448","amm",1911,"CAPUZAYA MINING CO., PARRAL. D.",NA,NA,NA,NA,NA,NA,NA,"Supt","pfizer, c a","pfizer","carlos","a",NA,"Carlos A. Pfizer. Supt. Silver-Gold. Shaft. Gas and Electric. 50 Men","peyton","carlos",NA,"Supt"
"85",20469,"amm20469","amm",1911,"DESCUBRIDORA MINING CO., CHIHUAHUA. B2.",NA,NA,NA,NA,NA,NA,NA,"Manager","williamson, j h","williamson","j","h",NA,"J. H. Williamson, Manager. Gold-Silver. Shafts. Steam and Air. 100 Men.","williamson","john",NA,"Manager"
"86",20688,"amm20688","amm",1911,"SANTA EULALIA MINING CO., SANTA EULALIA. B2.",NA,NA,"eveleth ",-92.5399063,47.4624279,NA,NA,"Manager","eveleth, j k","eveleth","j","k",NA,"J. K. Eveleth, Manager. Silver-Lead. Shafts. Steam. 150 Men.","evans","james",NA,"Manager"
"87",20899,"amm20899","amm",1911,"SABINAS COAL CO., LA ROSITA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A.",NA,NA,NA,NA
"88",21027,"amm21027","amm",1911,"HILETA GOLD & SILVER MINING CO., VELARDENA. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunnel. 50 Men.",NA,NA,NA,NA
"89",21048,"amm21048","amm",1911,"LA CRUZ MINING CO., INDE. D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA CRUZ MINING CO., INDE. D.",NA,NA,NA,NA
"90",22146,"amm22146","amm",1911,"LOS REYES MINING & MILLING CO., ZIMATLAN. B2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Air. 20 Stamps and 50-ton Cyanide Plant. 150 Men.",NA,NA,NA,NA
"91",22345,"amm22345","amm",1911,"SANTA ANA MINING CO., CATORCE. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000 Men.",NA,NA,NA,NA
"92",22891,"amm22891","amm",1911,"SANTA ROSALIA GOLD MINING CO., ARIZPE. B2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shaft. Steam and Air. 10 Stamps. 25 Men.",NA,NA,NA,NA
"93",22915,"amm22915","amm",1911,"SONORA CONSOLIDATED GOLD MINES CO., LA BARRANCA. B2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold-Silver-Copper. Shaft. Steam and Air. 50 Men.",NA,NA,NA,NA
"94",23319,"amm23319","amm",1911,"ZARAGOZA MINING CO., ZACATECAS. B2.",NA,NA,NA,NA,NA,NA,NA,"Manager","viadero, j m","viadero","jose","m",NA,"Jose M. Viadero, Manager. Zaragoza and Del Mar Mines. Silver-Lead.","vhilb","jose","m","Manager"
"95",23567,"amm23567","amm",1911,"Consolidated Mining & Smelting Co. of Canada, Limited, Owners; C. W.",NA,NA,NA,NA,NA,NA,NA,"Supt",NA,NA,NA,NA,NA,"Davis, Supt. Silver-Lead-Zinc. Tunnels. Steam and Air. 50 Men.",NA,NA,NA,NA
"96",23810,"amm23810","amm",1911,"KENORA MINES, LIMITED, KENORA. B2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KENORA MINES, LIMITED, KENORA. B2.",NA,NA,NA,NA
"97",24325,"amm24325","amm",1911,"WARWICK COAL & INVTSTMENT CO., FREDERICK, WELD COUNTY. B2.",NA,NA,NA,NA,NA,NA,NA,"Manager","whiles, e h","whiles","e","h",NA,"E. H. Whiles, Manager. Warwick Colliery. Shaft. Steam and Air. 50 Men.","whiles","e","h","Manager"
"98",24328,"amm24328","amm",1911,"WOOTTEN LAND & FUEL CO., WOOTTEN, LAS ANIMAS CO. B2.",NA,NA,"animas ",-107.8679552,37.3017517,NA,NA,NA,NA,NA,NA,NA,NA,"WOOTTEN LAND & FUEL CO., WOOTTEN, LAS ANIMAS CO. B2.",NA,NA,NA,NA
"99",24688,"amm24688","amm",1916,"SHELBY IRON CO., SHELBY. EGD",NA,NA,"hematite ",-84.3191604,39.8520507,NA,NA,NA,NA,NA,NA,NA,NA,"Brown Hematite. Open Pit. Steam Power.",NA,NA,NA,NA
"100",24753,"amm24753","amm",1916,"BERRY DREDGING CO., CIRCLE.",NA,NA,NA,NA,NA,NA,NA,"Manager","berry, c j","berry","c","j",NA,"C. J. Berry, Manager.","berry","carl",NA,"Manager"
"101",24763,"amm24763","amm",1916,"BLUE GOOSE DREDGING CO., OPHIR.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA
"102",24874,"amm24874","amm",1916,"WARM CREEK DREDGING CO., COUNCIL. [0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WARM CREEK DREDGING CO., COUNCIL. [0",NA,NA,NA,NA
"103",25660,"amm25660","amm",1916,"DESERT MINING & DEVELOPMENT CO., WENDEN. LC",NA,NA,NA,NA,NA,NA,NA,"Superintendent","hunt, g e","hunt","g","e",NA,"G. E. Hunt, Mill Superintendent.","hunt","george","yeates","Superintendent"
"104",26014,"amm26014","amm",1916,"KEYSTONE MINING CO., CHLORIDE. FGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ball Mill. 50-t0n Concentrating (Flotation) Mill. 25 Men.",NA,NA,NA,NA
"105",26274,"amm26274","amm",1916,"ORO GRANDE MINES CO., WICKENBURG. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 Stamp Amalgamation-Concentration Mill. Developing.",NA,NA,NA,NA
"106",26647,"amm26647","amm",1916,"UNITED VERDE EXTENSION MINING CO., JEROME.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C HD",NA,NA,NA,NA
"107",26881,"amm26881","amm",1916,"ALTA BERT GOLD DREDGING CO., TRINITY CENTER. EGD",NA,NA,"san francisco ",-122.4194155,37.7749295,NA,NA,"Manager","francisco, s","francisco","san",NA,NA,"Wallace H. Christie, 604 Mission Street, San Francisco, Manager. Moreau Ashley, Superintendent.","francis","san",NA,"Manager"
"108",27297,"amm27297","amm",1916,"CONSOLIDATED AMADOR MINING CO., SUTTER CREEK. CHD",NA,NA,"amador ",-122.090351,37.6548803,NA,NA,NA,NA,NA,NA,NA,NA,"CONSOLIDATED AMADOR MINING CO., SUTTER CREEK. CHD",NA,NA,NA,NA
"109",27326,"amm27326","amm",1916,"CROWN RESERVE MINING CO., LTD., INDEPENDENCE. CHD",NA,NA,NA,NA,NA,NA,NA,"General Manager","cohen, s w","cohen","samuel","w",NA,"Samuel W. Cohen, General Manager.","cohen","samuel","w","General Manager"
"110",27944,"amm27944","amm",1916,"KIRKPATRICK GOLD MINING CO., GOODYEARS BAR. LC",NA,NA,"california ",-119.4179324,36.778261,NA,NA,"Manager","donnelly, j c","donnelly","john","c",NA,"John C. Donnelly, 311 J Street, Sacramento, California, Manager.","doniberger","john","c","Manager"
"111",27965,"amm27965","amm",1916,"KUMFA-CARPENDER MINE, SMITH FLAT. FGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Placer. Drift. Shaft. Electric Power and Compressor.",NA,NA,NA,NA
"112",28129,"amm28129","amm",1916,"MEXICAN MINE, DOWNIEVILLE. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a _W_u-.- -r",NA,NA,NA,NA
"113",28455,"amm28455","amm",1916,"PACIFIC SLAB CONSOLIDATED MINING CO., LAST CHANCE. LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Slab Mine. Placer, Drift. Adit. Water Power. 15 Men.",NA,NA,NA,NA
"114",29221,"amm29221","amm",1916,"WHITE BEAR MINE, DOWNIEVILLE. LC",NA,NA,NA,NA,NA,NA,NA,"Lessee","costa, j","costa","john",NA,NA,"John Costa, Lessee. Placer. Drift. Adit. Developing.","cosgriff","john",NA,"Lessee"
"115",29291,"amm29291","amm",1916,"AJAX GOLD MINING CO., VICTOR. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apex Group. Gold. 1450’ Shaft. Steam Power and Compressor.",NA,NA,NA,NA
"116",29852,"amm29852","amm",1916,"WESTERN MINING DIRECTORY CO., CHICAGO, U. S. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLORADO",NA,NA,NA,NA
"117",30247,"amm30247","amm",1916,"OHIO CITY MINING a. MILLING co., OHIO CITY. LX",NA,NA,NA,NA,NA,NA,NA,"Superintendent","jones, r","jones","reuben",NA,NA,"1 Reuben Jones, Superintendent.","jones","reuben","beck","Superintendent"
"118",30565,"amm30565","amm",1916,"STAR CONSOLIDATED MINES CO., LEADVILLE. FGP",NA,NA,NA,NA,NA,NA,NA,"Manager","dickerman, e d","dickerman","ezra","d",NA,"Ezra D. Dickerman, Manager.","dickenson","ezra","d","Manager"
"119",30717,"amm30717","amm",1916,"EXPLORATION CO., LEADVILLE. AHD",NA,NA,"united states ",-95.712891,37.09024,NA,NA,NA,NA,NA,NA,NA,NA,"(Subsidiary of United States Smelting, Refining & Mining Co.)",NA,NA,NA,NA
"120",31117,"amm31117","amm",1916,"COEUR D‘ALENE DEVELOPMENT CO., WALLACE. LF",NA,NA,NA,NA,NA,NA,NA,"Manager","beaudry, w a","beaudry","william","a",NA,"William A. Beaudry, Manager.","beauchemin","william","a","Manager"
"121",31145,"amm31145","amm",1916,"CONSTITUTION MINING 8:. MILLING CO., BEELER. LGP",NA,NA,NA,NA,NA,NA,NA,"Superintendent","trainer, j","trainer","joseph",NA,NA,"Joseph Trainer, Superintendent.","trainer","joseph",NA,"Superintendent"
"122",31322,"amm31322","amm",1916,"GOLDEN CHEST MINING CO., MURRAY. FGP",NA,NA,NA,NA,NA,NA,NA,"Superintendent","wiley, w","wiley","william",NA,NA,"William Wiley, Mill Superintendent.","wiley","william",NA,"Superintendent"
"123",31841,"amm31841","amm",1916,"VIRGINIA MINING CO., WALLACE. LF",NA,NA,"virginia ",-78.6568942,37.4315734,NA,NA,NA,NA,NA,NA,NA,NA,"VIRGINIA MINING CO., WALLACE. LF",NA,NA,NA,NA
"124",32152,"amm32152","amm",1916,"THE MINES HANDBOOK 233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KANSAS",NA,NA,NA,NA
"125",32162,"amm32162","amm",1916,"WHITE EAGLE MINING CO., BAXTER SPRINGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHITE EAGLE MINING CO., BAXTER SPRINGS",NA,NA,NA,NA
"126",32260,"amm32260","amm",1916,"(Subsidiary of Copper Range Consolidated Co.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W. J. Richards, Master Mechanic.",NA,NA,NA,NA
"127",32487,"amm32487","amm",1916,"TAMARACK MINING CO., CALUMET. AHD",NA,NA,NA,NA,NA,NA,NA,"Purchasing Agent","reeder, j t","reeder","john","t",NA,"John T. Reeder, Purchasing Agent.","reed","john",NA,"Purchasing Agent"
"128",32869,"amm32869","amm",1916,"(Subsidiary of Pickands, Mather & Co., Cleveland. Ohio.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shafts. Steam and Electric Power and Compressors.",NA,NA,NA,NA
"129",32883,"amm32883","amm",1916,"M. A. Hanna & Co., Cleveland, Ohio, Sales Agents.",NA,NA,"duluth ",-97.2045023,37.7307435,NA,NA,"Mining Engineer","walker, r s","walker","r","s",NA,"R. S. Walker, Duluth, Mining Engineer.","walker","r",NA,"Mining Engineer"
"130",33275,"amm33275","amm",1916,"THE MINES HANDBOOK 25$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MINNESOTA",NA,NA,NA,NA
"131",34099,"amm34099","amm",1916,"ROSE CONSOLIDATED MINING CO., LIBBY.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold. Shaft. Steam Power and Compressor.",NA,NA,NA,NA
"132",34375,"amm34375","amm",1916,"BLUESTONE MINING ti. SMELTING CO., MASON. CHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bluestone Mine. Copper. Adits. Electric Power and Compressor.",NA,NA,NA,NA
"133",34694,"amm34694","amm",1916,"GEM MINE, WINNEMUCCA.",NA,NA,"winnemucca ",-117.7356849,40.9729584,NA,NA,NA,NA,NA,NA,NA,NA,"GEM MINE, WINNEMUCCA.",NA,NA,NA,NA
"134",34705,"amm34705","amm",1916,"GOLCONDA NEVADA MINING CO., GOLCONDA. LGP",NA,NA,NA,NA,NA,NA,NA,"Superintendent","farrell, e","farrell","edward",NA,NA,"Edward Farrell, Superintendent.","farrar","edward",NA,"Superintendent"
"135",34712,"amm34712","amm",1916,"GOLD CHIEF MINING CO., CALIENTE. LGP",NA,NA,NA,NA,NA,NA,NA,"Superintendent","dietz, h","dietz","harry",NA,NA,"Harry Dietz, Superintendent.","diering","harry",NA,"Superintendent"
"136",34744,"amm34744","amm",1916,"GOLDFIELD BLUE BELL MINING CO., BERLIN.",NA,NA,"berlin ",13.404954,52.5200066,NA,NA,NA,NA,NA,NA,NA,NA,"GOLDFIELD BLUE BELL MINING CO., BERLIN.",NA,NA,NA,NA
"137",34753,"amm34753","amm",1916,"GOLDFIELD COMBINATION FRACTION M. CO., GOLDFIELD. EGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold-Silver. Shaft. Electric Power and Compressor.",NA,NA,NA,NA
"138",35376,"amm35376","amm",1916,"PITTSBURGH-DOLORES MINING CO., YERINGTON. FGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold-Silver. 1500’ Adit. Electric Power and Compressor.",NA,NA,NA,NA
"139",35415,"amm35415","amm",1916,"RAND MINING CO., SEARCHLIGHT. LC",NA,NA,"dunbar ",-2.516737,56.002087,NA,NA,"Manager","dunbar, r","dunbar","robert",NA,NA,"Robert Dunbar, Manager.","dumont","robert",NA,"Manager"
"140",35485,"amm35485","amm",1916,"ROUND MOUNTAIN MINING CO., ROUND MOUNTAIN. DHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold-Silver. Shafts. Electric Power and Compressor. 75 Men.",NA,NA,NA,NA
"141",36280,"amm36280","amm",1916,"IRON MINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRON MINES",NA,NA,NA,NA
"142",36418,"amm36418","amm",1916,"BARTLESVILLE ZINC CO., BLACKWELL. AHD",NA,NA,NA,NA,NA,NA,NA,"Superintendent","dowler, h m","dowler","h","m",NA,"H. M. Dowler, Superintendent.","dowding","h","p","Superintendent"
"143",36710,"amm36710","amm",1916,"CROESUS MINING CO., COMMERCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CROESUS MINING CO., COMMERCE",NA,NA,NA,NA
"144",36896,"amm36896","amm",1916,"DAKOTA CONTINENTAL COPPER CO., HILL CITY. FGP",NA,NA,NA,NA,NA,NA,NA,"Superintendent","stonestreet, g d","stonestreet","george","d",NA,"George D. Stonestreet, Superintendent.","stones","george","d","Superintendent"
"145",37392,"amm37392","amm",1916,"BULLION BECK G. CHAMPION MINING CO., EUREKA. AHD",NA,NA,"eureka ",-96.2891703,37.8239167,NA,NA,NA,NA,NA,NA,NA,NA,"BULLION BECK G. CHAMPION MINING CO., EUREKA. AHD",NA,NA,NA,NA
"146",37462,"amm37462","amm",1916,"CLIFF MINING CO., OPHIR. FGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electric Power and Compressor. 50 Men.",NA,NA,NA,NA
"147",37673,"amm37673","amm",1916,"HORN SILVER MINING CO., FRISCO. DHD",NA,NA,"frisco ",-96.8236116,33.1506744,NA,NA,NA,NA,NA,NA,NA,NA,"HORN SILVER MINING CO., FRISCO. DHD",NA,NA,NA,NA
"148",37723,"amm37723","amm",1916,"MAY DAY MINING 8. MILLING CO., EUREKA. EGD",NA,NA,"clifton ",-74.1637553,40.8584328,NA,NA,"Superintendent","griggs, c c","griggs","clifton","c",NA,"Clifton C. Griggs, Superintendent.","griflin","clifton","c","Superintendent"
"149",37952,"amm37952","amm",1916,"SIOUX CONSOLIDATED MINING CO., MAMMOTH. DHD",NA,NA,NA,NA,NA,NA,NA,"Assistant","loose, w d","loose","william","d",NA,"William D. Loose, Assistant Manager.","loomis","william","d","Assistant"
"150",38086,"amm38086","amm",1916,"UTAH-APEX MINING CO., BINGHAM.",NA,NA,"bingham ",-111.9464736,40.5637801,NA,NA,NA,NA,NA,NA,NA,NA,"UTAH-APEX MINING CO., BINGHAM.",NA,NA,NA,NA
"151",38313,"amm38313","amm",1916,"ALLIANCE MINING CO., REPUBLIC. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasolene Power and Compressor. Developing.",NA,NA,NA,NA
"152",38656,"amm38656","amm",1916,"NORTHWESTERN IRON CO., MAYVILLE.",NA,NA,"new york ",-74.0059728,40.7127753,NA,NA,NA,NA,NA,NA,NA,NA,"Ofllce (Ladenburg, Thalmann & Co.), 25 Broad St., New York.",NA,NA,NA,NA
"153",38677,"amm38677","amm",1916,"MONTREAL MINING co., HURLEY.",NA,NA,NA,NA,NA,NA,NA,"Superintendent","connor, s o","connor","s","o",NA,"Edward S. O‘Connor. Superintendent.","connor","s",NA,"Superintendent"
"154",39273,"amm39273","amm",1916,"LE ROI NO. 2, LIMITED, ROSSLAND.",NA,NA,NA,NA,NA,NA,NA,"General Manager",NA,NA,NA,NA,NA,"a, General Manager.",NA,NA,NA,NA
"155",39443,"amm39443","amm",1916,"DOMINION IRON A. STEEL CO., LIMITED, EAST WABANA. AHD",NA,NA,NA,NA,NA,NA,NA,"Mining Engineer","gillis, i b","gillis","ii","b",NA,"II. B. Gillis, Mining Engineer.","gillie","ii",NA,"Mining Engineer"
