"id","volume","year","month","day","page","ppdf","term","loc","org","type","author","method","notes1","notes2","patent","lon","lat","name","lastname","firstname","middlename","simpname","source"
4530,86,1908,10,24,804,828,"cyanid",NA,NA,"article","Frank A. Ross","ctrlf","methods","weighing ores in stamp mills",NA,NA,NA,"Frank A Ross","ross","frank","a","ross, f a",NA
4598,87,1909,2,27,460,502,"cyanid",NA,NA,"article","Robert Schorr","ctrlf","in use, prices","Power from Copper blast-furnace cases",NA,NA,NA,"Robert Schorr","schorr","robert",NA,"schorr, r","taime"
4643,87,1909,5,22,1043,1093,"cyanid",NA,NA,"news","John. W. Root","ctrlf","methods","determiation of copper",NA,NA,NA,"John W Root","root","john","w","root, j w","amm"
4647,87,1909,6,12,1203,1263,"cyanid",NA,NA,"article","James Douglas","ctrlf","methods","conservation of natural resources",NA,NA,NA,"James Douglas","douglas","james",NA,"douglas, j","taime"
4664,88,1909,7,31,199,227,"cyanid",NA,"Homestake Comp","article","Robert Linton","ctrlf","methods","Zinc Dust Precipitation",NA,NA,NA,"Robert Linton","linton","robert",NA,"linton, r","michcoll"
4680,88,1909,9,4,492,520,"cyanid",NA,NA,"news","R. F Coolidge","ctrlf","methods, experiments","investigation on zinc-box white precipitates",NA,NA,NA,"R F Coolidge","coolidge","r","f","coolidge, r f","sdakota"
4683,88,1909,9,11,533,561,"cyanid",NA,NA,"article","W. E Boerluke","ctrlf","methods","the assay of cyanide solutions for gold content",NA,NA,NA,"W E Boerluke","boerluke","w","e","boerluke, w e",NA
4693,88,1909,10,2,643,683,"cyanid",NA,"San Jose De Gracia Mine","article","E. A. H. Tays","ctrlf","in use, prices","very long article",NA,NA,NA,"E A H Tays","tays","e","a","tays, e a",NA
4780,89,1910,2,5,347,377,"cyanid",NA,NA,"news","H. B Starbird","ctrlf","methods","new system for the cyanide treatments of slimes",NA,NA,NA,"H B Starbird","starbird","h","b","starbird, h b","colorado"
4783,89,1910,2,5,348,378,"cyanid",NA,NA,"news","R. P Wheelock","ctrlf","methods, experiments","tests on acid regenerating cyanide solutions",NA,NA,NA,"R P Wheelock","wheelock","r","p","wheelock, r p",NA
4928,90,1910,9,3,488,516,"cyanid",NA,NA,"news","C. H Woodruff","ctrlf","methods, experiments","poisoning and antidotes",NA,NA,NA,"C H Woodruff","woodruff","c","h","woodruff, c h",NA
4936,90,1910,9,3,488,516,"cyanid",NA,NA,"news","John M. Nicol","ctrlf","methods","dynamites of the cyanide process",NA,NA,NA,"John M Nicol","nicol","john","m","nicol, j m",NA
4965,90,1910,10,1,680,708,"cyanid",NA,NA,"news","F. D Phillips","ctrlf","methods","notes on precipitation",NA,NA,NA,"F D Phillips","phillips","f","d","phillips, f d",NA
4989,90,1910,11,5,940,970,"cyanid",NA,NA,"news","Arthur Austin","ctrlf","methods,experiments","determination of copper by the color and cyanide methods",NA,NA,NA,"Arthur Austin","austin","arthur",NA,"austin, a","MIT"
3860,59,1895,6,15,559,546,"Cyanid",NA,NA,"article","A. T. Crosse","ctrlf","Adoption of cyanide process (science around cyanide solution and usage)",NA,NA,NA,NA,"A T Crosse","crosse","a","t","crosse, a t",NA
3990,68,1899,7,1,5,36,"cyanid",NA,NA,"article","Cowper-Coles","ctrlf","experiments","electro-deposition of Palladium",NA,NA,NA,"Cowper-Coles","coles","cowper",NA,"coles, c",NA
4117,71,1901,2,2,144,173,"cyanid",NA,"The Pneumatic cyanide process comp","article","Jean F. Webb","ctrlf","methods, experiments",NA,NA,NA,NA,"Jean F Webb","webb","jean","f","webb, j f",NA
4121,71,1901,2,16,210,239,"cyanid",NA,NA,"article","Edward Halse","ctrlf","prices","price comparison btwn methods",NA,NA,NA,"Edward Halse","halse","edward",NA,"halse, e","rsm"
4264,75,1903,3,14,415,448,"Cyanid",NA,NA,"letter","H. Hirsching","ctrlf","Patent; ammonia",NA,NA,NA,NA,"H Hirsching","hirsching","h",NA,"hirsching, h","frei"
4267,75,1903,4,11,563,598,"Cyanid",NA,NA,"article","Alfred Adair","ctrlf","Methods","Silver method for estimation, chemistry notation",NA,NA,NA,"Alfred Adair","adair","alfred",NA,"adair, a",NA
4274,76,1903,9,5,357,392,"Cyanid",NA,NA,"article","John Fleming","ctrlf","Experiments","Slimes, wet method",NA,NA,NA,"John Fleming","fleming","john",NA,"fleming, j",NA
4400,85,1908,3,7,536,569,"cyanid",NA,"Portland-Colorado Mill","news","J. M Tippett","ctrlf","methods","Cyanide precipitation and clean-up",NA,NA,NA,"J M Tippett","tippett","j","m","tippett, j m",NA
4402,85,1908,3,21,605,638,"cyanid",NA,NA,"news","W. P Headden","ctrlf","methods, experiments","unsuspected minerals in gold ores resulting from refining of the precipitate from the cyanide solutions",NA,NA,NA,"W P Headden","headden","w","p","headden, w p",NA
4429,85,1908,5,2,938,971,"cyanid",NA,NA,"news","R. I Herrick","ctrlf","methods","precipitation of zinc dust",NA,NA,NA,"R I Herrick","herrick","r","i","herrick, r i",NA
4604,87,1909,3,6,537,579,"cyanid",NA,NA,"news","J. L Mennell","ctrlf","methods","continuous cyanidation",NA,NA,NA,"J L Mennell","mennell","j","l","mennell, j l","rsm"
4634,87,1909,5,1,904,950,"cyanid",NA,NA,"news","Eiler Jensen","ctrlf","methods","filter gold slime",NA,NA,NA,"Eiler Jensen","jensen","eiler",NA,"jensen, e","amm"
4636,87,1909,5,1,931,977,"cyanid",NA,NA,"news","S. H Worrett","ctrlf","methods","chemistry of the bromo-cyanide process",NA,NA,NA,"S H Worrett","worrett","s","h","worrett, s h",NA
4678,88,1909,9,4,473,501,"cyanid",NA,NA,"article","Arthur Yates","ctrlf","Methods, experiments","Smelting Gold Precipitates and Bulllion with Oil Fuel",NA,NA,NA,"Arthur Yates","yates","arthur",NA,"yates, a",NA
4713,88,1909,10,16,773,813,"cyanid",NA,NA,"article","A, Bernthsen","ctrlf","methods, experiments","utilization of atomospheric nitrogen",NA,NA,NA,"A, Bernthsen","bernthsen","a",NA,"bernthsen, a",NA
4759,89,1910,1,8,150,180,"cyanid",NA,NA,"news","L. J Wilmoth","ctrlf","methods, experiments","on the assay of acid washes resulting from cyanide",NA,NA,NA,"L J Wilmoth","wilmoth","l","j","wilmoth, l j",NA
4802,89,1910,3,5,546,576,"cyanid",NA,NA,"news","A. D Hubbard","ctrlf","methods","slag reductions",NA,NA,NA,"A D Hubbard","hubbard","a","d","hubbard, a d",NA
4893,90,1910,7,2,49,77,"cyanid",NA,NA,"news","G. Witteveen","ctrlf","methods","Notes on the wild process in silver solutions",NA,NA,NA,"G Witteveen","witteveen","g",NA,"witteveen, g",NA
4933,90,1910,9,3,488,516,"cyanid",NA,NA,"news","Gustavo Lobo","ctrlf","methods","Electricity in Cyanide plants",NA,NA,NA,"Gustavo Lobo","lobo","gustavo",NA,"lobo, g",NA
3964,66,1898,12,31,790,957,"cyanid",NA,NA,"article","R. M Altken","ctrlf","experiment","A short article",NA,NA,NA,"R M Altken","altken","r","m","altken, r m",NA
3979,67,1899,4,15,440,401,"cyanid",NA,NA,"article","A. DW Smith","ctrlf","methods, experiments","long article about contaminations and business ethics",NA,NA,NA,"A DW Smith","smith","a","dw","smith, a d","MIT"
3981,67,1899,5,6,525,474,"cyanid",NA,NA,"article","W. B Begeer","ctrlf","experiments",NA,NA,NA,NA,"W B Begeer","begeer","w","b","begeer, w b",NA
3985,67,1899,5,27,618,555,"cyanid",NA,NA,"article","Dr J. Loevy","ctrlf","methods, experiments","cyanide poisoning",NA,NA,NA,"Dr J Loevy","loevy","dr","j","loevy, d j",NA
4147,72,1901,7,13,33,68,"cyanid",NA,NA,"letter","F. S Tuttle","ctrlf","methods, experiments","antidotes for cyanide poisoning",NA,NA,NA,"F S Tuttle","tuttle","f","s","tuttle, f s",NA
4152,72,1901,8,24,225,260,"cyanid",NA,NA,"article","W. C Porter","ctrlf","methods, experiments","water usage in cyanide process in the SouthWest",NA,NA,NA,"W C Porter","porter","w","c","porter, w c","MIT"
4189,73,1902,3,1,319,356,"cyanid",NA,NA,"letter","H. S Badger","ctrlf","methods, experiments","discrepancies in cyaniding",NA,NA,NA,"H S Badger","badger","h","s","badger, h s","amm"
4414,85,1908,4,11,765,798,"cyanid",NA,NA,"article","Douglas Lay","ctrlf","methods, experiments","Electro-cyanide process",NA,NA,NA,"Douglas Lay","lay","douglas",NA,"lay, d","rsm"
4495,86,1908,9,5,502,526,"cyanid",NA,NA,"news","F. J Hobson","ctrlf","in use","cyanidation in mexico",NA,NA,NA,"F J Hobson","hobson","f","j","hobson, f j",NA
4500,86,1908,9,5,503,527,"cyanid",NA,NA,"news","L. B Wilson","ctrlf","methods","tube mill crushing",NA,NA,NA,"L B Wilson","wilson","l","b","wilson, l b",NA
4741,88,1909,12,4,1150,1192,"cyanid",NA,NA,"news","F. W Sewell","ctrlf","methods","refining gold and silver precipitates",NA,NA,NA,"F W Sewell","sewell","f","w","sewell, f w",NA
4761,89,1910,1,8,150,180,"cyanid",NA,NA,"news","H. L Lenden","ctrlf","methods","leaching slime pulp",NA,NA,NA,"H L Lenden","lenden","h","l","lenden, h l",NA
4777,89,1910,2,5,319,349,"cyanid",NA,NA,"article","H. A Mergaw","ctrlf","methods","all slime plant",NA,NA,NA,"H A Mergaw","mergaw","h","a","mergaw, h a",NA
4785,89,1910,2,12,358,388,"cyanid",NA,NA,"article","Franz Cazin","ctrlf","methods","simple sampling device",NA,NA,NA,"Franz Cazin","cazin","franz",NA,"cazin, f","taime"
4830,89,1910,4,16,808,838,"cyanid",NA,NA,"news","H. T Durant","ctrlf","methods, experiments","automatic sand distributor",NA,NA,NA,"H T Durant","durant","h","t","durant, h t",NA
4908,90,1910,7,30,208,236,"cyanid",NA,NA,"news","L. W Bahney","ctrlf","methods, experiments","rapid estimation of available calcium oxide in lime used in cyanide work",NA,NA,NA,"L W Bahney","bahney","l","w","bahney, l w",NA
4996,90,1910,11,12,958,988,"cyanid",NA,NA,"article","Fred MacCoy","ctrlf","methods","the patio process",NA,NA,NA,"Fred MacCoy","maccoy","fred",NA,"maccoy, f","myb"
3930,66,1898,9,17,332,433,"cyanid",NA,"Crown Reef Gold Mining Comp","article","John Yates","ctrlf","experts",NA,NA,NA,NA,"John Yates","yates","john",NA,"yates, j",NA
3992,68,1899,7,15,70,101,"cyanid",NA,NA,"article","N. J Fleck","ctrlf","experiments,methods","a long article about general mining",NA,NA,NA,"N J Fleck","fleck","n","j","fleck, n j",NA
4167,72,1901,11,23,669,702,"cyanid",NA,NA,"article","E. Remeaux","ctrlf","methods, experiments","the use of Coke oven gas in cyanide recovery",NA,NA,NA,"E Remeaux","remeaux","e",NA,"remeaux, e",NA
4262,75,1903,2,28,333,366,"Cyanid",NA,NA,"article","A. Whiteby","ctrlf","Article regarding production of cyanide solution, improvements to remove impurities",NA,NA,NA,NA,"A Whiteby","whiteby","a",NA,"whiteby, a",NA
4409,85,1908,4,4,743,776,"cyanid",NA,NA,"news","W. A Dixon","ctrlf","in use","history of cyanide process",NA,NA,NA,"W A Dixon","dixon","w","a","dixon, w a",NA
4480,86,1908,8,22,378,402,"cyanid",NA,NA,"article","F. Fieschi","ctrlf","methods, experiments","modern system of coke ovens",NA,NA,NA,"F Fieschi","fieschi","f",NA,"fieschi, f",NA
4537,86,1908,11,7,938,962,"cyanid",NA,NA,"news","F. C Brown","ctrlf","methods","agitation by compressed air",NA,NA,NA,"F C Brown","brown","f","c","brown, f c","cu"
4671,88,1909,8,7,295,323,"cyanid",NA,NA,"news","W. Callder","ctrlf","methods","features on handling and methods",NA,NA,NA,"W Callder","callder","w",NA,"callder, w",NA
4718,88,1909,10,30,864,904,"cyanid",NA,NA,"article","H. A Guess","ctrlf","methods, experiments","ore dressing in US and Mexico; very long article",NA,NA,NA,"H A Guess","guess","h","a","guess, h a","myb"
4723,88,1909,11,6,957,997,"cyanid",NA,NA,"news","E. E Carey","ctrlf","methods, experiments","electrochemical lixiviation",NA,NA,NA,"E E Carey","carey","e","e","carey, e e",NA
4736,88,1909,12,4,1132,1174,"cyanid",NA,NA,"article","G. H Fison","ctrlf","in use,methods","operations in stampmill, copper plates",NA,NA,NA,"G H Fison","fison","g","h","fison, g h",NA
4751,88,1909,12,25,1278,1322,"cyanid",NA,NA,"article","F. D Aller","ctrlf","methods","rapid method for determining copper in slags",NA,NA,NA,"F D Aller","aller","f","d","aller, f d","colorado"
4792,89,1910,3,5,498,528,"cyanid",NA,NA,"letter","C. M Young","ctrlf","methods, experiments","sodium-hyposulphite method for determination of copper",NA,NA,NA,"C M Young","young","c","m","young, c m",NA
4895,90,1910,7,2,49,77,"cyanid",NA,NA,"news","L. Pickell","ctrlf","methods","The Lead Trav Method",NA,NA,NA,"L Pickell","pickell","l",NA,"pickell, l",NA
4143,71,1901,6,22,779,794,"cyanid",NA,NA,"article","J. H Jory","ctrlf","methods,experiments","electrolytic precipitation from potassium Cyanide solutions",NA,NA,NA,"J H Jory","jory","j","h","jory, j h",NA
4188,73,1902,3,1,319,356,"cyanid",NA,NA,"letter","R. H Alen","ctrlf","methods","new methods discussion",NA,NA,NA,"R H Alen","alen","r","h","alen, r h",NA
4428,85,1908,5,2,938,971,"cyanid",NA,NA,"news","G. E Bray","ctrlf","methods","notes on cyanide treatment of gold ores",NA,NA,NA,"G E Bray","bray","g","e","bray, g e",NA
4520,86,1908,10,3,698,722,"cyanid",NA,NA,"news","A. Thomas","ctrlf","methods","Smelting-Battery and Cyanide gold smeltings",NA,NA,NA,"A Thomas","thomas","a",NA,"thomas, a","worcester"
4645,87,1909,6,5,1170,1226,"cyanid",NA,NA,"news","D. Mosher","ctrlf","methods","Cyanidation of silver",NA,NA,NA,"D Mosher","mosher","d",NA,"mosher, d",NA
4695,88,1909,10,2,668,708,"cyanid",NA,NA,"article","A. Grothe","ctrlf","methods","notes on cyanide treatment of concentrates",NA,NA,NA,"A Grothe","grothe","a",NA,"grothe, a","taime"
4705,88,1909,10,2,713,753,"cyanid",NA,NA,"news","F. McCann","ctrlf","methods","new proposed process of treating slimes",NA,NA,NA,"F McCann","mccann","f",NA,"mccann, f","taime"
4722,88,1909,11,6,957,997,"cyanid",NA,NA,"news","F. A Bird","ctrlf","methods","assay of precipitate",NA,NA,NA,"F A Bird","bird","f","a","bird, f a",NA
4725,88,1909,11,6,957,997,"cyanid",NA,NA,"news","T. K Boyd","ctrlf","methods","of silver",NA,NA,NA,"T K Boyd","boyd","t","k","boyd, t k",NA
4762,89,1910,1,8,150,180,"cyanid",NA,NA,"news","R. B Lamb","ctrlf","in use",NA,NA,NA,NA,"R B Lamb","lamb","r","b","lamb, r b",NA
4990,90,1910,11,5,940,970,"cyanid",NA,NA,"news","R. Stuart","ctrlf","methods","designing of a sands leaching plant",NA,NA,NA,"R Stuart","stuart","r",NA,"stuart, r",NA
3999,68,1899,8,12,190,221,"cyanid",NA,NA,"article","H. Borns","ctrlf","experiments","Very long article Electro-chemistry",NA,NA,NA,"H Borns","borns","h",NA,"borns, h",NA
4102,70,1900,10,27,485,514,"cyanid",NA,NA,"article","Dr. Bueb","ctrlf","experiments, prices",NA,NA,NA,NA,"Dr Bueb","bueb","dr",NA,"bueb, d",NA
3919,66,1898,8,6,159,224,"cyanid",NA,NA,"article","T. Ulke","ctrlf","methods","a long article discussion new methods for cyanide",NA,NA,NA,"T Ulke","ulke","t",NA,"ulke, t","frei"
