"","loc","lon","lat"
"1376","alaska",-149.4936733,64.2008413
"1379","alberta",-116.5765035,53.9332706
"1385","wallace",-85.465817,31.314414
"1403","limited",-82.8974814,40.0512775
"1408","silverton",-107.6645057,37.811941
"1426","cerro",-117.667777,35.5674569
"1427","new mexico",-105.8700901,34.5199402
"1439","phoenix",-112.0740373,33.4483771
"1448","montana",-110.3625658,46.8796822
"1482","alamo",-95.6182205,37.0362271
"1488","mingo",-95.867135,36.1666811
"1511","panuco",-98.1820596,22.0535642
"1513","virginia",-78.6568942,37.4315734
"1550","champion",-94.675738,37.433721
"1562","smuggler",-118.3333977,34.0860564
"1563","lorraine",6.2080932,48.8744233
"1568","newport",-71.3128285,41.4901024
"1575","copiapo",-70.3321587,-27.3665763
"1605","commonwealth",-95.712891,37.09024
"1629","lebong",88.2765304,27.0615484
"1633","portland",-122.6750261,45.5051064
"1646","independence",-95.7083131,37.2242358
"1680","furness",-3.2362276,54.1142585
"1684","kaslo",-116.9154503,49.9142499
"1727","bilbao",-2.9349852,43.2630126
"1731","kansas",-98.4842465,39.011902
"1791","honduras",-86.241905,15.199999
"1804","orient",-94.5122846,37.0697212
"1876","santiago",-70.6692655,-33.4488897
"1877","valparaiso",-87.0611412,41.4730948
"1888","durango",-107.8800667,37.27528
"1891","butte",-112.5347775,46.0038232
"1906","milford",-83.6003703,42.5916684
"1929","keystone",-96.3252658,36.2288968
"1964","orizaba",-97.1036396,18.8504744
"2032","davenport",-90.5776367,41.5236437
"2033","livingston",-74.3300842,40.7862871
"2050","sonora",-110.3308814,29.2972247
"2074","hematite",-90.4809569,38.201999
"2094","seoul",126.9779692,37.566535
"4","cheltenham",-75.1370254,40.0812601
"8","urmeueta and co tongoy near coquimbo died in",-71.4997935,-30.2521009
"11","w u s house w r sy place lonoorr sw and athenieum",-87.6970563,41.7209317
"12","derbyshire",-1.5623885,53.1046782
"13","colour manufacturer",-87.888037,41.594072
"15","w s r r i louse eccleshill bradford",-1.7281512,53.8126755
"16","hm patent office southampton",-1.4043509,50.9097004
"17","chancery lane lonnon wc",-0.1153734,51.5169531
"20","oxford street tr r orn manchester",-2.2332616,53.4657029
"22","richmond ronn cambridge",-84.8902382,39.8289369
"24","fabrica de hierros alava araya spain",-2.3136118,42.8745619
"25","civil engineer",-95.6163664,37.0373074
"29","of science",-87.5830659,41.7905726
"30","ravenswoo road vvalthamstow essex",-0.0090852,51.5832884
"32","clyde street dunedin new zealand",170.5164112,-45.8662005
