"","loc","lon","lat"
"452","egham surrey",-0.547876,51.428825
"453","formerly in the indian telegraph department",NA,NA
"455","c o messrs chapman and co i henrietta street cavendish",NA,NA
"456","warwick",-74.3822058,41.2638494
"457","gardens kensington london w",-0.179165,51.506987
"458","c o e harris esq claremdnt mundanea road honor",-0.0576498,51.4531817
"459","oak se",-122.5683529,45.5197527
"460","i broadway si ieerness",0.7662686,51.4407554
"462","claremont road",-74.5848407,40.7298408
"463","battersea polytechnic institute",NA,NA
"464","hooo street norti iami ton",-80.1917902,25.7616798
"465","claremont roan handsworth birmingham",-1.9193193,52.497077
"466","maddox street london w",-0.1423726,51.5128477
"467","i blackb urn roan bolton",-2.4317805,53.6109468
"468","ciiesterton rom north kensington london w",-0.2130538,51.5197897
"469","hunting march th",NA,NA
"470","mp australia",153.0959392,-27.5771257
"471","co ltd",-97.3245265,37.7164015
"472","hilicroet sanderstead surrey",-0.0907513,51.2869038
"473","i lea",NA,NA
"475","academy or natural sc ences philadelphia usa",-75.1710701,39.9571169
"476","county analyst s laboratory w iitehaven",NA,NA
"477","palace technical schools mile end london e",-0.0406775,51.5229998
"478","ii venner road sydenham lounon se",-0.0539721,51.4258699
"479","manual training exercises etc",NA,NA
"480","i clarence road birkenhead",-3.0317827,53.3774744
"481","denman street nottingham",-1.1794998,52.9574183
"482","varnish manufadturer",NA,NA
"483","s r egister hig",-95.7099791,37.2279485
"484","sydney university new sovrn wales",151.2092955,-33.8688197
"485","engineer",-95.6596186,37.4822258
"486","late professor at lahore college",74.3587473,31.5203696
"487","the chemical woaxs dept ord london se",-87.9073214,41.9741625
"488","baggeholme road lincoln",-0.530383,53.2294055
"489","bnownswoon roan green lanes lounon n",-0.1033789,51.5904981
"490","bronzing and other text books published by messrs macmillan and co",NA,NA
"491","ivydene chester rom",NA,NA
"492","hog s",-115.1420139,36.1719056
"493","formerly assistant chemist woolwich arsenal",0.0734841,51.4924894
"494","association died october th aged sixty one",NA,NA
"495","hnmzwoon grove darlington and c o science and am",-1.559458,54.52361
"496","department sourn kzznsmorou london sw",-2.991614,48.043505
"497","appointed district inspector of national schools ireland",-7.6920536,53.1423672
"498","s regis i er h",-111.477191,40.6380669
"500","palmi r s e xdowed school grays essex permanent address",0.3230151,51.4784037
"501","moon edge mankinholes todmorden",-2.0987969,53.716344
"503","staffs institute of iron and steel works managers",-75.4288228,41.5196983
"504","i blackburn roan darwen",-2.480578,53.7090061
"505","hugh isoffka government or ekaterinoslav soutii russia",35.046183,48.464717
"507","fgs berkeley fellow of owens college murchison medal",-122.2585399,37.8718992
"508","geological survey or india calcutta",88.3521822,22.5574213
"509","chancery lane london wc",-0.1153734,51.5169531
"510","biological association owing to ill health",NA,NA
"512","esq india store dep bi ivedere road lambeth",-0.1178424,51.4935082
"514","the franklin suoar refinery co front street phila",-75.1448014,39.9507635
"515","delphia usa",NA,NA
"516","harringtqn gardens london sw",-0.1843942,51.492978
"517","sometime naval attaché at paris",2.3199844,48.8676523
"520","formerly professor of chemistry in the nova scotia university",-63.5916555,44.6365812
"521","assistant manager to p w stuart menteath esq assoc",NA,NA
"522","c o borneo mining co ltn sarawak straits settlements",110.3592127,1.5532783
"523","southwark street london s e",-0.0973004,51.5051617
"524","wolvernampt n street dudley worcestershlre",-2.0866437,52.5085485
"525","geolo ical survey office calcutta",88.363895,22.572646
"527","paradis street birmingham",-1.890401,52.486243
"528","ella road cnoucn hill lonnou n",-0.1212981,51.5742323
"529","the elms alleyn",-94.2259483,39.3370105
"530","louoou se",NA,NA
"531","sc enc dublin ireland",-6.2603097,53.3498053
"533","college died july th",NA,NA
"534","rand club j",28.041293,-26.2058915
"535","queen",-95.7065612,37.2372279
"536","london nw",-0.1277583,51.5073509
"537","died october izth aged thirty five",NA,NA
"539","royal coilege or science",-75.6853063,45.3985599
"540","ins ritut fur k inisci ie analyse dav s platz switzerland",98.6928631,3.5691152
"541","the oaks",-97.335381,37.6393953
"542","newfort monmouthshxre",-2.997664,51.584151
"543","beaumont house llanelly south wales",-4.160248,51.680886
"544","north wales",-3.8080783,53.0711149
"545","frqndeg nantern s new quay rso card ans re",-4.359081,52.215536
"546","justice engaged in research upon the mind in animals",NA,NA
"548","late member of the firm of joynson and son paper makers",NA,NA
"549","kamensky georoe",NA,NA
"550","kay shuttleworth the right hon sir ughtred ames",-93.6319131,42.0307812
"552","of london and manchester",-2.2413155,53.4965182
"553","c o g w kekewich esq cb enucation department white",NA,NA
"554","hall london sw",-0.177366,51.5009088
"555","park view sydenham place",144.7740855,-37.7073053
"556","woonland terrace stainbeck lane chapel allertqn lei ds",-1.5534516,53.8305586
"557","c o wolhuter gold mining co ohannesburg sar",28.0687372,-26.2085773
"558","po box ohannesbiirg sar permanentaddress gourdie",NA,NA
"559","abbey road st oiin s wood london nw",-0.1780759,51.5320754
"560","ofa paper on thiosul phuric acid in the journ chem soc",NA,NA
"562","waiiii ivio grange dunback otago new zealand",170.6290892,-45.384536
"564","foxedale isle or man",-4.6384835,54.1692615
"565","mining co ltd",-81.0971976,46.4411481
"566","central avenue clarendon park leicester",-1.1148368,52.619228
"567","ti ie johnstone foundry onns rone nb",NA,NA
"568","i law",-95.631747,37.0359925
"569","f nc ey lodce north",-80.8422396,35.2273405
"570","finchley london nw",-0.1979547,51.5971434
"571","london wc",0.0171226,51.6345198
"572","sw nden road dewsbury",-1.6330378,53.693633
"573","durham collece or sc ence newcastle on tyne",-1.627714,54.9667014
"574","chief surveyor at perak",101.090109,4.5921126
"575","taiping perak straits settlements",100.7416339,4.851932
"576","john street paisley nb",-4.440114,55.847258
"577","sometime practising as metallurgist in australia",NA,NA
"578","cyn glas bridgend souti",-3.576945,51.504286
"579","c o messrs lezard and co johannesburg sar",28.0473051,-26.2041028
"580","bu ldincs tithebarn street liverpool",-2.9897654,53.4096408
"581","permanent",-95.9036401,36.0162402
"583","i lis",NA,NA
"584","science teacher science school bradford",-1.7880447,53.7911388
"585","i beivoir terrace bradford",-73.2852198,42.3651896
"586","london ec",-0.1319797,51.5287743
"587","harwood road fulham london sw",-0.1937229,51.4785257
"588","london w",-0.1277583,51.5073509
"589","professor of chemistry fellow of st john s college cambridge",0.114865,52.2087167
"590","newnham cambridge",0.107853,52.199688
"592","mellor road birkenhead permanent address science",-3.0382407,53.3733316
"593","manufacturing and metallurgical chemist",NA,NA
"594","o lot",-87.8833397,41.9881965
"595","leeds and birmingham editor of rsm magazine in",-1.5490774,53.8007554
"596","trent i",NA,NA
"597","shirland gardens london w",-0.0724479,51.4795398
"598","y houcn green i",-76.6729945,39.2056849
"599","born july th died at edinburgh january th",-3.188267,55.953252
"600","dresden road i lornsey rise",-0.131631,51.571483
"601","monti iolme road wandswortii common london svv",-0.1277583,51.5073509
"602","mining engineer etc oruro bolivia",-67.0931378,-17.9716723
"603","formerly lessee and worker of collieries in south staffordshire",-2.1727483,52.6615371
"604","author of metallurgy and other works",NA,NA
"605","monte catini mines tuscany",10.7755253,43.8808528
"607","bengal educational",-71.1249976,41.6999703
"608","service calcutta bengal",88.4117366,22.5022303
"610","i mod",NA,NA
"611","bath road bzm",NA,NA
"612","sometime engaged at staflbrdshire firebrick works",-2.0571868,52.8792745
"613","t appointed to the coipa gold and silver mine copiapa chili",-70.3321587,-27.3665763
"614","cqpiapa cn",NA,NA
"615","barony street glascow",-3.190703,55.9582135
"616","forbes medal",NA,NA
"618","royal gardens kew surrey",-0.295573,51.4787438
"619","address c b a mouinen esq adelaide south australia",138.6031632,-34.9243933
"620","many years agricultural chemist and analyst",NA,NA
"621","tm laboratory mmcmc lane lonoon ec",-0.1277583,51.5073509
"622","burnett av znuiz manchester road bradford",-1.7620892,53.7769721
"623","minging",NA,NA
"624","lane london ec",-0.1077491,51.5140138
"625","wolverly house wardle road sale manchester",-2.258183,52.410518
"626","assayer and surveyor to the mesquital del oro gold mining co ltd",-103.3630608,21.2151204
"627","moor view tavisroc",-4.119235,50.5944147
"628","sourn devon",-3.530875,50.7155591
"629","his sixty fourth year",NA,NA
"630","oi anneseurg sar permanent address c o standard",NA,NA
"631","nun i",NA,NA
"632","and physics at the royal military academy woolwich died",0.0675883,51.4894752
"633","december th",NA,NA
"634","cavendish square london",-0.1457041,51.5164839
"635","sometime manager of mines in new granada",NA,NA
"639","c messrs bass and co the brewery bur ron n trent and",-1.6371359,52.8140281
"640","i high street burton n trent",-1.6287466,52.8039091
"641","london hospital turner street london e and sutherland",-0.0585176,51.5182221
"642","street london sw",-0.1300651,51.5198859
"643","sullington rectory pulborough sussex",-0.510671,50.957304
"645","haverstock i l louoou nw",-89.3985283,40.6331249
"646","mining co kimberley",24.7499112,-28.7282384
"647","par i",NA,NA
"648","las minas de rio tinto huelva spain permanent address",-6.5962863,37.6927452
"649","denholme near bradford yorkshire",-1.895669,53.803435
"651","o rago un versi ry muselnvi dunedin new zealand",170.5027976,-45.8787605
"652","physician",-95.6390841,37.0402338
"653","prestbury road cl",-2.0585213,51.9089365
"655","queen s chambers pirie street adelaide sovru australia",138.6057769,-34.9254826
"656","school leeds",-86.5612215,33.5451121
"657","i highfield terrace kmcsrou road leeds",-1.6779793,53.7974753
"658","camden road soutiiviiie bristol permanent address",-2.6058841,51.4456609
"659","boldroyd fartown huddersrield",-1.7719738,53.6635241
"660","c o the borneo co ltd kuc ng sarawak permanent address",110.3592127,1.5532783
"661","northcote reigate surrey england",-0.205883,51.237276
"662","w c c house l ew surrey",174.7315563,-41.2809024
"663","burgii and findhorn place edinburgh",-3.1800994,55.9337628
"664","po box oi anneseurg sar permanent address",NA,NA
"665","oakfield sr niciiolas road upper tooting london sw",-0.1636795,51.4328137
"666","sherman avenue denver colorado usa",-104.9848593,39.732052
"667","ci emical worrs bow co vimon london e",-0.0308201,51.5320893
"669","sherman avenue denver colorad usa",-104.9848593,39.732052
"670","the cm viicai wori s bow common london e",124.8955195,1.6228606
"671","chemist to the agricultural department melbourne victoria",144.9844614,-37.8119289
"672","melbourne vic oria australia",144.9630576,-37.8136276
"673","presidency c ieoe calcutta india",88.3623245,22.5763122
"674","c the arrican city properties co ltd loiianneseurc sar",34.508523,-8.783195
"675","lawrence street northampton",-0.8918295,52.2437546
"677","pet i",-95.7111771,37.2032612
"678","ti ii chi istnuts sunauav hmuzow",NA,NA
"679","frs fcs",NA,NA
"681","speedwell roan enoaasron",NA,NA
"682","cadeby main collieries ltd of the south yorkshire junction railway",-1.2218979,53.4992531
"683","crucible co battersea",NA,NA
"684","i high street yeovil somerset",-2.6328264,50.9413892
"685","onslow road rici iiviond surrey",-0.4171505,51.3632714
"686","barrister at law",-81.355821,28.545607
"687","ashgrovi",152.991944,-27.445278
"688","bradford yorkshire",-1.759398,53.795984
"692","cornwall district died december rd",-74.0417628,41.4216127
"693","department or mines sydney new souti i wales",151.2080726,-33.8798982
"694","low royd st olave s road yorx permanent address tiie",-1.0899587,53.9674852
"695","museum yorx",-73.9776216,40.7614327
"696","i poo",NA,NA
"697","new barnet",-0.176187,51.649276
"699","nova scotia managing agent of the acadia coal co",-62.6734156,45.5664631
"700","stellartdn nova scotia",-62.6603903,45.5567766
"701","old lodge salisbury",NA,NA
"703","moanarone bandon co cork",-8.7176448,51.7458423
"704","assoc rsm",-84.4694178,42.2544698
"705","georcetown british guiana",-58.1551255,6.8012793
"706","tiie roval mint melbourne",144.9568638,-37.8122632
"708","a great cumberland",-0.1597244,51.515018
"709","sometime managing partner allsopp s brewery",NA,NA
"710","i calle general de la fuente lima peru",-77.055615,-12.1030439
"712","abingdon street manningham",-1.7782877,53.8053665
"713","mechanical and electrical engineers bedford",NA,NA
"714","i pri",NA,NA
"716","sacramento street san francisco california usa",-122.4275657,37.790669
"717","joan price barry near cardiff",-3.17909,51.481581
"718","sacraiviento street san francisco calii ornia usa",-122.4275657,37.790669
"719","permanent address rutland street edinburgh",-3.209565,55.9486229
"720","sw and fairley villa oxford road putney london sw",-0.2126084,51.4613903
"721","formerly agent to messrs williams and co copper smelters",NA,NA
"722","united college or st salvator and st leqnard st andrews",-2.7942207,56.3416917
"723","macnus lodoe newark on trent not rs",-0.8029368,53.0684204
"724","head science master at lanley statfordshire",-2.1775307,53.0271687
"725","po box j ianneseurg sar",NA,NA
"727","tierney road streatham hill london sw",-0.1277938,51.4459368
"728","i rey",NA,NA
"729","attained the rank of major general died at coblentz july th",NA,NA
"730","leeds steel worrs leeds",-1.5440257,53.8151049
"731","bessemer medal",NA,NA
"733","hovse arnold notts",-1.1321909,52.9969635
"734","former student of the ecole centrale paris",2.1640062,48.7087594
"735","formerly commissioner of the province of taranaki new zealand",174.4382721,-39.3538149
"736","manager of the pontgibaud silver lead smelting works",2.852928,45.831664
"737","rickard bros queen victoria street lonnon ec",-0.0967289,51.5119281
"738","mcpi iee building denver colorado",-104.990251,39.7392358
"739","milton villa",16.443338,43.170046
"740","alcernon road birmingham",-1.9452292,52.4862805
"741","bowlhead tiiursley gonaliviino",NA,NA
"742","oakley street ci ielsea london sw",-0.1685344,51.4847831
"743","hyde park gate london sw permanent address ro rino",-0.1814724,51.5004649
"744","dean sussex",-0.7989198,50.9157812
"745","hyde park gate london sw and rqttingdean sussex",-0.1806221,51.5011914
"746","city road finsbury square london ec",-0.0869967,51.521845
"747","coniston epping",-3.07587,54.369071
"748","rod i",NA,NA
"751","athenieum and arts clubs",-117.2742767,32.8469048
"752","formerly science teacher atthe carmarthen county school",-4.3115959,51.8572309
"753","sometime engaged at haematite works cumberland",NA,NA
"754","i rog",NA,NA
"755","wallaroo smelting wori",137.6333342,-33.9310843
"756","south australia",136.2091547,-30.0002315
"757","havelock",-76.9013301,34.8790492
"758","terrace southampton",-1.3980013,50.8976389
"759","rowan r student in lllining",-75.1182734,39.7089194
"761","rlld i",NA,NA
"762","lenzie near glasgow",-4.1556413,55.9235791
"763","remained until his death",NA,NA
"765","c o regina gold mining co ltd lake the woons manitqba",-98.8138762,53.7608608
"766","i rut",NA,NA
"767","editi i road west kensington lonnon sw",-0.2105926,51.4916163
"768","c o langlaagte united gold mining co johannesburg sar",27.986768,-26.2048765
"769","cedars road clapham common london sw",-0.1496897,51.4637225
"770","of the igneous rocks of the giridih coalfield",86.2995571,24.1914471
"771","giridih east indian railway bengal india",86.3143373,24.1818195
"772","i sal",NA,NA
"773","west mount upton macclesfield",-75.3832319,42.4264662
"774","cullum street fenchurch street london ec",-0.0820977,51.5116253
"776","brompton square london sw",-0.1681798,51.4977963
"777","the cementation process in",NA,NA
"778","naya las mums de r tmro huelva spain",-6.9447224,37.261421
"779","peninsula",-87.6249824,41.8961442
"780","crescent norwich",1.2875542,52.6259479
"781","oxnzo sumuzv",NA,NA
"782","inou worms leeds",-1.5490774,53.8007554
"784","scudamore william agriculture assoc rcs ba camb lnt bsc lond held clothworkel s scholarship cambridge appointed science lecturer in dr sachs schools i west th street new york died january st senier harold student royal college of c zemistry fic fcs braybrooke loose harrow on the hill bevern walter dalrymple c zemistry assoc rcs ln practice as bacteriologist ennis court square london sw sha i seward g e studenl in c zemisz r md surgeon major indian civil service retired d tm mansions ear s court road lennon sw seymour george jllining assoc rsm aminstce mem inst min and met past pres murchison medal x consulting mining engineer member of the firm of bainbridge seymour and co st helen s place lonoon ec shackleton w luam p zysirs assoc rcs fras computer to solar physics committee in astronomical laboratory at the royal college of science london i octavia street y battersea lonnon i sw pzrmanenl address en u n street k n zv yonxsnnzz",-74.0059728,40.7127753
"785","sometime engineer to the borneo co ltd kuching sarawak",110.3592927,1.553504
"787","appointed instructor in chemistry at the university of califomia",-122.2585399,37.8718992
"788","soulsbyville tuolumne co cauronnm",-120.2638005,37.9846467
"789","vn nt sour kensington lonoon sw",-79.4025768,43.6565029
"790","inventor of improvements in coal cutting machines",NA,NA
"791","st bantao onew s hospital west smithfield lonnou ec",-0.1000463,51.517496
"792","heaton moor houss heaton moor stockport",-2.1883171,53.4185341
"793","cro viweii rom lonnou",NA,NA
"794","simpson maule and nicholson",NA,NA
"795","engaged in gold mining died in british guiana on february th",NA,NA
"796","levtonstone",0.0088141,51.5649624
"797","permanent address c o messrs watson esam and barber",NA,NA
"799","matabeleland in",28.299435,-19.7992141
"800","assaying at the royal college of science london",-0.1748772,51.4987997
"801","i oval rdad gloucester gate recen r s park london nw",-0.1475983,51.5348427
"802","po box i j iannesbvrg sar",NA,NA
"803","geological survey office calcutta",88.3521822,22.5574213
"806","the rectory sheriff mount gates ll iad",NA,NA
"807","i tipping street anpwrcx manchester",-2.1152226,52.8060348
"808","i otterburn terrace j",-1.6070883,54.9875671
"809","souruwow",NA,NA
"810","frtzjo ln s avenue hampstead london nw",-0.1761749,51.5556461
"811","brook green london",-0.2188279,51.4955965
"812","pall mall london w",-0.1340046,51.5066838
"813","royal mint london e permanent address bro k s lane",-3.3887484,51.5542917
"814","whalley near blackburn",-2.407684,53.822643
"815","address brook s lane whalley near blackburn",-2.4045961,53.8236159
"816","cotham vale",-2.6037553,51.464463
"817","clirton br stol",-2.6200362,51.4661551
"818","cromart e road hornsey r london n",-0.125954,51.5725909
"819","o ste",9.2583798,53.6291848
"820","acomn near yori",NA,NA
"821","kennington road london se",-0.1110123,51.4917986
"822","late physician at middlesex hospital",-72.6472698,41.5543067
"823","ry iope i iaii ryhope sunderland",-1.3653906,54.8682155
"824","grand junction coiorano",-108.5506486,39.0638705
"825","strawberry hill mii",NA,NA
"826","fordwyck roao lonnon",-0.2067361,51.5515109
"829","water worrs office si ierr el",NA,NA
"830","merchant",-95.2357061,38.9695759
"831","physician formerly in practice in london",-0.1312039,51.5204468
"832","the grammar school ilkley yorkshire",-1.8142202,53.9220038
"833","capiieaton newcastle",-1.945721,55.117868
"834","berland",-88.0440976,42.157073
"835","east road wooistone southampton",-1.3557515,50.9013982
"836","norfolk road essex",-88.1793482,41.1819612
"837","university college cardiff",-3.1848738,51.4885141
"838","sandwell park west end lane hampstead london nw",-0.1914742,51.5495001
"839","the university ane ame sovrn austua a",NA,NA
"840","i ay",NA,NA
"841","rusxm road tqttenram london",-0.1277583,51.5073509
"843","david p ace st helier iersey",-2.1031278,49.1891328
"844","portland vil as bath street dewsbury",-122.6750261,45.5051064
"846","jessel mansions qiieen",NA,NA
"847","royal col e e or sc ence south kensington lonnon sw",-0.177366,51.5009088
"848","leeds mqdern school h lls ne tancaster",-1.5490774,53.8007554
"849","h m patent orrxcx",NA,NA
"850","southam ton buildings london wc",-0.1153734,51.5169531
"851","portland ho rel great portland street london w",-0.1439184,51.5237421
"852","he died at croydon in september",-0.098234,51.376165
"853","po box port",-97.0699032,27.8240813
"854","i o tre",NA,NA
"855","c o h anderson esq newcastle natal",30.8958242,-28.5305539
"856","jonanneseuro sar",NA,NA
"857","market square wolverton",-0.8071691,52.0631722
"858","mining",-95.3056854,36.7788655
"859","ravi nnurst rowley park stafford",-2.124952,52.798346
"861","tyr i",NA,NA
"862","bardwell road oxford and c o sc ence and art depart",-1.2537837,51.7696747
"863","ment sourn l ens noton london sw",-0.1164513,51.5144388
"864","worrsop nottinghamshire",-1.122745,53.309302
"867","member of council of the chemical society died may ist",NA,NA
"868","stag srom",NA,NA
"869","hows orrxcs london sw",-0.1277583,51.5073509
"870","briarfield west bromwich",-3.5443841,50.4686648
"871","lbme lane bradford yorrsi iire",-1.759398,53.795984
"872","irvine place aberdeen nb",-2.1194161,57.1361228
"873","address magnetd worrs sheffield",-1.4239697,53.3936233
"874","h m patent orrice southampton buildings london wc",-0.1124545,51.5175271
"875","st cuti ieer i s terrace ben ieldside co duriiam",NA,NA
"876","tientsin north china",117.3616476,39.3433574
"878","gnvmmounna s ram r cnnmrr",NA,NA
"879","s rm r r cape town soon x africa",18.4240553,-33.9248685
"881","permanent address c o geological socnsrv lonnon",NA,NA
"882","sometime teacher of chemistry at chester college",-75.5978255,39.9521856
"883","hillside cornea hawick nb",-2.780914,55.42706
"884","or science south kensin ton london sw",-0.1745235,51.4978095
"885","sydney university",151.1873494,-33.8885748
"886","piace london ec",-0.1277583,51.5073509
"887","oxford gardens north kensincton london w",-0.2153731,51.5178875
"888","went to mashonaland",30.8958242,-17.6379366
"889","po box i",-122.3913467,37.7209819
"890","s we",-120.9738295,37.6531424
"891","draughtsman to messrs welton and co thames ditton",-0.339189,51.389686
"893","lynton maybury road woking",-0.5591634,51.3164859
"894","works on medical subjects v",-95.712891,37.09024
"895","st george",-113.5684164,37.0965278
"896","william west esq fls assoc rcs",NA,NA
"897","i woodville terrace i",-71.0599188,42.4294301
"898","liver",NA,NA
"899","biological subjects",NA,NA
"900","wo dville terrace i iorton lane brad ord",-87.9073214,41.9741625
"901","nursery mount hamlet carr leeds",-1.5287791,53.7694373
"902","chemical laboratory hm dockyard portsmouth",-1.1094659,50.800531
"903","stratford place london w",-0.1492505,51.51489
"904","wi ialley w p zysies assoc rcs",-88.7878678,43.7844397
"905","st oi in s square wareeield",NA,NA
"906","tyndall prize",NA,NA
"907","mine manager michigan united states of america",-85.6023643,44.3148443
"908","gegrge street birmingham permanent address harborne",-1.961668,52.4597094
"909","park near birmingi iaivi and reform club",-0.1334814,51.506551
"910","i st pau s square preston lnnc xsumx",-93.0899578,44.9537029
"912","appointed head master at bacup higher grade school",-2.201259,53.707167
"913","bacup near manchester",-2.2036813,53.6939422
"914","sometime agent at silverdale collieries staffs",-2.272667,53.014861
"915","april",-73.7126967,45.5758197
"916","ampton bu ld ncs london wc",-0.1080134,51.5008599
"917","plymouth hovse near merthyr tydfil glamorganshire",-3.3711495,51.7380184
"918","b rcnincton road london nw",-0.1277583,51.5073509
"919","rydal mount coti",-2.9820077,54.448841
"920","hofmann of investigafions on london sewage",-0.1277583,51.5073509
"921","harley street london",-0.1475268,51.5202352
"922","asm on roma wssr failsworth manchester",-2.1644439,53.508131
"923","native of china",NA,NA
"924","seven s s",-110.772891,32.154625
"925","louoon n",NA,NA
"926","sometime teacher at bristol died in new zealand previous to",NA,NA
"927","lounou ec",14.258241,-3.3487754
"928","assoc rcs",-87.8926497,41.8689158
"929","consulting geologist and mining engineer",NA,NA
"931","demonstrator in zoology at the royal college of science",NA,NA
"932","i beaufort street chelsea",-0.1758684,51.4846097
"933","hellingley dingwall croynon",0.2468259,50.8886569
"934","some points in the morphology of the wings of birds he died in",NA,NA
"935","victoria road cotham bristol",-2.5940674,51.4653646
"936","mining in south america",-123.1180511,49.2819176
"937","formerly colliery viewer north staffordshire",-2.0571868,52.8792745
"938","c o mcarthur fomuzsr co johannesburg sar",28.0473051,-26.2041028
"939","young lamont h g jlliuing assoc rsm",NA,NA
"942","southampton buildings wc",-0.1153734,51.5169531
"943","nelson place newcastle staffs",-2.2173237,53.0311773
"944","cavendish grove southampton",-1.4049561,50.9202638
"945","fernbank forfar nb",-84.3279985,33.7739247
"946","spains hall finchingfield essex",0.450053,51.9674805
"947","sampler may consolidated",NA,NA
"948","siamese tin syndicate",NA,NA
"949","hayshott green midhurst sussex",-0.7215382,50.9547662
"950","west heath avenue",-78.3661051,35.4884654
"952","trinidad leaseholds ltd trinidad",NA,NA
"953","penhalonga prop mines",32.6708329,-18.8833888
"954","consulting metallurgists etc",NA,NA
"955","of aluminium alloys",NA,NA
"956","crown chemical works",-87.7352682,41.6445663
"957","claro terrace earl",NA,NA
"958","mining co fms",NA,NA
"959","and assistant manager",NA,NA
"960","tin mines ltd",145.757888,-16.898277
"961","surveyor s nigeria",3.426785,6.4329725
"962","mineral surveyor nigeria",NA,NA
"963","putney hill london",-0.2195225,51.4554112
"964","prop mines ltd",NA,NA
"966","st leonard",-76.5063419,38.4742898
"967","uehonmachi chome",135.5207379,34.6655536
"968","fed malay states",NA,NA
"969","pulau brani fms",103.8346685,1.2599015
"970","albert terrace leeds",-1.5758173,53.826662
"971","ltd s africa",28.106138,-26.0119244
"975","inverleith row edinburgh",-3.2046676,55.9666959
"978","reporting in usa",-96.8462285,32.9580456
"979","surveying at rsm",NA,NA
"980","dutch w borneo",114.5548495,0.9618834
"982","planet arcturus mines",NA,NA
"987","mining instructor haileybury ontario",-79.6398466,47.4530162
"988","ltd cobar nsw",145.8388597,-31.495761
"989","doradilla dwyers nsw",146.921099,-31.2532183
"990","rietfontein estates ltd",28.2204987,-25.7090736
"991","ltd ohwaz persia",NA,NA
"993","pahang consolidated fms",103.3256204,3.8126318
"994","college of science",-89.2194324,37.7115516
"995","hamilton road golders",-0.2120016,51.5744656
"996","royal college of science",-75.6853063,45.3985599
"997","electric furnaces etc",NA,NA
"998","waite consulting engineers",-73.2140655,44.4706731
"999","victoria street london",-0.1369785,51.4972967
"1000","nsw chief assayer",146.921099,-31.2532183
"1001","sulphide corporation ltd cockle",NA,NA
"1002","hanworth house harrow weald",-0.3380395,51.6052581
"1003","cranbrook road ilford",0.0661136,51.5739573
"1004","fabrica de hierros alava",-3.0827799,43.307598
"1005","burma corporation burma",-78.8699807,40.9336161
"1006","london wall london",-0.0900038,51.5174971
"1007","bury st edmunds",0.7104932,52.2429228
"1008","formerly whitworth scholar",-117.4178623,47.7548728
"1009","austen at rsm",NA,NA
"1010","rsm metallurgical division",NA,NA
"1011","de sihanaka madagascar",NA,NA
"1012","in sarawak borneo",110.3592127,1.5532783
"1013","works in sarawak",110.3669962,1.5513548
"1014","in dutch borneo",114.5548495,0.9618834
"1015","to various companies",NA,NA
"1016","batavia netherlands indies and",NA,NA
"1017","los angeles cal",-118.2436849,34.0522342
"1018","as consulting engineer",-112.113167,33.582797
"1020","mines and estates",NA,NA
"1021","co johannes burg",28.01685,-26.1363999
"1022","lead smelting",NA,NA
"1023","palewell park east",-0.2639902,51.4623253
"1024","waterside liphook hants",-0.8250596,51.0962871
"1025","empress mine victoria s",-123.3668247,48.4216314
"1026","competency for nsw",151.2073361,-33.869908
"1027","h p co",-75.9097606,45.3474837
"1028","explosive factory gretna",NA,NA
"1029","harbord arsm fic",NA,NA
"1030","co near wrexham",-2.9712643,53.0596973
"1031","smelting co brimsdown",NA,NA
"1032","montrose road sheffield",-1.4981448,53.3528031
"1033","rock house highgate london",-0.0381415,51.5908081
"1034","flint ida usa",-83.6874562,43.0125274
"1035","oil fields ltd",-96.9282519,30.1886738
"1036","lobitos oilfields ltd lobitos",-81.2821647,-4.4564351
"1037","woolwich road east",0.0269115,51.4873907
"1038","mines exploration co",-84.4938939,38.0923573
"1039","mine upper egypt",NA,NA
"1040","co riandel bc",-116.8574817,49.7605462
"1042","the avenue ealing",-0.3194424,51.5166491
"1043","mines gold coast",153.3810308,-28.0767266
"1044","dept of scientific",NA,NA
"1045","mines to",NA,NA
"1046","jos tin areas",-84.4927292,39.1237416
"1047","sellons avenue harlesden",-0.243213,51.538382
"1048","mines selangor fms",101.7186151,3.028268
"1050","rey mining co",-110.9790344,33.130104
"1051","the abosso gold mining",NA,NA
"1052","kempsford gardens earls",-0.1947315,51.4887517
"1053","no ltd",-95.677068,37.0625
"1055","po box bulawayo",28.5822369,-20.15465
"1056","plaza alfonzo xii linares",-3.6319761,38.0920598
"1057","union club trafalgar square",-0.128069,51.508039
"1058","po box johannesburg",-117.6325298,35.3716084
"1059","minor mining co",NA,NA
"1061","rand club johannesburg transvaal",28.041293,-26.2058915
"1062","the university sydney nsw",151.2312675,-33.917347
"1063","aldermanbury london ec",-0.1319797,51.5287743
"1064","mines burmah",NA,NA
"1065","colston hall east bridgford",-0.973172,52.979014
"1066","school of mines",-105.2225708,39.7510475
"1067","f w harbord",NA,NA
"1068","royal mint ec",-3.3887484,51.5542917
"1069","the royal mint london",-0.0732134,51.5093513
"1070","illipparambil house pulincunnu travancore",76.4349254,9.4572566
"1071","albert palace mansions",-0.1497862,51.4769597
"1072","in north nigeria",8.675277,9.081999
"1074","to dr thudichum",NA,NA
"1075","sanderson md frs",NA,NA
"1076","surveyor bantjes consolidated",NA,NA
"1077","rest trans vaal",-87.7845252,42.7481071
