source,type,year,number,text,lastname,firstname,simpname,nationality,edu,prof,org,ydeg,loc,country,lat,lon
frei,alumni,1905,5175,"Rajewsky, Walerian. Charkow, RuBland.",Rajewsky,Walerian,"Rajewsky, W",ukraine,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5176,"Ralff, Eugen. Belopolie, RuBland.",Ralff,Eugen,"Ralff, E",ukraine,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5177,"Dr. Rimann, Eberhardt. Hirschberg, Schlesien.",Dr Rimann,,"Dr Rimann,",poland,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5178,"Rothacker, Alfons Emil Moritz Wilhelm. Pforzheim, Baden.",Rothacker,Alfons Emil Moritz,"Rothacker, A  E",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5179,"Rybar, Anatol. Poltawa, Ru81and.",Rybar,Anatol,"Rybar, A",ukraine,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5180,"v. SamsonHimmelstjerna, Robert. Dorpat, RuBI.",V SamsonHimmelstjerna,Robert,"V SamsonHimmelstjerna, R",estonia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5181,"Sandon, Edward Gauvain. Bilbao, Spanien. Engl. Staatsangeh. Dipl.Ing. 1910.",Sandon,Edward Gauvain,"Sandon, E  G",spain,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5182,"Schmieder, Georg Johannes. Niederbobritzsch, Sachsen. Dipl.Ing. 1911.",Schmieder,Georg Johannes,"Schmieder, G  J",germany,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5183,"Schulz, Paul Wilh. Karl. Berlin. Dipl.Ing. 1911.",Schulz,Paul Wilh,"Schulz, P  W",germany,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5184,"Schumacher, Friedrich. Spaichingen, Wurttemb.",Schumacher,Friedrich,"Schumacher, F",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5185,"Seibt, Friedrich Reinhold. OberOderwitz, Sachs.",Seibt,Friedrich Reinhold,"Seibt, F  R",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5186,"Semmel, Wilhelm. Mitau, RuBI. Dipl.Ing. 1908.",Semmel,Wilhelm,"Semmel, W",latvia,Engineer,NA,freiberg school,1908,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5187,"Serebriakoff, Paul. Astrachan, Ru81and.",Serebriakoff,Paul,"Serebriakoff, P",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5188,"Seroklinow, Wladimir. Odessa, RuBI.",Seroklinow,Wladimir,"Seroklinow, W",united states of america,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5189,"Sickel, Konrad Alfred. Freiberg, Sachsen.",Sickel,Konrad Alfred,"Sickel, K  A",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5190,"Sipniewski, Wladislaus. Poniewicz, RuBland.",Sipniewski,Wladislaus,"Sipniewski, W",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5191,"Sjolander, Axel. Stockholm, Schweden . .",Sjolander,Axel,"Sjolander, A",sweden,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5192,"Skappel, Harald. Christiansund, Norwegen. Dipl.Ing. 1910.",Skappel,Harald,"Skappel, H",norway,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5194,"Sopliakow, Alexander. NischniNowgorod, RuBI.",Sopliakow,Alexander,"Sopliakow, A",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5195,"Spalding, H~rbert. Triumpho, Brasilien.",Spalding,H rbert,"Spalding, H  r",brazil,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5196,"Steinhausen, Ewald. Dresden.",Steinhausen,Ewald,"Steinhausen, E",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5197,"Striegler, Herm. Bruno. Gadewitz b. Oobeln, Sa.",Striegler,Herm,"Striegler, H",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5198,"Sundstrom, Helmin. Stockholm, Schweden.",Sundstrom,Helmin,"Sundstrom, H",sweden,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5199,"Sweschnikoff, Demetrius. Poschechonia, RuBI.",Sweschnikoff,Demetrius,"Sweschnikoff, D",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5200,"Thomson, Ernst Rudolf. Reval, Ru81. Di pl.",Thomson,Ernst Rudolf,"Thomson, E  R",india,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5201,"Timofejewski, Andrei. Tula, RuBland.",Timofejewski,Andrei,"Timofejewski, A",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5202,"v. Todtleben, Georg Leopold. Nowogeorgiewsk, RuBland. Dipl.Ing. 1909.",V Todtleben,Georg Leopold,"V Todtleben, G  L",austria,Engineer,NA,freiberg school,1909,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5203,"Torres, Joao dAlmeida. Mossamedes, Portugal. Dipl.lng. 1912.",Torres,Joao dAlmeida,"Torres, J  d",brazil,Engineer,NA,freiberg school,1912,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5204,"v. Tsewlowsky, Wladimir. Werny, RuBland.",V Tsewlowsky,Wladimir,"V Tsewlowsky, W",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5205,"Tunget, Franz Georg. Hamburg.",Tunget,Franz Georg,"Tunget, F  G",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5206,"v. Uchtomsky, Furst Nicolaus. Kasan, RuBland.",V Uchtomsky,Furst Nicolaus,"V Uchtomsky, F  N",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5207,"Volmicke, Paul Friedrich. Schweim i. W., PreuB. Dipl.lng. 1911.",V lmicke,Paul Friedrich,"V lmicke, P  F",germany,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5208,"Vogel, Paul Herbert. Dresden.",V gel,Paul Herbert,"V gel, P  H",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5209,"Wartanian, Arutjun. Nachitschewan, RuBland.",Wartanian,Arutjun,"Wartanian, A",azerbaijan,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5210,"Wassiljew, Michael. Omsk, RuBI. Dipl.Ing.1910.",Wassiljew,Michael,"Wassiljew, M",russia,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5211,"Dr. Weber, Friedrich. Zurich. Sachs.Weimar.",Dr Weber,,"Dr Weber,",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5212,"Weiland, Christoph. Kurbe, RuB!and.",Weiland,Christoph,"Weiland, C",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5213,"Weinbaum, Joseph. Starokonstantinow, RuBland.",Weinbaum,Joseph,"Weinbaum, J",ukraine,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5214,"Weise, Gerhard Oskar. Sayda, Sa. Dipl.Ing. 1911.",Weise,Gerhard Oskar,"Weise, G  O",germany,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5215,"v. Werigo, Stanislaus. Pawlowsk, RuB!and.",V Werigo,Stanislaus,"V Werigo, S",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5216,"Wierzbo]owski, Leo. Berlin. Russ. Staatsangeh.",Wierzbo owski,Leo,"Wierzbo owski, L",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5217,"Williams, Milbourne Bransby. Swansea, Engl.",Williams,Milbourne Bransby,"Williams, M  B",united kingdom,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5218,"Witt, Otto. Falun, Schweden.",Witt,Otto,"Witt, O",sweden,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5219,"Wladykin, Johann. Nowotscherkassk, RuBland.",Wladykin,Johann,"Wladykin, J",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5220,"Woeikoff, Dmitry. Simbirsk, Ru BI. Dipl.Ing. 1908.",Woeikoff,Dmitry,"Woeikoff, D",russia,Engineer,NA,freiberg school,1908,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5221,"v. Wolff, Woldemar Baron. Petersburg .",V Wolff,Woldemar Baron,"V Wolff, W  B",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5222,"Woronin, Gregorius. RomanowoBoris_soglebsk,",Woronin,Gregorius,"Woronin, G",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5223,"Zenke, Johann Alexander Max. Nadeschdino,",Zenke,Johann Alexander Max,"Zenke, J  A",poland,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1905,5224,"Zschuge, Walther Georg. Engeln, PreuBen.",Zschuge,Walther Georg,"Zschuge, W  G",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5225,"Ashauer, Eugen Friedrich. Hagen i. W., PreuB.",Ashauer,Eugen Friedrich,"Ashauer, E  F",united states of america,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5226,"Bermann, Nicolai. Libau, RuBland.",Bermann,Nicolai,"Bermann, N",letonia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5227,"Blomberg, Carl Hermann Emil. Moskau, RuBI. PreuB. Staatsangeh. Dipl.Ing. 1910.",Blomberg,Carl Hermann Emil,"Blomberg, C  H",russia,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5228,"Borchgrevink, Hans Juell. _Skien, Norwegen.",Borchgrevink,Hans Juell,"Borchgrevink, H  J",norway,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5229,"Borissow, Georg. Nikolajeff, RuBland. Dipl.Ing.",Borissow,Georg,"Borissow, G",austria,Engineer,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5230,"Brandt, Rudolf Erich. Zwickau, Sachsen.",Brandt,Rudolf Erich,"Brandt, R  E",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5231,"Brenner, Jurgen Wilhelm Christian. Reval, RuBland. M.S. Staatsangeh.",Brenner,Jurgen Wilhelm Christian,"Brenner, J  W",estonia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5232,"Bresch, Ernst. Leipzig.",Bresch,Ernst,"Bresch, E",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5233,"Brodauf, Kurt Johannes. Habarowsk, RuBland.",Brodauf,Kurt Johannes,"Brodauf, K  J",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5234,"Budakowitsch, Michael. Cannstatt, Wiirttemb.",Budakowitsch,Michael,"Budakowitsch, M",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5235,"Burckhardt, Erwin Otto. Freiberg, Sachsen.",Burckhardt,Erwin Otto,"Burckhardt, E  O",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5236,"Buhler, Raymund. Muhlhausen, ElsaB.",Buhler,Raymund,"Buhler, R",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5237,"Bychowski, Martin. Warschau. Dipl.Ing. 1909.",Bychowski,Martin,"Bychowski, M",poland,Engineer,NA,freiberg school,1909,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5238,"Carrasco , Juan. Los Anjeles, Chile. Dipl.",Carrasco,Juan,"Carrasco, J",united states of america,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5239,"v. Chamilonoff, Simon. Wladikaukas, RuBland.",V Chamilonoff,Simon,"V Chamilonoff, S",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5240,"Dalgat, DjemalEddin. Wladikawkas, RuBland.",Dalgat,DjemalEddin,"Dalgat, D",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5241,"Dr. Dinu, Joan. Bukarest, Rum. Dipl.Ing. 1913.",Dr Dinu,,"Dr Dinu,",romania,Engineer,NA,freiberg school,1913,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5242,"Dragulanescu, Andrei. Oltenitza, Rum . Dipl. Ing. 1914.",Dragulanescu,Andrei,"Dragulanescu, A",bulgaria,Engineer,NA,freiberg school,1914,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5243,"Einenkel, Armin. Schwand, Sachsen. Dipl.",Einenkel,Armin,"Einenkel, A",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5244,"v. Eleneff, Gregor. ZarskojeSselo, RuBland.",V Eleneff,Gregor,"V Eleneff, G",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5245,"Eskola, Berndt Elias. Honkilahti, Finni., RuBI.",Eskola,Berndt Elias,"Eskola, B  E",finland,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5246,"v. Essen, Ferdinand. Muhlhausen, ElsaB . .",V Essen,Ferdinand,"V Essen, F",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5247,"Floquet, Paul. Chaumont, Frankreich. Dipl.",Floquet,Paul,"Floquet, P",france,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5248,"Fratostitzeanu, George. Bukarest, Rum. Dipl.Ing.",Fratostitzeanu,George,"Fratostitzeanu, G",romania,Engineer,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5249,"Freytag, Friedrich Adolf Paul. Questenbergb. MeiBen, Sachsen. Dipl.Ing. 1911.",Freytag,Friedrich Adolf Paul,"Freytag, F  A",germany,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5250,"v. Friesen, Harry Karl Bernhard Erduin Freiherr. Munster i. W., PreuBen. Dipl.Ing. 1914.",V Friesen,Harry Karl Bernhard,"V Friesen, H  K",germany,Engineer,NA,freiberg school,1914,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5251,"Gabaeff, David. Tiflis, RuBI. Dipl.Ing. 1910.",Gabaeff,David,"Gabaeff, D",georgia,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5252,"Georgescu, Georg. Bukarest, Rumiinien. Dipl. . Ing. 1911.",Georgescu,Georg,"Georgescu, G",romania,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5253,"Ghenovici, Atanasie. Craiova, Rumiinien.",Ghenovici,Atanasie,"Ghenovici, A",romania,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5254,"Gratscheff, Konstantin. Nowotscherkassk, Ru81.",Gratscheff,Konstantin,"Gratscheff, K",russia,,chef,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5255,"Grub, Julius. Limbach, Bez. Homburg, Bayern. Dipl.Ing. 191 l.",Grub,Julius,"Grub, J",germany,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5256,"Griibler, Edmund. Bodenbach b. Nossen, Sachs.",Griibler,Edmund,"Griibler, E",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5257,"Hannig, Werner Georg. Leipzig. Dipl.lng.1912.",Hannig,Werner Georg,"Hannig, W  G",germany,Engineer,NA,freiberg school,1912,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5258,"Henn, Theodor. Eschweiler b. Aachen.",Henn,Theodor,"Henn, T",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5259,"Herbig, Philipp. Kaiserslautern, Bayern.",Herbig,Philipp,"Herbig, P",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5260,"Hirsemann, Paul Friedrich Berthold Heinrich. GroBAmmensleben, PreuBen.",Hirsemann,Paul Friedrich Berthold,"Hirsemann, P  F",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5261,"Holtmann, Walter. Caternberg, Bez. Hessen.",Holtmann,Walter,"Holtmann, W",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5262,"Holzmann, Carl Felix. Bukarest, Rum. Elsasser",Holzmann,Carl Felix,"Holzmann, C  F",romania,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5263,"Jaffe, Richard Heinrich. Frankfurt a. M. Dipl.Ing.",Jaffe,Richard Heinrich,"Jaffe, R  H",germany,Engineer,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5264,"Jahn, Alfred Hermann. Freiberg, Sachs. Dipl.Ing.",Jahn,Alfred Hermann,"Jahn, A  H",germany,Engineer,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5265,"Jakowenko, Victor. Krolewez, Ru81and. Dipl.Ing.",Jakowenko,Victor,"Jakowenko, V",ukraine,Engineer,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5266,"Janusch, Wladimir. Warschau.",Janusch,Wladimir,"Janusch, W",poland,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5267,"Jezler, Hubert. Schaffhausen, Schweiz. Dipl.",Jezler,Hubert,"Jezler, H",switzerland,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5268,"Kalning, Christian. Riga, RuBI. Dipl.Ing. 1911.",Kalning,Christian,"Kalning, C",latvia,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5269,"Klein, Hermann. Broos, Ungarn. Dipl.lng. 1909.",Klein,Hermann,"Klein, H",romania,Engineer,NA,freiberg school,1909,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5270,"Klein, Alfred. Broos, Ungarn.",Klein,Alfred,"Klein, A",romania,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5271,"Dr. Koike, Sataro. Nagano, Japan.",Dr Koike,,"Dr Koike,",japan,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5272,"v. Kowerski, Johann. Wilna, RuBland. Dipl.",V Kowerski,Johann,"V Kowerski, J",lithuania,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5273,"Kraft, Heinrich. Wattenheim, Bayern.",Kraft,Heinrich,"Kraft, H",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5274,"Kraft, Wladimir. Tiflisskaja, RuBI. Dipl.Ing.1912.",Kraft,Wladimir,"Kraft, W",russia,Engineer,NA,freiberg school,1912,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5275,"Kuchenmeister, Rudolf Karl. Seifersdorf bei",Kuchenmeister,Rudolf Karl,"Kuchenmeister, R  K",germany,,foreman,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5276,"v. Kuprejanoff, Michael. Rostow a. Don, RuBI.",V Kuprejanoff,Michael,"V Kuprejanoff, M",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5277,"v. Lerche, Karl Ernst. Wiborg, Finnland.",V Lerche,Karl Ernst,"V Lerche, K  E",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5278,"Losche, Ferdinand Gustav. Stollberg i. E., Sa.",Losche,Ferdinand Gustav,"Losche, F  G",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5279,"Lohrke, Emil Otto. Kulmsee, Kr. Thorn, PreuB. Macovei, Joan. Nereju, Rum. Dipl.Ing. 1909.",Lohrke,Emil Otto,"Lohrke, E  O",romania,Engineer,NA,freiberg school,1909,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5281,"Mannhardt, Franz Gustav. Rostow a. Don, RuBI. Deutsch. Reichsangeh. Dipl.Ing. 1909.",Mannhardt,Franz Gustav,"Mannhardt, F  G",russia,Engineer,NA,freiberg school,1909,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5282,"Marinescu, Julius. Craiova, Rum. Dipl.Ing.1911.",Marinescu,Julius,"Marinescu, J",romania,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5283,"Mariupolsky, Leonid. Moskau, RuBland.",Mariupolsky,Leonid,"Mariupolsky, L",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5284,"Mathiesen, Frederik. Skarrild, Danemark. Dipl.",Mathiesen,Frederik,"Mathiesen, F",denmark,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5285,"Metger, Friedrich. Moskau, RuBI. Schweizer",Metger,Friedrich,"Metger, F",russia,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5286,"Metzler, Alphonse Horst. Freiberg, Sachsen.",Metzler,Alphonse Horst,"Metzler, A  H",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5287,"Mockel, Georg Kurt. Oelsnitz i. E., Sachsen.",Mockel,Georg Kurt,"Mockel, G  K",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5288,"Monossohn, Samuel. St. Petersburg.",Monossohn,Samuel,"Monossohn, S",united states of america,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5289,"Nekrassow, Leo. Irkutsk, RuBI. Dipl.lng. 1910.",Nekrassow,Leo,"Nekrassow, L",russia,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5290,"Dr. Ohashi, Takichi. Kagoshima, Japan.",Dr Ohashi,,"Dr Ohashi,",japan,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5291,"Oppenheim,Erich. Frankfurt a.M. Dipl.Ing. 1912.",Oppenheim,,"Oppenheim,",germany,Engineer,NA,freiberg school,1912,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5292,"Oppenheim, Max Friedrich. Frankfurt a. M.",Oppenheim,Max Friedrich,"Oppenheim, M  F",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5293,"Pavelescu, Decebal. Braila, Rum. Dipl.Ing. 1909.",Pavelescu,Decebal,"Pavelescu, D",romania,Engineer,NA,freiberg school,1909,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5294,"Piatti, Riccardo. Chiavazza, Italien.",Piatti,Riccardo,"Piatti, R",italy,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5295,"Ponomarew, Victor. Kise!, RuBland.",Ponomarew,Victor,"Ponomarew, V",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5296,"Popp Pandeff, Methodius P. Negosin, Bulgar.",Popp Pandeff,Methodius P,"Popp Pandeff, M  P",united states of america,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5297,"Poulsen, Magn. Laso, Danemark. Dipl.lng. 1910.",Poulsen,Magn,"Poulsen, M",denmark,Engineer,NA,freiberg school,1910,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5298,"Primrose, John Stewart. Glasgow, England.",Primrose,John Stewart,"Primrose, J  S",united kingdom,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5299,"Pudowkin, Wassily. Krutinsky, RuBland. Dipl. Ing. 1912.",Pudowkin,Wassily,"Pudowkin, W",russia,Engineer,NA,freiberg school,1912,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5300,"v. Puschkowsky, Konstantin. Lugansk, RuBland. Dipl.Ing. 1913.",V Puschkowsky,Konstantin,"V Puschkowsky, K",ukraine,Engineer,NA,freiberg school,1913,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5301,"Radionoff, Michael. Odessa, RuBland.",Radionoff,Michael,"Radionoff, M",ukraine,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5302,"Dr. Rahn, Theodor. Rossitz b. Brunn, bsterreich.",Dr Rahn,,"Dr Rahn,",austria,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5303,"Razniewski, Stanislaw. Sieradz, RuBland. Dipl.",Razniewski,Stanislaw,"Razniewski, S",poland,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5304,"v. Rodowicz, Wladislaus. Kiew, RuBI. Dipl.Ing.",V Rodowicz,Wladislaus,"V Rodowicz, W",ukraine,Engineer,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5305,"Rodowicz, Theodor Wilibald. Budapest, Ungarn.",Rodowicz,Theodor Wilibald,"Rodowicz, T  W",hungary,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5306,"v. d. Ropp, Sylvester Wilhelm Gotthard Baron. Dresden. Deutsch. Reichsangeh.",Ropp,Sylvester Wilhelm,"Ropp, S W",germany,,NA,freiberg school,,freiberg sachsen,germany,50.9128283,13.341727
frei,alumni,1906,5307,"Runne, Otto Friedrich Emil. Wolfenbiittel, Braunschweig. Dipl.Ing. 1911.",Runne,Otto Friedrich Emil,"Runne, O  F",germany,Engineer,NA,freiberg school,1911,freiberg sachsen,germany,50.9128283,13.341727
