"","text","text2","degree","year","lastname","firstname","middlename","id","simpname","type","source","loc","lon","lat","country","org","edu","position"
"2508"," B","","engineer of mines","1918","B",NA,"","2508","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2509","S","","engineer of mines","1918","S",NA,"","2509","s,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2510"," Princeton 1916","","engineer of mines","1918","Princeton",NA,"","2510","princeton,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2511"," William Earnest Widmer","Earnest ","engineer of mines","1918","Widmer","William","Earnest ","2511","widmer, w e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2512"," B","","engineer of mines","1918","B",NA,"","2512","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2513","S","","engineer of mines","1918","S",NA,"","2513","s,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2514"," Northwestern","","engineer of mines","1918","Northwestern",NA,"","2514","northwestern,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2515"," Maxwell Emory ERDOFY","Emory ","metallurgical engineer","1915","ERDOFY","Maxwell","Emory ","2515","erdofy, m e","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2516","f [i]","","metallurgical engineer","1915","fi",NA,"","2516","fi,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2517"," Cornelius A","","civil engineer","1915","A","Cornelius","","2517","a, c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2518"," Boyle","","civil engineer","1915","Boyle",NA,"","2518","boyle,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2519"," Eduardo Cabrera Gainsborg","Cabrera ","civil engineer","1915","Gainsborg","Eduardo","Cabrera ","2519","gainsborg, e c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2520"," William","","civil engineer","1915","William",NA,"","2520","william,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2521","Joseph Kupec","","civil engineer","1915","Kupec","Joseph","","2521","kupec, j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2522"," B","","civil engineer","1915","B",NA,"","2522","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2523","S","","civil engineer","1915","S",NA,"","2523","s,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2524"," C","","civil engineer","1915","C",NA,"","2524","c,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2525"," C","","civil engineer","1915","C",NA,"","2525","c,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2526"," N","","civil engineer","1915","N",NA,"","2526","n,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2527"," Y","","civil engineer","1915","Y",NA,"","2527","y,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2528"," Harry William Leshensky","William ","civil engineer","1915","Leshensky","Harry","William ","2528","leshensky, h w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2529"," Richard","","civil engineer","1915","Richard",NA,"","2529","richard,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2530","RiKER Moore","","civil engineer","1915","Moore","RiKER","","2530","moore, r","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2531"," Otto Neumer","","civil engineer","1915","Neumer","Otto","","2531","neumer, o","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2532"," Timothy Joseph Norton","Joseph ","civil engineer","1915","Norton","Timothy","Joseph ","2532","norton, t j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2533"," B","","civil engineer","1915","B",NA,"","2533","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2534","S","","civil engineer","1915","S",NA,"","2534","s,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2535"," Louis Tarnopoll","","civil engineer","1915","Tarnopoll","Louis","","2535","tarnopoll, l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2536"," John Cecil Gabriel","Cecil ","electrical engineer","1915","Gabriel","John","Cecil ","2536","gabriel, j c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2537"," Richard Frederic Antoine Muller","Frederic Antoine ","electrical engineer","1915","Muller","Richard","Frederic Antoine ","2537","muller, r f","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2538","Joseph Carol Wallach","Carol ","electrical engineer","1915","Wallach","Joseph","Carol ","2538","wallach, j c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2539"," Wendell Oilman Fogg","Oilman ","chemical engineer","1915","Fogg","Wendell","Oilman ","2539","fogg, w o","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2540"," A","","chemical engineer","1915","A",NA,"","2540","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2541","B","","chemical engineer","1915","B",NA,"","2541","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2542"," Julius Gorzo","","chemical engineer","1915","Gorzo","Julius","","2542","gorzo, j","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2543"," B","","chemical engineer","1915","B",NA,"","2543","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2544","S","","chemical engineer","1915","S",NA,"","2544","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2545"," Carnegie","","chemical engineer","1915","Carnegie",NA,"","2545","carnegie,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2546","Inst","","chemical engineer","1915","Inst",NA,"","2546","inst,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2547"," of Tech","","chemical engineer","1915","Tech","of","","2547","tech, o","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2548"," William Malisoff","","chemical engineer","1915","Malisoff","William","","2548","malisoff, w","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2549"," B","","chemical engineer","1915","B",NA,"","2549","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2550","S","","chemical engineer","1915","S",NA,"","2550","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2551"," Sydney See Hong","See ","engineer of mines","1919","Hong","Sydney","See ","2551","hong, s s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2552"," Paul Franc1s Pyburn","Francs ","engineer of mines","1919","Pyburn","Paul","Francs ","2552","pyburn, p f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2553"," A","","engineer of mines","1919","A",NA,"","2553","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2554","B","","engineer of mines","1919","B",NA,"","2554","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2555","Fordham 1914","","engineer of mines","1919","Fordham",NA,"","2555","fordham,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2556"," Nathan1el Lou1s Brod1e","Lous ","civil engineer","1919","Brode","Nathanel","Lous ","2556","brode, n l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2557"," Evangelos John Cr1tzas","John ","civil engineer","1919","Crtzas","Evangelos","John ","2557","crtzas, e j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2558"," B","","civil engineer","1919","B",NA,"","2558","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2559","S","","civil engineer","1919","S",NA,"","2559","s,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2560","Cornel1us Frel1nghuysen Schenck","Frelnghuysen ","civil engineer","1919","Schenck","Cornelus","Frelnghuysen ","2560","schenck, c f","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2561"," B","","civil engineer","1919","B",NA,"","2561","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2562","S","","civil engineer","1919","S",NA,"","2562","s,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2563"," Rutgers 1913","","civil engineer","1919","Rutgers",NA,"","2563","rutgers,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2564"," {Addendum to 1917)","","civil engineer","1919","Addendumto",NA,"","2564","addendumto,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2565","Francts Harloe Ph1pps","","civil engineer","1919","Harloepps","Francts","","2565","harloepps, f","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
