"","id","role","name","lastname","middlename","firstname","simpname","year","yearg","company","capital","text","office","situated","mine","loc","lon","lat"
"1",8,"Manager","c p b vvoilaston","vvoilaston","p","c","vvoilaston, c p",1887,NA,"Adamant Diamond Mining Company Limited",NA,"C. P. B. VVoilaston.",NA,NA,NA,"london",-0.1277583,51.5073509
"2",175,"Managers","h r lewis a","lewi","r","h","lewi, h r",1887,NA,"Aguilas Smelting Company",NA,"H. R. Lewis A Co., Bartholomew House, Bank, E.C. A. Marin, Aguilas, Spain.",NA,NA,NA,"london",-0.1277583,51.5073509
"3",311,"Superintendent","john taylor","taylor",NA,"john","taylor, j",1887,NA,"Alamillos Vlpanyr Limited",NA,"John Taylor. Charles Tonkin. mining Agents.",NA,NA,NA,"queen street place e",-79.3278595,43.6637879
"4",311,"Superintendent","charles tonkin","tonkin",NA,"charles","tonkin, c",1887,NA,"Alamillos Vlpanyr Limited",NA,"John Taylor. Charles Tonkin. mining Agents.",NA,NA,NA,"queen street place e",-79.3278595,43.6637879
"5",472,"Manager","j ruy sanchez","sanchez","ruy","j","sanchez, j r",1887,NA,"Almada And Tirito Company",NA,"J. Ruy Sanchez.",NA,NA,NA,"england",-1.1743197,52.3555177
"6",549,"Manager","bickord anthony","anthony",NA,"bickord","anthony, b",1887,NA,"Alturas Gold Limited",NA,"Bickford Anthony.",NA,NA,NA,"london",-0.1277583,51.5073509
"7",696,"Manager","covington johnson","johnson",NA,"covington","johnson, c",1887,NA,"Anglo Mexican Mining Company Limited",NA,"Covington Johnson.",NA,NA,NA,"covington",-84.5085536,39.0836712
"8",850,"Managers","h b lewis a","lewi","b","h","lewi, h b",1887,NA,"Anglo Sardinian Antimony Company",NA,"H. B. Lewis A Co., Bartholomew House, Bank, E.C.",NA,NA,NA,"london",-0.1277583,51.5073509
"9",924,"Engineer","j bewick","bewick",NA,"j","bewick, j",1887,NA,"Anita Mines Limited",NA,"Alliance Bank, Limited. Thos. J. Bewick, M. Inst. C.E.",NA,NA,NA,"colombia",-74.297333,4.570868
"10",1082,"Engineer","henry mccoy","mccoy",NA,"henry","mccoy, h",1887,NA,"Appalachian Company Limited",NA,"Colonel Henry McCoy. Strangman Hancock.",NA,NA,NA,"london",-0.1277583,51.5073509
"11",1082,"Engineer","strangman hancock","hancock",NA,"strangman","hancock, s",1887,NA,"Appalachian Company Limited",NA,"Colonel Henry McCoy. Strangman Hancock.",NA,NA,NA,"london",-0.1277583,51.5073509
"12",1412,"Managers","thomas kemp","kemp",NA,"thomas","kemp, t",1887,NA,"Asia Minor Mining Company Limited",NA,"Thomas Kemp. J. P. Thomas.",NA,NA,NA,"spain",-3.74922,40.463667
"13",1412,"Managers","j p thomas","thomas","p","j","thomas, j p",1887,NA,"Asia Minor Mining Company Limited",NA,"Thomas Kemp. J. P. Thomas.",NA,NA,NA,"spain",-3.74922,40.463667
"14",1415,"Engineer","ad gurlt","gurlt",NA,"ad","gurlt, a",1887,NA,"Asia Minor Mining Company Limited",NA,"Dr. Ad. Gurlt, M.E.",NA,NA,NA,"spain",-3.74922,40.463667
"15",1516,"Engineer","thomas j bewick","bewick","j","thomas","bewick, t j",1887,NA,"Astor Alliance Mines Limited",NA,"Thomas J. Bewick, M. Inst. C.E. Bewick and Moreing, London.",NA,NA,NA,"london",-0.1277583,51.5073509
"16",1516,"Engineer","ce bewick moreing","moreing","bewick","ce","moreing, c b",1887,NA,"Astor Alliance Mines Limited",NA,"Thomas J. Bewick, M. Inst. C.E. Bewick and Moreing, London.",NA,NA,NA,"london",-0.1277583,51.5073509
"17",2095,"Manager","h trezise","trezise",NA,"h","trezise, h",1887,NA,"Bedford United Mining Company Limited",NA,"Capt. H. Trezise",NA,NA,NA,"bedford",-97.1430671,32.844017
"18",2229,"Manager","j goodwin","goodwin",NA,"j","goodwin, j",1887,NA,"Birdseye Creek Gold Mining Limited",NA,"J. 8. Goodwin.",NA,NA,NA,"london",-0.1277583,51.5073509
"19",2306,"Managers","william rich","rich",NA,"william","rich, w",1887,NA,"Blue Hills Mining Company",NA,"Capt. William Rich. Capt. S. Bennetts.",NA,NA,NA,"camborne",-5.2947749,50.21277
"20",2306,"Managers","s bennetts","bennetts",NA,"s","bennetts, s",1887,NA,"Blue Hills Mining Company",NA,"Capt. William Rich. Capt. S. Bennetts.",NA,NA,NA,"camborne",-5.2947749,50.21277
"21",2463,"Engineer","h b vercoe","vercoe","b","h","vercoe, h b",1887,NA,"Borrowdale Plumbago Mines And Manufacturing",NA,"H. B. Vercoe.",NA,NA,NA,"london",-0.1277583,51.5073509
"22",2533,"Managers","j boach","boach",NA,"j","boach, j",1887,NA,"Botallack Mining Company",NA,"J. Boach. Martin Thomas.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"23",2533,"Managers","martin thomas","thomas",NA,"martin","thomas, m",1887,NA,"Botallack Mining Company",NA,"J. Boach. Martin Thomas.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"24",2675,"Engineer","thomas j bewick","bewick","j","thomas","bewick, t j",1887,NA,"British Burmah Lead Company Limited",NA,"Thomas J. Bewick, Westminster, and Haydon Bridge, Northumberland.",NA,NA,NA,"london",-0.1277583,51.5073509
"25",2847,"Engineer","thomas cornish","cornish",NA,"thomas","cornish, t",1887,NA,"Bucknall Gold Estate Limited",NA,"Thomas Cornish, M.E.",NA,NA,NA,"manchester",-2.2426305,53.4807593
"26",2953,"Superintendent","j taylor","taylor",NA,"j","taylor, j",1887,NA,"British All Gold Estate",NA,"J. Taylor. Henry Swaffield. G. Tonkin.",NA,NA,NA,"london",-0.1277583,51.5073509
"27",2953,"Superintendent","henry swaield","swaield",NA,"henry","swaield, h",1887,NA,"British All Gold Estate",NA,"J. Taylor. Henry Swaffield. G. Tonkin.",NA,NA,NA,"london",-0.1277583,51.5073509
"28",2953,"Superintendent","g tonkin","tonkin",NA,"g","tonkin, g",1887,NA,"British All Gold Estate",NA,"J. Taylor. Henry Swaffield. G. Tonkin.",NA,NA,NA,"london",-0.1277583,51.5073509
"29",3398,"Superintendent","w bell davies","davies","bell","w","davies, w b",1887,NA,"Callao Bis Company Limited",NA,"W. Bell Davies. Capt. J. T. Kiehards.",NA,NA,NA,"london",-0.1277583,51.5073509
"30",3398,"Superintendent","j t kiehards","kiehards","t","j","kiehards, j t",1887,NA,"Callao Bis Company Limited",NA,"W. Bell Davies. Capt. J. T. Kiehards.",NA,NA,NA,"london",-0.1277583,51.5073509
"31",3617,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Canadian Concessions Syndicate Limited",NA,"John Taylor and Sons, 6, Queen Street Place, London, E.C.","queen street place london london",NA,NA,"london",-0.1277583,51.5073509
"32",3742,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Cape Copper Company Limited",NA,"John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"33",3843,"Manager","john longmaid","longmaid",NA,"john","longmaid, j",1887,NA,"Carlyle Gold Mines Limited",NA,"John Longmaid, M. E.",NA,NA,NA,"london",-0.1277583,51.5073509
"34",4194,"Manager","john woods","woods",NA,"john","woods, j",1887,NA,"Central Mining Company Dorstfontein",NA,"John Woods.",NA,NA,NA,"london",-0.1277583,51.5073509
"35",4462,"Manager","thomas buckland","buckland",NA,"thomas","buckland, t",1887,NA,"Charters Towers Queensland Gold Mining",NA,"Thomas Buckland.",NA,NA,NA,"stirling",-3.9369029,56.1165227
"36",4464,"Manager","john thompson","thompson",NA,"john","thompson, j",1887,NA,"Charters Towers Queensland Gold Mining",NA,"John Thompson.",NA,NA,NA,"london",-0.1277583,51.5073509
"37",4861,"Engineer","john darlington","darlington",NA,"john","darlington, j",1887,NA,"Colar Central Gold Company Limited",NA,"Capt. Hosking. John Darlington.",NA,NA,NA,"darlington",-79.8761741,34.2998762
"38",5135,"Superintendent","e k colcord","colcord","k","e","colcord, e k",1887,NA,"Consolidated Gold Mines Mulatos Limited",NA,"E. K. Colcord.",NA,NA,NA,"england",-1.1743197,52.3555177
"39",5576,"Engineer","j g cunningham","cunningham","g","j","cunningham, j g",1887,NA,"Corsican Copper And Chemical Company",NA,"J. G. Cunningham, C.E.",NA,NA,NA,"london",-0.1277583,51.5073509
"40",6058,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Cwmystwyth Company Limited",NA,"John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"41",6060,"Superintendent","j b rowse","rowse","b","j","rowse, j b",1887,NA,"Cwmystwyth Company Limited",NA,"J. B. Rowse.",NA,NA,NA,"london",-0.1277583,51.5073509
"42",7008,"Managers","s b j nancarrow","nancarrow","b","s","nancarrow, s b",1887,NA,"Duchy Peru Limited",NA,"Captains B. and J. Nancarrow.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"43",7507,"Engineer","hamilton smith","smith",NA,"hamilton","smith, h",1887,NA,"Effuenta Gold Mines Syndicate Limited",NA,"Hamilton Smith, Jr.",NA,NA,NA,"bolivar",-93.4104749,37.6144838
"44",7674,"Manager","frank l sizer","sizer","l","frank","sizer, f l",1887,NA,"Empire Mining Company Limited",NA,"Frank L. Sizer, of Sizer and Kobinson, Helena, Montana.",NA,NA,NA,"helena",-112.0391057,46.5891452
"45",8115,"Manager","charles maclaurin nichols","nichols","maclaurin","charles","nichols, c m",1887,NA,"Ethemdge Gold Field",NA,"Charles Maclaurin Nichols.",NA,NA,NA,"london",-0.1277583,51.5073509
"46",8117,"Engineer","j m longden","longden","m","j","longden, j m",1887,NA,"Ethemdge Gold Field",NA,"Snell, Son, & Greenip, 1 &2, George | J. M. Longden, Mem. Inst. M.E., late",NA,NA,NA,"london",-0.1277583,51.5073509
"47",8263,"Managers","hamilton smith jun","smit","smith","hamilton","smit, h s",1887,NA,"Exploration Company Limited",NA,"Hamilton Smith jun. | Edward Gerard de Chano.",NA,NA,NA,"london",-0.1277583,51.5073509
"48",8263,"Managers","edward gerard de chano","chano","gerard","edward","chano, e g",1887,NA,"Exploration Company Limited",NA,"Hamilton Smith jun. | Edward Gerard de Chano.",NA,NA,NA,"london",-0.1277583,51.5073509
"49",8298,"Engineers","bewick moreing","moreing",NA,"bewick","moreing, b",1887,NA,"Farrington Mines Limited",NA,"Bewick and Moreing, Civil and Mining Engineers, Suffolk House, E.C.",NA,NA,NA,"london",-0.1277583,51.5073509
"50",8437,"Superintendent","john taylor","taylor",NA,"john","taylor, j",1887,NA,"Fortuna Company Limited",NA,"John Taylor. Charles Tonkin.",NA,NA,NA,"london",-0.1277583,51.5073509
"51",8437,"Superintendent","charles tonkin","tonkin",NA,"charles","tonkin, c",1887,NA,"Fortuna Company Limited",NA,"John Taylor. Charles Tonkin.",NA,NA,NA,"london",-0.1277583,51.5073509
"52",8690,"Manager","mark pollard","pollard",NA,"mark","pollard, m",1887,NA,"Fryerscreek Gold Mining Company Limited",NA,"Mark Pollard.",NA,NA,NA,"austin",-97.7430608,30.267153
"53",8713,"Superintendent","rait kearton","kearton",NA,"rait","kearton, r",1887,NA,"Fryerscreek Gold Mining Company Limited",NA,"Rait and Kearton. Edward Hooper.",NA,NA,NA,"london",-0.1277583,51.5073509
"54",8713,"Superintendent","edward hooper","hooper",NA,"edward","hooper, e",1887,NA,"Fryerscreek Gold Mining Company Limited",NA,"Rait and Kearton. Edward Hooper.",NA,NA,NA,"london",-0.1277583,51.5073509
"55",9092,"Engineer","william bell davies","davies","bell","william","davies, w b",1887,NA,"Gold Fields Matabeleland Limited",NA,"Union Bank of Scotland, Limited. William Bell Davies.",NA,NA,NA,"mysore",76.6393805,12.2958104
"56",9099,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Gold Fields Matabeleland Limited",NA,"John Taylor and Sons, 5 and 6, Queen Street Place, E.C.","queen street place london",NA,NA,"london",-0.1277583,51.5073509
"57",9236,"Manager","george crampton","crampton",NA,"george","crampton, g",1887,NA,"Gold Hill Mining Company Limited",NA,"George Crampton, M.I.M.E., F.C.8.",NA,NA,NA,"essex",0.4856781,51.5742447
"58",9472,"Managers","f reddiclic","reddiclic",NA,"f","reddiclic, f",1887,NA,"Great Lakes Mining Company Limited",NA,"Frederick Falkner and M. M. Bridson. F. Reddicliffc, and W. H. Rowe.",NA,NA,NA,"london",-0.1277583,51.5073509
"59",9575,"Engineer","h j nicholls","nicholls","j","h","nicholls, h j",1887,NA,"Great Zaruma Gold Mining Company",NA,"H. J. Nicholls. Thomas B. Provis.",NA,NA,NA,"durham",-78.898619,35.9940329
"60",9575,"Engineer","thomas b provis","provis","b","thomas","provis, t b",1887,NA,"Great Zaruma Gold Mining Company",NA,"H. J. Nicholls. Thomas B. Provis.",NA,NA,NA,"durham",-78.898619,35.9940329
"61",9849,"Engineer","john curtis","curtis",NA,"john","curtis, j",1887,NA,"Gwennap Tin And Copper Mine",NA,"Captain John Curtis, Marazion, Cornwall.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"62",9941,"Engineer","william moore","moore",NA,"william","moore, w",1887,NA,"Hafod Wern Estate And Slate",NA,"William Moore, M.I.C.E. and M.E., Glasgow.",NA,NA,NA,"glasgow",-4.251806,55.864237
"63",10053,"Engineers","rickard brothers","brothers",NA,"rickard","brothers, r",1887,NA,"Hamby Mountain Gold Mines Limited",NA,"Rickard Brothers, 58, Lombard Street, E.C.","lombard street london",NA,NA,"london",-0.1277583,51.5073509
"64",10558,"Superintendent","d w mcarthur","mcarthur","w","d","mcarthur, d w",1887,NA,"Humphrey Gully United Gold Mining",NA,"D. W. McArthur, A.M., Inst. C.E.",NA,NA,NA,"new zealand",174.885971,-40.900557
"65",10560,"Manager","joshua gibson","gibson",NA,"joshua","gibson, j",1887,NA,"Humphrey Gully United Gold Mining",NA,"Bank of New Zealand. Joshua Gibson.",NA,NA,NA,"new zealand",174.885971,-40.900557
"66",10631,"Engineer","w c furnivall","furnivall","c","w","furnivall, w c",1887,NA,"Hyderabad Deccan Company Limited",NA,"W. C. Furnivall, M.I.C.E.",NA,NA,NA,"england",-1.1743197,52.3555177
"67",10872,"Managers","henry lyon henry eddy","eddy","lyon","henry","eddy, h l",1887,NA,"Indian Concessions Limited",NA,"Henry Lyon and Captain Henry Eddy.",NA,NA,NA,"lima",-77.042754,-12.0463731
"68",10971,"Engineers","t c coward","coward","c","t","coward, t c",1887,NA,"Indian Gold Mines Company Limited",NA,"Captain T. C. Coward. John Taylor and Sons.",NA,NA,NA,"glasgow",-4.251806,55.864237
"69",10971,"Engineers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Indian Gold Mines Company Limited",NA,"Captain T. C. Coward. John Taylor and Sons.",NA,NA,NA,"glasgow",-4.251806,55.864237
"70",11071,"Engineer","julian deby","deby",NA,"julian","deby, j",1887,NA,"Indian Mysore Gold Company",NA,"Julian Deby, C. and M.E., 31, Belsize Avenue, N.W.","belsize avenue n",NA,NA,"belsize avenue n",-0.1687256,51.5499574
"71",11074,"Manager","william bell davies","davies","bell","william","davies, w b",1887,NA,"Indian Mysore Gold Company",NA,"William Bell Davies, C. and M. E., 3, Fopatone Road, Loudon, S.W.","fopatone road loudon s",NA,NA,"fopatone road loudon s",-0.1277583,51.5073509
"72",11213,"Engineer","william kitto","kitto",NA,"william","kitto, w",1887,NA,"Isle Man Mining Company Limited",NA,"Captain William Kitto. John Taylor. Auditor.",NA,NA,NA,"london",-0.1277583,51.5073509
"73",11213,"Engineer","john taylor","taylor",NA,"john","taylor, j",1887,NA,"Isle Man Mining Company Limited",NA,"Captain William Kitto. John Taylor. Auditor.",NA,NA,NA,"london",-0.1277583,51.5073509
"74",11553,"Managers","kickard bros","bros",NA,"kickard","bros, k",1887,NA,"Kent County Gold Mine Company",NA,"Kickard Bros., 58, Lombard Street, E.C.","lombard street london",NA,NA,"london",-0.1277583,51.5073509
"75",11696,"Managers","john taylor","taylor",NA,"john","taylor, j",1887,NA,"Kingside Mining Company Limited",NA,"John Taylor & Sons, 6, Queen Street Place, E.C.","queen street place london",NA,NA,"london",-0.1277583,51.5073509
"76",11747,"Manager","h j holder hogg","hogg","j","h","hogg, h j",1887,NA,"Kinta Alluvial Tin Limited",NA,"H. J. Holder Hogg, 107, Victoria Street, Westminster.","victoria street westminster",NA,NA,"penywern road s",-0.1937046,51.4908008
"77",12570,"Manager","john taylor","taylor",NA,"john","taylor, j",1887,NA,"Linares Lead Mining Company Limited",NA,"John Taylor.",NA,NA,NA,"linares",-3.6369803,38.0969098
"78",12579,"Superintendent","charles tonkin","tonkin",NA,"charles","tonkin, c",1887,NA,"Linares Lead Mining Company Limited",NA,"Charles Tonkin.",NA,NA,NA,"london",-0.1277583,51.5073509
"79",12834,"Manager","john blades carrey","carrey","blades","john","carrey, j b",1887,NA,"London And South African Exploration",NA,"John Blades Carrey. Auditors. Secretary.",NA,NA,NA,"prescott",-112.4685025,34.5400242
"80",13148,"Engineer","ezekiel williamson","williamson",NA,"ezekiel","williamson, e",1887,NA,"Manizales Gold Mines Limited",NA,"Ezekiel Williamson, M.E., F.G.S.",NA,NA,NA,"london",-0.1277583,51.5073509
"81",13337,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Mellanear Copper Mine Company Limited",NA,"John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"82",13784,"Engineer","john darlington","darlington",NA,"john","darlington, j",1887,NA,"Mines Company Limited",NA,"Smith, Payne and Smiths. John Darlington.",NA,NA,NA,"darlington",-79.8761741,34.2998762
"83",14107,"Engineer","h bratnober","bratnober",NA,"h","bratnober, h",1887,NA,"Montana Company Limited",NA,"H. Bratnober. John Darlington.",NA,NA,NA,"darlington",-79.8761741,34.2998762
"84",14107,"Engineer","john darlington","darlington",NA,"john","darlington, j",1887,NA,"Montana Company Limited",NA,"H. Bratnober. John Darlington.",NA,NA,NA,"darlington",-79.8761741,34.2998762
"85",14192,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Monte Del Oro Mining Company",NA,"John Taylor and Sons, 6, Queen Street Place, E.C.","queen street place london",NA,NA,"london",-0.1277583,51.5073509
"86",14348,"Manager","william holliman","holliman",NA,"william","holliman, w",1887,NA,"Mosman Gold Mining Company Limited",NA,"William Holliman.",NA,NA,NA,"united kingdom",-3.435973,55.378051
"87",14739,"Managers","b d plummer","plummer","d","b","plummer, b d",1887,NA,"Mysore Gold Mining Company Limited",NA,"Capt. B. D. Plummer. John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"88",14739,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Mysore Gold Mining Company Limited",NA,"Capt. B. D. Plummer. John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"89",14911,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Mysore Gold Mining Company Limited",NA,"John Taylor and Sons, 5 and 6, Queen Street Place, E.C.","queen street place london",NA,NA,"london",-0.1277583,51.5073509
"90",15245,"Engineer","henry dale","dale",NA,"henry","dale, h",1887,NA,"Nevada Providence Gold Mines",NA,"Henry Dale, M.E., 40 Linden Gardens, W.",NA,NA,NA,"winchester",-121.9510491,37.3183318
"91",15301,"Engineer","j a skertchly","skertchly","a","j","skertchly, j a",1887,NA,"New Albion Gold Mining Company",NA,"Consolidated Bank, Limited. J. A. Skertchly, M.E., F.R.G.S.",NA,NA,NA,"bedford",-97.1430671,32.844017
"92",15600,"Manager","george cullins","cullins",NA,"george","cullins, g",1887,NA,"New Emma Silver Mining Company",NA,"George Cullins.",NA,NA,NA,"london",-0.1277583,51.5073509
"93",15726,"Engineers","j taylor co","taylo","taylor","j","taylo, j t",1887,NA,"New Hampshire Gold Company Limited",NA,"J. Taylor and Co., Finsbury Pavement, E.C.",NA,NA,NA,"london",-0.1277583,51.5073509
"94",15947,"Manager","george kilgour","kilgour",NA,"george","kilgour, g",1887,NA,"New Lisbon Berlyn Limited",NA,"George Kilgour, M.I.C.E., F.G.8 .",NA,NA,NA,"london",-0.1277583,51.5073509
"95",16109,"Superintendent","hamilton smith","smith",NA,"hamilton","smith, h",1887,NA,"New Potosi Company Limited",NA,"Hamilton Smith, Jun. James B. Little. Auditors.",NA,NA,NA,"london",-0.1277583,51.5073509
"96",16109,"Superintendent","james b little","little","b","james","little, j b",1887,NA,"New Potosi Company Limited",NA,"Hamilton Smith, Jun. James B. Little. Auditors.",NA,NA,NA,"london",-0.1277583,51.5073509
"97",16249,"Manager","r goldsworthy","goldsworthy",NA,"r","goldsworthy, r",1887,NA,"New Tamar Silver Lead Mine",NA,"R. Goldsworthy.",NA,NA,NA,"london",-0.1277583,51.5073509
"98",16264,"Manager","richard eade","eade",NA,"richard","eade, r",1887,NA,"New Terras Tin Mining Company",NA,"Richard Eade.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"99",16269,"Managers","james co","jame",NA,"james","jame, j",1887,NA,"New Terras Tin Mining Company",NA,"James and Co., Grampound Road, Cornwall.","grampound road cornwall",NA,NA,"cornwall",-5.0527125,50.2660471
"100",16305,"Manager","h quentrall","quentrall",NA,"h","quentrall, h",1887,NA,"New Trumpet Consols Mining Company",NA,"H. Quentrall.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"101",16689,"Engineer","h prideaux","prideaux",NA,"h","prideaux, h",1887,NA,"North Honnali Iysobe Gold",NA,"H. Prideaux, M.E.,",NA,NA,NA,"london",-0.1277583,51.5073509
"102",16945,"Engineer","j n longden","longden","n","j","longden, j n",1887,NA,"North Queensland Mines Agency Limited",NA,"J. N. Longden, M.I.M.E.",NA,NA,NA,"kensington",-75.1179823,39.9934039
"103",17054,"Engineer","pryor son","pryo",NA,"pryor","pryo, p",1887,NA,"North Treskerby Tin And Copper",NA,"Pryor and Son, Redruth, Cornwall. John Tonkin, M.E.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"104",17054,"Engineer","john tonkin","tonkin",NA,"john","tonkin, j",1887,NA,"North Treskerby Tin And Copper",NA,"Pryor and Son, Redruth, Cornwall. John Tonkin, M.E.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"105",17524,"Managers","william martin","martin",NA,"william","martin, w",1887,NA,"Ooregum Gold Mining Company",NA,"William Martin. John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"106",17524,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Ooregum Gold Mining Company",NA,"William Martin. John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"107",17664,"Manager","j g green","green","g","j","green, j g",1887,NA,"Organos Gold Mines Limited",NA,"J. G. Green.",NA,NA,NA,"london",-0.1277583,51.5073509
"108",18228,"Manager","e holland","holland",NA,"e","holland, e",1887,NA,"Park Transvaal Gold Mining",NA,"E. Holland. W. Beckford, M.E.",NA,NA,NA,"london",-0.1277583,51.5073509
"109",18228,"Manager","w beckord","beckord",NA,"w","beckord, w",1887,NA,"Park Transvaal Gold Mining",NA,"E. Holland. W. Beckford, M.E.",NA,NA,NA,"london",-0.1277583,51.5073509
"110",18366,"Engineer","h enield taylor","taylor","enield","h","taylor, h e",1887,NA,"Penmon Quarries Limited",NA,"H. Enfield Taylor, M. Inst. C.E., 15, Newgate Street, Cheater.","newgate street cheater",NA,NA,"newgate street chester",-2.8886574,53.1892192
"111",18474,"Managers","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Pestarena United Gold Mining Company",NA,"John Taylor and Sons.",NA,NA,NA,"london",-0.1277583,51.5073509
"112",18834,"Engineers","bewick moreing","moreing",NA,"bewick","moreing, b",1887,NA,"Pittsburgh Consolidated Gold Mines Limited",NA,"Bewick and Moreing, Suffolk House, Laurence Pountney Hill, E.C.",NA,NA,NA,"london",-0.1277583,51.5073509
"113",18906,"Manager","john clench little","little","clench","john","little, j c",1887,NA,"Plymouth Alpine Mining Company Limited",NA,"John Clench Little.",NA,NA,NA,"park road southport is a",-2.9875704,53.6534524
"114",19314,"Superintendent","hamilton smith","smith",NA,"hamilton","smith, h",1887,NA,"Port Phillip Gold Company Limited",NA,"Hamilton Smith, Junr. James B. Little.",NA,NA,NA,"london",-0.1277583,51.5073509
"115",19314,"Superintendent","james b little","little","b","james","little, j b",1887,NA,"Port Phillip Gold Company Limited",NA,"Hamilton Smith, Junr. James B. Little.",NA,NA,NA,"london",-0.1277583,51.5073509
"116",20025,"Engineer","j n longden","longden","n","j","longden, j n",1887,NA,"Rio Del Oro Company Limited",NA,"J. N. Longden, M.A., and M.I.M.E.",NA,NA,NA,"onslow square s",-0.1742798,51.4925695
"117",20141,"Manager","james osborne","osborne",NA,"james","osborne, j",1887,NA,"Rio Tinto Company Limited",NA,"James Osborne.",NA,NA,NA,"london",-0.1277583,51.5073509
"118",20234,"Managers","arthur waters son","water","waters","arthur","water, a w",1887,NA,"Roman Gravels Mining Company Limited",NA,"Arthur Waters and Son.",NA,NA,NA,"london",-0.1277583,51.5073509
"119",20309,"Manager","joshua gibeon","gibeon",NA,"joshua","gibeon, j",1887,NA,"Sobs United Gold",NA,"Joshua Gibeon. William Wylie.",NA,NA,NA,"new zealand",174.885971,-40.900557
"120",20309,"Manager","william wylie","wylie",NA,"william","wylie, w",1887,NA,"Sobs United Gold",NA,"Joshua Gibeon. William Wylie.",NA,NA,NA,"new zealand",174.885971,-40.900557
"121",20563,"Manager","william george","george",NA,"william","george, w",1887,NA,"Russell United Mines Company Limited",NA,"William George. Auditor. Secretary.",NA,NA,NA,"london",-0.1277583,51.5073509
"122",20612,"Engineer","william h lucas","lucas","h","william","lucas, w h",1887,NA,"Russell United Mines Company Limited",NA,"William H. Lucas, M.E.",NA,NA,NA,"london",-0.1277583,51.5073509
"123",21274,"Manager","archibald shannon","shannon",NA,"archibald","shannon, a",1887,NA,"Schwab Gully Diamond Mining Company",NA,"Archibald Shannon. Henry Frederick Chilcott.",NA,NA,NA,"australia",133.775136,-25.274398
"124",21274,"Manager","henry frederick chilcott","chilcott","frederick","henry","chilcott, h f",1887,NA,"Schwab Gully Diamond Mining Company",NA,"Archibald Shannon. Henry Frederick Chilcott.",NA,NA,NA,"australia",133.775136,-25.274398
"125",21276,"Engineer","thomas croudace","croudace",NA,"thomas","croudace, t",1887,NA,"Schwab Gully Diamond Mining Company",NA,"Thomas Croudace.",NA,NA,NA,"london",-0.1277583,51.5073509
"126",21948,"Manager","royal exchange bank","bank","exchange","royal","bank, r e",1887,NA,"Socorro Gold Silver Mine Limited",NA,"Royal Exchange Bank. James G. Green.",NA,NA,NA,"london",-0.1277583,51.5073509
"127",21948,"Manager","james g green","green","g","james","green, j g",1887,NA,"Socorro Gold Silver Mine Limited",NA,"Royal Exchange Bank. James G. Green.",NA,NA,NA,"london",-0.1277583,51.5073509
"128",22258,"Manager","john mitchell","mitchell",NA,"john","mitchell, j",1887,NA,"South Darren Mining Company Limited",NA,"John Mitchell.",NA,NA,NA,"austin",-97.7430608,30.267153
"129",22334,"Engineer","john m rogers","rogers","m","john","rogers, j m",1887,NA,"South East Mysore Gold Company",NA,"Captain John M. Rogers. Raynor St. Stephens.",NA,NA,NA,"kensington",-75.1179823,39.9934039
"130",22334,"Engineer","raynor st stephens","stephens","st","raynor","stephens, r s",1887,NA,"South East Mysore Gold Company",NA,"Captain John M. Rogers. Raynor St. Stephens.",NA,NA,NA,"kensington",-75.1179823,39.9934039
"131",22918,"Manager","vy h borlase","borlase","h","vy","borlase, v h",1887,NA,"Standard Lead Mine Limited",NA,"Captain VY. H. Borlase.",NA,NA,NA,"london",-0.1277583,51.5073509
"132",23070,"Engineer","john taylor sons","sons","taylor","john","sons, j t",1887,NA,"Sumner Gold Mines Limited",NA,"John Taylor and Sons. William Bell Davies, M.E.",NA,NA,NA,"london",-0.1277583,51.5073509
