"","id","role","name","lastname","middlename","firstname","simpname","year","yearg","company","capital","text","office","situated","mine","loc","lon","lat"
"9560",560771,"Engineers","w b devereux","devereux","b","w","devereux, w b",1912,NA,"Mines Management Company",NA,"W. B. Devereux, jun. 1 H. A. J. Wilkens. | W. Forbe Morgan, jnn. Engineers W. B. Devereux, jun. | G. S. Duncan, A.R.S.M., A.I.M.M. | H. P. Henderson.",NA,NA,NA,"mexico",-102.552784,23.634501
"9561",561848,"Engineer","revor f thomas","thomas","f","revor","thomas, r f",1912,NA,"New British Transvaal Mines Limited",NA,"NEW BRITISH RHQNDDA COLLIERY CoT. TtdT Directors QualificaMon.excopt first, £260 . W. M. LewUj W. H. Lewis; E. Hnrford. Consu ting Engineer 1 revor F. Thomas. Mi e Manager T. W. Curry, Glyn, Neath.",NA,NA,NA,"london",-0.1277583,51.5073509
"9562",562463,"Engineer","p hosworthsrmth","hosworthsrmth",NA,"p","hosworthsrmth, p",1912,NA,"New Shimogah Goldfields Limited",NA,"Hon. L. H. Holland, I hairmnn. | H. P. Hodgson, Managing, Consulting Engineer P. Hosworth-Srmth, Oorgaum, South India.",NA,NA,NA,"london",-0.1277583,51.5073509
"9563",563526,"Manager","proessor blumenau","blumenau",NA,"proessor","blumenau, p",1912,NA,"Ober Rosbach Mining Company Limited",NA,"J. Directors. Loeb. I E. O. Darnell. Manager Professor Blumenau.",NA,NA,NA,"london",-0.1277583,51.5073509
"9564",564118,"Manager","c h steiiveuson tynevale","tynevale","h","c","tynevale, c h",1912,NA,"Pelton Colliery Limited",NA,"OWNERS OTH RE HEL HTSQLLrER Y7 U M ITEDT Directors Qualification, 60 shares R. Hurray ; C. M.Morton ; J. Fairleas. Consulting Engineer J, D. Hagaie, Lomingtou House, Lemington-on-Tyne. Mine Manager C. H. Steiiveuson 1, Tynevale Terrace, Gateshead-on-Tyne. Bankers Barclay & Co., Ltd. I Solicitors Murray A Richmond. Auditors J. M. Nicholson. Secretary and Offices J. Mrrton, Royal Insurance Buildings, i, Queen Street,","tynevale terrace gateshead",NA,NA,"morton",-95.9814077,36.1743875
"9565",564814,"Managers","j b mcnair","mcnair","b","j","mcnair, j b",1912,NA,"Pench Valley Coal Company Limited",NA,"E. A. Chettle. I E. H. Klles. | g Mine Managers J. B . McNair. | SI. R. Quin. Colliery Engineer Brown ; R. Fenwick. M. S. Armstrong, Chhindwara, Central Provinces, India.",NA,NA,NA,"strand road calcutta",88.3444623,22.5719916
"9566",565703,"Manager","w wright","wright",NA,"w","wright, w",1912,NA,"Rainbow Mine Canada Limited Loobha",NA,"RAINBOW MINE CANADA , LIMITED. Directors Qualification , lOOBhare A. .1. Aitkens; A. Robinson. Mine Manager W. Wright,",NA,NA,NA,"canada",-106.346771,56.130366
"9567",565963,"Manager","f b saunders","saunders","b","f","saunders, f b",1912,NA,"Rhymney Iron Company Limited",NA,"Auditors C. P. Crookmden. P.C.A.; C. H. Waters, F.A.A. Newport . Secretary and Comm rcial Manager F. B. Saunders.",NA,NA,NA,"newport",-71.3128285,41.4901024
"9568",566532,"Manager","d i walters","walters","i","d","walters, d i",1912,NA,"Rock Colliery Limited",NA,"Directors Qualification, £250 . G. T. Poole ; Roger Beck: Thomas Jones. Colliery Manager D. I. Walters, Rock Colliery, Glyn Neath, Glam.",NA,NA,NA,"wales",-3.7837117,52.1306607
"9569",567092,"Manager","j phillips","phillips",NA,"j","phillips, j",1912,NA,"Neot Mining Syndicate Limited",NA,"Col. Rt. Hon. A. It. XL Loufcwood, P.C., C.V.O., M.P. | E. J. Whetnall. Manager J. Phillips.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"9570",567649,"Manager","robert andrew","andrew",NA,"robert","andrew, r",1912,NA,"Seville Sulphur And Copper Limited",NA,"Directors A. Henderson ; A. N. Henderson ; J. Pipe ; C. H. Graham. Mine Manager Robert Andrew, Aznalcollar Mines, Seville, Spain. Solicitors Bannatyne, Kirkwood. France & Co.",NA,NA,NA,"spain",-3.74922,40.463667
"9571",568646,"Manager","wm williamh","williamh",NA,"wm","williamh, w",1912,NA,"South Rhonda Colliery Company Limited",NA,"Directors -W. V. Hood; E. S. Richards; A. W. Travis. Colliery Manager Wm. WilliamH. South llhoudila Colliery, near Llanharran. GIud.",NA,NA,NA,NA,NA,NA
"9572",568739,"Manager","t lewis","lewis",NA,"t","lewis, t",1912,NA,"South Wales Anthracite Colliery Limited",NA,"Dr. Carl Lanirer. E. J. Dove. i J. Knott. Colliery Manager T. Lewis, Pontatdawe, Glam.",NA,NA,NA,"hedley",-100.6604111,34.8669964
"9573",569101,"Engineer","c e rhodes","rhodes","e","c","rhodes, c e",1912,NA,"Strafford Collieries Company Limited",NA,"STRAFFORD COLLIERIES COMPANY. LIMITED. Directors J. H. Peake; H. A. Peako. Consulting Engineer C. E. Rhodes, Rotherham. Mine Manager Thos. Gill, Strafford House, Dodworth, Yorks,",NA,NA,NA,"london",-0.1277583,51.5073509
"9574",569814,"Superintendent","john russell","russell",NA,"john","russell, j",1912,NA,"Tolima Mining Company Limited",NA,"Lord Sheffield, PC. | Arthur .1. Russell, A.M.I. C.K., Managing. Superintendent -John Russell, Fiiss Silver Minos, Colombia.",NA,NA,NA,"sheffield",-1.470085,53.381129
"9575",577924,"Engineer","g r cl icolans","icolans","r","g","icolans, g r",1913,NA,"Cameroons Deyelopment Limited",NA,"Directors Sir W. Walluce,;K.C.. I.G. ; S. Fawns; P. Tsrbutt. Consulting Engineer G. R. C.l icolans.",NA,NA,NA,"london",-0.1277583,51.5073509
"9576",581153,"Manager","a p lleuillsrd","lleuillsrd","p","a","lleuillsrd, a p",1913,NA,"Durban Roodepoort Deep Limited",NA,"W. G. Iznrd. 1 . I roquet. Consulting Enginem P. Cnzalct, Box 1145 Joliunncsburg. Mine Manager A. P. lleuillsrd, Box H0, Hoodepoort.",NA,NA,NA,"johannesburg",28.0473051,-26.2041028
"9577",593557,"Engineers","h h johnson a","johnso","h","h","johnso, h h",1913,NA,"North Fura Company Limited",NA,"Major 1 . Johnson, Chm fqan. H. l . Clemes. l W. J. Stephens. Consulting Engineers H. H. Johnson a In.",NA,NA,NA,"london",-0.1277583,51.5073509
"9578",595436,"Engineer","j h rider","rider","h","j","rider, j h",1913,NA,"Rand Mines Deep Limited",NA,"Landon L ommil PP T. .l. Milucr; .I. L. Bergsou; 0. 1C. Rube; .. Wagner. Consulting Mechanical Engineer J. H. Rider, Box 149, Johannesburg.",NA,NA,NA,"johannesburg",28.0473051,-26.2041028
"9579",596495,"Manager","in rhodesia f drake","drake","rhodesia","in","drake, i r",1913,NA,"Rhodesia Gold Mining Investment Limited",NA,"D11 90Wr8. C. F. Rowsell, Chairman ; I. Lewis- G. Pauling; G. B. Lewis; G. E. Duveeu. Consulting E eer and General Manager in Rhodesia F. Drake.",NA,NA,NA,"rhodesia",-97.2134822,32.8294337
"9580",596534,"Manager","in arica u grey","grey","arica","in","grey, i a",1913,NA,"Rhodesia Investment Corporation Limited",NA,"Managers 0; Engineers R. Williams& 00. Manager at Kansans i W. Moniker. Manager in Africa U. Grey. | Bankers l mile Erlanger dz Co.",NA,NA,NA,"london",-0.1277583,51.5073509
"9581",598613,"Engineer","d j inskipp","inskipp","j","d","inskipp, d j",1913,NA,"Sinti Reefs Limited",NA,"Col. .1. B. de ls Poer Beresford, Chairman. 0. Wellington. 1 E. W. Lane. Minln Engineer D. J. Inskipp. Au itor B. W. M. Whitehill. Secretary and Oflices H. Lee, 62. London Wall, 16.0.",NA,NA,NA,"london",-0.1277583,51.5073509
"9582",599357,"Manager","a g mmlhlciij balour","balour","g","a","balour, a g",1913,NA,"South Rand Exploration Limited",NA,"8. llinrichsen. I J. Girdwood. Colliery Manager A. G. MMLHLCIIJ , Balfour, Iit itlfllllfl g, Transvaal.",NA,NA,NA,"transvaal",-81.1830974,43.2325617
"9583",603240,"Manager","h wiley","wiley",NA,"h","wiley, h",1913,NA,"Wanderer Tselukwel Gold Mines Limited",NA,"1 . A. Gentles. Consulting Engineers Chsrterland and General Exploration and Finance Co., Ltd. lline Agents in South Africa Bechnanalsnd Exploration 00,, Ltd. Manager H. Wiley, Selukwe, Rhodesia.",NA,NA,NA,"rhodesia",-97.2134822,32.8294337
"9584",607086,"Engineer","bi l d rieketts","rieketts","l","bi","rieketts, b l",1913,NA,"Arizona Copper Company Limited",NA,"1 . b. Mat-heed. I Lord Snlvesen K.C. | . .arter. Consulting Engineer bi . L. D. Rieketts. General Manager -N. Carmichael, Clifton, Arizona,",NA,NA,NA,"clifton",-74.1637553,40.8584328
"9585",610046,"Manager","w williams","williams",NA,"w","williams, w",1913,NA,"Brilliant Gold Mining Company Limited",NA,"E. A. Foster. 1. Lemel. | 8. Robinson. Mine Manager W. . Williams, Charters Towers, Queensland.",NA,NA,NA,"queensland",142.7027956,-20.9175738
"9586",611212,"Manager","t jones","jones",NA,"t","jones, t",1913,NA,"Bryn Gwiog Mines Limited Cta",NA,"W. Hopwood. Consulting Engineer Capt. M. Francis. M.E., llallrvn, near Holywel , N. Wales. Manager T. Jones, l las Winter, Hslkyn.",NA,NA,NA,"wales",-3.7837117,52.1306607
"9587",615118,"Superintendent","j hocking","hocking",NA,"j","hocking, j",1913,NA,"Cordoba Copper Company Limited",NA,"R E. Carr. G. Cornwallis-West. I J. A. Dennison. Mining Superintendent J. Hocking, M.I.1I.M., Estloion do Cerro Muriano,",NA,NA,NA,"hocking",-82.4752757,39.4909358
"9588",615262,"Engineer","g b c nicolsus","nicolsus","b","g","nicolsus, g b",1913,NA,"Cornish Tin Smelting Limited",NA,"C. G. Lush. | O. Wethered. l W. Wcthered. Engineer G. B. C. Nicolsus, ILIJLM.",NA,NA,NA,"broad street london",-0.0831981,51.5168279
"9589",621075,"Engineers","and general msnaseri sw","msnaser","general","and","msnaser, a g",1913,NA,"Great Fitzroy Mines Limited",NA,"P. Charley. l W. J. Loring. I B. C Hooverizilggitl iioatalette. Consulting Engineers and General MsnaserI sW . BSe. wRoibcikn,son. | J. L. Wharton. Moi-sing a Co. Mine Superintendent J. W. Mnnle.",NA,NA,NA,"wharton",-96.1027371,29.3116366
"9590",621122,"Managers","and ollees h nichols","nichols","ollees","and","nichols, a o",1913,NA,"Great Hallaze China Clay Company",NA,"M. T . Phillips. I H. Nicholle, Jnr. I W. T. Nicholle Bankers and Solicitors Snilson Coeds & Co. Secretaries, Managers and Ofllees H. Nichols, Jnr. and w. T. Nichclls,",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"9591",626898,"Engineer-","w saunders","saunders",NA,"w","saunders, w",1913,NA,"Lincoln Mineral Company Limited",NA,"Directors-ms. Smith. Chairman ; J. A. Freeman. Consulting Engineer- W. 1 . Saunders, 10, P-ncraa Lane. III-C",NA,NA,NA,"london",-0.1277583,51.5073509
"9592",629023,"Managers","e d miles","miles","d","e","miles, e d",1913,NA,"Mills Day Dawn United Gold",NA,"London Direcfofl T. Mills ; E. A. Foster; R. Robinson. Mine Manager J. V. Dobsou, Charters Towers, Queensland. Managers E. D. Miles 6: Co., Limited, Charters Towers, Q ieensland. Auditors B. Gardner 6: R. Williams. Secretary and Ofllces J. J. Tavlor, Mosman St., Charters Towers, Queensland. London Secretary and Omoes W. Mills, 6, Great St. Helens, 11.0.",NA,NA,NA,"london",-0.1277583,51.5073509
"9593",630528,"Engineer","n muscham thornton","thornton","muscham","n","thornton, n m",1913,NA,"Mountain Park Coal Limited",NA,"Advisory oardin Boo land C. J. Leylsnd. | J. M Kelv e. | J. Galloway. Himn Engineer and General Manager N. Muscham Thornton. ansers 1mporial Bank of Canada ; Bank of Scutlan .",NA,NA,NA,"canada",-106.346771,56.130366
"9594",632329,"Manager","a ollces c rhodes","rhodes","ollces","a","rhodes, a o",1913,NA,"New Zealand Mines Trust Limited",NA,"A. M. Mitcbison, Chairman. I W. Bristow. l B. Gibson. Manager a Ofllces C. Rhodes, shei-tland Street, Auckland, NZ.","tland street auckland nz",NA,NA,"new zealand",174.885971,-40.900557
"9595",641654,"Engineer","r w dron","dron","w","r","dron, r w",1913,NA,"Tstrathcona Coal Exploration Syndicate Limited",NA,"Directors Qualification, £26 . w. Clarison, J.P.; R. Kelso; J. B. Lswrie. Consulting Engineer R. W. Dron, 55, West Regent Street, Glasgow.","regent street glasgow",NA,NA,"glasgow",-4.251806,55.864237
"9596",642158,"Engineer","r h jelrey","jelrey","h","r","jelrey, r h",1913,NA,"Talea Syndicate Limited",NA,"Directors Hon. E. E. T. W. Fiennes, J.P., M P.; L. Oppenheim; J. Lewis. Consulting Engineer R. H. Jeflrey. I Mine Manager W. AJcflhey.",NA,NA,NA,"london",-0.1277583,51.5073509
"9597",643726,"Manager","w j watson","watson","j","w","watson, w j",1913,NA,"Tyee Copper Company Limited",NA,"1 . H. Wilson, Chairman. 1. H. Von Berg. l l. L. H. Locflier. Smelter Manager W. J. Watson, Lsdysmith, 13.0.",NA,NA,NA,"montreal",-73.567256,45.5016889
"9598",650603,"Engineer","c d leslie","leslie","d","c","leslie, c d",1914,NA,"Breyten Collieries Limited",NA,"London Commilln Capt. E. H. R. Hibbertr; w. F. Andree-es: J. T. Bedborough. Superintendinz Engineer C. D. Leslie. I Manager W. H.Lewie. Business Manager D. W. Roesiter.",NA,NA,NA,"london",-0.1277583,51.5073509
"9599",652787,"Manager","f r lynch","lynch","r","f","lynch, f r",1914,NA,"Consolidated Mlneswsewlewc Limited",NA,"Solicitors Inga, Holmes, Spas 5: Pntt. | Bankers London Joint Stock Bank, Audators Deloittc, Plender, Griffiths It Ltd, Go. Johannesburg Office 307, lei-nor House; Bub-Manager F. R. Lynch.",NA,NA,NA,"london",-0.1277583,51.5073509
"9600",655042,"Engineers","gold fields rhodesian development","development","fields","gold","development, g f",1914,NA,"Fabrak Nieeria Tin Mited",NA,"1 .M. Thackthwaite. I B. y Vieira. Consulting Engineers Gold Fields Rhodesian Development Co., Ltd. Bankers Roberts, Lubbock 82 00.; African Rankin .r l orpn., Ltd.",NA,NA,NA,"london",-0.1277583,51.5073509
"9601",656249,"Engineer","proessor j g lawn","lawn","j","proessor","lawn, p j",1914,NA,"Ginsberg Gold Mining Limited",NA,"W. Bailey. | W. J. Benson. I 1 . Honey. Consulting Engineer Professor J. G. Lawn. Mine Mans er E. G. Hay, Ginsberg Mine Oiflce, Germiston.",NA,NA,NA,"london",-0.1277583,51.5073509
"9602",662971,"Manager","j bryant","bryant",NA,"j","bryant, j",1914,NA,"New Primrose Gold",NA,"A. B. Sawyer. I E. E. Sawyer. Consulting Engineer A. R. Sawyer, Box 2202, Juhanuesburg, Transvaal. Manager J. Bryant, Box 1190, Johannesburg.",NA,NA,NA,"transvaal",-81.1830974,43.2325617
"9603",664613,"Engineer","r rscknsgel","rscknsgel",NA,"r","rscknsgel, r",1914,NA,"Ocean Consolidated Company Limited",NA,"E. Golluick. l S. Lings, Menu: ing. Manager in Johannesburg W. cCsllsm. Consulting Engineer R. Rscknsgel.",NA,NA,NA,"johannesburg",28.0473051,-26.2041028
"9604",665720,"Engineer","j h rider","rider","h","j","rider, j h",1914,NA,"Rand Mines Power Supply Company",NA,"London Committee J. L. Benson; T. J. Milner; C. E. Rube; L. Wagner. Consulting Mechanical Engineer J. H. Rider, Box 149, Johannesburg.",NA,NA,NA,"london",-0.1277583,51.5073509
"9605",668588,"Managers","in rhodesia amalgamated properties","properties","rhodesia","in","properties, i r",1914,NA,"South African General Syndicate Limited",NA,"Directors Qualification, 2250 . B. Simpson, Chairman. 0. A. Dodds. J. 1 . Walker. Managers in Rhodesia Amalgamated Properties of Rhodesia 1913 , Ltd. Local Oflicos Bulawayo, Rhodesia.",NA,NA,NA,"rhodesia",-97.2134822,32.8294337
"9606",670509,"Manager","h l morris","morris","l","h","morris, h l",1914,NA,"Transvaal Estates And Development Company",NA,"Managers E. Williams. Oogies Colliery, and L. D. Normand, De Reitfontein Colliery. Consulting Engineer 0. E. Kneelit, Box 2260, Johannesburg. Business Manager H. L. Morris, Springs, Transvaal.",NA,NA,NA,"johannesburg",28.0473051,-26.2041028
"9607",670789,"Manager","w patrick","patrick",NA,"w","patrick, w",1914,NA,"Transvaal Gem Mining Limited",NA,"C. E. Rube. l P. l roquct. l L. Wagner. Manager at ElanddriIt S. C. B. Aimettl, Pilgrim s Rest, l mnsvaal. Resident Manager W. Patrick, Elandsdriit Mme, Elandsdrift, flabie. Manager at Vaalhoek A. Kelly. Vnalhoek Mine, Pilgrim s Rest, Transvaal. Manager at Central Mines G. Garter.",NA,NA,NA,"transvaal",-81.1830974,43.2325617
"9608",679155,"Engineer","t b marriott","marriott","b","t","marriott, t b",1914,NA,"Brazilian Matto Feio Syndicate Limited",NA,"J . McLeod, Chainnan. l J. L. Strain. | A. 1 . l enlers. Consulting Engineer T. B. Marriott, 3.1.1.1 M.",NA,NA,NA,"london",-0.1277583,51.5073509
"9609",680594,"Manager","c h macnutr","macnutr","h","c","macnutr, c h",1914,NA,"Burma Development Syndicate Limited",NA,"T. J. Hoover. l M. F. Kindersley. | R. T. Smith. Resident Manager C. H. Macnutr. General Managers Bewiek. Mowing s 00., 20, Cepthall Avenue, 11.0. Solicitors Birkbeck, Yeo & Co.",NA,NA,NA,"london",-0.1277583,51.5073509
"9610",680987,"Engineer","a burch","burch",NA,"a","burch, a",1914,NA,"California Exploration Company Limited",NA,"D. Richards. l C. Wanklyn. I G. H. Williamson. Consulting Engineer A. Burch. | Mine Manager J. 1 . Parks. General Managers Bewick, Moreing a Cu.",NA,NA,NA,"london",-0.1277583,51.5073509
"9611",681650,"Manager","e s king","king","s","e","king, e s",1914,NA,"Carn Brea Quarries Limited",NA,"1 . B. Bolitho. B.A.. D.L. J. P. | J. Gilbert. General Manager and Consulting Engineer E. S. King, Carn Bree, Cornwall.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"9612",682927,"Manager","g f b hancock","hancock","f","g","hancock, g f",1914,NA,"Clunes Goldfields Limited",NA,"Directors-J. D. Boswell; V. A. Campbell; H. H. Hancock. General Manager G. F. B. Hancock. | Bankerl Union Bank of Australia, Ltd,",NA,NA,NA,"australia",133.775136,-25.274398
"9613",685152,"Manager","j bevan","bevan",NA,"j","bevan, j",1914,NA,"Dolgelley Copper Mines Limited",NA,"Directors Qualification, £200 .-P. Ellie, Chairman; 11. R. Schmettau; H. s. Sugden. Mina Manager J. Bevan, DolReIley, N. Wales. I Bankers Lloyds Ben Ir, Ltd. Solicitors Bays, Schmet nn & Dunn. | Auditors Monkhnnsc, Stunnham 6: 00. Secretary and OEees G. Kerr, 54. Now Broad Street, 15.0.",NA,NA,NA,"wales",-3.7837117,52.1306607
"9614",687873,"Manager","a hodgkiss","hodgkiss",NA,"a","hodgkiss, a",1914,NA,"Ged Btlzcrwe Lhsaqnsi Limited",NA,"H. A. Blackwell Chair-sun. l A. W. Blackwell. | E. B. Blackwell. Mines Manager A. Hodgkiss, M.E., Hawthornden, Bsslow, Der-b shire.",NA,NA,NA,"albany",-73.7562317,42.6525793
"9615",689458,"Engineer","m burr","burr",NA,"m","burr, m",1914,NA,"Guilford Syndicate Limited",NA,"Managers Fcncsge Syndicate, Limited. CMoinnesulMtianngagEern gOin.eeHr. TGay.lor, Guilford Colliery, Whitfield, Dover. H. Hollingworth, 11 .G.S., Manchester. Resident Engineer M. Burr, D.Sc.",NA,NA,NA,"manchester",-2.2426305,53.4807593
"9616",690455,"Engineer","r milan","milan",NA,"r","milan, r",1914,NA,"Honduras Mining Company Limited",NA,"Capt. C. A. Walker-Leigh in llmulurm . I V. . Yapp. Consulting Engineer R. 0. Milan, Norfolk ouse, Laurence Pountncy Hill, E.C.",NA,NA,NA,"norfolk",-76.2858726,36.8507689
"9617",692104,"Engineer","j henry","henry",NA,"j","henry, j",1914,NA,"Kampong Kamuntidng Tin Dredging Limited",NA,"KAMPONG KAMUNT |NG TIN D REDG|NG, LIMITED. Directors A. W. Freeman; W. Freeman; 11. E. Pratten. Consulting Engineer J. 8. Henry, Grahamstown, New South Wales. Secretary and Oflices W. E. Hills, 28, Jamieson Street, Sydney, N.S.W.","jamieson street sydney n",NA,NA,"wales",-3.7837117,52.1306607
"9618",696147,"Engineer","w broadbridge","broadbridge",NA,"w","broadbridge, w",1914,NA,"Minerals Separation American Syndicate Limited",NA,"H A Krobn | W. W. Webster. Consulting Metellur lst Sulmsn a Picaril. I Chief Engineer W. Broadbridge.",NA,NA,NA,"gregory",-95.9410531,36.7524131
"9619",697395,"Engineer","n m thornton","thornton","m","n","thornton, n m",1914,NA,"Mountain Park Coal Syndicate Limited",NA,"Adviscg Board in Scotland J. Galloway. | C. J. Leyland. l .T. M Kelvie. ining Engineer and General Manager N. M. Thornton.",NA,NA,NA,"canada",-106.346771,56.130366
"9620",698371,"Engineer","c morgan","morgan",NA,"c","morgan, c",1914,NA,"New Colorado Silver Mining Company",NA,"Directors Qualification, except first, 100 shares . . B. Ewing, Claiman. | .1. A. Scrivener. Consulting Engineer C. 0. Morgan. | General Mine Manager 1 . Lightbourne.",NA,NA,NA,"colorado",-105.7820674,39.5500507
"9621",701332,"Manager","g a gilchrist","gilchrist","a","g","gilchrist, g a",1914,NA,"South Pelaw Colliery Limited",NA,"W. 1 . Dane. | H. D. Foster. l R. W. Foster. Mine Manager G. A. Gilchrist, Chester-le-Street. Secretary and. Ofllces J. Hunter, Royal Insurance Buildings, Queen Street,",NA,NA,NA,"newcastle",-1.61778,54.978252
"9622",704768,"Engineer","f merry","merry",NA,"f","merry, f",1914,NA,"Ruth Mines Limited",NA,"H. W. Forster. M.P., Chairman ; Lord Sackvllle; 0. Wethered. Consulting Engineer F. 0. Merry. General Manager G. Alexander, Kaslo, 3.0. I Auditors W. B. Ogle a Go.",NA,NA,NA,"london",-0.1277583,51.5073509
"9623",705253,"Manager","j phillips","phillips",NA,"j","phillips, j",1914,NA,"Stephen Syndicate Limited",NA,"Col. Rt. Hon. A. R. M. Lockwood, P.C.. C.V.0., MshJ a.res . E. J. Whetnall. Manager J. Phillips. Secretary and Oflces J. Phillips, St. Stephen s House, Westminster, S.W.",NA,NA,NA,"cornwall",-5.0527125,50.2660471
"9624",705724,"Manager","r g robinson","robinson","g","r","robinson, r g",1914,NA,"Scotish Asutralian Mining Company Ltd",NA,"V. A. Raikes. F. W. Turner. Manager in Australia H. F. Chilcett, 72. Phillip Btreet, Sydney, New. Sub-Manager R. G. Robinson. Colliery Manager F. H. L. Cmudace, Lambwn and Burwocd Collier-lea, near",NA,NA,NA,"australia",133.775136,-25.274398
"9625",707840,"Manager","f r simpson","simpson","r","f","simpson, f r",1914,NA,"Stella Coal Company Limited",NA,"B. C. Browne, Junr. I W. B. Lamb. J. 1i. Simpson, D.C.L., J. . I F. R. Sim on. Colliery Manager F. R. Simpson, Hedgefleid, Blay on-on-Tyne.",NA,NA,NA,"dean street ncwcastle",-1.6099205,54.9703056
"9626",708605,"Manager","g barker","barker",NA,"g","barker, g",1914,NA,"Tasmanlan Copper Company Limited",NA,"1 . L. Cox, Chairman. I F. Clemons. Mine Manager G. Barker, Rosebery Mine, Rosebery, Tasmania.",NA,NA,NA,"tasmania",145.9706647,-41.4545196
"9627",709008,"Engineer","w h borlass","borlass","h","w","borlass, w h",1914,NA,"Thorne Coal Bore Syndtcate Limited",NA,"G. S. Marple. I G. Rhodes, K.C.,.I.I . E. . Willis. Consulting Engineer W. H. Borlass. J. ., 11.15., M.I.M.E. Bankers-Barclay 8: Co., Ltd. I Bolicitm-s F. W. Spink and G. P. Rhodes. Auditors J. W. Best 0 00. Secretary and emcee-s. 11. ergglcsworth, Trinity House Chambers, Hull.",NA,NA,NA,"cumberland",-78.7625185,39.6528654
"9628",709650,"Engineer","d l h forbes","forbes","l","d","forbes, d l",1914,NA,"Trethewey Silver Cobalt Mine Limited",NA,"W. J. Sheppard. l J. B. Tudhope. | S. R. Wickett. Consulting Engineer D. L. H. Forbes. I General Managua H. G. Young.",NA,NA,NA,"toronto",-79.3831843,43.653226
"9629",710161,"Engineer","r muliord","muliord",NA,"r","muliord, r",1914,NA,"United States Cobalt Cqmpany Limited",NA,"C. V. R. chswell. in England. | H. Woodham, in England. Consulting Engineer R. Muliord. | Bunerintendent -A. A. Amos. Head Ofioes SS, Wall Street, New York City, U.8.A. Secretary and Treasurer-C. van B. Cogswell.","wall street new york city",NA,NA,"england",-1.1743197,52.3555177
"9630",710368,"Manager","r c gemmell","gemmell","c","r","gemmell, r c",1914,NA,"Utah Copper Company",NA,"Oonsultmz Engineers a. C. catty; P. Yeatman. General Manager D. C. Jacklin , McCorm ck Building. Salt Lake City, Utah. Assistant Genera Manager R. C. Gemmell. Mills Superintendent F. G. Janney. l Mines Superintendent J. D. Shilling, Secretary and. Oflces 8. I enrose, Mining Exchange Buildings,",NA,NA,NA,"colorado",-105.7820674,39.5500507
"9631",713474,"Engineer","j i jameson","jameson","i","j","jameson, j i",1915,NA,"African Farms Limited Cmihiigi Calg",NA,"London Committee G. H. Gasson ; G. S. Fort; H. Goldie. Mine Manager E. B. Day. l Consulting Engineer J. I. Jameson.",NA,NA,NA,"london",-0.1277583,51.5073509
"9632",718849,"Engineer","g c klug","klug","c","g","klug, g c",1915,NA,"British Broken Hill Proprietary Company",NA,"Dr. W. Barlow. I W. J. Magarev. I P. Waite, J.P. Managing and Consulting Engineer G. C. Klug.",NA,NA,NA,"australia",133.775136,-25.274398
"9633",719438,"Engineer","j a lindsay","lindsay","a","j","lindsay, j a",1915,NA,"Broken Hill Proprietary Block Limited",NA,"Mane. er of Steel Works D. Baker. Works Mana or at Port irie W. Robertson. | Chief Engineer J . A. Lindsay.",NA,NA,NA,"broken",-95.7813885,36.0628961
"9634",722954,"Superintendent","h moses","moses",NA,"h","moses, h",1915,NA,"Chino Copper Company",NA,"Mechanical : G. 0. Bradley. Manager J. M. Sully. | Mine Offlce Hurley, Grant 00., N.M., U.S A. Mines Superintendent H. Moses. | Mills Superintendent W. H. Janney.",NA,NA,NA,"new york",-74.0059728,40.7127753
"9635",723297,"Engineer","e h cliord","cliord","h","e","cliord, e h",1915,NA,"City Deep Limited",NA,"F. Daviesv | T. J. Milner. | L. Wagner. Consulting Engineer E. H. Clifford, Box 149, Johannesburg.",NA,NA,NA,"johannesburg",28.0473051,-26.2041028
"9636",724076,"Engineer","in rhodesia","rhodesia",NA,"in","rhodesia, i",1915,NA,"Consolidated Gold Fields Limited",NA,"J. W. Craig. | A. E. Pettit. I H. A. Piper, Consulting Engineer in Rhodesia.",NA,NA,NA,"rhodesia",-97.2134822,32.8294337
"9637",724310,"Engineer","w l white","white","l","w","white, w l",1915,NA,"Consolidated Langlaagte Mines Limited",NA,"W. Bailey. 1 W. J. Benson. I T. Honey. Consulting Engineer W. L. White. Mine Mans er A. E. Payne, Mine Ufi lce, Box 15, Langlaagte.",NA,NA,NA,"london",-0.1277583,51.5073509
"9638",725887,"Manager","h j tremellen","tremellen","j","h","tremellen, h j",1915,NA,"Denaby And Cadeby Main Collieries",NA,"Capt. M. E. W. Pope, Chairman. I J. C. Juninghame. l W. H. Chambers, Managing, Commercial Manager H. J. Tremellen.",NA,NA,NA,"yorkshire",-95.9250798,36.0333234
"9639",728454,"Engineer","p l foster","foster","l","p","foster, p l",1915,NA,"Exploration Company England Mexico Limited",NA,"0. E. Warburz. I J. H. M. Shaw, Managing. Mining Engineer P. L. Foster, 61, Broadway, New York, U.S.A. solicitors Wilkinson, Raikes A: Sen. | Auditors Deloitte, Plender, Grifliths k 00. Secretary and. Oflices H. F . Wreford, 24, Lombard street, E.C.","lombard street london",NA,NA,"broadway",-94.7053013,37.3961631
