"","id","year","company","capital","minerals","owns","owned","doutput","technology","incor","loc","text","lastname","firstname","middlename","prof"
"263","mmm1476",1926,"calumet sonora co. s. a.",NA,NA,NA,NA,NA,NA,NA,"cananea son","mill location, cananea, son., ",NA,NA,NA,NA
"264","mmm1479",1926,"calumet sonora co. s. a.",NA,NA,NA,NA,NA,NA,NA,"sonora","president, j. h. sanford, ","sandy","j",NA,"president"
"265","mmm1479",1926,"calumet sonora co. s. a.",NA,NA,NA,NA,NA,NA,NA,"sonora","president, j. h. sanford, ","sandy","j",NA,"president"
"266","mmm1482",1926,"calumet sonora co. s. a.",NA,NA,NA,NA,NA,NA,NA,"sonora","attorney, g. young., ",NA,NA,NA,NA
"267","mmm1483",1926,"calumet sonora co. s. a.",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","grl. mgr., henry wyman, zacatecas, zac.","wyman","henry",NA,"grl. mgr."
"268","mmm1485",1926,"creston colorada co.",NA,NA,NA,NA,NA,NA,NA,"la colorada son","local office, la colorada, son., ",NA,NA,NA,NA
"269","mmm1490",1926,"dolores esperanza corp.",NA,NA,NA,NA,NA,NA,NA,"la dura son","location, la dura, son., ",NA,NA,NA,NA
"270","mmm1492",1926,"dolores esperanza corp.",NA,NA,NA,NA,NA,NA,NA,"black new york","president, h. s. black, black, new york","black","h","crawfjrd","president"
"271","mmm1494",1926,"dolores esperanza corp.",NA,NA,NA,NA,NA,NA,NA,"la dura son","gr. mgr, f.m. estes, la dura, son.","estates","francis",NA,"gr. mgr"
"272","mmm1499",1926,"el canario consolidated copper co. s. a.",NA,NA,NA,NA,NA,NA,NA,"new york","president, j. edward michel, new york, ","mice","j",NA,"president"
"273","mmm1506",1926,"la dura mill & mining co.",NA,NA,"this company is subsidiary of dolores esperanza corp. new york.",NA,NA,NA,NA,"sonora","this company is subsidiary of dolores esperanza corp. new york.",NA,NA,NA,NA
"274","mmm1521",1926,"pedrazzini gold silver mining co.",NA,NA,NA,NA,NA,NA,NA,"las chispas son","location, las chispas, son., ",NA,NA,NA,NA
"275","mmm1524",1926,"pedrazzini gold silver mining co.",NA,NA,"this company owns the san gotardo & el carmen mines",NA,NA,NA,NA,"sonora","this company owns the san gotardo & el carmen mines",NA,NA,NA,NA
"276","mmm1537",1926,"the cananea consolidated copper co. s. a.",NA,NA,"this company is subsidiary of green consolidated copper co., s. a. 42 broadway, new york.",NA,NA,NA,NA,"sonora","this company is subsidiary of green consolidated copper co., s. a. 42 broadway, new york.",NA,NA,NA,NA
"277","mmm1538",1926,"the cananea consolidated copper co. s. a.",NA,"copper.",NA,NA,NA,NA,NA,"sonora","copper.",NA,NA,NA,NA
"278","mmm1540",1926,"the cananea consolidated copper co. s. a.",NA,NA,NA,NA,NA,"flotation",NA,"sonora","flotation, concentration, ",NA,NA,NA,NA
"279","mmm1542",1926,"the cananea consolidated copper co. s. a.",NA,NA,NA,NA,NA,NA,NA,"cananea son","smelter location, cananea, son., ",NA,NA,NA,NA
"280","mmm1555",1926,"the moctezuma co.",NA,NA,NA,NA,NA,NA,NA,"de nacozari son","location, pilares de nacozari, son., ",NA,NA,NA,NA
"281","mmm1555",1926,"the moctezuma co.",NA,NA,NA,NA,NA,NA,NA,"de nacozari son","location, pilares de nacozari, son., ",NA,NA,NA,NA
"282","mmm1563",1926,"the moctezuma co.",NA,NA,NA,NA,NA,NA,NA,"de nacozari son","mine spt., e . leland, pilares de nacozari, son.","leisenring","everard",NA,"mine spt."
"283","mmm1567",1926,"the moctezuma co.",NA,NA,NA,NA,NA,NA,NA,"nacozari son","mech. eng., a. j. houle, nacozari, son.","houghton","arthur",NA,"mech. eng."
"284","mmm1576",1926,"the tigre mining co. s. a.",NA,"silver, gold, copper, and lead",NA,NA,NA,NA,NA,"sonora","silver, gold, copper, and lead",NA,NA,NA,NA
"285","mmm1576",1926,"the tigre mining co. s. a.",NA,NA,"this company owns the tigre, suertudo & espuela mines.",NA,NA,NA,NA,"sonora","this company owns the tigre, suertudo & espuela mines.",NA,NA,NA,NA
"286","mmm1576",1926,"the tigre mining co. s. a.",NA,"silver, gold, copper, and lead",NA,NA,NA,NA,NA,"sonora","silver, gold, copper, and lead",NA,NA,NA,NA
"287","mmm1577",1926,"the tigre mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"el tigre son","mill location, el tigre, son., ",NA,NA,NA,NA
"288","mmm1580",1926,"the tigre mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"Kansas city mo","president, h. vanderslice, 761-764 board of trade., bdg. Kansas city, mo., ","vanderhoof","h",NA,"president"
"289","mmm1584",1926,"the tigre mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"el tigre son","warehouse spt, r. d. james, el tigre, son.","james","robert",NA,"warehouse spt"
"290","mmm1584",1926,"the tigre mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"el tigre son","warehouse spt, r. d. james, el tigre, son.","james","robert",NA,"warehouse spt"
"291","mmm1603",1926,"carnegie metals co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","$2.000,000 u. s. c.",NA,NA,NA,NA
"292","mmm1611",1926,"carnegie metals co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","business mgr., g. f. kinney, zacatecas, zac.","kingswell","g",NA,"business mgr."
"293","mmm1617",1926,"cia. de inversiones del oro s. a.",NA,NA,NA,NA,NA,NA,NA,"mexico df","grl. mgr., a. f. main, mexico, d. f.","mahony","alfred",NA,"grl. mgr."
"294","mmm1639",1926,"cia. Mnera la parroquia y an",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","location p. o., zacatecas, zac., ",NA,NA,NA,NA
"295","mmm1649",1926,"cia. minera la providencia s. a.",NA,NA,NA,NA,NA,NA,NA,"in construction","mill, in construction, ",NA,NA,NA,NA
"296","mmm1650",1926,"cia. minera la providencia s. a.",NA,NA,NA,NA,NA,"flotation",NA,"zacatecas","flotation, ",NA,NA,NA,NA
"297","mmm1659",1926,"cia. minera y beneficiadora del notre s. a.",NA,NA,NA,NA,NA,NA,NA,"vetagrande zac","location, vetagrande, zac., ",NA,NA,NA,NA
"298","mmm1673",1926,"palenque mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"edifitio cidosa room","mexico city office, edifitio cidosa room 305 & 306, ",NA,NA,NA,NA
"299","mmm1682",1926,"palenque mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","foreman, s. moya gomez, zacatecas, zac.","goldsworthy","s",NA,"foreman"
"300","mmm1685",1926,"pittsburg bote mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"el bote zac","location, el bote, zac, ",NA,NA,NA,NA
"301","mmm1687",1926,"pittsburg bote mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"bdg pittsburgh pa","foreign office, 702 oliver bdg. pittsburgh, pa., ",NA,NA,NA,NA
"302","mmm1697",1926,"pittsburg bote mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","grl. mgr., henry wyman, zacatecas, zac.","wyman","henry",NA,"grl. mgr."
"303","mmm1700",1926,"pittsburg bote mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","mine spt., gilbert luna, ","lukashenko","gilbert",NA,"mine spt."
"304","mmm1710",1926,"pittsburgh veta grande mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"vetagrande zac","mill location, vetagrande, zac., ",NA,NA,NA,NA
"305","mmm1711",1926,"pittsburgh veta grande mining co. s. a.",NA,NA,NA,NA,NA,"cyanide plant and crushing.",NA,"zacatecas","cyanide plant and crushing., ",NA,NA,NA,NA
"306","mmm1712",1926,"pittsburgh veta grande mining co. s. a.",NA,NA,NA,NA,"750 metric tons.",NA,NA,"zacatecas","daily output, 750 metric tons., ",NA,NA,NA,NA
"307","mmm1721",1926,"pittsburgh veta grande mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","grl. spt., e. l. shera, zacatecas, zac.","sheppard","edward",NA,"grl. spt."
"308","mmm1733",1926,"santa rosa mining co. ltd.",NA,NA,NA,NA,NA,NA,NA,"santa rosa","mill location, santa rosa, ",NA,NA,NA,NA
"309","mmm1744",1926,"santa rosa mining co. ltd.",NA,NA,NA,NA,NA,NA,NA,"del oro zac","grl. spt., w. g. wasteneys, concepcion del oro, zac.","wastcoat","w",NA,"grl. spt."
"310","mmm1748",1926,"shannon coppe r co. of mexico s. a.",NA,NA,NA,NA,NA,NA,NA,"mining co zac","grl. mgr., j. w. bennie, c/o sombrerete mining co.,, zac.","bennie","john",NA,"grl. mgr."
"311","mmm1763",1926,"the mexican corporation s. a.",NA,NA,NA,NA,NA,NA,"organized, on october 7th 1919, ","zacatecas","organized, on october 7th 1919, ",NA,NA,NA,NA
"312","mmm1765",1926,"the mexican corporation s. a.",NA,NA,NA,NA,NA,NA,NA,"office fresnillo zac","main office, fresnillo, zac., ",NA,NA,NA,NA
"313","mmm1768",1926,"the mexican corporation s. a.",NA,NA,NA,NA,NA,NA,NA,"london e c","foreign office, 1 london wall bdgs, london, e. c. 2",NA,NA,NA,NA
"314","mmm1775",1926,"the mexican corporation s. a.",NA,NA,NA,NA,NA,NA,NA,"london","chairman, f. w. baker, london, ","baker","francis",NA,"chairman"
"315","mmm1785",1926,"the mexican corporation s. a.",NA,NA,NA,NA,NA,NA,NA,"fresnillo zac","spt. of power, c. e. colson, fresnillo, zac.","colquhonn","c",NA,"spt. of power"
"316","mmm1790",1926,"the sombrerete mining co.",NA,NA,"c/o a. s. & r. co. see special information (end of mining list.)",NA,NA,NA,NA,"zacatecas","c/o a. s. & r. co. see special information (end of mining list.)",NA,NA,NA,NA
"317","mmm1793",1926,"zacatecas mining corp.",NA,NA,NA,NA,NA,NA,NA,"zacatecas zac","location & p. o., zacatecas, zac., ",NA,NA,NA,NA
"318","mmm1807",1926,"american smelting refining co.",NA,NA,"sombrerete mining co .",NA,NA,NA,NA,"zacatecas","sombrerete mining co .",NA,NA,NA,NA
"319","mmm1810",1926,"american smelting refining co.",NA,NA,"alvarez land & timber co.",NA,NA,NA,NA,"zacatecas","alvarez land & timber co.",NA,NA,NA,NA
"320","mmm1820",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","asst. counsel, lic. fausto miranda, ","minns","lic",NA,"asst. counsel"
"321","mmm1826",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","mexican income tax accoutant, l. a. fruit, ","frost","l","marks","mexican income tax accoutant"
"322","mmm1827",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","representative, safety & welfare, e. n. hobart, ","hoag","edward",NA,"representative, safety & welfare"
"323","mmm1834",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"ave juarez mexico","telegraphic address, edificio iturbe ave, juarez 83, mexico",NA,NA,NA,NA
"324","mmm1841",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"mexicana apartado mexico","mail address, cia. metalurgica mexicana, apartado 307, mexico",NA,NA,NA,NA
"325","mmm1844",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","management, ",NA,NA,NA,NA
"326","mmm1847",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"zacatecas","mgr. acctg. Dept, j. w. christie, ","christie","john",NA,"mgr. acctg. Dept"
"327","mmm1859",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"ave juarez mexico","telegraphic address, edificio iturbe ave, juarez 83, mexico",NA,NA,NA,NA
"328","mmm1865",1926,"american smelting refining co.",NA,NA,NA,NA,NA,NA,NA,"aguascalientes","cashier, d. r. salazar, ","saine","domingo",NA,"cashier"
"329","mmm1882",1926,"chihuahua plant",NA,NA,NA,NA,NA,NA,NA,"chihuahua","supt., j. r. enlow, ","english","j",NA,"supt."
"330","mmm1887",1926,"chihuahua plant",NA,NA,NA,NA,NA,NA,NA,"co chihuahua chih","tel. address, american smelting refining co, chihuahua, chih",NA,NA,NA,NA
"331","mmm1902",1926,"parral consolidated",NA,NA,NA,NA,NA,NA,NA,"parral apartado parral","mail address, consolidacion minera de parral, apartado 85, parral",NA,NA,NA,NA
"332","mmm1902",1926,"parral consolidated",NA,NA,NA,NA,NA,NA,NA,"parral apartado parral","mail address, consolidacion minera de parral, apartado 85, parral",NA,NA,NA,NA
"333","mmm1907",1926,"parral consolidated",NA,NA,NA,NA,NA,NA,NA,"chihuahua","supt., s. e. reed, ","reed","samuel",NA,"supt."
"334","mmm1919",1926,"santa barbara",NA,NA,"cia. minera asarco",NA,NA,NA,NA,"chihuahua","cia. minera asarco",NA,NA,NA,NA
"335","mmm1927",1926,"santa eulalia",NA,NA,NA,NA,NA,NA,NA,"santa eulalia chih","mines at santa eulalia, chih., ",NA,NA,NA,NA
"336","mmm1934",1926,"veta grande",NA,NA,NA,NA,NA,NA,NA,"minas nuevas chih","mines and mills at minas nuevas, chih., ",NA,NA,NA,NA
"337","mmm1942",1926,"veta grande",NA,NA,NA,NA,NA,NA,NA,"coahuila","grl. Mgr. rosita coah., j. w. kniffin, ","knauth","j",NA,"grl. Mgr. rosita coah."
"338","mmm1950",1926,"veta grande",NA,NA,NA,NA,NA,NA,NA,"sierra mojada coah","mail address, american smelting refining co., sierra mojada, coah., ",NA,NA,NA,NA
"339","mmm1958",1926,"compañía carbonifera de sabinas, s. a.",NA,NA,NA,NA,NA,NA,"reorganized dec. 28 1907, ","coahuila","reorganized dec. 28 1907, ",NA,NA,NA,NA
"340","mmm1959",1926,"compañía carbonifera de sabinas, s. a.",NA,NA,NA,NA,NA,NA,NA,"mexico rosita coah","main office in mexico, rosita, coah., ",NA,NA,NA,NA
"341","mmm1961",1926,"compañía carbonifera de sabinas, s. a.",NA,NA,NA,NA,NA,NA,NA,"rosita coah","pur. Agt., daniel reyes m., rosita, coah",NA,NA,NA,NA
"342","mmm1971",1926,"asarco plant",NA,NA,NA,NA,NA,NA,NA,"smelting at asarco","smelting plant, at asarco, ",NA,NA,NA,NA
"343","mmm1978",1926,"velardeña",NA,NA,NA,NA,NA,NA,NA,"durango","supt., r. e. adams, ","adams","r",NA,"supt."
"344","mmm1985",1926,"velardeña",NA,NA,"cia. minera la loteria",NA,NA,NA,NA,"jalisco","cia. minera la loteria",NA,NA,NA,NA
"345","mmm1989",1926,"velardeña",NA,NA,NA,NA,NA,NA,NA,"apartado num ameca","mail address, cia. minera la loteria, apartado num. 1, ameca",NA,NA,NA,NA
"346","mmm1995",1926,"velardeña",NA,NA,NA,NA,NA,NA,NA,"michoacan","supt., a. w. edelen, ","ecretary","a","w","supt."
"347","mmm1996",1926,"velardeña",NA,NA,NA,NA,NA,NA,NA,"at agangueo mich","mines and mill at agangueo, mich., ",NA,NA,NA,NA
"348","mmm2002",1926,"mexican lead co.",NA,NA,NA,NA,NA,NA,NA,"monterrey n l","mines near monterrey, n. l., ",NA,NA,NA,NA
"349","mmm2030",1926,"matehuala plant",NA,NA,NA,NA,NA,NA,NA,"s l p","smelting plant at matehuala, s. l. p., ",NA,NA,NA,NA
"350","mmm2031",1926,"matehuala plant",NA,NA,NA,NA,NA,NA,NA,"a avalos zac","mail and telegraphic address, cia. minera asarco, s. a., avalos, zac",NA,NA,NA,NA
"351","mmm2035",1926,"matehuala plant",NA,NA,NA,NA,NA,NA,NA,"san luis potosi","supt., r. g. dufourcq, ","duff","r",NA,"supt."
"352","mmm2035",1926,"matehuala plant",NA,NA,NA,NA,NA,NA,NA,"san luis potosi","supt., r. g. dufourcq, ","duff","r",NA,"supt."
"353","mmm2044",1926,"sombrerete mining co.",NA,NA,NA,NA,NA,NA,NA,"co apartado sombrerete","mail address, sombrerete mining co., apartado 18, sombrerete",NA,NA,NA,NA
"354","mmm2061",1926,"cia. minera de penoles s. a.",NA,NA,NA,NA,NA,NA,NA,"san luis potosi","assistant, andres vizcaya, ","viviaorecs","andres",NA,"assistant"
"355","mmm2062",1926,"cia. minera de penoles s. a.",NA,NA,NA,NA,NA,NA,NA,"san luis potosi","travelling auditor, e. m. gutierrez, ","guskell","e",NA,"travelling auditor"
"356","mmm2066",1926,"cia. minera de penoles s. a.",NA,NA,NA,NA,NA,NA,NA,"san luis potosi","accoutant shops, j. b. hoyt, ","howwl","j","c","accoutant shops"
"357","mmm2076",1926,"santa eulalia",NA,NA,NA,NA,NA,NA,NA,"santa eulalia","santa eulalia, ",NA,NA,NA,NA
"358","mmm2098",1926,"santa eulalia",NA,NA,NA,NA,NA,NA,NA,"coahuila","supt., h. h. hughes jr, ","huebner","h",NA,"supt."
"359","mmm2107",1926,"santa eulalia",NA,NA,NA,NA,NA,NA,NA,"coahuila","foreman, m. major, ","mainwaring","m",NA,"foreman"
"360","mmm2139",1926,"experimental ore testing dept.",NA,NA,NA,NA,NA,NA,NA,"nuevo leon","assayer, e . r . richards ., ",NA,NA,NA,NA
"361","mmm2146",1926,"monterrey smelter & refinery",NA,NA,NA,NA,NA,NA,NA,"monterrey refinery","monterrey smelter & refinery, ",NA,NA,NA,NA
"362","mmm2152",1926,"monterrey smelter & refinery",NA,NA,NA,NA,NA,NA,NA,"nuevo leon","refinery foreman, h. w. scates, ","scanavino","h",NA,"refinery foreman"
"363","mmm2153",1926,"monterrey smelter & refinery",NA,NA,NA,NA,NA,NA,NA,"nuevo leon","refinery foreman, g . a . beeton, ","beesley","george",NA,"refinery foreman"
"364","mmm2771",1926,"the buena tierra mining co. ltd",NA,NA,"this company owns the buena tierra mine located at sto. Domingo. Chih.",NA,NA,NA,NA,"chihuahua","this company owns the buena tierra mine located at sto. Domingo. Chih.",NA,NA,NA,NA
"365","mmm2771",1926,"the buena tierra mining co. ltd",NA,"silver lead",NA,NA,NA,NA,NA,"chihuahua","silver lead",NA,NA,NA,NA
"366","mmm4352",1926,"a vino mines ltd.",NA,NA,NA,NA,NA,NA,NA,"london","directors,  -e. hooper, london., ",NA,NA,NA,NA
"367","mmm10731",1926,"cia. min. san miguel y an. s. a.",NA,"silver lead.",NA,NA,NA,NA,NA,"mexico","silver lead.",NA,NA,NA,NA
