"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","name","srch","temp","geometry"
"5594","amm29147","amm",1916,"(Subsidiary Of American Smelters Securities Co., New York.)",NA,NA,NA,NA,NA,"new york ","(Subsidiary of American Smelters Securities Co., New York.)",NA,NA,"Smelter","amm",c(-74.0059728, 40.7127753)
"5656","amm29236","amm",1916,"Willow Valley Mine Group, Nevada City. Lc",NA,NA,NA,NA,NA,"montana ","Willow Valley and Montana. Mines. Gold. 5 Stamp Shafts. Electric Power. Amalgamation-Concentration Mill. 15 Men.",NA,NA,"Amalgamati","amm",c(-110.3625658, 46.8796822)
"5700","amm29333","amm",1916,"American Smelters Securities Co., Denver, Colorado.",NA,NA,NA,NA,NA,"denver ","American Smelters Securities Co., Denver, Colorado.",NA,NA,"Smelter","amm",c(-104.990251, 39.7392358)
"6025","amm30342","amm",1916,"Portland Gold Mining Co., Colorado Springs. Ahd",NA,"tippett","j","m","Superintendent","colorado ","J. M. Tippett, Colorado Springs. Cyanide Plant Superintendent.","tippett, j m","tippett, jm","Cyanid","amm",c(-105.7820674, 39.5500507)
"6046","amm30349","amm",1916,"Portland Gold Mining Co., Colorado Springs. Ahd",NA,NA,NA,NA,NA,"colorado ","Colorado Springs Mill—Rolls, Tube Mills and Roasting Furnaces.",NA,NA,"Roast","amm",c(-105.7820674, 39.5500507)
"6197","amm30790","amm",1916,"(Subsidiary Of American Smelters Securities Co., New York.)",NA,NA,NA,NA,NA,"new york ","(Subsidiary of American Smelters Securities Co., New York.)",NA,NA,"Smelter","amm",c(-74.0059728, 40.7127753)
"6544","amm31967","amm",1916,"Missouri Zinc Co., Beckemeyer.",NA,NA,NA,NA,NA,"argentine ","Roasting and Sulphuric Acid Plant at Argentine, Kansas.",NA,NA,"Roast","amm",c(-63.616672, -38.416097)
"6547","amm31992","amm",1916,"(Subsidiary Of American Smelters Securities Co., New York.)",NA,NA,NA,NA,NA,"new york ","(Subsidiary of American Smelters Securities Co., New York.)",NA,NA,"Smelter","amm",c(-74.0059728, 40.7127753)
"6765","amm33416","amm",1916,"(Subsidiary Of American Smelters Securities Co., New York.)",NA,NA,NA,NA,NA,"new york ","(Subsidiary of American Smelters Securities Co., New York.)",NA,NA,"Smelter","amm",c(-74.0059728, 40.7127753)
"7829","amm36038","amm",1916,"
Copper Zone Mining &. Milling Co., Cerrillos. Lc
\- I
Herman E. Ames, Superintendent. Copper. Developing.
Cossak Mining Co., Bland.
\ |
Office, 111 Broadway, New York.
,\
D. C. Mackallor, Superintendent.
‘
Lone Star And Albemarle Mines. Gold-Silver. 2000' Adit.
‘
Steam And Electric Power And Compressor.
Ll
20 Stamp Concentrating-Cyanide Plant.
|
Deadwood-Sunburst Mines, Mogollon. Fgp
,
,‘I
Cleaveland
&
Weatherhead, Owners; Earl C. Cleaveland, Manager.
Fl
1
I
Daniel S. Mcafee, Mill Superintendent.
Ii
‘
1
Gold. 1300' Adit And 500' Shaft. Oil Engine And Compressor.
15 Stamp Concentration-Cyanide Plant. 50 Men.
Eclipse Mining Co., Steeple Rock. L-C
George A. Kalar, Superintendent. Gold-Copper. Adit. Developing.
As Mining Co., Lordsburg. Dhg
I
Office, Beloit, Wisconsin.
A. J. Lnderrieden, Lordsburg, General Manager.
James W. Jackson, Superintendent.
Group And Superior Mine. Copper-Gold-Silver. 550' Shaft.
,
Diesel Engine, Electric Power And Compressor. 250 Men.
El Centro Mining & Milling Co., Lordsburg. Lc
R. F. Fitz, Superintendent.
Last Chance Group. Silver-Copper. Steam Hoist. Developing.
_ A
Western Mining Directory Co., Chicago, S.
A
The Mines Handbook 318
New Mexico
El 0r0 Mining &. Milling Co., Red River. Lc
Walter Conklin. Superintendent.
Gold-Silver-Copper. Shaft. Gasolene Engine. Developing.
Empire Gold Mining &. Milling Co., Hillsboro. Lgp
William Peterson, Superintendent.
Bonanza Group. Gold. Adits. Steam Power. 10 Stamps. 15 Men.
Empire Zinc Co., Kelly. Ahd
(Subsidiary Of New Jersey Zinc Co., 55 Wall Street. New York.)
John H. Troutman, Symes Building, Denver, Col., General Manager.
C. A. Schmidt, Manager.
Cony T. Brown, Kelly, Superintendent Kelly Mine.
Edward Mlttenberger, Pinos Altos, Superintendent Cleveland Mine.
K. A. Strand, Hanover, Superintendent Hanover Mine.
Cleveland Mine, Pinos Altos. Zinc-Copper-Silver-Gold. Adits.
Diesel Engine, Electric Power And Compressor.
125-Ton Electrostatic Dry Concentrating Mill. 125 Men.
Hanover Mine, Hanover. Zinc. Adit. Oil Engine. 50 Men.
Kelly Mine, Kelly. Lead-Zinc. Shaft.
Electric Power & Compressor. 100-Ton Concentrating Mill. 75 Men.
Excelsior Mining & Develcpment Co., Organ. Lc
E. C. Rice, Superintendent.
Excelsior Mine. Copper~Silver. Shaft. Gasolene Hoist. 15 Men.
German-American Mine, Columbus. Lgp
John P. Mack, Manager.
Charles Stewart, Superintendent. 1
Alexander Group. Gold-Si]Ver-I.Ead-(‘Opper. 300' Shaft.
Gasolene Power And Compressor. Developing.
Germany Mining 8:. Development Co., Kelly. Lgp
Office, 79 Milk Street, Boston, Massachusetts.
Cony T. Brown, Socorro, New Mexico. General Manager.
L.Ead-Zinc-Silver-Gold-Copper. Adits.
Steam And Electric Power And Compressor. 15 Men.
Gilchrist 6t Dawson, Fierro. Lgp
John D. Gilchrist, Superintendent. Gold-Silver. Shaft. Developing.
Gold Bell Mining Co., Deming. Ro
Gold Queen Mining Co., Hillsboro. Lc
J. C. Taylor, Superintendent.
La Patrona Group. Gold-Copper Adit And Shaft. Developing.
Gold & Copper Deep Tunnel, Mining & Milling Co., Lc
Elizabethtown.
W. P. Mcintyre, Superintendent.
Gold-Copper-Silver-Lead. 3200’ Adit.
Steam Power And Compressor. 25-Ton Concentrating Mill. Dev.
Golden Ajax Mining &. Dev. Co., Elizabethtown. Lgp
William C. Paterson, Superintendent.
Gold. 130' Adit. Gasolene And Steam Power.
10 Stamps And Tube Mill. 40-Ton Cyanide Plant. 15 Men.
Western Mining Directory' Co., Chicago, U. S. A.
314 
“_-__- ._
New Mexico
Hanover Bessemer Iron &. Copper Co., Fierro. Fgp
L/ B. E. Mckechnie, Superintendent.
_
Shaft. Electric Power. 400-Ton Concentrating Mill. 100 Men.
/ Hanover Copper Co., Fierro. Lgp
V
J.
S. Dickie, Superintendent. Zinc. Adit. 15 Men.
Hardscrabble Mine, Pinos Altos. Lc
(/
J.
T. Janes, Superintendent. Copper-Silver. Steam Hoist. Dev.
Hembrillo Copper Mining &. Milling Co., Tularosa. Lc
H. C. Marks, El Paso, Texas. Manager.
Copper-Silver. 2110'Shaft. Gasolene Hoist. Developing.
Honey Bee Mine, Jicarilla. Lc
Edward Fox, Supt. Copper-Gold. Steam Hoist. Developing.
Internationalmines Co., Limited, Las Cruces. Lgp",NA,"ames","herman","e","Superintendent","broadway ","
COPPER ZONE MINING &. MILLING CO., CERRILLOS. LC
\- I
Herman E. Ames, Superintendent. Copper. Developing.
COSSAK MINING CO., BLAND.
\ |
Office, 111 Broadway, New York.
,\
D. c. MacKallor, Superintendent.
‘
Lone Star and Albemarle Mines. Gold-Silver. 2000' Adit.
‘
Steam and Electric Power and Compressor.
ll
20 Stamp Concentrating-Cyanide Plant.
|
DEADWOOD-SUNBURST MINES, MOGOLLON. FGP
,
,‘I
Cleaveland
&
Weatherhead, Owners; Earl C. Cleaveland, Manager.
fl
1
i
Daniel S. McAfee, Mill Superintendent.
II
‘
1
Gold. 1300' Adit and 500' Shaft. Oil Engine and Compressor.
15 Stamp Concentration-Cyanide Plant. 50 Men.
ECLIPSE MINING CO., STEEPLE ROCK. l-c
George A. Kalar, Superintendent. Gold-Copper. Adit. Developing.
as MINING co., LORDSBURG. DHG
I
Office, Beloit, Wisconsin.
A. J. lnderrieden, Lordsburg, General Manager.
James W. Jackson, Superintendent.
Group and Superior Mine. Copper-Gold-Silver. 550' Shaft.
,
Diesel Engine, Electric Power and Compressor. 250 Men.
EL CENTRO MINING & MILLING CO., LORDSBURG. LC
R. F. Fitz, Superintendent.
Last Chance Group. Silver-Copper. Steam Hoist. Developing.
_ a
WESTERN MINING DIRECTORY CO., CHICAGO, S.
A
THE MINES HANDBOOK 318
NEW MEXICO
EL 0R0 MINING &. MILLING CO., RED RIVER. LC
Walter Conklin. Superintendent.
Gold-Silver-Copper. Shaft. Gasolene Engine. Developing.
EMPIRE GOLD MINING &. MILLING CO., HILLSBORO. LGP
William Peterson, Superintendent.
Bonanza Group. Gold. Adits. Steam Power. 10 Stamps. 15 Men.
EMPIRE ZINC CO., KELLY. AHD
(Subsidiary of New Jersey Zinc Co., 55 Wall Street. New York.)
John H. Troutman, Symes Building, Denver, Col., General Manager.
C. A. Schmidt, Manager.
Cony T. Brown, Kelly, Superintendent Kelly Mine.
Edward Mlttenberger, Pinos Altos, Superintendent Cleveland Mine.
K. A. Strand, Hanover, Superintendent Hanover Mine.
Cleveland Mine, Pinos Altos. Zinc-Copper-Silver-Gold. Adits.
Diesel Engine, Electric Power and Compressor.
125-ton Electrostatic Dry Concentrating Mill. 125 Men.
Hanover Mine, Hanover. Zinc. Adit. Oil Engine. 50 Men.
Kelly Mine, Kelly. Lead-Zinc. Shaft.
Electric Power & Compressor. 100-ton Concentrating Mill. 75 Men.
EXCELSIOR MINING & DEVELCPMENT CO., ORGAN. LC
E. C. Rice, Superintendent.
Excelsior Mine. Copper~Silver. Shaft. Gasolene Hoist. 15 Men.
GERMAN-AMERICAN MINE, COLUMBUS. LGP
John P. Mack, Manager.
Charles Stewart, Superintendent. 1
Alexander Group. Gold-Si]ver-I.ead-(‘opper. 300' Shaft.
Gasolene Power and Compressor. Developing.
GERMANY MINING 8:. DEVELOPMENT CO., KELLY. LGP
Office, 79 Milk Street, Boston, Massachusetts.
Cony T. Brown, Socorro, New Mexico. General Manager.
l.ead-Zinc-Silver-Gold-Copper. Adits.
Steam and Electric Power and Compressor. 15 Men.
GILCHRIST 6t DAWSON, FIERRO. LGP
John D. Gilchrist, Superintendent. Gold-Silver. Shaft. Developing.
GOLD BELL MINING CO., DEMING. RO
GOLD QUEEN MINING CO., HILLSBORO. LC
J. C. Taylor, Superintendent.
La Patrona Group. Gold-Copper Adit and Shaft. Developing.
GOLD & COPPER DEEP TUNNEL, MINING & MILLING CO., LC
ELIZABETHTOWN.
W. P. McIntyre, Superintendent.
Gold-Copper-Silver-Lead. 3200’ Adit.
Steam Power and Compressor. 25-ton Concentrating Mill. Dev.
GOLDEN AJAX MINING &. DEV. CO., ELIZABETHTOWN. LGP
William C. Paterson, Superintendent.
Gold. 130' Adit. Gasolene and Steam Power.
10 Stamps and Tube Mill. 40-ton Cyanide Plant. 15 Men.
WESTERN MINING DIRECTORY' CO., CHICAGO, U. S. A.
314 
“_-__- ._
NEW MEXICO
HANOVER BESSEMER IRON &. COPPER CO., FIERRO. FGP
l/ B. E. McKechnie, Superintendent.
_
Shaft. Electric Power. 400-ton Concentrating Mill. 100 Men.
/ HANOVER COPPER CO., FIERRO. LGP
V
J.
S. Dickie, Superintendent. Zinc. Adit. 15 Men.
HARDSCRABBLE MINE, PINOS ALTOS. LC
(/
J.
T. Janes, Superintendent. Copper-Silver. Steam Hoist. Dev.
HEMBRILLO COPPER MINING &. MILLING CO., TULAROSA. LC
H. C. Marks, El Paso, Texas. Manager.
Copper-Silver. 2110'Shaft. Gasolene Hoist. Developing.
HONEY BEE MINE, JICARILLA. LC
Edward Fox, Supt. Copper-Gold. Steam Hoist. Developing.
INTERNATIONALMINES CO., LIMITED, LAS CRUCES. LGP","ames, h e","ames, hermane","Cyanid","amm",c(-94.4726334, 37.1465302)
