id,type,year,text
1,person,1909,"aarons j. b, kalgoorlie,western australia."
2,cia,1909,chaffers gold mining ltd
3,person,1909,"ackermann, a. h, bulawayo, rhodesia."
4,cia,1909,"british south africa company, rhodesia ltd"
5,person,1909,"acust, sidney, berlin estate, barberton district, transvaal."
6,cia,1909,barrett gold mining ltd
7,person,1909,"adams d. k , talbot, victoria, australia."
8,cia,1909,carters depp leads ltd
9,person,1909,"adams, percy"
10,cia,1909,"bserlin proprietary mines, ltd"
11,person,1909,"adams wilson. dock chambers, cardiff."
12,person,1909,"addie jk de reitfontein colliery, box, springs, transvaaladdle"
13,cia,1909,transvaal coal trust ltd
14,person,1909,"addie robert, norfolk house, b.c."
15,cia,1909,arizona. copper ltd
16,cia,1909,esperanza copper and sulphur ltd
17,person,1909,"ftvlaxander, george, kaslo, british columbia."
18,cia,1909,"ruth mines, ltd"
19,person,1909,"alexander, george h, kaal vallet, orange river colony"
20,cia,1909,"orange free state and transvaal diamond mines, ltd"
21,person,1909,"allen fergus, el oro, mexico."
22,person,1909,"adler h. g. v, einasleigh, n. queensland."
23,cia,1909,"new einasleigh copper mines, ltd"
24,person,1909,"aimetti s, cleveland, near johannesburg. "
25,cia,1909,new heriot gold mining c o ltd
26,cia,1909,"answort h, george, consett, ltd"
27,person,1909,durham.
28,cia,1909,consett iron ltd
29,person,1909,"airth gr, box , johannesburg."
30,cia,1909,anglo french exploration ltd
31,person,1909,"allan fergus oro, m,exico"
32,cia,1909,"mexico mines el oro, ltd"
33,person,1909,"allan jf p, dtansul, caucasus, russia."
34,cia,1909,caucasus copper ltd
35,person,1909,"allen percy r, runcorn, cheshire."
36,cia,1909,waihi grand junction gold ltd
37,person,1909,"allen peter, garth, glara. l near am, h."
38,cia,1909,"elder s navigation collieries, ltd"
39,person,1909,"allwright, k , giant mines, gadsema, mashonaland, rhodesia."
40,cia,1909,"giant mines of minesof rhodesia, ltd"
41,person,1909,"alston r. a, mine office, germiston, transvaal."
42,cia,1909,gleocairn main reef gold mining ltd
43,person,1909,ancarania h
44,cia,1909,le champ d or french gold mining ltd
45,person,1909,"anderson t. scott, royal insurance bldgs, sheffield."
46,cia,1909,"lndearnnnoann.dale copper mines and smelters, ltd"
47,person,1909,"Anderson, w. t, box, germiston, transvaal."
48,cia,1909,"lndrerowse, deep, ltd"
49,person,1909,"Anndrew robert, axnalcollar copper mines, seville, spain,"
50,cia,1909,seville sulphur and copper ltd
51,person,1909,"Andrewet, edward, portmadoc, wales."
52,cia,1909,"miane,n offeren slate quarry ltd"
53,person,1909,"angwin b, carbis bay, cornwall."
54,cia,1909,"lntholenvayn,t mining ltd"
55,person,1909,"h. v, new broad street, london"
56,cia,1909,"lrohfbioskludm, synd, ltd"
57,person,1909,"t. r, lynher cottage, craftshole, st. germains, cornwall."
58,cia,1909,"lrgapllh,cejn,ix united mines, ltd"
59,cia,1909,"kamloops, british columbia. lrgaklla,mloops mines. ltd"
60,person,1909,"phillip, majestic bdg.t denver, colorado, u.s.a."
61,cia,1909,"stratton s independence, ltd"
62,person,1909,"lrmstrong, a. e, waihi, new zealand."
63,cia,1909,waihi grandunction gold ltd
64,person,1909,"irmstrong, f. e, estacion sabinas, coahuila, mexico."
65,cia,1909,new sabinas ltd
66,cia,1909,"rm b trong. j. o,rmstrlolonygd .copper ltd"
67,person,1909,"m. s , chhindwara, central provinces, india."
68,cia,1909,peach valley coal ltd
69,person,1909,"rnell, ralph, gynapie, queensland.,"
70,cia,1909,south oriental and glanmire gold mining ltd
71,person,1909,"ltnold, colalfred, heathconrt, bournemouth"
72,cia,1909,west. mosambique ltd
73,person,1909,"lshmore, g. percy, grootfonteln, s. w. africa."
74,cia,1909,south.west africa ltd
76,person,1909,"aahwin, guy, h, wah upon dearne, near rotherhara."
77,cia,1909,wath main colliery ltd
78,person,1909,"ashworth, i. w. larnaca, cyprus."
79,cia,1909,"lymni copper mining synd, ltd"
80,person,1909,"aaaaieff, prof, st. petersburg mining institute, st. petersburg."
81,cia,1909,"kyshtim ltd. , ltd"
82,person,1909,"atherton, t. w. t,a, london wall, london"
83,cia,1909,"star synd, ltd"
84,person,1909,"atlay, frank, mogok, burma."
85,cia,1909,"burma ruby mines, ltd"
86,person,1909,"austin, t. w, guilford colliery, whitfield, dover."
87,cia,1909,east kent colliery ltd
88,cia,1909,"guilford synd, ltd"
89,person,1909,"auzias turenne, r, dawson, canada."
90,cia,1909,"klondyke consolidated gold fields, ltd"
91,person,1909,"ay ton, ernest f, guanacevi, durango, mexico."
92,cia,1909,guanacevi ltd
93,person,1909,"back, fred, chillagoe, queensland,"
94,cia,1909,chillagoe ltd
95,cia,1909,munganachillagoemining ltd
96,person,1909,"bacon, a. d, box , langlaagte, transvaal."
97,cia,1909,"block b, lang laagte estate gold mining ltd"
98,cia,1909,langlaagte estate and gold mining ltd
99,person,1909,"baddeley, hiram, carr house, shelley, yorks."
100,cia,1909,"barnsley, main colliery ltd"
101,cia,1909,round green colliery ltd
102,person,1909,"bagot, hon. w. l, d.s.o, toj, consolidated bldg, johannesburg."
103,cia,1909,victoria. falls power ltd
104,person,1909,"bagahaw, j. f, madelane, eastern transvaal."
105,cia,1909,"magnesite mines of south africa, ltd"
106,person,1909,"bailey, george, aiim, gold coast colony."
107,cia,1909,"african gold dredging and mining concessions, ltd"
108,person,1909,"bailey, m, stanley, british columbia."
109,cia,1909,"cariboo consolidated, ltd"
110,person,1909,"bainbridge, e. m, junr, holm wood, jeamond, newcastie on tyne,"
111,cia,1909,newbiggin colliery ltd
112,cia,1909,"bainbridge, seymour sc ltd"
113,cia,1909,anglo colombian investment ltd
114,cia,1909,"british ore concentration synd, ltd"
115,cia,1909,"odumasi exploration synd, ltd"
116,cia,1909,tywarnhaile mining ltd
117,person,1909,balfourd.and son. newcastle.
118,cia,1909,durham collieries electric power ltd
119,person,1909,"ball, josiah, minera mines, wrexham."
120,cia,1909,united minera mining ltd
121,person,1909,"banks, fairolough stephen, manchester."
122,cia,1909,"ingleton collieries, ltd"
123,person,1909,"barber, r. d, corocoro, bolivia."
124,cia,1909,i. k. child ltd
125,cia,1909,lam pa mining ltd
126,person,1909,"bargate, g. junr, st. stephen s coombs, grampound road, cornwall."
127,cia,1909,"great dowgas tin mines, ltd"
128,person,1909,"barker, george, rosebe ry mine, rosebery, tasmania."
129,cia,1909,tasmanian copper ltd
130,person,1909,"barlow, j. w, landau mine, blackhill, middelburg district, transvaal."
131,cia,1909,cassel coal ltd
132,person,1909,"barnett, c. f. r, the cottage, newnham, glos."
133,person,1909,"e. r. payne son, ltd"
134,person,1909,"barnett, w.j s, salisbury house, e.c"
135,cia,1909,cobalt town site silver mining ltd
136,cia,1909,"of canada, ltd"
137,cia,1909,"great cobar, ltd"
138,person,1909,"barrillon, leon, is, rue breroontier, paris."
139,cia,1909,"ober,rosbach mining ltd"
140,person,1909,"barry, h. p, waihi, new zealand."
141,cia,1909,waihi gold mining ltd
142,person,1909,"barton, albert e carnforth, lanes."
143,cia,1909,carnforth hematite iron ltd
144,person,1909,"bawden, w, kenswick."
145,cia,1909,"threlkeld mines, ltd"
146,person,1909,"bayldon, h. c, kotchkar, orenburg, russia."
147,cia,1909,"troitzk goldfields, ltd"
148,person,1909,"baylias, ernest j, san sixto lead mines, near conquista, cordova, spain"
149,cia,1909,"m. f. h. synd, ltd"
150,person,1909,"bayliss, k. t, cornhill, london"
151,cia,1909,montana mining ltd
152,cia,1909,tomboy gold mines ltd
153,person,1909,"bayne, thomas, box , bulawayo, rhodesia."
154,cia,1909,"tanganyika concessions, ltd"
155,cia,1909,zambesia exploring ltd
156,person,1909,"beal, r, broken hill, n.s.w."
157,cia,1909,"british broken hill proprietary, ltd"
158,person,1909,"beasley, john king, broomassie, gold coast colony,"
159,cia,1909,"broomaisie mines, ltd"
160,person,1909,"mining and consulting engineers, pc."
161,person,1909,"tedlineton, w. b collie, wellington, w.a."
162,cia,1909,"collie proprietary coal fields of w.a, ltd"
163,person,1909,"leahley, son niohols, n, victoria street, s.w."
164,cia,1909,"delagoabay development ltd. , ltd"
165,person,1909,"lehr.h. c, box , johannesburg."
166,cia,1909,"consolidated gold fields of south africa, ltd"
167,person,1909,"ekenn, a. r, talana, natal."
168,cia,1909,dundee coal ltd
169,person,1909,"ell, a. h, box , bulawayo, rhodesia."
170,cia,1909,"consolidated gold fields of south africa, ltd"
171,cia,1909,globe and phoenix gold mining ltd
172,person,1909,"all, f. w, glyn gwyn colliery, glamorganshire."
173,cia,1909,nixon s navigation ltd
174,person,1909,"ell, norman m, queen street, brisbane, queensland."
175,cia,1909,no. s south great eastern gold mining ltd
176,person,1909,"allenger, herman, cobar, new south wales."
177,cia,1909,"great cobar, ltd"
178,person,1909,"sllows. w. w, walker buildings, salt lake city, utah, u.s.a."
179,cia,1909,utah bingham mining ltd
180,person,1909,"mnett, t. e, gunnislake, cornwall."
181,cia,1909,"hingston and chtters mines, ltd"
182,person,1909,"mnetis, capt, ondurrow united mines, camborne,"
183,cia,1909,"condurrow united mines, ltd"
184,person,1909,"mson, w. j, box,ohannesburg."
185,cia,1909,johannesburg consolidated investment ltd
186,person,1909,"insusan, a., passagem, minasgeraes, brazil,"
187,cia,1909,"ouro preto gold mines of brazil, ltd"
188,person,1909,"ntley, guy darley, fresno, tolima, colombia, and , down hire hill, hampstead, n.w."
189,cia,1909,"agua dios gold minescolombia , ltd"
190,cia,1909,"nueva esperanza gold mines, ltd"
191,person,1909,"ntley, s. darley, fresno, tolima, colombia."
192,cia,1909,"nueva esperanza gold mines, ltd"
193,cia,1909,"anglo french quicksilver and mining concession of china, ltd"
194,person,1909,"net, g, so. rue taitbout, paris."
195,person,1909,compagnie francais de mines d or et de pafrique du sud.
196,person,1909,"ryman. isaac j, naneldres, cornwall."
197,cia,1909,"baldhn syndicate, ltd"
198,person,1909,"tholet, m."
199,person,1909,union minieredu haut katanga.
200,person,1909,"an, a. g. m, palenque estate, near honda, tolima, colombia."
201,cia,1909,"palenque gold mining synd, ltd"
202,person,1909,"an, e., garth, gtam."
203,cia,1909,"elders navigation collieries, ltd"
204,person,1909,"an, john, dolgelley, north wales."
205,cia,1909,"dolgelley copper mines, ltd"
206,cia,1909,"pick, moreingfc ltd"
207,cia,1909,"algoorlie, w.a. anglo asiatic synd, ltd"
208,cia,1909,"australian deep leads trust, ltd"
209,cia,1909,"australian smelting ltd. , ltd"
210,cia,1909,"bellevue, ltd"
211,cia,1909,"berry united deep leads, ltd"
212,cia,1909,"broken hill south blocks, ltd"
213,cia,1909,"rurbank s birthday gold mines, ltd"
214,cia,1909,"burma mines, ltd"
215,cia,1909,"cosmopolitan proprietary, ltd"
216,cia,1909,cue consolidated finance ltd
217,cia,1909,"golden links, ltd"
218,cia,1909,"great fingall consolidated, ltd"
219,cia,1909,"great fitxroy mines, ltd"
220,cia,1909,"hannan s proprietary, ltd"
221,cia,1909,"ivanhoe gold ltd. , ltd"
222,cia,1909,"lake view consols, ltd"
223,cia,1909,lancefield gold mining ltd
224,cia,1909,"oddon valley goldfields , ltd"
225,cia,1909,on don and western australian exploration ltd
226,cia,1909,"tohochang mining synd, ltd"
227,cia,1909,"doorlort goldfield , ltd"
228,cia,1909,"northern mines, ltd"
229,cia,1909,"roya black range, ltd"
230,cia,1909,roya brownhill ltd
231,cia,1909,"rentice and southern deep leads , ltd"
232,cia,1909,"ons of gwalia, ltd"
233,cia,1909,"outh kalgurli gold mines, ltd"
234,cia,1909,"alisman consolidated, ltd"
235,cia,1909,"ictorian deep leads , ltd"
236,cia,1909,ivien gold mining ltd
237,cia,1909,"rtiite feather main reefs , ltd"
238,cia,1909,"nc ltd. , ltd"
239,person,1909,h lag. dr.
240,cia,1909,"in miguel copper mines, ltd"
241,person,1909,"reaford, j. s."
243,person,1909,"binet, edward p, box ios, krugersdorp, transvaal."
244,cia,1909,"sterkfontein gold estates , ltd"
245,cia,1909,"waterfall estate and gold mines, ltd"
246,person,1909,"bishop, w. b,. finsbury pavement house, london"
247,cia,1909,"blackg,reat bonanza gold mining ltd"
248,person,1909,"g. m, winnipeg, manitoba."
249,cia,1909,"blaokw, estern canada investment ltd"
250,person,1909,r. s boulder. west australia.
251,cia,1909,"kalgurli gold mines, ltd"
252,person,1909,"blaokmore, howard tasewell, s, bishopsgate street within, e.c"
253,cia,1909,gantries copper ltd
254,person,1909,"blake more, g. h cobar, n.s.w, australia."
255,cia,1909,"great cobar, ltd"
256,cia,1909,"nymagee copper, ltd"
257,person,1909,"blane, james, box, johannesburg."
258,cia,1909,"blondneelw, goch gold mines, ltd"
259,person,1909,"andre, paris."
260,cia,1909,victoria. falls power ltd
261,person,1909,"bloxsome. o. lloyd, boulder, west australia."
262,cia,1909,"bluetlta,ke view south, ltd"
263,person,1909,"a. newton, lokling, haugesund, norway."
264,cia,1909,"bluntk,ong haakon gold mines, ltd"
265,person,1909,"c. m, parral, mexico."
266,cia,1909,"new parral mines synd, ltd"
267,person,1909,bohxn.w. d.
268,person,1909,"north utah mining company of bingham. bonner, l. a, barkerville, british columbia."
269,cia,1909,"west canadian deep leads, ltd"
270,person,1909,"boright, s. h, bott, springs, transvaal."
271,cia,1909,"great eastern collieries, ltd"
272,person,1909,"bottoms, george, taquah, west alrica."
273,cia,1909,taquah mining and exploration ltd
274,person,1909,"bower, t. h. v, queen anne s chambers, westminster, s.w."
275,cia,1909,"julia copper mm inn synd, ltd"
276,person,1909,"bowles,. g."
277,cia,1909,"klein letaba copper m ines, ltd"
278,person,1909,"bowman, f. c, frontenac mines, peewanbie mountain, col, u.s.a."
279,cia,1909,"bowmfraonn,tenac mining ltd"
280,person,1909,"j, labuan, straits settlements."
281,cia,1909,"boylel,abuan coalfieldco, ltd"
282,person,1909,"v. w diylesfnrd, castlemaine, victoria, australia."
283,cia,1909,"daylesford gold mines, ltd"
284,cia,1909,"bracev,ictorian star gold mines, ltd"
285,person,1909,"john, bryncethin, s. wales."
286,cia,1909,"cardiff district collieries, ltd"
287,person,1909,"brackenbury, k. h, p. o. silverkop, carolina district, transvaal."
288,cia,1909,anglo swis asbestos ltd
289,person,1909,"bradford. wager, box, fordsburg, transvaal."
290,cia,1909,"langlaagte deep, ltd"
291,person,1909,"bradley, f. w, franklin street, san francisco, california."
292,cia,1909,alaska mexican gold mining ltd
293,cia,1909,alaska treadwell gold mining ltd
294,cia,1909,alaska united gold mining ltd
295,person,1909,"branoker, r,. crown street, liverpool."
296,cia,1909,"brandpoeanrs,on and knowles coal and iron ltd"
297,person,1909,"john, queen street melbourne."
298,cia,1909,queen margaret gold mining ltd
299,person,1909,"brash, r. f,lahat, malay states."
300,cia,1909,"lahat mines, ltd"
301,person,1909,"brelioq, h.lake currie , laurence pountney hill, london"
302,cia,1909,"brembnoerar,x properties, ltd"
303,person,1909,"d. a, guldsmedvik i hanen, norway."
304,cia,1909,"dunderland iron ore, ltd"
305,person,1909,"brett, a. cleavland, transvaal."
306,cia,1909,"treasury gold mines, ltd"
307,person,1909,"brett, t. i, sekondi, west africa."
308,cia,1909,"bristwole,st africangold coastmining ltd. , ltd"
309,person,1909,"f. a, box, germiston, transvaal."
310,cia,1909,"consolidated gold fields of s.a, ltd"
311,person,1909,"broadb ridge, walter, union court, old broad street, london"
312,cia,1909,"abbontiakoon block, ltd"
313,cia,1909,"prestta block a, ltd"
314,person,1909,"brochon, edmond, rue de trevise, paris,"
315,cia,1909,"francia gold and silver, ltd"
316,person,1909,"brodigan, chas. b, box, brakpan, transvaal."
317,cia,1909,"browbnra,kpan mines, ltd"
318,person,1909,"archibald, a, flinders lane, melbourne, victoria."
319,cia,1909,eaglehawk consolidated gold mining ltd
320,person,1909,brown. d. p.
321,cia,1909,"browbnr,itish colonial petroleum ltd. , ltd"
322,person,1909,"f. c, waihi, new zealand."
323,cia,1909,komata reefs gold mining ltd
324,cia,1909,"browwna,ihi grand junction gold ltd"
325,person,1909,"maj. sir hanbury, newlands, crawley dowc, sussex."
326,cia,1909,"egyptian investment and agency, ltd"
327,person,1909,"mining and consulting engineers,c."
328,person,1909,"brown, henry, bersham colliery, near wrexham."
329,cia,1909,bersham colliery ltd
330,person,1909,"brown, james, lydenburg, transvaal."
331,cia,1909,lrdenburg transvaal gold exploration ltd
332,person,1909,"brown, lindsay, chihuahua, mexico."
333,cia,1909,"la reina de plata, ltd"
334,person,1909,"brown, r. o, els wick colliery, newcastle on tyne."
335,cia,1909,elswick coal ltd
336,person,1909,"brown, w. m.t j , main street, johannesburg,"
337,cia,1909,transvaal estates and development ltd
338,person,1909,"browne, g. b. bullcroft colliery, carcroft, near doncastcr."
339,cia,1909,bullcroft main colliery ltd
340,person,1909,"browne, h. e gwelo, rhodesia."
341,cia,1909,bulawayo and general exploration ltd
342,person,1909,"browne, j. t, bedworth, near nuneaton."
343,cia,1909,"newdigate colliery, ltd"
344,person,1909,"bryant, j. w, victoria, vancouver island, b.c."
345,cia,1909,tyee copper ltd
346,person,1909,"bryant. john, box , johannesburg, transvaal."
347,cia,1909,"new rand, ltd"
348,person,1909,"buchanan, n. l, nelson, new zealand."
349,cia,1909,"taitapu gold estates, ltd"
350,person,1909,"buckley, r. b, clanricarde gardens, w."
351,cia,1909,"egyptian investment and agency, ltd"
352,person,1909,"buck ton jones, victoria street, s.w."
353,cia,1909,"agua dios gold minescolombia , ltd"
354,person,1909,"budfte, joseph, mains house, wemyss, n.b."
355,cia,1909,"wemyss collieries trust, ltd"
356,person,1909,"bullen, r. h. p, oorgaurn, mysore, india."
357,cia,1909,ooregum gold mining ltd
358,cia,1909,"of india, ltd"
359,person,1909,"bulman. e. if, box ij, brakpan, transvaal."
360,cia,1909,"rand collieries, ltd"
361,person,1909,"buquet, monsieur, ruelegendre, paris."
362,cia,1909,"conquista xicao gold mines, ltd"
363,person,1909,"burgeas, h. j, kuils river, stellenbosch district, cape colony."
364,cia,1909,"kutls river tin mines, ltd"
365,person,1909,"burnell, i. e, a, frederick street, llanelly."
366,cia,1909,"new dynant anthracite colliery, ltd"
367,person,1909,"burnett, d. v, piggs peak, swaziland."
368,cia,1909,piggs peak development ltd
369,person,1909,"burr, a, walbrook, e.c, and, king street, dover."
370,cia,1909,"foncage synd, ltd"
371,cia,1909,"sondage synd, ltd"
372,person,1909,"burrmalcolm, eastry, s.o, dover."
373,cia,1909,east kent colliery ltd
374,cia,1909,"foncage syndicate, ltd"
375,cia,1909,"guildford syndicate, ltd"
376,cia,1909,"kent coal concessions, ltd"
377,cia,1909,"snowden colliery, ltd"
378,cia,1909,"sondage syndicate, ltd"
379,cia,1909,"bouth eastern coalfield extension, ltd"
380,person,1909,"burr ell, alexander, marysville, montana, u.s.a."
381,cia,1909,montana mining ltd
382,person,1909,"bury, c, denaby, rotherham, yorks."
383,cia,1909,"denaby and cadeby main collieries, ltd"
384,person,1909,"busoh, g. edgar. frankfort, pilgrims rest, transvaal."
385,cia,1909,"new lisbon berlyn, ltd"
386,person,1909,"bush, james, eikeboom, middelburg, transvaal."
387,cia,1909,"united african lands, ltd"
388,person,1909,"buteflsch, t. a, princess royal, norseman, w.a."
389,cia,1909,princess royal geld mining ltd
390,person,1909,"butterfield. i. c, drws y coed, talysarn."
391,cia,1909,by complex ore ltd
392,person,1909,"ass, percy b."
393,cia,1909,"h nelsonsconsolidated, ltd"
394,person,1909,"byass, t. r."
395,cia,1909,"hudsonsconsolidated, ltd"
396,person,1909,"byles, r. h, moorgate court, moorgate place, london"
397,cia,1909,"tarkwa banket mining synd, ltd"
398,person,1909,"cadman, j. c, madeley, staffs."
399,cia,1909,west wood manor coal and iron ltd
400,person,1909,"cairncross, j. m, harwood, middleton in teesdale."
401,cia,1909,"teesdale lead and zinc mines, ltd"
402,person,1909,"cairncross, j. m, serra tsitaca, macequece, south east afric"
403,cia,1909,manica copper development ltd
404,person,1909,"calastreme, i. carlos, avenida de mayo, buenos ayres."
405,cia,1909,"british and argentine ltd. , ltd"
406,person,1909,"caldecott, w. a, old jewry, london"
407,cia,1909,"consolidated gold fiefds of south africa, ltd"
408,person,1909,"calderwood. m, box , johannesburg, s.a."
409,cia,1909,messinatransvaaldevelopment ltd
410,cia,1909,"new gold venture synd, ltd"
411,cia,1909,vryheidnatalrailway coal iron ltd
413,person,1909,"caldwell, malcolm, biipraw concession, isansi, w. africa."
414,cia,1909,aihanti quartz ite gold mining ltd
415,person,1909,"caldwell, matthew, monkland, queensland."
416,cia,1909,"west of scotland gym pie gold mine, ltd"
417,person,1909,"cambier, major e, rue de namur, brussels."
418,cia,1909,katanga ltd
419,person,1909,"cameron, w. mcc, box nxand , johannesburg, transvaal."
420,cia,1909,a. goerx ltd
421,cia,1909,"geduld proprietary mines, ltd"
422,cia,1909,lancaster gold mining ltd
423,cia,1909,lancaster west gold mining ltd
424,cia,1909,may consolidated gold mining ltd
425,cia,1909,princess estate and gold mining ltd
426,cia,1909,"roodepoort central deep, ltd"
427,cia,1909,"south randfontein deep, ltd"
428,cia,1909,tudor gold mining ltd
429,cia,1909,"van dyk proprietary mines, ltd"
430,person,1909,"campion, g. w, kalgoorlie, west australia."
431,cia,1909,"hampton plains estate , ltd"
432,cia,1909,"red hill,westralia, gold mines, ltd"
433,person,1909,"cape, f. w."
434,cia,1909,"conrad stannite mines, ltd"
435,person,1909,"caplen, tom, vitianagaram, india."
436,cia,1909,vixianagaram mining ltd
437,cia,1909,"carlow, c. august, fife coal ltd"
438,cia,1909,fife coal ltd
439,person,1909,"carlyle, e, windsor, ponte di nossa, bergamo, italy."
440,cia,1909,english crown spelter ltd
441,person,1909,"carlyle, w. a, london wall, e,c."
442,cia,1909,"kyshtim corporation, ltd"
443,cia,1909,"le roi minu company, ltd"
444,person,1909,"carmichael, a. p , hailes street, edinburgh."
445,cia,1909,estremaaura mining ltd
446,person,1909,"carmichael. i. m, malaga, spain."
447,cia,1909,"new mining and exploring synd, ltd"
448,person,1909,"carmichael. norman, clifton, arizona, u.s.a."
449,cia,1909,arizona. copper ltd
450,person,1909,"carmichael, noiman, cedar creek, ainsworth district, british columbia."
451,cia,1909,"highlandkootenay, b.c.mining ltd"
452,person,1909,"carnea, c s , sou a shields."
453,cia,1909,"hartosi coal ca, ltd"
454,person,1909,"carrick, dr. j. t, box, johannesburg."
455,cia,1909,"lace proprietary mines, ltd"
456,person,1909,"carroll, fames, charters towers, queensland."
457,cia,1909,brilliant and st. george united gold mining ltd
458,person,1909,"carroll, james, taitapu, collingwood, nelson, n.z."
459,cia,1909,"taitapu gold estates, ltd"
460,person,1909,"carter, e, north lyell, tasmania."
461,cia,1909,"tasman crown lyell extended mines, ltd"
462,person,1909,"carter, palmer, box ion, johannesburg."
463,cia,1909,ferreira gold mining ltd
464,person,1909,"carters t. lane, box, sc. i.uipaarda vlei, western witswatersrand."
465,cia,1909,"french rand gold mining co , ltd"
466,person,1909,"cataja, adrien, carballino, orense, spain."
467,cia,1909,"carballino goldand arsenic mines, ltd"
468,person,1909,"can t ley, a. o, akrokerri, aihanti, west africa."
469,cia,1909,"akrokerriashantimines, ltd"
470,person,1909,"casalet, percv, box , denver, johannesburg."
471,cia,1909,"nourse mines, ltd"
472,person,1909,"cecil, h,"
473,cia,1909,southern cross copper ltd
474,person,1909,non personal liability.
475,person,1909,"cervantes d. diego, spain."
476,cia,1909,serena iron ore ltd
477,person,1909,"chad wick, s. r, milnes house, wakefield, and west yorkshire collieries, yorki."
478,cia,1909,"j. and j. charlesworth, ltd"
479,person,1909,"chalmers. george, mwrto velho, minas geraes, brazil."
480,cia,1909,st. john del rey mining ltd
481,person,1909,"chancingj. parke, ii, broadway, new york, u.s.a."
482,person,1909,miami copper company.
483,person,1909,"chany, f. s, port adelaide, south australia."
484,cia,1909,english and australian copper ltd
485,person,1909,"chaplin, g. p, front ino and bolivia mines, colombia."
486,cia,1909,frontinoand bolivia south americangold mining ltd
487,cia,1909,"charleton, dickinson ltd"
488,cia,1909,"general mining and metallurgical synd, ltd"
489,person,1909,"chase, f. d,"
490,cia,1909,"burma mines, ltd"
491,person,1909,"chauvenet, dr. regis, itf. equitable bldg, denver, colorado, u.s.a."
492,cia,1909,corona queen mining ltd
493,person,1909,"chevrillon. louis, mexico city, mexico."
494,cia,1909,guanacevt ltd
495,cia,1909,"mexican agency, ltd"
496,cia,1909,tetela mining ltd
497,person,1909,"chllcott, henry fred, phillip street, sydney, n.s.w."
498,cia,1909,scottish australian mining ltd
499,person,1909,"mining and consulting engineers,e."
500,person,1909,"c his holm, jb.sc, ninij, perm, russia."
501,cia,1909,"vorobion syndicate, ltd"
502,person,1909,"cifuentob, a, gyon, spain."
503,cia,1909,"oviedo mercury mines, ltd"
504,person,1909,"clark, john, niddrie collieries, portobello, n.b."
505,cia,1909,niddrie and benhar coal ltd
506,person,1909,"clark, lindesay, c, derby, tasmania."
507,cia,1909,"brigis tin mines, ltd"
508,cia,1909,"clarke, r. w, british borneo exploration ltd"
509,cia,1909,british borneo exploration ltd
510,person,1909,"ci ark son, h.w, ironmonger lane, london"
511,cia,1909,"mioginew copper syndicate, ltd"
512,person,1909,"clarkson, r, mine office, rietfontein, transvaal."
513,cia,1909,"new rietfontein estate gold mines, ltd"
514,person,1909,"claudet, arthur c, and, coleman street, london"
515,cia,1909,"general mining and metallurgical synd, ltd"
516,person,1909,"clay, stanley, ironmonger lane, london"
517,cia,1909,foldal copper and sulphur ltd
518,person,1909,"ci el and, e. d day dawn, west australia."
519,cia,1909,"murchison associated gold mines, ltd"
520,person,1909,"clemes, h. p, finsbury pavement house, london"
521,cia,1909,"new victorian consolidated goldfields, ltd"
522,person,1909,clifford. e. r.
523,cia,1909,"h. e. proprietary, ltd"
524,person,1909,"cochrane, n, stmt, tuolumne county, california, u.s.a."
525,cia,1909,"jumper gold synd, california, ltd"
526,person,1909,"cook burn, p. a, gaika mine, sebakwe distrct, rhodesia."
527,cia,1909,gaika gold mining ltd
528,person,1909,"cohen, e. h. a, exporation bdg, johannesburg."
529,cia,1909,welgelegen diamond mining ltd
530,person,1909,"colley, john, e, adderley street, cape town."
531,cia,1909,indwe railway collieries and land ltd
532,person,1909,"collin , b. a."
533,cia,1909,"nigeria bitumen ltd. , ltd"
534,person,1909,"collins, g. e, boston building, denver, colorado."
535,cia,1909,argo transportation and tunnel ltd
536,person,1909,"collinsj. h.a sons, crinnia, par marion, cornwall."
537,cia,1909,"koscaswell united tin and copper mines, ltd"
538,cia,1909,breage valley mining ltd
539,cia,1909,"tregreban united i in and copper mines, ltd"
540,cia,1909,"wheal kitty and penhalls united, ltd"
541,person,1909,"colquhoun, t. g, dannhauser, newcastle, natal."
542,cia,1909,"durban navigation collieries, ltd"
543,person,1909,"colson, a. j, ynismudw, r.s.o, glam."
544,cia,1909,"cwmdu quarries, ltd"
545,person,1909,cook. i.
546,cia,1909,battlefieldsrhodesialtd
547,person,1909,"cook, s. f. c. barrack street, perth, w.a."
548,cia,1909,"hannan s land co , ltd"
549,person,1909,"copland, maurice."
550,cia,1909,"roberts victor diamonds, ltd"
551,person,1909,"corbet, andrew, sattam, portugal."
552,cia,1909,sat tarn mining ltd
553,person,1909,"corbett, r. l, ipoh, perak, f.m.s."
554,cia,1909,"lepeh concessions synd, ltd"
555,person,1909,"corbould, w. h, burraga, n.s.w."
556,cia,1909,"lloyd copper co , ltd"
557,cia,1909,"nymagee copper, ltd"
558,person,1909,"corstorphine, dr. g. s hospital hill, johannesburg, transvaal."
559,cia,1909,"lace proprietary mines, ltd"
560,cia,1909,"roberta victor diamonds, ltd"
561,person,1909,"cosena, j. d, tank mine, oorgaum, mysore, india."
562,cia,1909,mysore west gold ltd
563,cia,1909,mysore wynaad gold ltd
564,person,1909,"cotterell, t. sturge, abbey yard, bath."
565,cia,1909,"bath stone firms, ltd"
