source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1902,"robertson, k k",,,manager,zenith furnace co,duluth minn,-92.100485,46.786672,united states of america
taime,1902,"robertson, p p",,,mining engineer,mazapil cop co,saltillo coahuila,-100.973678,25.438323,mexico
taime,1892,"robertson, t t",,,,,sparrow s point md,-76.480675,39.226115,united states of america
taime,1902,"robertson, t t",,,,,sparrow s point md,-76.480675,39.226115,united states of america
taime,1892,"robertson, w w",,,professor,dept. of mines,ny city,-74.005973,40.712775,united states of america
taime,1902,"robertson, w w",,,professor,dept. of mines,victoria b c,-123.365644,48.428421,canada
taime,1892,"robeson, a a",,,consulting engineer,h. eckstein & co,kimberley south africa,24.749911,-28.728238,south africa
taime,1902,"robeson, a a",,,consulting engineer,h. eckstein & co,johannesburg south africa,28.047305,-26.204103,south africa
taime,1905,"robeson, j j",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1886,"robeson, j j",,,,,braddock pa,-79.868382,40.403402,united states of america
taime,1902,"robins, f f",,,manager,north star min. co,kimberley bc,-115.996721,49.665157,canada
taime,1892,"robins, t t",,,president,robins conveying belt (o.,ny city,-74.005973,40.712775,united states of america
taime,1902,"robins, t t",,,president,robins conveying belt (o.,ny city,-74.005973,40.712775,united states of america
taime,1886,"robinson, a a",,,,,coalburgh w va,-81.459283,38.207603,united states of america
taime,1892,"robinson, c c",,,manager,colo fuel & iron co,pueblo colo,-104.609141,38.254447,united states of america
taime,1902,"robinson, c c",,,manager,colo fuel & iron co,denver colo,-104.990251,39.739236,united states of america
taime,1895,"robinson, c c",,,,,columbus ohio,-82.998794,39.961176,united states of america
taime,1902,"robinson, c c",,,mechanical engineer,asarco,ny city,-74.005973,40.712775,united states of america
taime,1892,"robinson, d d",,,,,armstrong co pa,-79.470389,40.879052,united states of america
taime,1902,"robinson, d d",,,,,armstrong co pa,-79.470389,40.879052,united states of america
taime,1892,"robinson, g g",,,mining engineer,,mammoth utah,-112.126335,39.926339,united states of america
taime,1902,"robinson, g g",,,mining engineer,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1906,"robinson, g g",,,,Minas Pena del Hierro,provincia de huelva spain,-6.920914,37.606012,spain
taime,1886,"robinson, s s",,,,,saltsburg pa,-79.45143,40.486455,united states of america
taime,1892,"robinson, s s",,,civil engineer,,san francisco cal,-122.419416,37.77493,united states of america
taime,1902,"robinson, s s",,,civil engineer,,steeple rock n m,-108.94395,32.799794,united states of america
taime,1884,"robinson, t t",,,,massachusetts institute of technology,boston mass,-71.05888,42.360083,united states of america
taime,1886,"robinson, t t",,,,,joliet ill,-88.081725,41.525031,united states of america
taime,1892,"robinson, t t",,,vice president,illinois steel co,pueblo colo,-104.609141,38.254447,united states of america
taime,1902,"robinson, t t",,,vice president,illinois steel co,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"robrnson, n n",,,,,coalburgh w virginia,-81.459283,38.207603,united states of america
taime,1880,"roby, l l",,,,otis iron and steel co.,cleveland ohio,-81.694361,41.49932,united states of america
taime,1892,"roby, l l",,,engineer,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1902,"roby, l l",,,engineer,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1882,"rocety, w w",,,,springfield iron co.,springfield ill,-89.650148,39.781721,united states of america
taime,1902,"rochling, h h",,,metallurgist,,rhenish prussia germany.,7.308953,50.118346,germany
taime,1904,"rock, a a",,,geologist,,flat river mo,-90.554665,37.82104,united states of america
taime,1873,"rockwell, a a",,,,massachusetts institute of technology,boston mass,-71.05888,42.360083,united states of america
taime,1876,"rockwell, a a",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1877,"rockwell, a a",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1880,"rockwell, a a",,,,,boston mass,-71.05888,42.360083,united states of america
taime,1892,"rockwell, g g",,,,,argentine kan.,-94.660535,39.05629,united states of america
taime,1902,"rockwell, g g",,,,,argentine kan.,-94.660535,39.05629,united states of america
taime,1902,"rodda, r r",,,superintendent,horse shoe m. co,larence south dajota,-103.797988,44.310653,united states of america
taime,1912,"roddewig, g g",,,,,larson idaho,-115.746547,47.470764,united states of america
taime,1912,"roden, b b",,,,,marvel ala,-87.003048,33.146785,united states of america
taime,1892,"roderick, j j",,,chief engineer,bureau of mines,hazleton pa,-75.974647,40.958418,united states of america
taime,1902,"roderick, j j",,,chief engineer,bureau of mines,harrisburg pa,-76.886701,40.273191,united states of america
taime,1912,"rodgers, c c",,,,,sheep creek b c,-117.127602,49.151989,canada
taime,1909,"rodgers, j j",,,,,seattle wash,-122.332071,47.60621,united states of america
taime,1902,"rodgers, m m",,,consulting engineer,yale min. co,pentleton bc,-119.593708,49.499138,canada
taime,1899,"rodriguez, j j",,,,,saltillo mexico,-100.973678,25.438323,mexico
taime,1902,"rodriguez, j j",,,mining engineer,,saltillo coahuila,-100.973678,25.438323,mexico
taime,1905,"roe, c c",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1892,"roe, j j",,,superintendent,glasgow iron co,pottstown pa,-75.64963,40.245374,united states of america
taime,1902,"roe, j j",,,superintendent,glasgow iron co,pottstown pa,-75.64963,40.245374,united states of america
taime,1910,"roe, j j",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1911,"roeber, e e",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1906,"roebling, c c",,,,,trenton n j,-74.759717,40.220582,united states of america
taime,1906,"roebling, f f",,,,,trenton n j,-74.759717,40.220582,united states of america
taime,1892,"roepper, c c",,,,,alliance ohio,-81.105931,40.915336,united states of america
taime,1902,"roepper, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1873,"roepper, c c",,,,,bethlehem pa,-75.370458,40.625932,united states of america
taime,1876,"roepper, c c",,,,,pa,-77.194525,41.203322,united states of america
taime,1877,"roepper, c c",,,,,port oram nj,-74.584219,40.892635,united states of america
taime,1880,"roepper, c c",,,,springfield iron co.,springfield ill,-89.650148,39.781721,united states of america
taime,1882,"roepper, c c",,,,springfield iron co.,springfield ill,-89.650148,39.781721,united states of america
taime,1884,"roepper, c c",,,,,alliance ohio,-81.105931,40.915336,united states of america
taime,1886,"roepper, c c",,,,,alliance ohio,-81.105931,40.915336,united states of america
taime,1902,"roeser, f f",,,chemist,asarco,leadville colorado,-106.292524,39.250823,united states of america
taime,1904,"roesler, a a",,,president,,new york n y,-74.005973,40.712775,united states of america
taime,1907,"roesler, m m",,,,,bisbee arizona,-109.928408,31.448155,united states of america
taime,1876,"roge, l l",,,,,essex co n y,-73.950773,44.010741,united states of america
taime,1892,"rogers, a a",,,superintendent,guggenheim exploration co,prescott arizona,-112.468503,34.540024,united states of america
taime,1902,"rogers, a a",,,superintendent,guggenheim exploration co,villaldama nl,-100.431227,26.499017,mexico
taime,1882,"rogers, a a",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1884,"rogers, a a",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1886,"rogers, a a",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1904,"rogers, a a",,,mining engineer,,new york n y,-74.005973,40.712775,united states of america
taime,1902,"rogers, c c",,,manager,fraser & chalmers,kalgoorlie australia,121.466,-30.749,australia
taime,1882,"rogers, c c",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1884,"rogers, c c",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"rogers, c c",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1882,"rogers, e e",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1884,"rogers, e e",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1886,"rogers, e e",,,,,central city colorado,-105.514164,39.801932,united states of america
taime,1892,"rogers, e e",,,,apen mines,denver colo,-104.990251,39.739236,united states of america
taime,1902,"rogers, e e",,,,apen mines,aspen colo,-106.817539,39.191098,united states of america
taime,1911,"rogers, w w",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1873,"rogerson, j j",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1876,"rogerson, j j",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1877,"rogerson, j j",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1880,"rogerson, j j",,,,,croxdale hall durham,-1.58524,54.729022,united kingdom
taime,1882,"rogerson, j j",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1884,"rogerson, j j",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1886,"rogerson, j j",,,,oh vars,croxdale hall durham,-1.58524,54.729022,united kingdom
taime,1902,"rogerson, j j",,,,,durham england,-1.584852,54.77525,united kingdom
taime,1882,"rogsrns, g g",,,,,amherstburg ontario,-83.108698,42.101378,canada
taime,1906,"rohlfing, d d",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1905,"rohn, o o",,,,,madison wis,-89.40123,43.073052,united states of america
taime,1884,"rolbanp, g g",,,,,paris france,2.352222,48.856614,france
taime,1886,"rolianp, g g",,,,,paris france,2.352222,48.856614,france
taime,1876,"rolker, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"rolker, c c",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1882,"rolker, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"rolker, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"rolker, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"rolker, c c",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"rolker, c c",,,,,london england,-0.127758,51.507351,united kingdom
taime,1877,"rolland, g g",french,,,,paris france,2.352222,48.856614,france
taime,1880,"rolland, g g",french,,,,paris france,2.352222,48.856614,france
taime,1882,"rolland, g g",french,,,,paris france,2.352222,48.856614,france
taime,1902,"rolland, g g",french,,,,paris france,2.352222,48.856614,france
taime,1895,"romberg, g g",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1884,"ronaldson, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"ronaldson, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1905,"rone, l l",,,,,san luis potosi mexico,-100.985541,22.15647,mexico
taime,1877,"roney, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"roney, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"roney, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"roney, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"roney, c c",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"rongy, w w",,,,,oak park ill,-87.784503,41.885032,united states of america
taime,1886,"ronpy, l l",,,,otis iron and steel co.,cleveland ohio,-81.694361,41.49932,united states of america
taime,1886,"ronry, w w",,,,,dias cruces n m,-106.759967,32.309665,united states of america
taime,1886,"roobertson, w w",,,,,springhill nova scotia,-64.059965,45.648648,canada
taime,1886,"roobinson, c c",,,,,joliet ill,-88.081725,41.525031,united states of america
taime,1912,"rood, v v",,,,,bingham canyon utah,-112.131572,40.558671,united states of america
taime,1880,"rooess, l l",,,,,livingston ny,-73.777916,42.142423,united states of america
taime,1884,"roop, j j",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"roosevelt, e e",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"roosevelt, e e",,,,,ny city,-74.005973,40.712775,united states of america
taime,1877,"root, l l",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"roote, g g",,,mining engineer,,san francisco cal,-122.419416,37.77493,united states of america
taime,1876,"rootr, l l",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"ropertson, w w",,,,,phoenixville pa,-75.514913,40.130382,united states of america
taime,1902,"ropes, l l",,,director,,salesville mont,-110.362566,46.879682,united states of america
taime,1880,"ropinson, e e",,,,,st albans vermont,-73.083558,44.810713,united states of america
taime,1876,"ropinson, l l",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"roprinson, d d",,,,,saltsburg pa,-79.45143,40.486455,united states of america
taime,1880,"rops, c c",,,,,montreal canada,-73.567256,45.501689,canada
taime,1886,"ropsinson, g g",,,,,helena mont,-112.039106,46.589145,united states of america
taime,1882,"roptryson, e e",,,,,st albans vermont,-73.083558,44.810713,united states of america
taime,1882,"ropy, l l",,,,otis iron and steel co.,cleveland ohio,-81.694361,41.49932,united states of america
taime,1876,"ror, g g",,,,,essex co n y,-73.950773,44.010741,united states of america
taime,1877,"ror, g g",,,,,mineville n y,-73.523441,44.093612,united states of america
taime,1880,"ror, g g",,,,,mineville n y,-73.523441,44.093612,united states of america
taime,1877,"ror, l l",,,,,port henry n y,-73.459847,44.048388,united states of america
taime,1880,"ror, l l",,,,,port henry n y,-73.459847,44.048388,united states of america
taime,1882,"ror, l l",,,,,port henry n y,-73.459847,44.048388,united states of america
taime,1886,"rorhmeer, m m",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1886,"rorie, t t",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1880,"rorpbins, g g",,,,,amherstburg ontario,-83.108698,42.101378,canada
taime,1880,"roruweiu, k k",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"rosberts, p p",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"rose, c c",,,professor,colo school of mines.,golden colorado,-105.2211,39.755543,united states of america
taime,1904,"rose, g g",,,chemist,,octave ariz,-112.689899,34.141695,united states of america
taime,1907,"rose, g g",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"rose, h h",,,mining engineer,war eagle con. min. and d. co,rossland bc,-117.800004,49.078142,canada
taime,1910,"rose, l l",,,,,berlin germany,13.404954,52.520007,germany
taime,1884,"rose, w w",,,,,harrisburg pa,-76.886701,40.273191,united states of america
taime,1886,"rose, w w",,,,,harrisburg pa,-76.886701,40.273191,united states of america
taime,1892,"rose, w w",,,director,,harrisburg pa,-76.886701,40.273191,united states of america
taime,1902,"rose, w w",,,director,,harrisburg pa,-76.886701,40.273191,united states of america
taime,1892,"rose, w w",,,,compania del boleo,el paso texas.,-106.485022,31.761878,mexico
taime,1902,"rose, w w",,,,compania del boleo,santa rosalia baja california,-112.270149,27.336194,mexico
taime,1884,"rose, w w",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1886,"rose, w w",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1892,"rosecranb, g g",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1902,"rosecranb, g g",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1876,"rosecrans, g g",,,,,nevada,-116.419389,38.80261,united states of america
taime,1877,"rosecrans, g g",,,,,san rafsel cal,-122.531087,37.973535,united states of america
taime,1880,"rosecrans, g g",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1882,"rosecrans, g g",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1884,"rosecrans, g g",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1886,"rosecrans, g g",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1892,"rosell, c c",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1902,"rosell, c c",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1891,"rosenberg, l l",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"rosenfeld, l l",,,owner,,san francisco cal,-122.419416,37.77493,united states of america
taime,1892,"rosewarne, d d",,,mining engineer,,blinman so. australia,138.692958,-31.118769,australia
taime,1902,"rosewarne, d d",,,mining engineer,,auckland new zealand,174.763332,-36.84846,new zealand
taime,1882,"rosey, c c",,,,,nonesuch mich,-89.6196,46.755225,united states of america
taime,1884,"rosey, c c",,,,,organ n m,-106.601322,32.425797,united states of america
taime,1886,"rosey, c c",,,,,bethlehem pa,-75.370458,40.625932,united states of america
taime,1884,"rospertson, w w",,,,,new brighton n y,-74.090226,40.640437,united states of america
taime,1884,"rospy, l l",,,,otis iron and steel co.,cleveland ohio,-81.694361,41.49932,united states of america
taime,1882,"rosr, w w",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1882,"rosr, w w",,,,,irwin colorado,-107.096993,38.873604,united states of america
taime,1884,"rosr, w w",,,,,south pueblo colorado,-104.609141,38.254447,united states of america
taime,1907,"ross, a a",,,,,blair nev,-117.64833,37.79306,united states of america
taime,1886,"ross, f f",,,,,hecla montana,-115.789187,47.471114,united states of america
taime,1892,"ross, f f",,,,,seattle wash,-122.332071,47.60621,united states of america
taime,1902,"ross, f f",,,,,seattle wash,-122.332071,47.60621,united states of america
taime,1907,"ross, f f",,,,,hedley b c,-120.076544,49.357177,canada
taime,1905,"ross, g g",,,,,copperopolis cal,-120.641872,37.981036,united states of america
taime,1908,"ross, h h",,,,,la fundicion peru,-77.127489,-11.977095,peru
taime,1902,"ross, j j",,,superintendent,wildman syndicate,sutter creek cal.,-120.802436,38.392968,united states of america
taime,1907,"ross, j j",,,,,jersey city n j,-74.043144,40.717755,united states of america
taime,1906,"ross, l l",,,,,johnson city tenn,-82.353473,36.31344,united states of america
taime,1876,"ross, w w",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1877,"ross, w w",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1892,"rossi, a a",,,consulting engineer,,ny city,-74.005973,40.712775,united states of america
taime,1902,"rossi, a a",,,consulting engineer,,ny city,-74.005973,40.712775,united states of america
taime,1882,"rosz, w w",,,,,harrisburg pa,-76.886701,40.273191,united states of america
taime,1905,"rothschild, c c",,,,,flat river mo,-90.554665,37.82104,united states of america
taime,1882,"rothwee, t t",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"rothwell, j j",,,,,sumpter oregon.,-118.202163,44.745707,united states of america
taime,1902,"rothwell, j j",,,,,sumpter oregon.,-118.202163,44.745707,united states of america
taime,1873,"rothwell, r r",,,,,new york city,-74.005973,40.712775,united states of america
taime,1876,"rothwell, r r",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"rothwell, r r",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"rothwell, r r",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"rothwell, r r",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"rothwell, r r",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"rothwell, r r",,,,,ny city,-74.005973,40.712775,united states of america
taime,1895,"rotthoff, w w",,,,,rankin pa,-79.879216,40.412569,united states of america
taime,1877,"rotxen, c c",,,,,reno nevada,-119.813803,39.529633,united states of america
taime,1902,"rowanp, l l",,,electrical enginer,wetherill separating co,newark n j,-74.172367,40.735657,united states of america
taime,1892,"rowe, d d",,,,,cornwall england,-5.052713,50.266047,united kingdom
taime,1902,"rowe, d d",,,,,cornwall england,-5.052713,50.266047,united kingdom
taime,1912,"rowe, f f",,,,,burke ida,-119.174365,34.228325,united states of america
taime,1876,"roy, a a",,,,,columbus ohio,-82.998794,39.961176,united states of america
taime,1877,"roy, a a",,,,,columbus ohio,-82.998794,39.961176,united states of america
taime,1909,"royce, s s",,,,,cambridge mass,-71.109734,42.373616,united states of america
taime,1877,"rracs, g g",,,,washington university,st louis mo,-90.199404,38.627003,united states of america
taime,1882,"rrezter, o o",,,,,conejos colorado,-106.019745,37.088345,united states of america
taime,1882,"rrorpan, d d",,,,,tucson arizona,-110.974711,32.222607,united states of america
taime,1906,"rubel, m m",,,,,mascota jalisco,-104.789225,20.526003,mexico
taime,1886,"rueger, c c",,,,,anaconda mont,-112.947836,46.1263,united states of america
taime,1892,"ruetschi, r r",,,consulting engineer,la gran fundicion central mexicana,argentine kan.,-94.660535,39.05629,united states of america
taime,1902,"ruetschi, r r",,,consulting engineer,la gran fundicion central mexicana,monterrey mexico,-100.316113,25.686614,mexico
taime,1909,"ruggles, g g",,,,,santa rita n m,-108.071503,32.80368,united states of america
taime,1902,"ruhl, j j",,,,roemler & hasslacher chem co,ny city,-74.005973,40.712775,united states of america
taime,1884,"ruhopves, f f",,,,i mingo furnace co.,sandy utah,-111.838973,40.564978,united states of america
taime,1906,"rule, j j",,,,,torreon coahuila,-103.406786,25.542844,mexico
taime,1906,"rumbold, w w",,,,,oruro bolivia,-67.093138,-17.971672,bolivia
taime,1884,"rundall, c c",,,,,amenia n y,-73.556792,41.84926,united states of america
taime,1882,"runpaut, c c",,,,,amenia n y,-73.556792,41.84926,united states of america
taime,1892,"runyon, w w",,,president,struthers furnace co,cleveland ohio,-81.694361,41.49932,united states of america
taime,1902,"runyon, w w",,,president,struthers furnace co,cleveland ohio,-81.694361,41.49932,united states of america
taime,1876,"ruopes, f f",,,,south american mining co.,philada,-75.165222,39.952584,united states of america
taime,1877,"ruopes, f f",,,,south american mining co.,walnut st philada,-75.194787,39.953146,united states of america
taime,1880,"ruopes, f f",,,,,quebec canada.,-73.549136,52.939916,canada
taime,1882,"ruopes, f f",,,,,tombstone arizona,-110.067576,31.712868,united states of america
taime,1886,"ruopes, f f",,,,p. o. box 726,quebec canada.,-73.549136,52.939916,canada
taime,1876,"ruopes, j j",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1877,"ruopes, j j",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1880,"ruopes, j j",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1882,"ruopes, j j",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1884,"ruopes, j j",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1882,"rurrmann, f f",,,,,tilly foster ny,-73.636321,41.4202,united states of america
taime,1905,"rusden, a a",,,,,johannesburg transvaal s africa,28.047305,-26.204103,south africa
taime,1907,"rushmore, d d",,,,,schenectady ny,-73.939569,42.814243,united states of america
taime,1892,"russeel, w w",,,vice president,russel wheel & foundry co,detroit mich,-83.045754,42.331427,united states of america
taime,1902,"russeel, w w",,,vice president,russel wheel & foundry co,detroit mich,-83.045754,42.331427,united states of america
taime,1906,"russel, i i",,,,,ouray colorado,-107.671449,38.022772,united states of america
taime,1892,"russel, w w",,,,,detroit mich,-83.045754,42.331427,united states of america
taime,1902,"russel, w w",,,,,detroit mich,-83.045754,42.331427,united states of america
taime,1892,"russell, a a",,,mining engineer,,honda colombia,-74.737081,5.205118,colombia
taime,1902,"russell, a a",,,mining engineer,,honda colombia,-74.737081,5.205118,colombia
taime,1909,"russell, b b",,,,,nacozari sonora,-109.687538,30.375342,mexico
taime,1884,"russell, e e",,,,,park city utah,-111.497973,40.646062,united states of america
taime,1886,"russell, e e",,,,,park city utah,-111.497973,40.646062,united states of america
taime,1892,"russell, e e",,,,,park city utah,-111.497973,40.646062,united states of america
taime,1902,"russell, e e",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1902,"russell, m m",,,mining engineer,otago school of mines,dunedin nz,170.502798,-45.878761,new zealand
taime,1884,"russell, s s",,,,,st louis mo,-90.199404,38.627003,united states of america
taime,1886,"russell, s s",,,,,st lonis mo,-90.199404,38.627003,united states of america
taime,1876,"russell, s s",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"russell, s s",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"russell, s s",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"russell, s s",,,owner,,deadwood south dakota.,-103.729642,44.376651,united states of america
taime,1902,"russell, w w",,,chemist,,ayr scotland.,-4.629179,55.458564,united kingdom
taime,1907,"russell, w w",,,,,tonopah nev,-117.230586,38.069211,united states of america
taime,1886,"russet, w w",,,,,detroit mich,-83.045754,42.331427,united states of america
taime,1902,"rutherford, f f",,,assistant,asarco,aguascalientes aguascalientes,-102.291568,21.885256,mexico
taime,1886,"rutherford, j j",,,,albion mine,stellartogn nova scotia.,-62.66039,45.556777,canada
taime,1884,"rutherford, j j",,,,,stellartogn nova scotia.,-62.66039,45.556777,canada
taime,1910,"rutherford, w w",,,,,glasgow scotland,-4.251806,55.864237,united kingdom
taime,1905,"rutledge, j j",,,,,baltimore md,-76.612189,39.290385,united states of america
taime,1886,"rutrmann, f f",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"ruttmann, f f",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"ruttmann, f f",,,,,ny city,-74.005973,40.712775,united states of america
taime,1884,"ruttmann, f f",,,,,new york city,-74.005973,40.712775,united states of america
taime,1912,"ryall, g g",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1902,"ryan, e e",,,mining engineer,,mexico city,-99.133208,19.432608,mexico
taime,1905,"ryan, j j",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1910,"ryan, w w",,,,,inyati rhodesia,28.865506,-19.663324,zimbabwe
taime,1876,"ryder, c c",,,,otis iron and steel co.,cleveland ohio,-81.694361,41.49932,united states of america
taime,1910,"ryder, i i",,,,,san jos cal,-121.886329,37.338208,united states of america
taime,1902,"ryder, t t",,,,,mexico city,-99.133208,19.432608,mexico
taime,1892,"ryon, a a",,,,,bozeman mont,-111.042934,45.676998,united states of america
taime,1902,"ryon, a a",,,,,bozeman mont,-111.042934,45.676998,united states of america
taime,1877,"rypdrer, c c",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1892,"s, v v",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"s, v v",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"sa, v v",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1902,"sa, v v",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1873,"sackett, c c",,,,,cold spring n y,-73.954583,41.420094,united states of america
taime,1911,"sackett, c c",,,,,livingston mont,-110.559956,45.661411,united states of america
taime,1877,"sacketttt, s s",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1892,"saddler, v v",,,contractor,baxter & saddler,melbourne australia,144.963058,-37.813628,australia
taime,1902,"saddler, v v",,,contractor,baxter & saddler,melbourne australia,144.963058,-37.813628,australia
taime,1876,"sadler, h h",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1877,"sadler, h h",,,,,brockport n y,-77.93918,43.213671,united states of america
taime,1902,"sahlberg, a a",,,manager,la esperanza mine,el oro mexico,-100.133916,19.800753,mexico
taime,1882,"sahlin, a a",,,,,johnstown pa,-78.92197,40.326741,united states of america
taime,1892,"sahlin, a a",,,superintendent,millom & askam hematite iron co,sparrow s point md,-76.480675,39.226115,united states of america
taime,1902,"sahlin, a a",,,superintendent,millom & askam hematite iron co,cumberland england,-2.797484,54.577232,united kingdom
taime,1884,"sairn, j j",,,,solvay process co,syracuse n y,-76.147424,43.048122,united states of america
taime,1902,"sakikawa, m m",,,,care shinitomo-office,niihama iyo japan.,133.283392,33.960288,japan
taime,1912,"saks, l l",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1902,"sales, r r",,,mining engineer,boston & montana cons. cop. & silver mining co,butte montana,-112.534778,46.003823,united states of america
taime,1906,"salisbury, e e",,,,,alamo nueva leon,-99.772025,26.486711,mexico
taime,1880,"salom, p p",,,,,altoona pa,-78.394736,40.518681,united states of america
taime,1882,"salom, p p",,,,,continental hotel philadelphia,-75.170461,39.951863,united states of america
taime,1884,"salom, p p",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"salom, p p",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"salom, p p",,,president,electrical lead reduction co,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"salom, p p",,,president,electrical lead reduction co,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"salsbury, m m",,,president,midland coal co,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"salsbury, m m",,,president,midland coal co,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1910,"sampson, r r",,,,,medford mass,-71.106164,42.41843,united states of america
