,id,source,original name,simplified name,year,class,loc,lon,lat
882,7616,total,"faxon, george nathaniel","faxon, g n",1897,NA,FALSE,,
883,7634,total,"fay, harrison p","fay, h p",1875,NA,FALSE,,
884,7639,total,"fay, ralph m","fay, r m",1888,IX,FALSE,,
885,7645,total,"faymonville, leroy bernard","faymonville, l b",1909,NA,FALSE,,
886,7661,total,"fellows, frederick b","fellows, f b",1874,NA,FALSE,,
887,7672,total,"felton, fred l","felton, f l",1895,NA,FALSE,,
888,7688,total,"ferguson, edward hugh","ferguson, e h",1897,V,FALSE,,
889,7691,total,"ferguson, george orme","ferguson, g o",1910,I,FALSE,,
890,7700,total,"ferguson, robert arthur","ferguson, r a",1899,II,FALSE,,
891,7713,total,"fernandez, francisco","fernandez, f",1911,VI,FALSE,,
892,7723,total,"ferrin, henry abbott","ferrin, h a",1902,XIII,FALSE,,
893,7728,total,"ferris, edward m","ferris, e m",1876,NA,FALSE,,
894,7733,total,"ferris, robert murray","ferris, r m",1897,VI,FALSE,,
895,7762,total,"field, alphilda caroline","field, a c",1906,NA,FALSE,,
896,7765,total,"field, david dudley","field, d d",1902,II,FALSE,,
897,7774,total,"field, francis jerome","field, f j",1902,XI,FALSE,,
898,7779,total,"field, james a","field, j a",1873,I,FALSE,,
899,7790,total,"fifield, charles b","fifield, c b",1879,II,FALSE,,
900,7793,total,"fifield, frederic alonzo","fifield, f a",1899,II,FALSE,,
901,7795,total,"figyelmessy, haldeman","figyelmessy, h",1904,IV,FALSE,,
902,7825,total,"firth, frank russell","firth, f r",1868,I,FALSE,,
903,7828,total,"fischer, frederick t","fischer, f t",1890,NA,FALSE,,
904,7831,total,"fish, harold coburn","fish, h c",1902,I,FALSE,,
905,7840,total,"fisher, charles h","fisher, c h",1877,II,FALSE,,
906,7849,total,"fisher, frederick luther","fisher, f l",1873,I,FALSE,,
907,7861,total,"fisher, oliver dearborn","fisher, o d",1901,X,FALSE,,
908,7864,total,"fisher, samuel t","fisher, s t",1882,NA,FALSE,,
909,7875,total,"fisk, robert farris","fisk, r f",1870,NA,FALSE,,
910,7889,total,"fitch, charles henry","fitch, c h",1902,V,FALSE,,
911,7892,total,"fitch, fred douglass","fitch, f d",1897,IV,FALSE,,
912,7893,total,"fitch, francis theodore","fitch, f t",1900,III,FALSE,,
913,7908,total,"fitts, frederic whitney","fitts, f w",1893,IV,FALSE,,
914,7920,total,"fitzgerald, john watson","fitzgerald, j w",1897,VI,FALSE,,
915,7921,total,"fitzgibbon, morris joseph","fitzgibbon, m j",1897,NA,FALSE,,
916,7925,total,"fitzpatrick, william leo","fitzpatrick, w l",1900,NA,FALSE,,
917,7928,total,"flagg, edith augusta","flagg, e a",1900,V,FALSE,,
918,7937,total,"flanders, howard nelson","flanders, h n",1903,II,FALSE,,
919,7950,total,"fleck, charles everest","fleck, c e",1902,NA,FALSE,,
920,7964,total,"fleming, wilson gordon","fleming, w g",1914,IV,FALSE,,
921,7965,total,"flemings, john albert","flemings, j a",1899,VI,FALSE,,
922,7972,total,"fletcher, grace webster","fletcher, g w",1896,V,FALSE,,
923,7973,total,"fletcher, harold hervey","fletcher, h h",1902,I,FALSE,,
924,7978,total,"fletcher, katharine s","fletcher, k s",1881,NA,FALSE,,
925,8000,total,"flint, charles l","flint, c l",1883,NA,FALSE,,
926,8006,total,"flint, william c","flint, w c",1877,III,FALSE,,
927,8017,total,"floyd, clarence bingham","floyd, c b",1892,IV,FALSE,,
928,8028,total,"fogerty, emory hartwell","fogerty, e h",1898,XIII,FALSE,,
929,8031,total,"fogg, benjamin greely","fogg, b g",1903,I,FALSE,,
930,8032,total,"fogg, charles eugene","fogg, c e",1906,I,FALSE,,
931,8033,total,"fogg, frank batchelder","fogg, f b",1900,IV,FALSE,,
932,8038,total,"foley, daniel alfred","foley, d a",1905,VIII,FALSE,,
933,8041,total,"foley, john b","foley, j b",1872,NA,FALSE,,
934,8060,total,"folsom, charles b","folsom, c b",1889,II,FALSE,,
935,8061,total,"folsom, herbert arthur","folsom, h a",1897,V,FALSE,,
936,8067,total,"folsom, susie theodosia","folsom, s t",1908,VII,FALSE,,
937,8088,total,"footman, frederic n","footman, f n",1870,NA,FALSE,,
938,8106,total,"forbes, j malcolm","forbes, j m",1870,NA,FALSE,,
939,8116,total,"ford, frank h","ford, f h",1879,IV,FALSE,,
940,8121,total,"ford, lynette","ford, l",1905,V,FALSE,,
941,8131,total,"forristall, arthur m","forristall, a m",1889,V,FALSE,,
942,8137,total,"forsyth, joshua e","forsyth, j e",1888,V,FALSE,,
943,8140,total,"forsythe, robert jay","forsythe, r j",1896,III,FALSE,,
944,8147,total,"fosdick, charles mussey","fosdick, c m",1900,XI,FALSE,,
945,8150,total,"foss, charles henry","foss, c h",1895,NA,FALSE,,
946,8151,total,"foss, charles s","foss, c s",1884,V,FALSE,,
947,8152,total,"foss, edward r","foss, e r",1886,V,FALSE,,
948,8155,total,"foss, harry a","foss, h a",1882,II,FALSE,,
949,8160,total,"foss, walter n","foss, w n",1888,V,FALSE,,
950,8163,total,"foster, arthur h","foster, a h",1882,II,FALSE,,
951,8172,total,"foster, harold francis","foster, f h",1907,XI,FALSE,,
952,8173,total,"foster, francis homer","foster, f h",1892,I,FALSE,,
953,8191,total,"foster, sumner hatherly","foster, s h",1895,NA,FALSE,,
954,8192,total,"foster, sol sharp","foster, s s",1902,0,FALSE,,
955,8193,total,"foster, thomas","foster, t",1902,NA,FALSE,,
956,8194,total,"foster, theodore reno","foster, t r",1886,II,FALSE,,
957,8195,total,"foster, william wallace","foster, w",1892,VI,FALSE,,
958,8198,total,"foster, winfield dlric","foster, w d",1910,III,FALSE,,
959,8202,total,"foster, william henry","foster, w h",1906,II,FALSE,,
960,8219,total,"fowle, george e","fowle, g e",1882,NA,FALSE,,
961,8220,total,"fowle, john a","fowle, j a",1872,NA,FALSE,,
962,8223,total,"fowle, robert halsey","fowle, r h",1903,NA,FALSE,,
963,8226,total,"fowler, elbert","fowler, e",1905,XIII,FALSE,,
964,8227,total,"fowler, frank d","fowler, f d",1880,II,FALSE,,
965,8234,total,"fowler, philip augustus","fowler, p a",1895,NA,FALSE,,
966,8251,total,"fox, henry","fox, h",1891,NA,FALSE,,
967,8262,total,"fox, william l","fox, w l",1873,NA,FALSE,,
968,8274,total,"francis, george t","francis, g t",1880,II,FALSE,,
969,8281,total,"francis, joseph s","francis, j s",1870,NA,FALSE,,
970,8292,total,"frank, george w","frank, g w",1894,IV,FALSE,,
971,8303,total,"franklin, joseph","franklin, j",1896,V,FALSE,,
972,8314,total,"fraser, frederick john","fraser, f j",1905,V,FALSE,,
973,8328,total,"frazier, charles wellington","frazier, c w",1897,VI,FALSE,,
974,8353,total,"freeman, frederick w","freeman, f w",1873,NA,FALSE,,
975,8362,total,"freeman, john h","freeman, j h",1888,NA,FALSE,,
976,8368,total,"fremmer, john arthur","fremmer, j a",1905,II,FALSE,,
977,8385,total,"french, edward rutledge","french, e r",1892,VI,FALSE,,
978,8407,total,"french, william m","french, w m",1868,NA,FALSE,,
979,8408,total,"french, willard w","french, w w",1879,NA,FALSE,,
980,8409,total,"fresch, george","fresch, g",1896,IV,FALSE,,
981,8430,total,"frisbie, walter levi","frisbie, w l",1893,II,FALSE,,
982,8431,total,"friz, clyde nelson","friz, c n",1894,IV,FALSE,,
983,8434,total,"frizzell, joseph albert","frizzell, j a",1901,NA,FALSE,,
984,8442,total,"frost, albert w","frost, a w",1885,II,FALSE,,
985,8447,total,"frost, henry g","frost, h g",1885,III,FALSE,,
986,8448,total,"frost, howard varnum","frost, h v",1882,V,FALSE,,
987,8449,total,"frost, harwood young","frost, h y",1909,II,FALSE,,
988,8460,total,"frost, walter s","frost, w s",1877,II,FALSE,,
989,8465,total,"frothingham, mark","frothingham, m",1882,II,FALSE,,
990,8482,total,"fuentes, campos andres","fuentes, c a",1905,IX,FALSE,,
991,8501,total,"fuller, frederic beecher","fuller, f b",1892,NA,FALSE,,
992,8519,total,"fuller, josiah franklin","fuller, j f",1887,V,FALSE,,
993,8522,total,"fuller, mary augusta","fuller, m a",1886,V,FALSE,,
994,8555,total,"furlong, anna genevieve","furlong, a g",1898,VII,FALSE,,
995,8610,total,"gallagher, edward gerald","gallagher, e g",1900,VI,FALSE,,
996,8624,total,"gallison, william edward","gallison, w e",1892,IV,FALSE,,
997,8635,total,"gamage, harry charles","gamage, h c",1902,VI,FALSE,,
998,8644,total,"gammon, maud gertrude","gammon, m g",1903,VII,FALSE,,
999,8673,total,"gardiner, edward g","gardiner, e g",1882,VII,FALSE,,
1000,8690,total,"gardner, charlotte m","gardner, c m",1896,VII,FALSE,,
1001,8699,total,"gardner, herbert","gardner, h",1870,NA,FALSE,,
1002,8708,total,"gardner, james browne","gardner, j b",1873,I,FALSE,,
1003,8714,total,"gardner, newman w","gardner, n w",1876,NA,FALSE,,
1004,8728,total,"gargan, h nordoff","gargan, h n",1902,NA,FALSE,,
1005,8736,total,"garlick, anson k","garlick, a k",1874,NA,FALSE,,
1006,8743,total,"garrett, christina hallowell","garrett, c h",1900,IV,FALSE,,
1007,8746,total,"garrett, george palmer","garrett, g p",1909,III,FALSE,,
1008,8747,total,"garrett, william warren","garrett, w w",1901,III,FALSE,,
1009,8755,total,"garvin, joseph aloysius","garvin, j a",1901,IV,FALSE,,
1010,8762,total,"gasche, karl wise","gasche, k w",1910,X,FALSE,,
1011,8765,total,"gaskill, mary mortimer","gaskill, m m",1903,VII,FALSE,,
1012,8766,total,"gasquet, fernand vaughan","gasquet, f v",1905,VI,FALSE,,
1013,8767,total,"gatch, elwood stewart","gatch, e s",1895,VII,FALSE,,
1014,8769,total,"gates, frank c","gates, f c",1894,IV,FALSE,,
1015,8774,total,"gates, warren austin","gates, w a",1907,IV,FALSE,,
1016,8780,total,"gaudelet, arthur h","gaudelet, a h",1885,NA,FALSE,,
1017,8781,total,"gauss, carl friedrich","gauss, c f",1900,IX,FALSE,,
1018,8790,total,"gay, edward h","gay, e h",1886,NA,FALSE,,
1019,8793,total,"gay, frederick t","gay, f t",1869,IV,FALSE,,
1020,8814,total,"gaylord, wallace kendall","gaylord, w k",1893,V,FALSE,,
1021,8829,total,"geer, robert d","geer, r d",1877,NA,FALSE,,
1022,8842,total,"gelette, william","gelette, w",1869,NA,FALSE,,
1023,8859,total,"gere, alfred dalton","gere, a d",1906,NA,FALSE,,
1024,8864,total,"gerhard, hans weiskirch","gerhard, h w",1907,II,FALSE,,
1025,8867,total,"gerhardt, carl e","gerhardt, c e",1879,NA,FALSE,,
1026,8872,total,"germer, otto","germer, o",1892,II,FALSE,,
1027,8883,total,"gerry, lyman l","gerry, l l",1882,I,FALSE,,
1028,8886,total,"gershberg, joseph","gershberg, j",1912,VI,FALSE,,
1029,8906,total,"gibbs, joseph field","gibbs, j f",1871,NA,FALSE,,
1030,8907,total,"gibbs, lucian everett","gibbs, l e",1896,I,FALSE,,
1031,8908,total,"gibbs, nathan jackson","gibbs, n j",1906,I,FALSE,,
1032,8911,total,"gibson, austin ely","gibson, a e",1900,VI,FALSE,,
1033,8915,total,"gibson, carl blanchard","gibson, c b",1903,NA,FALSE,,
1034,8918,total,"gibson, louis h","gibson, l h",1876,NA,FALSE,,
1035,8919,total,"giddings, laura","giddings, l",1881,NA,FALSE,,
1036,8924,total,"giel, marcel ignaz","giel, m i",1901,I,FALSE,,
1037,8946,total,"gilbert, irvin e","gilbert, i e",1903,IV,FALSE,,
1038,8953,total,"gilbert, robert w","gilbert, r w",1882,IV,FALSE,,
1039,8954,total,"gilbreth, mary e","gilbreth, m e",1890,NA,FALSE,,
1040,8994,total,"gillis, thomas leo","gillis, t l",1906,VI,FALSE,,
1041,8995,total,"gillon, charles joseph","gillon, c j",1892,NA,FALSE,,
1042,8998,total,"gilman, charles chadbourne","gilman, c c",1868,III,FALSE,,
1043,8999,total,"gilman, charles w","gilman, c w",1889,NA,FALSE,,
1044,9008,total,"gilman, walter eastman","gilman, w e",1899,I,FALSE,,
1045,9015,total,"gilmore, franklin chester","gilmore, f c",1894,NA,FALSE,,
1046,9022,total,"gilmore, john byers","gilmore, j b",1901,I,FALSE,,
1047,9033,total,"gilpin, charles edward","gilpin, c e",1894,NA,FALSE,,
1048,9059,total,"givrigian, srabian vartan","givrigian, s v",1911,VI,FALSE,,
1049,9077,total,"gleason, albert h","gleason, a h",1887,II,FALSE,,
1050,9147,total,"goding, william","goding, w",1879,II,FALSE,,
1051,9172,total,"goldie, david moray","goldie, d m",1913,I,FALSE,,
1052,9185,total,"goldthwaite, lee faulkner","goldthwaite, l f",1905,I,FALSE,,
1053,9188,total,"gomez, jose","gomez, j",1908,XIII,FALSE,,
1054,9191,total,"gonzalez, alberto primitivo","gonzalez, a p",1901,III,FALSE,,
1055,9194,total,"gonzalez, rafael secundino","gonzalez, r s",1899,NA,FALSE,,
1056,9223,total,"goodman, a j","goodman, a j",1877,NA,FALSE,,
1057,9242,total,"goodrich, charles h","goodrich, c h",1877,NA,FALSE,,
1058,9245,total,"goodrich, ira burnside","goodrich, i b",1895,NA,FALSE,,
1059,9254,total,"goodwillie, james barrett","goodwillie, j b",1896,III,FALSE,,
1060,9273,total,"goodwin, percy ffreeman","goodwin, p f",1901,NA,FALSE,,
1061,9284,total,"goomrigian, bedros martyros","goomrigian, b m",1910,V,FALSE,,
1062,9290,total,"gordon, fred william","gordon, f w",1907,II,FALSE,,
1063,9295,total,"gore, fred e","gore, f e",1884,NA,FALSE,,
1064,9299,total,"gorham, arthur","gorham, a",1868,NA,FALSE,,
1065,9314,total,"goudey, frank budd","goudey, f b",1897,I,FALSE,,
1066,9315,total,"gough, john bernard","gough, j b",1896,I,FALSE,,
1067,9324,total,"gould, edward percival","gould, e p",1896,NA,FALSE,,
1068,9329,total,"gould, h","gould, h",1879,NA,FALSE,,
1069,9336,total,"gould, robert h","gould, r h",1876,VI,FALSE,,
1070,9339,total,"gover, maurice howell","gover, m h",1904,VI,FALSE,,
1071,9342,total,"gowen, charles s","gowen, c s",1871,NA,FALSE,,
1072,9346,total,"gowing, earle harley","gowing, e h",1877,NA,FALSE,,
1073,9355,total,"gracea, joseph j","gracea, j j",1880,IV,FALSE,,
1074,9383,total,"granger, carrie amelia","granger, c a",1893,VII,FALSE,,
1075,9384,total,"granger, eliot","granger, e",1904,I,FALSE,,
1076,9389,total,"grant, herbert c","grant, h c",1879,I,FALSE,,
1077,9392,total,"grant, james","grant, j",1884,NA,FALSE,,
1078,9393,total,"grant, james allen","grant, j a",1910,XI,FALSE,,
1079,9409,total,"graves, amos h","graves, a h",1883,II,FALSE,,
1080,9410,total,"graves, charles william","graves, c w",1892,VI,FALSE,,
1081,9412,total,"graves, edmund p","graves, e p",1878,NA,FALSE,,
1082,9417,total,"graves, louis whitney","graves, l w",1903,II,FALSE,,
1083,9429,total,"gray, edward wyllys","gray, e w",1892,NA,FALSE,,
1084,9442,total,"gray, robert s","gray, r s",1868,NA,FALSE,,
1085,9444,total,"gray, thomas j","gray, t j",1870,NA,FALSE,,
1086,9452,total,"greeley, frederick","greeley, f",1876,VIII,FALSE,,
1087,9453,total,"greeley, guy h","greeley, g h",1887,II,FALSE,,
1088,9505,total,"greene, william b","greene, b w",1874,NA,FALSE,,
1089,9506,total,"greene, bertram william","greene, b w",1902,IX,FALSE,,
1090,9507,total,"greene, charles ezra","greene, c e",1868,I,FALSE,,
1091,9511,total,"greene, samuel cuyler","greene, c s",1885,II,FALSE,,
1092,9512,total,"greene, charles sumner","greene, c s",1892,IV,FALSE,,
1093,9528,total,"greene, joseph t","greene, j t",1886,IV,FALSE,,
1094,9533,total,"greenlaw, charles rutherford","greenlaw, c r",1899,II,FALSE,,
1095,9539,total,"greenleaf, edward hale","greenleaf, e h",1873,IV,FALSE,,
1096,9549,total,"greenough, arthur temple","greenough, a t",1880,NA,FALSE,,
1097,9556,total,"greenough, walter c","greenough, w c",1877,IV,FALSE,,
1098,9557,total,"greenwood, charles w","greenwood, c w",1873,NA,FALSE,,
1099,9568,total,"greenwood, robert macomber","greenwood, r m",1895,II,FALSE,,
1100,9569,total,"greenwood, williston wirt","greenwood, w w",1895,II,FALSE,,
1101,9589,total,"grice, john marriott","grice, j m",1903,III,FALSE,,
1102,9590,total,"griffin, arthur eugene","griffin, a e",1902,VI,FALSE,,
1103,9593,total,"griffin, frederic","griffin, f",1902,NA,FALSE,,
1104,9613,total,"grimes, fred w","grimes, f w",1879,II,FALSE,,
1105,9620,total,"grinnell, oliver cromwell","grinnell, o c",1897,NA,FALSE,,
1106,9636,total,"grosh, jerome emil","grosh, j e",1898,IV,FALSE,,
1107,9653,total,"grover, george c","grover, g c",1879,IV,FALSE,,
1108,9658,total,"grover, william h","grover, w h",1889,II,FALSE,,
1109,9662,total,"grunsky, eugene lucius","grunsky, e l",1909,I,FALSE,,
1110,9672,total,"guest, david p","guest, d p",1884,II,FALSE,,
1111,9681,total,"guild, charles humphreys","guild, c h",1884,II,FALSE,,
1112,9725,total,"gurza, jaime","gurza, j",1903,III,FALSE,,
1113,9728,total,"gustin, george h","gustin, g h",1883,III,FALSE,,
1114,9733,total,"guthrie, george e","guthrie, g e",1884,II,FALSE,,
1115,9738,total,"gutterson, frank alden","gutterson, f a",1895,IV,FALSE,,
1116,9749,total,"haarstick, william theodore","haarstick, w t",1886,NA,FALSE,,
1117,9756,total,"hackett, jean a","hackett, j a",1882,IV,FALSE,,
1118,9759,total,"hadaway, william seymour","hadaway, w s",1887,VIII,FALSE,,
1119,9760,total,"hadcock, edward webster","hadcock, e w",1902,I,FALSE,,
1120,9761,total,"haddock, herbert w","haddock, h w",1890,NA,FALSE,,
1121,9772,total,"hadley, john c","hadley, j c",1870,NA,FALSE,,
1122,9787,total,"hagen, william lille","hagen, w l",1914,XIII,FALSE,,
1123,9795,total,"hague, william","hague, w",1890,NA,FALSE,,
1124,9800,total,"hahn, william irwin","hahn, w i",1893,II,FALSE,,
1125,9805,total,"haines, edward w","haines, e w",1882,II,FALSE,,
1126,9806,total,"haines, fred","haines, f",1877,NA,FALSE,,
1127,9807,total,"haines, frank march","haines, f m",1884,III,FALSE,,
1128,9808,total,"haines, john taylor","haines, j t",1885,NA,FALSE,,
1129,9824,total,"hale, david campbell","hale, d c",1882,IV,FALSE,,
1130,9843,total,"hale, robert sever","hale, r s",1894,NA,FALSE,,
1131,9855,total,"haley, john francis","haley, j f",1907,I,FALSE,,
1132,9860,total,"hall, fred a","hall, a f",1885,II,FALSE,,
1133,9861,total,"hall, albert francis","hall, a f",1868,II,FALSE,,
1134,9864,total,"hall, albert percival","hall, a p",1893,I,FALSE,,
1135,9878,total,"hall, frank david","hall, f d",1905,XIII,FALSE,,
1136,9881,total,"hall, frank elliot","hall, f e",1895,NA,FALSE,,
1137,9894,total,"hall, herbert c","hall, h c",1873,NA,FALSE,,
1138,9925,total,"hall, william montague","hall, m w",1898,XIII,FALSE,,
1139,9926,total,"hall, milton weston","hall, m w",1900,VII,FALSE,,
1140,9931,total,"hall, prescott farnsworth","hall, p f",1889,NA,FALSE,,
