,id,source,original name,simplified name,year,class,loc,lon,lat
1612,14945,total,"marbury, david hatton","marbury, d h",1892,II,FALSE,,
1613,14966,total,"marion, william c","marion, w c",1875,NA,FALSE,,
1614,14969,total,"markel, pryor lee","markel, p l",1891,NA,FALSE,,
1615,14970,total,"markiewitz, david","markiewitz, d",1903,NA,FALSE,,
1616,14979,total,"marques, jofio p","marques, j p",1885,II,FALSE,,
1617,14980,total,"marquez, francisco davila","marquez, f d",1909,VI,FALSE,,
1618,15006,total,"marshall, dunbar","marshall, d",1883,NA,FALSE,,
1619,15018,total,"marshall, william r","marshall, w r",1890,NA,FALSE,,
1620,15025,total,"martenet, simon jonas","martenet, s j",1904,V,FALSE,,
1621,15030,total,"martin, charles edwin","martin, c e",1890,V,FALSE,,
1622,15035,total,"martin, frank h","martin, f h",1890,IV,FALSE,,
1623,15037,total,"martin, horace b","martin, h b",1884,II,FALSE,,
1624,15041,total,"martin, leonora de","martin, l d",1901,NA,FALSE,,
1625,15048,total,"martin, william chaille","martin, w c",1903,V,FALSE,,
1626,15062,total,"marvin, fred h","marvin, f h",1895,NA,FALSE,,
1627,15063,total,"marvin, george adams","marvin, g a",1905,NA,FALSE,,
1628,15072,total,"marvin, julia rogers","marvin, j r",1895,NA,FALSE,,
1629,15092,total,"mason, frederic","mason, f",1886,NA,FALSE,,
1630,15098,total,"mason, henry eager","mason, h e",1892,NA,FALSE,,
1631,15099,total,"mason, howell rogers","mason, h r",1883,NA,FALSE,,
1632,15122,total,"massey, frederick victor","massey, f v",1893,NA,FALSE,,
1633,15150,total,"mathews, william john","mathews, w j",1901,NA,FALSE,,
1634,15151,total,"mathewson, jesse follett","mathewson, j f",1911,VI,FALSE,,
1635,15152,total,"mathewson, mary w","mathewson, m w",1885,VIII,FALSE,,
1636,15167,total,"matthews, george t","matthews, g t",1880,II,FALSE,,
1637,15180,total,"mauran, frederick l","mauran, f l",1873,NA,FALSE,,
1638,15186,total,"maury, mytton","maury, m",1890,VII,FALSE,,
1639,15219,total,"may, frank a","may, f a",1874,NA,FALSE,,
1640,15230,total,"may, william chance","may, w c",1873,V,FALSE,,
1641,15249,total,"maynadier, causten brown","maynadier, c b",1896,NA,FALSE,,
1642,15279,total,"mcallister, arthur","mcallister, a",1896,IV,FALSE,,
1643,15323,total,"mcclelland, corliss blake","mcclelland, c b",1912,II,FALSE,,
1644,15324,total,"mcclenahan, walter","mcclenahan, w",1900,V,FALSE,,
1645,15325,total,"mcclintock, edwin clare","mcclintock, e c",1896,VI,FALSE,,
1646,15334,total,"mcclure, harry winford","mcclure, h w",1904,NA,FALSE,,
1647,15340,total,"mcconnell, frank william","mcconnell, f w",1905,II,FALSE,,
1648,15346,total,"mccormick, charles b","mccormick, c b",1891,V,FALSE,,
1649,15349,total,"mccormick, james","mccormick, j",1898,VII,FALSE,,
1650,15359,total,"mccrady, macharvey","mccrady, m",1909,XI,FALSE,,
1651,15367,total,"mccue, henry michael","mccue, h m",1906,I,FALSE,,
1652,15386,total,"mcdonald, william thomas","mcdonald, w t",1899,XI,FALSE,,
1653,15395,total,"mceachern, archie","mceachern, a",1909,NA,FALSE,,
1654,15400,total,"mcelwain, helen whyte","mcelwain, h w",1895,NA,FALSE,,
1655,15410,total,"mcfaul, gregory bernard","mcfaul, g b",1912,I,FALSE,,
1656,15411,total,"mcferran, calvin wentworth","mcferran, c w",1885,NA,FALSE,,
1657,15426,total,"mcgowan, francis xavier","mcgowan, f x",1900,II,FALSE,,
1658,15433,total,"mcgraw, fred m","mcgraw, f m",1886,II,FALSE,,
1659,15459,total,"mckellops, leo gregory","mckellops, l g",1891,NA,FALSE,,
1660,15478,total,"mckie, thomas","mckie, t",1898,NA,FALSE,,
1661,15480,total,"mckinney, c edward","mckinney, c e",1904,NA,FALSE,,
1662,15485,total,"mclane, william l","mclane, w l",1872,NA,FALSE,,
1663,15486,total,"mclaren, george saunders","mclaren, g s",1894,VI,FALSE,,
1664,15493,total,"mclauthlin, george vincent","mclauthlin, g v",1888,V,FALSE,,
1665,15494,total,"mclauthlin, parker reed","mclauthlin, p r",1899,VII,FALSE,,
1666,15501,total,"mclellon, errett elmer","mclellon, e e",1906,NA,FALSE,,
1667,15502,total,"mcleod, malcolm","mcleod, m",1907,II,FALSE,,
1668,15503,total,"mcleod, percy de","mcleod, p d",1892,VII,FALSE,,
1669,15515,total,"mcmanus, edward t","mcmanus, e t",1869,NA,FALSE,,
1670,15535,total,"mcmurtry, charles wood","mcmurtry, c w",1894,NA,FALSE,,
1671,15546,total,"mcneil, grant charles","mcneil, g c",1888,II,FALSE,,
1672,15549,total,"mcneill, thomas f","mcneill, t f",1913,VI,FALSE,,
1673,15569,total,"mcsorley, john james","mcsorley, j j",1897,VI,FALSE,,
1674,15570,total,"mcsweeney, daniel j","mcsweeney, d j",1892,VI,FALSE,,
1675,15576,total,"mcvickar, edward","mcvickar, e",1891,NA,FALSE,,
1676,15578,total,"mead, alpheus e","mead, a e",1873,NA,FALSE,,
1677,15591,total,"mead, james andrew","mead, j a",1890,NA,FALSE,,
1678,15592,total,"mead, james merlin","mead, j m",1895,VI,FALSE,,
1679,15593,total,"mead, percy winthrop","mead, p w",1893,II,FALSE,,
1680,15604,total,"meade, william v","meade, w v",1892,I,FALSE,,
1681,15619,total,"means, walter keith","means, w k",1874,I,FALSE,,
1682,15632,total,"meiser, rudolph j","meiser, r j",1887,II,FALSE,,
1683,15636,total,"melendy, ralph peter","melendy, r p",1912,II,FALSE,,
1684,15639,total,"mellen, gordon mckay","mellen, g m",1897,IX,FALSE,,
1685,15647,total,"melvin, cynthia g","melvin, c g",1879,V,FALSE,,
1686,15648,total,"mendell, harold hammett","mendell, h h",1903,NA,FALSE,,
1687,15665,total,"meredith, henry","meredith, h",1892,IV,FALSE,,
1688,15673,total,"merriam, harry baker","merriam, h b",1886,I,FALSE,,
1689,15677,total,"merrick, charles irving","merrick, c i",1897,V,FALSE,,
1690,15681,total,"merrick, george edward","merrick, g e",1890,V,FALSE,,
1691,15686,total,"merrick, william","merrick, w",1873,IV,FALSE,,
1692,15697,total,"merrill, alonzo powers","merrill, a p",1907,NA,FALSE,,
1693,15703,total,"merrill, charles henry","merrill, c h",1886,NA,FALSE,,
1694,15710,total,"merrill, eben giles","merrill, e g",1885,I,FALSE,,
1695,15716,total,"merrill, george albert","merrill, g a",1892,XI,FALSE,,
1696,15723,total,"merrill, inez","merrill, i",1903,VII,FALSE,,
1697,15738,total,"merrill, thomas w","merrill, t w",1869,NA,FALSE,,
1698,15745,total,"merriss, george frederic","merriss, g f",1895,I,FALSE,,
1699,15763,total,"merwin, merritt beach","merwin, m b",1907,II,FALSE,,
1700,15783,total,"messervy, william","messervy, w",1876,NA,FALSE,,
1701,15786,total,"metcalf, arthur h","metcalf, a h",1879,II,FALSE,,
1702,15797,total,"metcalf, mary church","metcalf, m c",1895,VII,FALSE,,
1703,15810,total,"meyer, joseph andrew","meyer, j a",1891,IV,FALSE,,
1704,15814,total,"meyers, edwin j","meyers, e j",1890,NA,FALSE,,
1705,15820,total,"mifflin, george brown","mifflin, g b",1870,NA,FALSE,,
1706,15825,total,"miles, harold fairman","miles, h f",1903,V,FALSE,,
1707,15832,total,"millard, maude lovell","millard, m l",1902,IV,FALSE,,
1708,15835,total,"millen, loring r","millen, l r",1880,III,FALSE,,
1709,15838,total,"miller, arthur clarence","miller, a c",1897,NA,FALSE,,
1710,15845,total,"miller, benjamin","miller, b",1901,VI,FALSE,,
1711,15846,total,"miller, blaine heston","miller, b h",1904,I,FALSE,,
1712,15853,total,"miller, douglas godfrey","miller, d g",1887,0,FALSE,,
1713,15862,total,"miller, frederick oren","miller, f o",1902,II,FALSE,,
1714,15869,total,"miller, george s","miller, g s",1880,V,FALSE,,
1715,15870,total,"miller, henry a","miller, h a",1880,NA,FALSE,,
1716,15877,total,"miller, john","miller, j",1910,II,FALSE,,
1717,15878,total,"miller, james c","miller, j c",1873,NA,FALSE,,
1718,15886,total,"miller, nellie rawson","miller, n r",1891,NA,FALSE,,
1719,15887,total,"miller, ralph hastings","miller, r h",1892,IV,FALSE,,
1720,15890,total,"miller, sarah elizabeth","miller, s e",1897,IX,FALSE,,
1721,15913,total,"milliken, sumner moulton","milliken, s m",1898,I,FALSE,,
1722,15927,total,"mills, harvey p","mills, h p",1880,II,FALSE,,
1723,15938,total,"minchew, charles h","minchew, c h",1879,NA,FALSE,,
1724,15945,total,"minnig, frank raymond","minnig, f r",1898,II,FALSE,,
1725,15950,total,"minor, william a","minor, w a",1873,NA,FALSE,,
1726,15951,total,"minot, charles sedgwick","minot, c s",1872,V,FALSE,,
1727,15952,total,"minot, francis","minot, f",1881,IV,FALSE,,
1728,15955,total,"minot, leonard williams","minot, l w",1894,V,FALSE,,
1729,15962,total,"mirrlees, james henry","mirrlees, j h",1888,II,FALSE,,
1730,15963,total,"misra, raj kishore","misra, r k",1911,NA,FALSE,,
1731,15969,total,"mitchell, everett still","mitchell, e s",1890,I,FALSE,,
1732,15970,total,"mitchell, edward winslow","mitchell, e w",1886,NA,FALSE,,
1733,15979,total,"mitchell, harold carlyle","mitchell, h c",1905,I,FALSE,,
1734,15984,total,"mitchell, john","mitchell, j",1876,NA,FALSE,,
1735,15985,total,"mitchell, louis a","mitchell, l a",1875,V,FALSE,,
1736,15990,total,"mitkiewicz, eugene de","mitkiewicz, e d",1899,NA,FALSE,,
1737,15992,total,"mitzuoka, takeo","mitzuoka, t",1879,III,FALSE,,
1738,16023,total,"mollmann, rudolph clarence","mollmann, r c",1892,NA,FALSE,,
1739,16036,total,"monahan, william patrick","monahan, w p",1907,III,FALSE,,
1740,16043,total,"monks, henry g","monks, h g",1879,IV,FALSE,,
1741,16044,total,"monroe, herbert j","monroe, h j",1877,I,FALSE,,
1742,16064,total,"montgomery, william e","montgomery, w e",1906,V,FALSE,,
1743,16093,total,"moore, arthur lewis","moore, a l",1894,II,FALSE,,
1744,16100,total,"moore, daniel agnew","moore, d a",1889,III,FALSE,,
1745,16119,total,"moore, frank lewis","moore, f l",1912,VI,FALSE,,
1746,16122,total,"moore, george davis","moore, g d",1888,NA,FALSE,,
1747,16124,total,"moore, george m","moore, g m",1881,II,FALSE,,
1748,16125,total,"moore, howard","moore, h",1904,X,FALSE,,
1749,16126,total,"moore, henry churchill","moore, h c",1888,II,FALSE,,
1750,16127,total,"moore, hugh chadwick","moore, h c",1904,NA,FALSE,,
1751,16133,total,"moore, james e","moore, j e",1879,II,FALSE,,
1752,16140,total,"moore, lloyd major","moore, l m",1902,VI,FALSE,,
1753,16146,total,"moore, mary farren","moore, m f",1905,VII,FALSE,,
1754,16151,total,"moore, robert beatty","moore, r b",1885,NA,FALSE,,
1755,16156,total,"moore, stephen wallace","moore, s w",1890,II,FALSE,,
1756,16161,total,"moore, william wild","moore, w w",1914,NA,FALSE,,
1757,16163,total,"moorhead, james k","moorhead, j k",1887,II,FALSE,,
1758,16179,total,"morejon, gonzalo m","morejon, g m",1879,II,FALSE,,
1759,16184,total,"morey, charles a","morey, c a",1875,IX,FALSE,,
1760,16189,total,"morey, jesse thompson","morey, j t",1891,NA,FALSE,,
1761,16194,total,"morgan, frank h","morgan, f h",1878,V,FALSE,,
1762,16199,total,"morgan, james keeler","morgan, j k",1896,VI,FALSE,,
1763,16200,total,"morgan, lewis henry","morgan, l h",1893,NA,FALSE,,
1764,16206,total,"morgan, william m","morgan, w m",1886,II,FALSE,,
1765,16207,total,"morgan, william r","morgan, w r",1885,II,FALSE,,
1766,16208,total,"mori, haryosh","mori, h",1877,II,FALSE,,
1767,16216,total,"morrell, william h","morrell, w h",1876,NA,FALSE,,
1768,16244,total,"morrill, robie walter","morrill, r w",1902,VI,FALSE,,
1769,16256,total,"morris, ralph davis","morris, r d",1903,VI,FALSE,,
1770,16265,total,"morrison, edward stanley","morrison, e s",1904,VI,FALSE,,
1771,16285,total,"morse, charles a","morse, c a",1870,NA,FALSE,,
1772,16288,total,"morse, charles henry","morse, c h",1889,NA,FALSE,,
1773,16291,total,"morse, charles l","morse, c l",1880,I,FALSE,,
1774,16299,total,"morse, holden","morse, h",1887,NA,FALSE,,
1775,16302,total,"morse, harrison herbert","morse, h h",1912,X,FALSE,,
1776,16314,total,"morse, john henderson","morse, j h",1905,II,FALSE,,
1777,16342,total,"morton, alice nowell","morton, a n",1904,II,FALSE,,
1778,16343,total,"morton, charles edward","morton, c e",1900,V,FALSE,,
1779,16344,total,"morton, clarence garfield","morton, c g",1906,NA,FALSE,,
1780,16353,total,"morton, nathaniel bowditch","morton, n b",1880,NA,FALSE,,
1781,16364,total,"moses, mabelle louise","moses, m l",1895,VII,FALSE,,
1782,16376,total,"motley, charles d","motley, c d",1870,NA,FALSE,,
1783,16390,total,"moulton, raymond edward","moulton, r e",1894,II,FALSE,,
1784,16391,total,"moulton, walter augustus","moulton, w a",1900,III,FALSE,,
1785,16394,total,"mower, frank alley","mower, f a",1889,NA,FALSE,,
1786,16410,total,"muchmore, frank hadley","muchmore, f h",1907,IV,FALSE,,
1787,16412,total,"mudge, benjamin cushing","mudge, b c",1877,I,FALSE,,
1788,16436,total,"mullaly, felix","mullaly, f",1902,II,FALSE,,
1789,16455,total,"munn, samuel morton","munn, s m",1882,II,FALSE,,
1790,16465,total,"munroe, william robert","munroe, w r",1876,NA,FALSE,,
1791,16485,total,"murkland, frank hatch","murkland, f h",1894,IV,FALSE,,
1792,16488,total,"murphy, charles augustus","murphy, c a",1898,V,FALSE,,
1793,16489,total,"murphy, dennis william","murphy, d w",1895,II,FALSE,,
1794,16492,total,"murphy, earle warren","murphy, e w",1903,NA,FALSE,,
1795,16493,total,"murphy, james albert","murphy, j a",1905,V,FALSE,,
1796,16496,total,"murphy, john francis","murphy, j f",1895,III,FALSE,,
1797,16497,total,"murphy, kate m","murphy, k m",1884,NA,FALSE,,
1798,16498,total,"murphy, louis sutliffe","murphy, l s",1906,VII,FALSE,,
1799,16517,total,"murray, james mcclees","murray, j m",1913,XIII,FALSE,,
1800,16555,total,"myrick, willis h","myrick, w h",1874,II,FALSE,,
1801,16569,total,"nash, arthur cleveland","nash, a c",1896,IV,FALSE,,
1802,16572,total,"nash, anna l","nash, a l",1896,NA,FALSE,,
1803,16612,total,"neal, george william","neal, g w",1876,NA,FALSE,,
1804,16620,total,"neave, joseph swan","neave, j s",1886,II,FALSE,,
1805,16621,total,"nebel, herreros alejandro","nebel, h a",1899,VI,FALSE,,
1806,16623,total,"needham, sarah jane","needham, s j",1896,VII,FALSE,,
1807,16639,total,"nelson, charles horace","nelson, c h",1907,I,FALSE,,
1808,16642,total,"nelson, george alfred","nelson, g a",1877,I,FALSE,,
1809,16649,total,"nelson, james marston","nelson, j m",1893,I,FALSE,,
1810,16651,total,"nelson, stanley foushee","nelson, s f",1908,I,FALSE,,
1811,16658,total,"nes, harry musser","nes, h m",1882,IV,FALSE,,
1812,16671,total,"neumann, fernando","neumann, f",1885,NA,FALSE,,
1813,16678,total,"newberger, wallace","newberger, w",1906,II,FALSE,,
1814,16679,total,"newbold, frederick r","newbold, f r",1877,NA,FALSE,,
1815,16684,total,"newcomb, hermann w","newcomb, h w",1870,NA,FALSE,,
1816,16685,total,"newell, allan hovey","newell, a h",1890,II,FALSE,,
1817,16686,total,"newell, charles h","newell, c h",1878,IV,FALSE,,
1818,16687,total,"newell, francis a","newell, f a",1871,NA,FALSE,,
1819,16700,total,"newell, samuel moore","newell, s m",1889,I,FALSE,,
1820,16728,total,"newman, arthur brantley","newman, a b",1895,VI,FALSE,,
1821,16744,total,"newton, samuel bailey","newton, s b",1905,III,FALSE,,
1822,16747,total,"nibecker, claude pendleton","nibecker, c p",1903,XI,FALSE,,
1823,16763,total,"nichols, elijah b","nichols, e b",1884,II,FALSE,,
1824,16781,total,"nichols, james young","nichols, j y",1901,IV,FALSE,,
1825,16782,total,"nichols, kingman s","nichols, k s",1875,IV,FALSE,,
1826,16797,total,"nichols, william ripley","nichols, w r",1869,V,FALSE,,
1827,16798,total,"nicholson, charles mclvaine","nicholson, c m",1871,NA,FALSE,,
1828,16803,total,"nicholson, w h","nicholson, w h",1882,NA,FALSE,,
1829,16805,total,"nickels, arthur ricker","nickels, a r",1887,III,FALSE,,
1830,16813,total,"nickerson, ernest","nickerson, e",1891,I,FALSE,,
1831,16814,total,"nickerson, frederic","nickerson, f",1904,IV,FALSE,,
1832,16822,total,"nickerson, mark","nickerson, m",1910,IV,FALSE,,
1833,16840,total,"niles, william avery","niles, w a",1901,II,FALSE,,
1834,16841,total,"nilson, leonard johan","nilson, l j",1892,II,FALSE,,
1835,16844,total,"nims, lester albert","nims, l a",1901,I,FALSE,,
1836,16874,total,"noble, raymond","noble, r",1899,IV,FALSE,,
1837,16881,total,"nolan, john joseph","nolan, j j",1904,NA,FALSE,,
1838,16892,total,"nordstrom, ludwig sanger","nordstrom, l s",1907,VI,FALSE,,
1839,16893,total,"nordyke, addison haynes","nordyke, a h",1906,NA,FALSE,,
1840,16894,total,"norman, george h","norman, g h",1886,NA,FALSE,,
1841,16897,total,"norman, hugh kinsley","norman, h k",1882,NA,FALSE,,
1842,16920,total,"north, edward","north, e",1900,III,FALSE,,
1843,16922,total,"northend, william wheelwright","northend, w w",1882,IV,FALSE,,
1844,16936,total,"norton, clifford","norton, c",1900,II,FALSE,,
1845,16959,total,"norton, lewis mills","norton, l m",1876,NA,FALSE,,
1846,16966,total,"nottage, john","nottage, j",1871,0,FALSE,,
1847,16972,total,"nowell, walter gates","nowell, w g",1899,NA,FALSE,,
1848,16981,total,"noyes, edward p","noyes, e p",1887,II,FALSE,,
1849,16984,total,"noyes, henry ford","noyes, h f",1891,X,FALSE,,
1850,16985,total,"noyes, harry fordham","noyes, h f",1904,III,FALSE,,
1851,16986,total,"noyes, herman lester","noyes, h l",1889,II,FALSE,,
1852,17016,total,"nutting, charles w","nutting, c w",1882,II,FALSE,,
1853,17024,total,"o, brien charles","o, b c",1881,II,FALSE,,
1854,17026,total,"o, brien john","o, b j",1890,IV,FALSE,,
1855,17027,total,"o, brien james","o, b j",1906,III,FALSE,,
1856,17028,total,"o, brien robert","o, b r",1904,NA,FALSE,,
1857,17029,total,"o, brien timothy","o, b t",1899,NA,FALSE,,
1858,17032,total,"o, brien william","o, b w",1884,I,FALSE,,
1859,17039,total,"o, connor ellen","o, c e",1901,VII,FALSE,,
1860,17048,total,"o, grady thomas","o, g t",1881,IV,FALSE,,
1861,17060,total,"o, leary andrew","o, l a",1904,NA,FALSE,,
1862,17074,total,"oaks, henry lane","oaks, h l",1906,NA,FALSE,,
1863,17082,total,"ober, howard leslie","ober, h l",1906,VI,FALSE,,
1864,17108,total,"ogden, william m","ogden, w m",1868,NA,FALSE,,
1865,17112,total,"ohnuki, riojo","ohnuki, r",1909,II,FALSE,,
1866,17113,total,"okada, heita","okada, h",1894,NA,FALSE,,
1867,17116,total,"olaguibel, romualdo esteban","olaguibel, r e",1910,VI,FALSE,,
1868,17120,total,"olivares, guillermo","olivares, g",1902,NA,FALSE,,
1869,17121,total,"oliver, charles edward","oliver, c e",1889,NA,FALSE,,
1870,17124,total,"oliver, marshall francis","oliver, m f",1897,IV,FALSE,,
1871,17133,total,"olsson, axel","olsson, a",1913,III,FALSE,,
1872,17134,total,"olzendam, louis herman","olzendam, l h",1889,NA,FALSE,,
1873,17145,total,"onodera, shyoichiro","onodera, s",1905,NA,FALSE,,
1874,17157,total,"ordway, elizabeth m","ordway, e m",1879,NA,FALSE,,
1875,17164,total,"ormsby, fred r","ormsby, f r",1886,II,FALSE,,
1876,17189,total,"osborne, george clinton","osborne, g c",1890,II,FALSE,,
1877,17192,total,"osborne, theodore m","osborne, t m",1875,II,FALSE,,
1878,17195,total,"osgood, charles gerrish","osgood, c g",1894,I,FALSE,,
1879,17203,total,"osgood, george frederick","osgood, g f",1893,IV,FALSE,,
1880,17204,total,"osgood, henry blanchard","osgood, h b",1881,VI,FALSE,,
1881,17230,total,"otis, hamilton","otis, h",1892,I,FALSE,,
1882,17235,total,"otis, james","otis, j",1886,NA,FALSE,,
1883,17236,total,"otis, webb harlan","otis, w h",1907,II,FALSE,,
1884,17246,total,"owen, e frederick","owen, e f",1886,NA,FALSE,,
1885,17247,total,"owen, edward h","owen, e h",1879,II,FALSE,,
1886,17252,total,"owen, james martin","owen, j m",1896,NA,FALSE,,
1887,17255,total,"owens, joseph edward","owens, j e",1896,II,FALSE,,
1888,17259,total,"oxford, george henry","oxford, g h",1891,VI,FALSE,,
1889,17262,total,"oxnard, horace wbitcomb","oxnard, h w",1900,I,FALSE,,
1890,17266,total,"pacheco, ricardo lara","pacheco, r l",1912,VI,FALSE,,
1891,17294,total,"page, arthur h","page, a h",1886,NA,FALSE,,
1892,17295,total,"page, annie lemist","page, a l",1883,V,FALSE,,
1893,17303,total,"page, edward a","page, e a",1879,II,FALSE,,
1894,17304,total,"page, edward d","page, e d",1877,NA,FALSE,,
1895,17316,total,"page, george w","page, g w",1871,IV,FALSE,,
1896,17317,total,"page, hollis bowman","page, h b",1885,IV,FALSE,,
1897,17331,total,"page, william bascom","page, w b",1873,NA,FALSE,,
1898,17334,total,"paget, john wallace","paget, j w",1900,II,FALSE,,
1899,17343,total,"paine, charles w","paine, c w",1874,NA,FALSE,,
1900,17346,total,"paine, herbert w","paine, h w",1889,II,FALSE,,
1901,17355,total,"paine, sumner","paine, s",1889,V,FALSE,,
1902,17367,total,"palmer, charles nelson","palmer, c n",1892,III,FALSE,,
1903,17370,total,"palmer, frederick m","palmer, f m",1875,NA,FALSE,,
1904,17377,total,"palmer, harold payson","palmer, h p",1889,NA,FALSE,,
1905,17383,total,"palmer, lyndon constantine","palmer, l c",1898,VI,FALSE,,
1906,17398,total,"paraschos, george theophanes","paraschos, g t",1902,I,FALSE,,
1907,17415,total,"park, dean william","park, d w",1885,NA,FALSE,,
1908,17420,total,"park, wisner irving","park, w i",1889,NA,FALSE,,
1909,17423,total,"parke, julius leonard","parke, j l",1901,IV,FALSE,,
1910,17424,total,"parke, louis l","parke, l l",1886,II,FALSE,,
1911,17425,total,"parker, annie mary","parker, a m",1897,VII,FALSE,,
1912,17438,total,"parker, effie m","parker, e m",1885,NA,FALSE,,
1913,17441,total,"parker, frank g","parker, f g",1870,NA,FALSE,,
1914,17446,total,"parker, harry orville","parker, h o",1895,NA,FALSE,,
1915,17478,total,"parker, william huntington","parker, w h",1895,VII,FALSE,,
1916,17479,total,"parker, william hartshorne","parker, w h",1885,II,FALSE,,
1917,17484,total,"parker, william thornton","parker, w t",1897,IX,FALSE,,
1918,17485,total,"parkes, harry charles","parkes, h c",1884,III,FALSE,,
1919,17486,total,"parkhurst, charles w","parkhurst, c w",1884,II,FALSE,,
1920,17491,total,"parks, charles f","parks, c f",1875,NA,FALSE,,
1921,17504,total,"parmelee, william r","parmelee, w r",1874,NA,FALSE,,
1922,17505,total,"parmenter, horace wellington","parmenter, h w",1897,NA,FALSE,,
1923,17507,total,"parnall, william e","parnall, w e",1894,VI,FALSE,,
1924,17518,total,"parsons, charles o","parsons, c o",1873,III,FALSE,,
1925,17521,total,"parsons, frank","parsons, f",1885,III,FALSE,,
1926,17529,total,"parsons, percy grosvenor","parsons, p g",1893,NA,FALSE,,
1927,17534,total,"parsons, sidney herbert","parsons, s h",1897,NA,FALSE,,
1928,17540,total,"partridge, edward j","partridge, e j",1876,II,FALSE,,
1929,17541,total,"partridge, francis c","partridge, f c",1876,NA,FALSE,,
1930,17546,total,"partridge, henry s","partridge, h s",1873,NA,FALSE,,
1931,17547,total,"partridge, leon jackson","partridge, l j",1888,NA,FALSE,,
1932,17561,total,"patch, charles h","patch, c h",1876,NA,FALSE,,
1933,17568,total,"patch, maurice byron","patch, m b",1872,III,FALSE,,
1934,17582,total,"patrick, john","patrick, j",1896,V,FALSE,,
1935,17585,total,"pattee, john q","pattee, j q",1880,IV,FALSE,,
1936,17601,total,"patterson, william edmund","patterson, w e",1894,NA,FALSE,,
1937,17604,total,"pattison, edwin h","pattison, e h",1889,II,FALSE,,
1938,17605,total,"pattison, william edson","pattison, w e",1897,IX,FALSE,,
1939,17609,total,"paul, charles","paul, c",1878,I,FALSE,,
1940,17618,total,"paul, lawrence mattor","paul, l m",1914,NA,FALSE,,
1941,17619,total,"paul, robert hallam","paul, r h",1892,NA,FALSE,,
1942,17623,total,"paulsen, hans krieger","paulsen, h k",1907,NA,FALSE,,
1943,17626,total,"pauvolid, armando","pauvolid, a",1911,I,FALSE,,
1944,17627,total,"paxton, blitz w","paxton, b w",1880,III,FALSE,,
1945,17628,total,"payne, albert bronson","payne, a b",1893,III,FALSE,,
1946,17629,total,"payne, arthur warren","payne, a w",1901,II,FALSE,,
1947,17640,total,"peabody, alfred","peabody, a",1904,IX,FALSE,,
1948,17683,total,"pease, calvin erwin","pease, c e",1889,NA,FALSE,,
1949,17712,total,"peck, henry lyman","peck, h l",1892,V,FALSE,,
1950,17713,total,"peck, john","peck, j",1868,NA,FALSE,,
1951,17714,total,"peck, louis w","peck, l w",1875,II,FALSE,,
1952,17717,total,"peck, samuel clarke","peck, s c",1889,NA,FALSE,,
1953,17743,total,"peirce, chadwell stuart","peirce, c s",1906,I,FALSE,,
1954,17752,total,"peltier, florence","peltier, f",1886,V,FALSE,,
1955,17756,total,"pemberton, henry augustus","pemberton, h a",1903,II,FALSE,,
1956,17765,total,"pendill, pierre barbeau","pendill, p b",1902,VI,FALSE,,
1957,17783,total,"penny, junius henry","penny, j h",1884,NA,FALSE,,
1958,17784,total,"penrose, edward","penrose, e",1885,NA,FALSE,,
1959,17795,total,"percy, arthur sewall","percy, a s",1886,NA,FALSE,,
1960,17796,total,"perez, fernando","perez, f",1881,II,FALSE,,
1961,17797,total,"perez, faustino apolonio","perez, f a",1893,III,FALSE,,
1962,17798,total,"perin, clifford","perin, c",1884,NA,FALSE,,
1963,17820,total,"perkins, grace hamilton","perkins, g h",1900,V,FALSE,,
1964,17827,total,"perkins, leander crawford","perkins, l c",1913,II,FALSE,,
1965,17837,total,"perkins, willard b","perkins, w b",1874,IV,FALSE,,
1966,17838,total,"perkins, wiley howard","perkins, w h",1899,II,FALSE,,
1967,17855,total,"perry, charles horatio","perry, c h",1902,II,FALSE,,
1968,17872,total,"perry, helen stinson","perry, h s",1885,NA,FALSE,,
1969,17873,total,"perry, john cranston","perry, j c",1892,II,FALSE,,
1970,17875,total,"perry, oliver hazard","perry, o h",1874,NA,FALSE,,
1971,17879,total,"perry, roland ambrose","perry, r a",1905,V,FALSE,,
1972,17882,total,"perry, stewart l","perry, s l",1872,NA,FALSE,,
1973,17895,total,"peters, edward g","peters, e g",1872,NA,FALSE,,
1974,17898,total,"peters, quintard","peters, q",1887,IX,FALSE,,
1975,17903,total,"peters, william morgan","peters, w m",1877,IV,FALSE,,
1976,17904,total,"peterson, andrew c","peterson, a c",1869,NA,FALSE,,
1977,17915,total,"pettengill, edward dexter","pettengill, e d",1899,NA,FALSE,,
1978,17941,total,"phassoularides, constantine demetrius","phassoularides, c d",1899,NA,FALSE,,
1979,17946,total,"phelps, alice valentine","phelps, a v",1900,II,FALSE,,
1980,17959,total,"philbrick, arthur","philbrick, a",1881,II,FALSE,,
1981,17973,total,"phillipps, george","phillipps, g",1873,III,FALSE,,
1982,17983,total,"phillips, george wendell","phillips, g w",1908,NA,FALSE,,
1983,18002,total,"phinney, herbert","phinney, h",1902,II,FALSE,,
1984,18006,total,"phoenix, amy elizabeth","phoenix, a e",1899,VII,FALSE,,
1985,18011,total,"piatt, william barnes","piatt, w b",1895,NA,FALSE,,
1986,18019,total,"pickering, george w","pickering, g w",1874,NA,FALSE,,
1987,18058,total,"pierce, josiah","pierce, j",1886,I,FALSE,,
