"","id","year","company","capital","office","yearg","situated","mine","loc","text","lastname","firstname","middlename","prof"
"163","myb436581",1910,"MAZAPIL OOPPEB",NA,NA,NA,NA,NA,"zacatecas","Several dividends have been paid. The accounts to December 31st, 1908,",NA,NA,NA,NA
"164","myb439842",1910,"ORE UO NC ENTR ATI ON COMPANY",NA,NA,NA,NA,NA,"broad street place b","Frank Elm re. Solicitors Ashurst, Morris, Crisp",NA,NA,NA,NA
"165","myb441834",1910,"REDHILLS TIN MINING CQMPANY LIMITED",NA,NA,NA,NA,NA,"cornwall","The accounts for year to March 3 1st, iy08, submitted iu Bedrnth August 5th,",NA,NA,NA,NA
"166","myb442109",1910,"EHIMKEY IRON",NA,NA,NA,NA,NA,"france","Is. per £20 bond, and 2s. 6d. per £100 or £500 bond. The shares and debentures",NA,NA,NA,NA
"167","myb448321",1910,"WHEAL ANNA MARIA LIMITED",NA,NA,NA,NA,NA,"cornwall","tin value £5,486.",NA,NA,NA,NA
"168","myb451031",1911,"COBAR COPPER COMPANY LIMITED",NA,NA,NA,NA,NA,"winchester","COBAR COPPER, LIMITED.",NA,NA,NA,NA
"169","myb452168",1911,"UREAT BOULDER PROPRIETARY GOLD MINES LTD",NA,NA,NA,NA,NA,"boulder","n w owns 85 acres. A large sulphide plant",NA,NA,NA,NA
"170","myb455083",1911,"NORTH BRANCEPETH COAL COMPANY LIMITED",NA,NA,NA,NA,NA,"kalgoorlie","1910, showed £7,198 debit balance carried forward ; cash £9,000 ; oreditors £219.",NA,NA,NA,NA
"171","myb458224",1911,"AFRICAN EXPLORATION AND DEVELOPMENT COMPANY LIMITED",NA,NA,NA,NA,NA,"london","Charles McCulloch, Chairman, j Col. R. Kaston Aitken. V. Trubshawe. Solicitors Davidson A Morriss. I Bankers -Capital & Counties Bank, Limited. Auditors Jackson, Taylor, Aberuethy & Co. Secretary and Offices Lydi-tone .1. Lansniead, A.C.A., 3, London Wall Buildings, E.G.",NA,NA,NA,NA
"172","myb458288",1911,"AFRICAN EXPLORATION AND DEVELOPMENT COMPANY LIMITED",NA,NA,NA,NA,NA,"london","Box 1107, Job&nnesburp. London Secretary and Offices J. Bradshaw, 8, Old Jewry, E.C.",NA,NA,NA,NA
"173","myb462403",1911,"C NS LIDATED GOLD FIELDS OF S A LTD",NA,NA,NA,NA,NA,"transvaal","tee vol. for 1900 . List of the company s principal investments at Jnne 30th",NA,NA,NA,NA
"174","myb468012",1911,"KAFUE COPPER DEVELOPMENT CO LTD",NA,NA,NA,NA,NA,"london","Directors.",NA,NA,NA,NA
"175","myb476740",1911,"HOBINSON DEEP QOLD",NA,NA,NA,NA,NA,"roodepoort","100, and Is. each certificate. Prices, 1907 : highest, 9J ; lowest, 7J ; 1908 : high",NA,NA,NA,NA
"176","myb477605",1911,"SEFWI GOLDFIELDS LIMITED",NA,NA,NA,NA,NA,"london","showed expenditure in West Africa £3,511, in London £680; cash and loans",NA,NA,NA,NA
"177","myb479343",1911,"SURPRISE GOLD MINING COMPANY LIMITED",NA,NA,NA,NA,NA,"transvaal","1910 : highest, 75s. ; lowest, 6s. 4Jd Latest price, 1, , 1 r. SUTHERLAND GOLD MiNES7 LIMITED.",NA,NA,NA,NA
"178","myb480039",1911,"TRANSVAAL AGENCY LIM ITED",NA,NA,NA,NA,NA,"london","Telegrams: Octandria, London. Phono: 110-ks Central. Begistebkd in the Transvaal to protect the interests of the mining industry",NA,NA,NA,NA
"179","myb485512",1911,"BARROW H EMATITE STEEL COMPANY LIMITED",NA,NA,NA,NA,NA,"hematite","£2,262, leaving £8,384, carried forward.",NA,NA,NA,NA
"180","myb486378",1911,"BOSWIN MINES LIMITED",NA,NA,NA,NA,NA,"cornwall","622 fUE MINIM .",NA,NA,NA,NA
"181","myb487685",1911,"CALLY MINES DEVELOPMENT SYNDICATE LIMITED",NA,NA,NA,NA,NA,"cornwall","merly owned by the East Cornwall Tin Mining Sy ml., Ltd., who arranged for",NA,NA,NA,NA
"182","myb488878",1911,"CHESTER BASIN GOLD",NA,NA,NA,NA,NA,"london","the province of Chihli, near the Gnlf of Fechili, with adjacent coal lands, a fleet",NA,NA,NA,NA
"183","myb498954",1911,"MONK BRETTO N COLLI E RY CO MP AN Y LIM ITE",NA,NA,NA,NA,NA,"nevada","claims at Edgemont, Elko County, Nevada, were aoquired, upon which a 20-stamp",NA,NA,NA,NA
"184","myb500055",1911,"NEW ENOLAKD",NA,NA,NA,NA,NA,"swansea","Merthyr Colliery, Ltd., the Neath Merthyr, Gored Merthyr and Kheola Collieries,",NA,NA,NA,NA
"185","myb502557",1911,"PEARSON KNOWLES COAL",NA,NA,NA,NA,NA,"yorkshire","be required by holder on six months notice from either party at par ; interest",NA,NA,NA,NA
"186","myb504678",1911,"SAINT BEAT GENERAL MARBLE QUARRIES LTD",NA,NA,NA,NA,NA,"london","Secretary and Offices James Junner, 29, Cornhill, E.C.",NA,NA,NA,NA
"187","myb508708",1911,"VENTANAS MINING AND EXPLORATION CO LTD",NA,NA,NA,NA,NA,"glasgow","This company was registered in Edinburgh January 17th, 1905, and is a recon",NA,NA,NA,NA
"188","myb510429",1911,"YORK HARBOUR M IN E WEWFOUND LAN D LT D",NA,NA,NA,NA,NA,"yorkshire","cent, and one-fifth of the surplus profits, the deferred taking the remaining",NA,NA,NA,NA
"189","myb512247",1912,"SOCIET ANONYME",NA,NA,NA,NA,NA,"new zealand","General Manager A. Winter Evans. | Assistant Manager H. Norton Johnson.","eustis","a","winter","manager"
"190","myb512247",1912,"SOCIET ANONYME",NA,NA,NA,NA,NA,"new zealand","General Manager A. Winter Evans. | Assistant Manager H. Norton Johnson.","johnson","h","norton","manager"
"191","myb512796",1912,"GIBRALTAR CONSOLIDATED GOLD MINESI LTD",NA,"queen street place london",NA,NA,NA,"england","Bankers National Provincial Bank of England, Limited. Solicitors Asburst, Morris, Crisp & Co. | Auditors Turquand, Youngs 4 Co. Secretary and Offices William F. Garland, 5 a ad 6, Queen Street Place, E.C.",NA,NA,NA,NA
"192","myb515569",1912,"NEW BAYLEY S MINBS",NA,NA,NA,NA,NA,"norfolk","NEW DAY DAWN ANCT NORFOLK MINES, LTD.",NA,NA,NA,NA
"193","myb517217",1912,"TALISMAN CONSOUDATED LIMITED",NA,NA,NA,NA,NA,"new zealand","and to increase pUnt, Ac.",NA,NA,NA,NA
"194","myb525340",1912,"EGYPTIAN INVESTMENT AND AGENCY LIMITED",NA,NA,NA,NA,NA,"rhodesia","Co., Ltd. The property was repotted on by A. H. Ackerm nn and Leopold",NA,NA,NA,NA
"195","myb527613",1912,"GOVERNMENT GOLD MINING AREAS MODDER FONTEIN CONSOLIDATED LIMITED",NA,NA,NA,NA,NA,"transvaal","value of the prectius metals proluced; provided, however that in no oaw shall",NA,NA,NA,NA
"196","myb531584",1912,"MODDERFONTEIN B GO LD MINES LTD",NA,NA,NA,NA,NA,"london","subscribed by A. Goerz & Co., Ltd., in 1899, at £2 each, and a further 10,000",NA,NA,NA,NA
"197","myb532833",1912,"NEW EOYPTIAN",NA,NA,NA,NA,NA,"paris","Paris Agents General Mining & Finnnco Cnr| oration, Limited, 29, Hue Taitbont.",NA,NA,NA,NA
"198","myb539075",1912,"SIMMER AND JACK EAST LIMITED",NA,NA,NA,NA,NA,"london","renewals £15,281, leaving £80,104 carried forward; cash £205.645, investments",NA,NA,NA,NA
"199","myb539785",1912,"SOUTH AFBICAN GOLD MINES",486618,NA,NA,NA,NA,"rhodesia","The authorised capital is £100,000, in 100,000 shares of £1 each ; 69,306 shares",NA,NA,NA,NA
"200","myb543007",1912,"VILLAGE MAIN REEF GOLD MINING CO LTD",NA,NA,NA,NA,NA,"london","For 1898, 60 per cent. ; 1899, 40 per cent. ; 1902, 25 per cent ; 1903, 35 per cent, ;",NA,NA,NA,NA
"201","myb543441",1912,"WAN DERER SELU KWE GOLD M I NESI LTD",NA,NA,NA,NA,NA,"london","ton ; costs 8s. per ton including development costs . Ore reserves at April 30th,",NA,NA,NA,NA
"202","myb548377",1912,"AND FINANCE COMPANY LIMITED",NA,NA,NA,NA,NA,"london","London Wall Building, E.C.",NA,NA,NA,NA
"203","myb550609",1912,"COLTNESS IRON COMPANY LIMITED",NA,NA,NA,NA,NA,"glasgow","Dividends including bonuses paid on ordinary shares: For 1899-0, 20 per",NA,NA,NA,NA
"204","myb552984",1912,"ENGLISH CHINA CLAY COMPANY LIMITED",NA,NA,1910,NA,NA,"canada","Phone : 6796 Wall. This company was registered February 19th, 1910, to take over and work silver mining properties, situate in the district of Iguana, State of Nuevo Mexice, and known as Esmeralda, area 60 acres ; Esperanza, area 57 Ampliaoon de Esperama, area 25 acres, and Anexion a la Esperanza, 15 acres, together with a modern concentrating plant, ore cars, rails machinery ; also 330,000 tons of ore on damp. The consideration was £100,000,",NA,NA,NA,NA
"205","myb566116",1912,"TCHDT EVANS CO LIMITED",NA,NA,NA,NA,NA,"ontario","The accounts to December 31st, 1910, showed $45,027 credit balance carried",NA,NA,NA,NA
"206","myb568126",1912,"KEWEN WERN AVOTTCO LX IER",NA,NA,NA,NA,NA,"broad street avenue b","KEWEN WERN AVOTTCO LX IER",NA,NA,NA,NA
"207","myb569607",1912,"TETELA MINING COMPANY LIMITED",NA,NA,NA,NA,NA,"buffalo","subscribed; interest is payable January 1st, and July 1st. Ihere are also £ 45,1 HI",NA,NA,NA,NA
"208","myb569822",1912,"SYNDICATE LIMITED",NA,NA,NA,NA,NA,"lima","in Tolima, Colombia. The company also holds on lease the adjoining propertj",NA,NA,NA,NA
"209","myb573476",1913,"ABERCORN GOLD TRUST LIMITED",NA,NA,NA,NA,NA,"london","lowest,",NA,NA,NA,NA
"210","myb577724",1913,"BUNDUM NIGERIA TIN AREAS LIMITED",NA,NA,NA,NA,NA,"rhodesia","lhe consideration was £30,000 cash.",NA,NA,NA,NA
"211","myb579999",1913,"CORONATION COLLIERIES LIMITED",NA,NA,NA,NA,NA,"johannesburg","The accounts for year to June 30th, 1912, submitted in Johannesburg",NA,NA,NA,NA
"212","myb581000",1913,"DRIE KOPPIE DIAMOND MINE LIMITE D",NA,NA,NA,NA,NA,NA,"F. W. Marchment.",NA,NA,NA,NA
"213","myb581764",1913,"THOMAS SMITH",NA,NA,NA,NA,NA,"transvaal","these companies since absorbed see below .",NA,NA,NA,NA
"214","myb582311",1913,"EMIR TIN SYNDICATEI LIMITED",NA,"bond street house",NA,NA,NA,"bnad street hi use","Secretary and OflIees L. N. Blllson, 4 . Bond street House, 3.0.",NA,NA,NA,NA
"215","myb585488",1913,"HENDERSON S TRANSWAAL",NA,NA,NA,NA,NA,"transvaal",". There are £50,000 six per cent. first debentures of £100 each; interest",NA,NA,NA,NA
"216","myb589500",1913,"MESSINA TRANSVAAL DEVELOPMENT CO LTD",NA,NA,NA,NA,NA,"transvaal","per cent. of the annual not produce of the company. The total mining area",NA,NA,NA,NA
"217","myb592160",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,NA,NA,NA,NA,"london","Bankers London, City and Midland Bank. Ltd. | Bolieitors Ingle, Holmes, Boas s Pott.",NA,NA,NA,NA
"218","myb595490",1913,"RAND CCLLLIERIESL LIMITED",NA,NA,NA,NA,NA,"johannesburg","£550,000, in 2,200,000 shares of 5s. each; 2,125.995",NA,NA,NA,NA
"219","myb599489",1913,"I SOUTH VILLAGEKDEEP LIMITED",NA,NA,NA,NA,NA,"western","200,000 shares were otfcred for public subscription. The Capital was further",NA,NA,NA,NA
"220","myb602672",1913,"ADVERTISEMENT SCALE F CHARGES",NA,NA,NA,NA,NA,"london","lowest,",NA,NA,NA,NA
"221","myb603664",1913,"GOLD COMPANY LIMITED",NA,NA,NA,NA,NA,"transvaal","£84,677 based on market quotations there was s depreciation of £60,053 ;",NA,NA,NA,NA
"222","myb607531",1913,"ASSOCIATED NORTHERN BLOCKS",121713.7,NA,NA,NA,NA,"queensland","The authorised capital is £25,000, in 100,000 shares of is. each ; 60,252",NA,NA,NA,NA
"223","myb608802",1913,"BERENGUELA SIL V E LEAD MINES LIMITED",584225.9,NA,NA,NA,NA,"spain","The authorised capital is £120,000 in 95,460 preference shares of £1 each and",NA,NA,NA,NA
"224","myb609874",1913,"BRAZILIAN GOLD DREDGING SYNDICATE LIMITED",NA,NA,NA,NA,NA,"brazil","£175,000 in 1909, and to present amount in 1911.",NA,NA,NA,NA
"225","myb610458",1913,"AND FINANCE COMPANY LIMITED",NA,NA,NA,NA,NA,"hudson","Dil ÃƒÆ Ã Â cizrs Qualification, £200 . Major-Gen.",NA,NA,NA,NA
"226","myb610779",1913,"NO LIABILITY",NA,NA,NA,NA,NA,"zeehan","net profits is payable to the N.S.W. Government. The South Comstock mine",NA,NA,NA,NA
"227","myb612540",1913,"CARGO FLEET IRON COMPANY LIMITED",NA,NA,NA,NA,NA,"durham","4,997 preference and 20,7 74 ordinary shares are issued fully paid, making",NA,NA,NA,NA
"228","myb621196",1913,"GREAT BOULDER PROPRIETARY GOLD MINES LTD",NA,NA,NA,NA,NA,"london","priority one fully-paid share for every five shares taken up; liquidator, T. A.",NA,NA,NA,NA
"229","myb622218",1913,"HAMPTON URUGUAY LIMITED",NA,NA,NA,NA,NA,"charlotte","680 MINING M AAiUAL",NA,NA,NA,NA
"230","myb623141",1913,"HUANCHACA COMPANY OF BOLIVIA",NA,NA,NA,NA,NA,"hudson","G. Taylor, Pren dmf. I A. A. McKelvie, I icbPNll dlfll. l S. S. Ritchie, Junt . l T. McCsmus.","mckeand","a",NA,"board"
"231","myb623141",1913,"HUANCHACA COMPANY OF BOLIVIA",NA,NA,NA,NA,NA,"hudson","G. Taylor, Pren dmf. I A. A. McKelvie, I icbPNll dlfll. l S. S. Ritchie, Junt . l T. McCsmus.","taylor","g",NA,"board"
"232","myb623596",1913,"INAMBARI GOLD DBEDGING",NA,NA,NA,NA,NA,"london","company owns gold dredging rights over 300 miles of the River Inambari,",NA,NA,NA,NA
"233","myb624003",1913,"MINING YEAR K",NA,NA,NA,NA,NA,"franklin","in rsmu rzoisan MEXICO",NA,NA,NA,NA
"234","myb633947",1913,"OLGA IRON ORE COMPANY LIMITED",NA,NA,NA,NA,NA,"bolivia","mining propcrtiee, &c. The following oomplniol are interested Dolmen run",NA,NA,NA,NA
"235","myb638166",1913,"RUNCORN COMPANY LIMITED",NA,NA,NA,NA,NA,NA,"Tl company Ill mgistorod Decl-mbor 23rd, Hill, to vary uu tho liusinou of",NA,NA,NA,NA
"236","myb639503",1913,"S EL VZ DI A PEDENO MINING COMPANY LIMITED",NA,NA,NA,NA,NA,"london","subscription, one-half in London and the remainder in the Straits Settlements.",NA,NA,NA,NA
"237","myb644216",1913,"UTAH APEX MINING COMPANY",NA,NA,NA,NA,NA,"london","property ofa London company, the Utah Consolidated Gold Mines, Ltd., hold by",NA,NA,NA,NA
"238","myb648217",1914,"AFRICAN AND COLONIAL COMPANY LIMITED",NA,NA,NA,NA,NA,"london","Transfer form, common; fee, 2s. 6d. per transfer of .100 or part of 100 shares.",NA,NA,NA,NA
"239","myb654168",1914,"CONSTRUCTIONAE",NA,NA,NA,NA,NA,"rhodesia","Ltd. . The syndicate has the option of",NA,NA,NA,NA
"240","myb660876",1914,"MESSINA COPPER EXTENSIONS LIMITED",NA,NA,1913,NA,NA,"salisbury","l ms company was registered May 80th, 1913, to adopt an agreement with the",NA,NA,NA,NA
"241","myb664445",1914,"NORTHERN NIGERIA MINING AND EXPLORATION",NA,NA,NA,NA,NA,"transvaal","also mineral rights over three farms, area 16,836 acres, situate in the Waterberg",NA,NA,NA,NA
"242","myb665089",1914,"PNIEL DIAMOND MINING COMPANY LIMITED",NA,NA,NA,NA,NA,"johannesburg","1913 . On August 11th, 1918, it Was resolved to wind up voluntarily and",NA,NA,NA,NA
"243","myb672613",1914,"WELGEDACHT EXPLORATION CO LTD",NA,NA,NA,NA,NA,"salisbury","stars and, Omoes-F. H. Williamson, sac-213, Salisbury House, 12.0",NA,NA,NA,NA
"244","myb675851",1914,"ANGELO DUTCH VEEXPLTORATIION COMPANY LIMITED",NA,NA,NA,NA,NA,"india avenue london","£10,000, in 10,000 shares of £1 each.",NA,NA,NA,NA
"245","myb676552",1914,"ARIZONA CONSOLIDATED COPPER MINES LIMITED",NA,NA,NA,NA,NA,"arizona","to be set aside each year commencing with the year ending",NA,NA,NA,NA
"246","myb676913",1914,"AUETRAEIA LIMITED",NA,NA,NA,NA,NA,"porcupine","Lake View Extended share for every five Associated shares; on July 11th, 1898, 25.",NA,NA,NA,NA
"247","myb679268",1914,"NT CGWW NO LIABILITY",NA,NA,NA,NA,NA,"queensland","January 13th, 1914. Dividends and bonuses per share",NA,NA,NA,NA
"248","myb692457",1914,"KENT COAL CONCESSIONS LIMITED",NA,NA,NA,NA,NA,"london","ordinary holders having also the right to apply for any shares not taken up under",NA,NA,NA,NA
"249","myb692722",1914,"KILLINGHALL SY NDICAIE LIMITED",NA,NA,NA,NA,NA,"london","has the right to draw ,500 cubic feet of water per minute, but in conjunction",NA,NA,NA,NA
"250","myb697298",1914,"COMPANY LIMITED",NA,NA,NA,NA,NA,"zeehan","vited to convert ordinary shares into preference on payment of 5s. per share, in",NA,NA,NA,NA
"251","myb701920",1914,"IRON CO LTD",NA,NA,NA,NA,NA,"manchester","1885-8",NA,NA,NA,NA
"252","myb705160",1914,"ST ERTH SYNDICATE LIMITED",NA,NA,NA,NA,NA,"brazil","£462,000 in 1893, to £500,000 in January, 1895, to £600,000 in November, 1895,",NA,NA,NA,NA
"253","myb710908",1914,"WAIHI GRAND JUNCTION G Q LD COMPANY LIMITED",NA,NA,NA,NA,NA,"sydney","August 9th, 1912, showed a profit of £5,726, making with balance forward a sum",NA,NA,NA,NA
"254","myb711058",1914,"WARWICKSHIRE COAL CO LTD",NA,NA,NA,NA,NA,"glasgow","sunk and",NA,NA,NA,NA
"255","myb715939",1915,"ASHTON VALE IRON COMPANY LIMITED",NA,NA,NA,NA,NA,"bristol","1897-8 ...3 ,, 1901.2 ...2; ,. 1905-6 nil. 1910-11 nil.",NA,NA,NA,NA
"256","myb716931",1915,"BAKNSLEY SMOKELESS FUEL CO LTD",NA,NA,NA,NA,NA,"london","The company has acquired the benefit of a prospecting license over the Semna",NA,NA,NA,NA
"257","myb718667",1915,"BRAZILIAN GOLD DREDGING SYNDICATE LIMITED",NA,NA,NA,NA,NA,"queensland","mill, five Huntington Mills and cyanide works. For half-year to May, 1914,",NA,NA,NA,NA
"258","myb718877",1915,"BRITISH AND CANADIAN LEAD COMPANY LIMITED",1612749.762,NA,NA,NA,NA,"london","Capital £339,000, in 315,000 ordinary shares of £1 each and 60,000 privileged",NA,NA,NA,NA
"259","myb718933",1915,"BRITISH AND CANADIAN LEAD COMPANY LIMITED",NA,NA,NA,NA,NA,"london","tectorate, and acquired the undertakings of Sharrer s Zambesi Traffic Co., Ltd.,",NA,NA,NA,NA
"260","myb721004",1915,"CAMBRIAN MINERAL AND METAL CO LTD",NA,NA,NA,NA,NA,"canada","the Official List. Settling days have been appointed in ordinary shares Nos.",NA,NA,NA,NA
"261","myb722519",1915,"CHAS BUTTERS",NA,NA,NA,NA,NA,"broken","Dividends 1902, 10 per cent.; 1903,",NA,NA,NA,NA
"262","myb722961",1915,"CHINESE ENGINEERING AND MINING CO LTD",NA,NA,NA,NA,NA,"topeka","which company also transports the concentrates to the smokers at El Paso. A",NA,NA,NA,NA
"263","myb726746",1915,"DURBAN NAVIGATION COLLIERIES LTD",NA,NA,NA,NA,NA,"roodepoort","288 claims were acquired for £24,103; the extent of the property is now 273-7",NA,NA,NA,NA
"264","myb732417",1915,"H E PROPRIETARY NEW LTD",NA,NA,NA,NA,NA,"new zealand","to 252,007 and March 11, 1915, in Nos. 252,008 to",NA,NA,NA,NA
"265","myb734754",1915,"JOHANNESBURG CONSOLIDATED INVESTMENT",NA,NA,NA,NA,NA,"johannesburg","The properties comprise large holdings of shares in mining and other com",NA,NA,NA,NA
"266","myb735779",1915,"KERR LAKE MINING COMPANY",NA,NA,NA,NA,NA,"ontario","been drained , the work being undertaken in conjunction with the Crown Reserve",NA,NA,NA,NA
"267","myb740327",1915,"MIDDLEBURG CENTRAL COLLIERIES SYND LTD",NA,NA,NA,NA,NA,"transvaal","every two old shares held, together with right to subscribe for 45,000 ordinary",NA,NA,NA,NA
"268","myb743634",1915,"NEW NIMROD COM PANY LIMITED",NA,NA,NA,NA,NA,"london","Rand, Ltd., in October, 1914.",NA,NA,NA,NA
"269","myb750149",1915,"R TINTO COMPANY LIMITED",NA,NA,NA,NA,NA,"glasgow","Estate, and during 1908, the Longdales property intersecting the View Park",NA,NA,NA,NA
"270","myb750166",1915,"R TINTO COMPANY LIMITED",NA,NA,NA,NA,NA,"london","1891 7 ,, 1090 10 ,, 1904 14 ,, 1910 30 ,, bonus",NA,NA,NA,NA
"271","myb753761",1915,"SOUTHERN RHODESIA EXPLORATIONI LIMITED",NA,NA,NA,NA,NA,"siberia","creditors £12,764.",NA,NA,NA,NA
"272","myb756272",1915,"COMPANY LIMITED",NA,NA,NA,NA,NA,"transvaal","Accounts For year ended December 31, 1914, submitted March 26, 1915,",NA,NA,NA,NA
"273","myb761400",1915,"ZAMBESIA COMPANY COMPANHIA DA ZAMBEZIA",NA,NA,NA,NA,NA,"rhodesia","B. Gold, coal, and iron concessions are not subject to any royalty payable to the Portuguese",NA,NA,NA,NA
"274","myb762537",1916,"AKOKO GOLD MINES AND ESTATES LTD",NA,NA,NA,NA,NA,"alaska","Transfer form, common ; fee, 2s. 6d. Settling days have been appointed in",NA,NA,NA,NA
"275","myb764119",1916,"ANGLO FRENCHTRANLSAVNAADL CLIMOIMTEPDA NY OF THE",NA,NA,NA,NA,NA,"paris","Solicitors Allen, Edwards",NA,NA,NA,NA
"276","myb764276",1916,"ANGLO FRENCHTRANLSAVNAADL CLIMOIMTEPDA NY OF THE",NA,NA,NA,NA,NA,"tasmania","Boppy ord, and 7,039 pref., 10,000 Tasmania Gold, 5,000 Champion Reef, 14,500",NA,NA,NA,NA
"277","myb764287",1916,"ANGLO FRENCHTRANLSAVNAADL CLIMOIMTEPDA NY OF THE",NA,NA,NA,NA,NA,"mysore","holders received two fully-paid shares for each fully-paid",NA,NA,NA,NA
"278","myb772245",1916,"BUTTERS SALVADOR MINES LIMITED",NA,NA,NA,NA,NA,"rhodesia","Registered July 15, 1914, to adopt an agreement with T. Braithwaite on behalf","juliu","registered",NA,"board"
"279","myb774829",1916,"CHANNEL COLLIERIES TRUST LIMITED",NA,NA,NA,NA,NA,"london","account",NA,NA,NA,NA
"280","myb780233",1916,"DUFF DEVELOPMENT COMPANY LIMITED",NA,NA,NA,NA,NA,NA,"question has arisen between the company and the Government",NA,NA,NA,NA
"281","myb780291",1916,"DUFF DEVELOPMENT COMPANY LIMITED",NA,NA,NA,NA,NA,NA,"latter received an option certificate entitling them",NA,NA,NA,NA
"282","myb780413",1916,"IDUNDEE COAL",NA,NA,NA,NA,NA,"london","the assets of the St. George s Coal and Estate Co., Ltd.",NA,NA,NA,NA
"283","myb784654",1916,"GAVIN PAUL AND SONS LIMITED",NA,NA,NA,NA,NA,"heidelberg","1,839ft.",NA,NA,NA,NA
"284","myb785235",1916,"GENERAL DEVELOPMENT TRUST LIMITED",NA,NA,NA,NA,NA,"durham","countries, also mineral and metallurgical works",NA,NA,NA,NA
"285","myb787592",1916,"GRAIGFELEN COLLIERY COMPANY LIMITED",NA,NA,NA,NA,NA,"phoenix","at par in January, 1913, redeemable after May 1, 1923, and before May 1, 1928,",NA,NA,NA,NA
"286","myb798388",1916,"MENAI COLLIERIES LIMITED",NA,NA,NA,NA,NA,"western","each; 224,015 shares are issued credited",NA,NA,NA,NA
"287","myb800158",1916,"MORKVVA GOLD ESTATES LIMITED",NA,NA,NA,NA,NA,"broken","payable January 1, and July 1.",NA,NA,NA,NA
"288","myb800368",1916,"MOUNT CUTHBERT",NA,NA,NA,NA,NA,"london","Transfer form, common; fee, 2s. 6d. March 1, 1911, was appointed settling",NA,NA,NA,NA
"289","myb802565",1916,"NEVV CHUOUITAMBO GOLD MINES LIMITED",NA,NA,NA,NA,NA,"santiago","par and 7,000",NA,NA,NA,NA
"290","myb806842",1916,"NOURSE MINES LIMITED",NA,NA,NA,NA,NA,"wabana","the Nova Scotia Steel Co., Ltd. The properties comprise iron ore",NA,NA,NA,NA
"291","myb811117",1916,"RAMBUTAN LIMITED",NA,NA,NA,NA,NA,"portland","£158, increasing debit balance",NA,NA,NA,NA
"292","myb813161",1916,"RHODESIAN VENTURES LIMITED",NA,NA,NA,NA,NA,"wales","the £2 10s. per share",NA,NA,NA,NA
"293","myb817617",1916,"SNEYD COLLIERIES LIMITED",NA,NA,NA,NA,NA,NA,"Coal production for 1914, 49,000 tons; seven months",NA,NA,NA,NA
"294","myb820441",1916,"SUKARI MINES LTD",NA,NA,NA,NA,NA,"broken","treatment",NA,NA,NA,NA
"295","myb821973",1916,"THORNTHWAITE MINES LIMITED",166825.5482,NA,NA,NA,NA,"cumberland","Capital £35,000, in 17,500 six per cent. cumulative preference and 17,500",NA,NA,NA,NA
"296","myb823405",1916,"TRANSVAAL GOLD EXPLORATION",NA,NA,NA,NA,NA,"transvaal","General Manager 4t, A. Barry, Pilgrim s Rest, l mnsVaal.",NA,NA,NA,NA
"297","myb823753",1916,"TREDEGAR IRON",953288.8466,NA,NA,NA,NA,"cornwall","Capital £200,000, in 80,000 ten per cent. non-cumulative participating prefer",NA,NA,NA,NA
"298","myb826710",1916,"WALLARAH COAL CO LTD",NA,NA,NA,NA,NA,"london","forward made £24,509; dividends absorbed £10,000, leaving £14,509 carried",NA,NA,NA,NA
"299","myb828145",1916,"EAST RAND MINING ESTATES LIMITED",NA,NA,NA,NA,NA,"london","be driven 800 ft. c Crush for the company 15,0",NA,NA,NA,NA
"300","myb828479",1916,"WHIM WELL COPPER MINES LIMITED",NA,NA,NA,NA,NA,"australia","December, 1913, held 29,300 shares.",NA,NA,NA,NA
"301","myb831878",1917,"AFRICAN CITY PROPERTIES TRUST LTD",NA,NA,NA,NA,NA,"canada","Chambers-Ferland Mining Co., Ltd., registered in Canada with $2,500,000",NA,NA,NA,NA
"302","myb833704",1917,"TRANSVAAL LIMITED",NA,NA,NA,NA,NA,"transvaal","about 170,565 acres,",NA,NA,NA,NA
"303","myb835413",1917,"ASSOCIATED AUSTRALASIAN MINERS LIMITED",NA,NA,NA,NA,NA,"adelaide","1914: highest, 9s. 6d.; lowest, 5s.; 1915: highest, 7s.; lowest, 1s. 6d.; 1916:",NA,NA,NA,NA
"304","myb836259",1917,"BALDWINS LIMITED",NA,NA,NA,NA,NA,"birmingham","profit",NA,NA,NA,NA
"305","myb839446",1917,"BRITISH NORTH RAND MINES LIMITED",NA,NA,NA,NA,NA,"winchester","accounts received.",NA,NA,NA,NA
"306","myb842775",1917,"CARDINAL PROSPECTING SYNDICATE LIMITED",NA,NA,NA,NA,NA,"france","Backhouse, Bart., J.P., D.L.",NA,NA,NA,NA
"307","myb844505",1917,"CHINESE ENGINEERING AND MINING CO LTD",NA,NA,NA,NA,NA,"austin","The property has been tested by boreholes and coal seams struck. Two pits are",NA,NA,NA,NA
"308","myb847530",1917,"W WIGAN",NA,NA,NA,NA,NA,"western","ing Engines, with Valves to Walkers Latest Patents. for Power-driven Plants.",NA,NA,NA,NA
"309","myb850515",1917,"EAST CORNWALL CHINA CLAY",NA,NA,NA,NA,NA,"london","lowest, 9d. Latest price,",NA,NA,NA,NA
"310","myb852881",1917,"BARCLAY",NA,NA,NA,NA,NA,"vulcan","LIMITED,",NA,NA,NA,NA
