"","id","year","company","capital","office","yearg","situated","mine","loc","text","lastname","firstname","middlename","prof"
"311","myb855667",1917,"GOLDFIELDS CONSOLIDATED OF S A LTD",NA,NA,NA,NA,NA,"mysore","and secondly in March, 1902 see vol. for 1907 . The original company acquired",NA,NA,NA,NA
"312","myb864195",1917,"LABUAN COALFIELDS COMPANY LIMITED",19380.66,NA,NA,NA,NA,"johannesburg","ber 26, 1915, showed uncalled capital £4,068; debtors £1,291; creditors £6,011.",NA,NA,NA,NA
"313","myb867223",1917,"MAIN REEF WEST LIMITED",NA,NA,NA,NA,NA,"spain","issued credited except two as fully paid.",NA,NA,NA,NA
"314","myb868281",1917,"MEDITERRANEAN COAL MINING SYNDICATE LTD",NA,NA,NA,NA,NA,"western","1916, there",NA,NA,NA,NA
"315","myb869206",1917,"D ASKAMI HEMATITE IRON",NA,NA,NA,NA,NA,"cumberland","the Alquife Mines and Railway Co., Ltd., and",NA,NA,NA,NA
"316","myb870203",1917,"MORKVVA GOLD ESTATES LIMITED",NA,NA,NA,NA,NA,"london","July 1914, 17,500 shares were offered for sub",NA,NA,NA,NA
"317","myb873585",1917,"NEVV JAGERSFONTCEOINMPANMYI NING AND EXPLORATION LIMITED",NA,NA,NA,NA,NA,"london","South Africa for every",NA,NA,NA,NA
"318","myb877007",1917,"NORTH AMMAN COLLIERIES LTD",NA,NA,NA,NA,NA,"kalgoorlie","per cent.; 1900,",NA,NA,NA,NA
"319","myb879921",1917,"PARING A MINES",NA,NA,NA,NA,NA,"liverpool","Bankers Parr s Bank, Limited. | Auditors Blease & Sons, Liverpool.",NA,NA,NA,NA
"320","myb884037",1917,"RHODESIA BROKEN HILL DEVELOPMENT CO LTD",NA,NA,NA,NA,NA,"rhodesia","its share capital until the debenture issue has been redeemed. Thereafter, so soon as the",NA,NA,NA,NA
"321","myb886742",1917,"DAVID DUMCAM",NA,NA,NA,NA,NA,"london","moted by the vendors, the London Concessions and Construction Synd., Ltd.,",NA,NA,NA,NA
"322","myb889029",1917,"BIMMER DEEP",NA,NA,NA,NA,NA,"london","lowest, Is...;",NA,NA,NA,NA
"323","myb889570",1917,"SONDAGE SYNDICATE LIMITED",NA,NA,NA,NA,NA,"california","filter plant",NA,NA,NA,NA
"324","myb892152",1917,"SUB NIGEL LIMITED",NA,NA,NA,NA,NA,"transvaal","Hibbert.",NA,NA,NA,NA
"325","myb957975",1919,"BOSCHOEK PROPRIETARY CO LTD",NA,NA,NA,NA,NA,"carter","Phone : 2731 Wall.",NA,NA,NA,NA
"326","myb959516",1919,"BULLF INCH PROPRIETARY L FDT",NA,NA,NA,NA,NA,"london","for debentures of Burma Mines, Ltd.",NA,NA,NA,NA
"327","myb959750",1919,"H CLEMENTS LANE LONDON E C",NA,NA,NA,NA,NA,"valley","£10 each were sub-divided. In September, 1914, the remaining unissued ordinary",NA,NA,NA,NA
"328","myb960580",1919,"CASEY COBALT MINING CO LTD",NA,NA,NA,NA,NA,"transvaal","Co. take 100,000 shares of £1 each, the Clydesdale Transvaal Collieries 100,000",NA,NA,NA,NA
"329","myb961560",1919,"CHILE COPPER CO",NA,NA,NA,NA,NA,"london","Transfer form, common; foo, 2s. 6d. June 18, 1913, was appointed settling day",NA,NA,NA,NA
"330","myb963532",1919,"EDWARD SATTERTHWAITE",NA,NA,NA,NA,NA,"johannesburg","Consolidated Mines Selection 00., 5 63 Claims on farm Turfiontein 5,532",NA,NA,NA,NA
"331","myb966291",1919,"F M S TIMAHI LTD",NA,NA,NA,NA,NA,"chrome","was a balance after writing £150,891 ofi shares and interests of £25,995, which",NA,NA,NA,NA
"332","myb971116",1919,"KRAMAT PULAL LTD",NA,NA,NA,NA,NA,"carter","ward made £40,104; dividends absorbed £20,000, leaving £20,104 carried forward;",NA,NA,NA,NA
"333","myb971164",1919,"KRAMAT PULAL LTD",NA,NA,NA,NA,NA,"japan","1,369,255 yen to reserve, 2,503,000 yen to special reserve, writing ofi 650,000 you",NA,NA,NA,NA
"334","myb972182",1919,"LOMBARD FINANCE CO I LTD",NA,NA,NA,NA,NA,"rhodesia","2 Farm Lands, comprising, approximately, 41,634 acres in the districts of Salis",NA,NA,NA,NA
"335","myb974641",1919,"MOUNT CUTHBERT",NA,NA,NA,NA,NA,"bourne","claims, area 500 acres, at Mount Cuthbert, in the Cloncurry district, North Queens",NA,NA,NA,NA
"336","myb977777",1919,"NORTH LINCOLNSHIRE SYND LTD",NA,NA,NA,NA,NA,"london","shares.",NA,NA,NA,NA
"337","myb980232",1919,"PRESTEA BLOCK A LIMITED",NA,NA,NA,NA,NA,"london","from the Appantoo Mines, Ltd., for 50,000 fully-paid £1 shares, and in January,",NA,NA,NA,NA
"338","myb980587",1919,"PROPRIETARY",NA,NA,NA,NA,NA,"london","subscribed at par. It was increased in 1906 to £250,000 in order to acquire the",NA,NA,NA,NA
"339","myb988021",1919,"UNITED COLLIERIES LTD",NA,NA,NA,NA,NA,"altoona","Utah, and Altoona, Iola and La Harpe, Kansas, Checotah, Oklahoma, electrolytic",NA,NA,NA,NA
"340","myb994910",1920,"BECHUANALAND EXPLORATION COMPANY",NA,NA,NA,NA,NA,"spain","to return 10s. per share to shareholders, cancel 630 shares which had been forfeited,",NA,NA,NA,NA
"341","myb995926",1920,"BRISEIS TIN AND GENERAL MINING CO LTD",NA,NA,NA,NA,NA,"cardiff","Accounts For year ended December 31, 1918, submitted July 16, 1919, the",NA,NA,NA,NA
"342","myb1006325",1920,"GELDENHUIS DEEP LIMITED",NA,NA,NA,NA,NA,"london","31- per cent. interim , January 7, 1920",NA,NA,NA,NA
"343","myb1019373",1920,"PAHANG CONSOLIDATED CO LTD",NA,NA,NA,NA,NA,"austin","Accounts For year ended July 31, 1919, submitted December 15, 1919, there",NA,NA,NA,NA
"344","myb1021912",1920,"BERENGUELA TIN MINES LTD",NA,NA,NA,NA,NA,"salisbury","6365 Arcadia Belingwe .. 3,041 24",NA,NA,NA,NA
"345","myb1028651",1920,"TYEE COPPER CO LTD",NA,NA,NA,NA,NA,"british columbia","scribed; in 1901 it was increased to £180,000, and 80,000 shares were offered for",NA,NA,NA,NA
"346","myb1033583",1921,"DOBBIN S CORE DRILL",NA,NA,NA,NA,NA,"new york","DOBBINS CORE DRILL c0., Inc.,",NA,NA,NA,NA
"347","myb1035296",1921,"ASSOCIATED AUGSOTLRDALIAM ILNIMEISTEDO F VVESTERN",NA,NA,NA,NA,NA,"kalgoorlie","but were shut down February, 1914. A new sulphide plant has been erected, and",NA,NA,NA,NA
"348","myb1047285",1921,"GLYN TILLERY COLLIERY CO LTD",NA,NA,NA,NA,NA,"london","Registered January 20, 1898, to adopt an agreement dated March 15, 1898.","january","registered",NA,"board"
"349","myb1049977",1921,"HUELVA COPPER AND SULPHUR MINES LTD",NA,NA,NA,NA,NA,"london","made a sum of £44,653; income tax absorbed £14,794, leaving £29,860 carried",NA,NA,NA,NA
"350","myb1051121",1921,"JOS TIN AREA NIGERIA LTD",NA,NA,NA,NA,NA,"london","purity and brilliancc. The situation of the mine gives exceptional facilities for",NA,NA,NA,NA
"351","myb1051736",1921,"KEFFI CONSOLIDATED TIN CO LTD",NA,NA,NA,NA,NA,"new zealand","which a dredge is expected to start Work very shortly.",NA,NA,NA,NA
"352","myb1052476",1921,"LA FE MINING CO LTD",NA,NA,NA,NA,NA,"lawson","stopes; no estimate of the amount of silver in reserve can be made.",NA,NA,NA,NA
"353","myb1053854",1921,"LYDENBURG ESTATES LIMITED",NA,NA,NA,NA,NA,"heidelberg","Uitzicht No. 1222 ; in all, covering 7,445 morgen. Rustenberg farms: Witklip",NA,NA,NA,NA
"354","myb1054223",1921,"MANTA MINING CO LTD",384911.5,NA,NA,NA,NA,"mexico","Capital £100,000, in 100,000 shares of £1 each; all the shares are issued",NA,NA,NA,NA
"355","myb1067333",1921,"I SOUTH BUKERU NIGERIA TIN CO LTD",NA,NA,NA,NA,NA,"lawson","The shares are quoted in the Oificial List. Prices, 1918: highest, 58s. 11d;",NA,NA,NA,NA
"356","myb1068659",1921,"WNTAN GAN YIKA CONCESSIONS LTD",NA,NA,NA,NA,NA,"rhodesia","Also tov acquire the right of 1 locating and registering, within a. period of",NA,NA,NA,NA
"357","myb1068847",1921,"WNTAN GAN YIKA CONCESSIONS LTD",NA,NA,NA,NA,NA,"london","5,878 fully-paid shares for arrears of interest. The new debentures have since been",NA,NA,NA,NA
"358","myb1074731",1922,"AIREDALE COLLIERIESI LTD",NA,NA,NA,NA,NA,"yorkshire","F. J. Dundas. | R. G. Ellis, D.L., J.P. | R. E. Hodgkinson, J.P. | H. H. C. Horsfall. J. Kershsw, Secretary .LP. I Sir M. Oldroyd. I Sir J. S. Rymer. and Oflices-H. Sandy, Allerton Bywater Collieries, Cabtleford, Yorkshire.",NA,NA,NA,NA
"359","myb1075494",1922,"ANACONDA COPPER MINING CO",NA,NA,NA,NA,NA,"santiago","also owns the Africana copper and sulphur mines about 3 miles distant from the",NA,NA,NA,NA
"360","myb1080319",1922,"MIAJAG HIS NU YEAR BOO",NA,NA,NA,NA,NA,"broken","prietary. Ltd. An interest 150,000 fully-paid £1 shares has been secured in the",NA,NA,NA,NA
"361","myb1085022",1922,"DARYMUSU WEST COAST DEVELOPMEN",NA,NA,NA,NA,NA,"london","paid preference and one fully-paid deferred share of £2 we. each; 50,000 fully-paid deferred",NA,NA,NA,NA
"362","myb1085387",1922,"DEVON AND CORNWALL MINING SYND LTD",NA,NA,NA,NA,NA,"queensland","the issued capital of that company. This position remains unaltered in the event",NA,NA,NA,NA
"363","myb1085923",1922,"DUNDERLAND IRON ORE CO LTD",NA,NA,NA,NA,NA,"norway","the net profits. 7 . ., .. .. . Machinery capable in the first instance of dealin gi",NA,NA,NA,NA
"364","myb1089967",1922,"COLEMAN T LONDON",NA,NA,NA,NA,NA,"london","ancl Barclay, Ltd., for Langlaagte Estates Gold Mining",NA,NA,NA,NA
"365","myb1091651",1922,"GROUND JOINTS",NA,NA,NA,NA,NA,NA,"GROUND JOINTS.",NA,NA,NA,NA
"366","myb1093104",1922,"KANO NIGERIA TIN AREAS LTD",NA,NA,NA,NA,NA,"canada","New properties are to be acquired.",NA,NA,NA,NA
"367","myb1093535",1922,"KING ASBESTOS RHODESIA LTD",NA,NA,NA,NA,NA,"austin","E. G. Crake, Pinners Hall, Austin Friars, E.C.2.",NA,NA,NA,NA
"368","myb1093926",1922,"KLERKSDORP PROPRIETARY MINES LTD",NA,NA,NA,NA,NA,"london","cent.; 1912, 35 per cent.; 1913, 30 per cent.; 1914, 22 per cent.; 1915, 20 per",NA,NA,NA,NA
"369","myb1098559",1922,"MOZAMBIQUE COMPANY",NA,NA,NA,NA,NA,"mysore","115 per cent.; 1909, 115 per cent.; 1910, 115 per cent.; 1911, 120 per cent.; 1912,",NA,NA,NA,NA
"370","myb1099327",1922,"NEW BRITISH TRANSVAAL MINES LTD",NA,NA,NA,NA,NA,"albany","000 Simmer Deep, Ltd.. sum m debs. £141,100",NA,NA,NA,NA
"371","myb1101886",1922,"NORTHERNIWGERM MHHNG AND EXPLORKHONT",NA,NA,NA,NA,NA,"johannesburg","1913-14, 18 per cent.; 1914-15,13 per cent.; 1915-16, 10 per cent.; 1916-17,",NA,NA,NA,NA
"372","myb1102847",1922,"OTAVI EXPLORING SYNDICATE LIMITED",NA,NA,NA,NA,NA,"london","03 depreciation and plant £7,499, tax, &0., £2,351. debenture interest £101,",NA,NA,NA,NA
"373","myb1105666",1922,"RAN EN COPPER LTD",NA,NA,NA,NA,NA,"of square feet","191.68 ismsoes which have a total capacity of 1,200 tons lead monthly. Two",NA,NA,NA,NA
"374","myb1110080",1922,"STANDARD GRANITE QDTAFQTQTE S ETD",NA,NA,NA,NA,NA,"nottingham","Nottinghamshire, and ironworks near Nottingham. During 1918 the entire share",NA,NA,NA,NA
"375","myb1111282",1922,"TATT LTD",NA,NA,NA,NA,NA,"wharf street sheflield","Dividends On priority shares : 10 per cent. September, 1907; 6 per cent",NA,NA,NA,NA
"376","myb1113058",1922,"UTAH APEX",NA,NA,NA,NA,NA,"broadway","Secretary and OtHces A. H. Melin, 42, Broadway, New York, U.S.A.",NA,NA,NA,NA
"377","myb1113866",1922,"WAIHI GOLD MINING COMPANY LIMITED",NA,NA,NA,NA,NA,"new zealand","Consols, Waihi South and Waihi Extended properties have also been acquired.",NA,NA,NA,NA
"378","myb1118428",1923,"APPOLLONIA GOLD FIELDS LTD",NA,NA,NA,NA,NA,"london","francs carried forward. Reserve fund 1,500,000 francs.",NA,NA,NA,NA
"379","myb1119166",1923,"ATLAS CORPN LTD",NA,NA,NA,NA,NA,"brazil","ITEATT, 1111161081111 &",NA,NA,NA,NA
"380","myb1119190",1923,"NOTANOS TUBE MILLS",NA,NA,NA,NA,NA,NA,"NOTANOS TUBE MILLS.",NA,NA,NA,NA
"381","myb1122570",1923,"CALANO SYND LTD",NA,NA,NA,NA,NA,"wakefield","CALANO SYND.. LTD.",NA,NA,NA,NA
"382","myb1123346",1923,"CARNFORTH HEMATITE IRON CO LTD",NA,NA,NA,NA,NA,"manchester","Ten per cent. Debentures Authorised £30,000; issued £300.",NA,NA,NA,NA
"383","myb1124527",1923,"CHROME CO LTD",NA,NA,NA,NA,NA,"london","cost £197,730; creditors £38,090.",NA,NA,NA,NA
"384","myb1130196",1923,"GEDULD PFQOMPRIETARIY MINETS I LTD",NA,NA,NA,NA,NA,"london","Accounts For year ended December 31, 1921, submitted in Johannesburg",NA,NA,NA,NA
"385","myb1133800",1923,"FOLEY STREET LONDON W I",NA,NA,NA,NA,NA,"london","loss of £21,365 ; deducting credit balance brought forward left a debit balance",NA,NA,NA,NA
"386","myb1137820",1923,"MAZAPIL COPPER CO LTD",NA,NA,NA,NA,NA,"coahuila","and capitalised.",NA,NA,NA,NA
"387","myb1138320",1923,"MIDDLEBURG STEAM COAL AND COKE CO LTD",NA,NA,NA,NA,NA,"london","1919-20, 10 per cent.; 1920.21 and 1921-22. nil.",NA,NA,NA,NA
"388","myb1143896",1923,"OREGON GOLD SYND LTD",NA,NA,NA,NA,NA,"transvaal","decided to acquire the property of the New British Transvaal Mines,, Ltd.,",NA,NA,NA,NA
"389","myb1149804",1923,"SINAI MINING CO LTD",NA,NA,NA,NA,NA,"moscow","The Sysselsky mine was opened up in 1906, and plant with a productive capacity",NA,NA,NA,NA
"390","myb1154346",1923,"VAN RYN DEEP LIMITED",NA,NA,NA,NA,NA,"transvaal","sands plant and slimes Butter s Filter process plant, having a capacity of 54,000",NA,NA,NA,NA
"391","myb1155191",1923,"CANNON STREET LONDON E C",NA,NA,NA,NA,NA,"glasgow","WARWICKSHIBE COAL",NA,NA,NA,NA
