"id","type","source","year","lastname","firstname","middlename","simpname","edu","org","loc","lon","lat","country","text","position","lname","nationality","company","freq","prof"
"aime78081","professional","taime",1892,"mccreath","a",NA,"mccreath, a",NA,NA,"harrisburg pa",-76.8867,40.27319,"united states of america",NA,"chemist","mccreath",NA,NA,78851,"chemist"
"aime78091","professional","taime",1892,"mccreeryy","c",NA,"mccreeryy, c",NA,"Dominion Iron And Steel Company","troy n y",-73.69178,42.72841,"united states of america",NA,"superintendent","mccreeryy",NA,NA,6,"superintendent"
"aime78110","professional","taime",1892,"mcculloch","e",NA,"mcculloch, e",NA,NA,"baltimore md",-76.61219,39.29039,"united states of america",NA,NA,"mcculloch",NA,NA,78851,NA
"aime78116","professional","taime",1892,"mccullocn","r",NA,"mccullocn, r",NA,"Chicago City Ry Company","st louis mo",-90.1994,38.627,"united states of america",NA,NA,"mccullocn",NA,NA,2,NA
"aime78122","professional","taime",1892,"mccullough","campbell","rogers","mccullough, c r","chemistry",NA,"south chicago ill",-87.55442,41.73969,"united states of america",NA,NA,"mccullough",NA,NA,78851,NA
"aime78144","professional","taime",1892,"mccune","r",NA,"mccune, r","student",NA,"avondale ala",-86.77792,33.52173,"united states of america",NA,NA,"mccune",NA,NA,78851,NA
"aime78206","professional","taime",1892,"mcdermott","walter",NA,"mcdermott, w",NA,NA,"london england",-0.127758,51.50735,"united kingdom",NA,"mining engineer","mcdermott",NA,NA,78851,"mining engineer"
"aime78337","professional","taime",1892,"mcdonald","samuel",NA,"mcdonald, s","architect","Republic Iron Steel Company","duquesne pa",-79.85977,40.38146,"united states of america",NA,"superintendent","mcdonald",NA,NA,49,"superintendent"
"aime78346","professional","taime",1892,"mcdonald","thomas",NA,"mcdonald, t",NA,"National Steel Casting Company","youngstown ohio",-80.64952,41.09978,"united states of america",NA,"superintendent","mcdonald",NA,NA,6,"superintendent"
"aime78392","professional","taime",1892,"mcdougall","george",NA,"mcdougall, g",NA,NA,"montreal canada",-73.56726,45.50169,"canada",NA,NA,"mcdougall",NA,NA,78851,NA
"aime78414","professional","taime",1892,"mcdowell","francis","henry","mcdowell, f h","student",NA,"ny city",-74.00597,40.71278,NA,NA,"student","mcdowell",NA,NA,214,"student"
"aime78455","professional","taime",1892,"mcelroy","k",NA,"mcelroy, k",NA,NA,"washington d.c.",-77.03687,38.90719,"united states of america",NA,NA,"mcelroy",NA,NA,78851,NA
"aime78556","professional","taime",1892,"mcgee","m","j","mcgee, m j",NA,NA,"washington d.c.",-77.03687,38.90719,"united states of america",NA,NA,"mcgee",NA,NA,78851,NA
"aime78581","professional","taime",1892,"mcginnes","t",NA,"mcginnes, t",NA,NA,"danville pa",-76.61273,40.96342,"united states of america",NA,NA,"mcginnes",NA,NA,78851,NA
"aime78598","professional","taime",1892,"mcgonagle","w","a","mcgonagle, w a",NA,NA,"lake co minn.",-91.49646,47.59643,"united states of america",NA,NA,"mcgonagle",NA,NA,78851,NA
"aime78709","professional","taime",1892,"mchose","a",NA,"mchose, a",NA,NA,"norristown pa",-75.33991,40.1215,"united states of america",NA,NA,"mchose",NA,NA,78851,NA
"aime78719","professional","taime",1892,"mcilvain","w",NA,"mcilvain, w",NA,NA,"reading pa",-75.92687,40.33565,"united states of america",NA,NA,"mcilvain",NA,NA,78851,NA
"aime78722","professional","taime",1892,"mcilvar","e",NA,"mcilvar, e",NA,"Bethlehem Steel Company","south bethlehem pa",-79.34087,40.99951,"united states of america",NA,"president","mcilvar",NA,NA,55,"president"
"aime78844","professional","taime",1892,"mckeen","james","macagere","mckeen, j m","mining eng",NA,"tilly foster ny",-73.63632,41.4202,"united states of america",NA,NA,"mckeen",NA,NA,78851,NA
"aime78846","professional","taime",1892,"mckege","j",NA,"mckege, j",NA,"Baker Mines","carroll co va",-80.72144,36.67787,"united states of america",NA,"superintendent","mckege",NA,NA,2,"superintendent"
"aime78908","professional","taime",1892,"mckeown","samuel","anderson","mckeown, s a","student",NA,"youngstown ohio",-80.64952,41.09978,"united states of america",NA,NA,"mckeown",NA,NA,78851,NA
"aime78931","professional","taime",1892,"mckilvop","j",NA,"mckilvop, j",NA,NA,"london england",-0.127758,51.50735,"united kingdom",NA,"metallurgist","mckilvop",NA,NA,78851,"metallurgist"
"aime78966","professional","taime",1892,"mckinney","r",NA,"mckinney, r",NA,NA,"hamilton ohio",-84.56134,39.3995,"united states of america",NA,NA,"mckinney",NA,NA,78851,NA
"aime78982","professional","taime",1892,"mckinnon","g",NA,"mckinnon, g",NA,NA,"london england",-0.127758,51.50735,"united kingdom",NA,NA,"mckinnon",NA,NA,78851,NA
"aime78983","professional","taime",1892,"mckinnon","g",NA,"mckinnon, g",NA,NA,"broken hill new south wales",141.4539,-31.95391,"australia",NA,NA,"mckinnon",NA,NA,78851,NA
"aime79007","professional","taime",1892,"mclanahan","j",NA,"mclanahan, j",NA,NA,"hollidaysburg pa",-78.3889,40.4273,"united states of america",NA,"manager","mclanahan",NA,NA,78851,"manager"
"aime79118","professional","taime",1892,"mcleavy","j",NA,"mcleavy, j",NA,"John Mcleavy Company","clearfield pa",-78.43919,41.02728,"united states of america",NA,"manager","mcleavy",NA,NA,2,"manager"
"aime79126","professional","taime",1892,"mclennan","j",NA,"mclennan, j",NA,"Dominion Coal Company","sydney cape breton",-60.19422,46.13679,"canada",NA,NA,"mclennan",NA,NA,11,NA
"aime79136","professional","taime",1892,"mcleod","harry","o","mcleod, h o","mining eng",NA,"troy n y",-73.69178,42.72841,"united states of america",NA,NA,"mcleod",NA,NA,78851,NA
"aime79206","professional","taime",1892,"mclure","c",NA,"mclure, c",NA,NA,"st louis mo",-90.1994,38.627,"united states of america",NA,"mining engineer","mclure",NA,NA,78851,"mining engineer"
"aime79333","professional","taime",1892,"mcnair","t",NA,"mcnair, t",NA,NA,"hazleton pa",-75.97465,40.95842,"united states of america",NA,NA,"mcnair",NA,NA,78851,NA
"aime79505","professional","taime",1892,"mcvichie","duncan",NA,"mcvichie, d",NA,"De La Mars Mercur Mine Company","iron belt wis",-90.32434,46.4005,"united states of america",NA,"superintendent","mcvichie",NA,NA,2,"superintendent"
"aime79532","professional","taime",1892,"mead","charles","l","mead, c l","mining eng",NA,"pony mont",-111.8933,45.65835,"united states of america",NA,NA,"mead",NA,NA,78851,NA
"aime79561","professional","taime",1892,"mead","m",NA,"mead, m","english",NA,"rockford ill",-89.094,42.27113,"united states of america",NA,NA,"mead",NA,NA,78851,NA
"aime79593","professional","taime",1892,"meaker","w",NA,"meaker, w",NA,"Spanish American Development Syndicate Limited","newark n j",-74.17237,40.73566,"united states of america",NA,"chemist","meaker",NA,NA,12,"chemist"
"aime79601","professional","taime",1892,"means","alan","hay","means, a h","geology",NA,"la salle co ill",-88.94139,41.4364,"united states of america",NA,NA,"means",NA,NA,78851,NA
"aime79607","professional","taime",1892,"means","ellison","cooke","means, e c","mining eng","Low Moor Iron Company","boyd co ky.",-82.69154,38.38333,"united states of america",NA,"president","means",NA,NA,3,"president"
"aime79678","professional","taime",1892,"meeker","david","anderson","meeker, d a","business","S J Meeker","newark n j",-74.17237,40.73566,"united states of america",NA,"superintendent","meeker",NA,NA,2,"superintendent"
"aime79682","professional","taime",1892,"meeker","s",NA,"meeker, s",NA,NA,"newark n j",-74.17237,40.73566,"united states of america",NA,NA,"meeker",NA,NA,78851,NA
"aime79702","professional","taime",1892,"meetcalf","o",NA,"meetcalf, o",NA,"Verona Tool Works","pittsburgh pa",-79.99589,40.44062,"united states of america",NA,"treasurer","meetcalf",NA,NA,5,"treasurer"
"aime79738","professional","taime",1892,"meier","ernest",NA,"meier, e",NA,"Heine Safety Boiler Company","st louis mo",-90.1994,38.627,"united states of america",NA,"president","meier",NA,NA,2,"president"
"aime79750","professional","taime",1892,"meier","jerome",NA,"meier, j","electrical eng",NA,"baden wurttemberg germany.",9.350134,48.6616,"germany",NA,NA,"meier",NA,NA,78851,NA
"aime79791","professional","taime",1892,"meissner","carl",NA,"meissner, c","phb","Columbia College Univ","birmingham ala",-86.81036,33.51859,"united states of america",NA,"student","meissner",NA,NA,2,"student"
"aime79800","professional","taime",1892,"meister","h",NA,"meister, h",NA,NA,"st louis mo",-90.1994,38.627,"united states of america",NA,NA,"meister",NA,NA,78851,NA
"aime79888","professional","taime",1892,"memminoer","c",NA,"memminoer, c",NA,NA,"bartow fla.",-81.84314,27.89642,"united states of america",NA,NA,"memminoer",NA,NA,78851,NA
"aime79914","professional","taime",1892,"mendenhall","t",NA,"mendenhall, t",NA,NA,"washington d.c.",-77.03687,38.90719,"united states of america",NA,NA,"mendenhall",NA,NA,78851,NA
"aime79997","professional","taime",1892,"mercalf","a",NA,"mercalf, a",NA,"United Reefs Shea Limited","johannesburg south africa",28.04731,-26.2041,"south africa",NA,"manager","mercalf",NA,NA,3,"manager"
"aime80025","professional","taime",1892,"mercer","william","r","mercer, w r","mechanical eng",NA,"durango colorado",-107.8801,37.27528,"united states of america",NA,NA,"mercer",NA,NA,78851,NA
"aime80087","professional","taime",1892,"merrell","j",NA,"merrell, j",NA,NA,"oakland cal",-122.2711,37.80436,"united states of america",NA,NA,"merrell",NA,NA,78851,NA
"aime80142","professional","taime",1892,"merricks","frank",NA,"merricks, f","mining eng",NA,"london england",-0.127758,51.50735,"united kingdom",NA,"mining engineer","merricks",NA,NA,78851,"mining engineer"
"aime80176","professional","taime",1892,"merrill","charles","henry","merrill, c h",NA,"Homestake Mining Company","alameda cal",-122.2416,37.76521,"united states of america",NA,"metallurgist","merrill",NA,NA,28,"metallurgist"
"aime80216","professional","taime",1892,"merrill","frederic","dimock","merrill, f d","physics","New York State Museum","albany n y",-73.75623,42.65258,"united states of america",NA,"state geologist","merrill",NA,NA,2,"state geologist"
"aime80323","professional","taime",1892,"merritt","wilbur",NA,"merritt, w",NA,NA,"toronto canada.",-79.38318,43.65323,"canada",NA,NA,"merritt",NA,NA,78851,NA
"aime80339","professional","taime",1892,"merry","henry",NA,"merry, h",NA,"Montana Coal Coke Company","alleghany co va",-80.05349,37.8532,"united states of america",NA,"manager","merry",NA,NA,2,"manager"
"aime80358","professional","taime",1892,"merryweather","george","e","merryweather, g e","mechanical eng",NA,"chicago ill",-87.6298,41.87811,"united states of america",NA,NA,"merryweather",NA,NA,78851,NA
"aime80407","professional","taime",1892,"mesgcer","w",NA,"mesgcer, w",NA,"Bloomfield House","london england",-0.127758,51.50735,"united kingdom",NA,"mining engineer","mesgcer",NA,NA,2,"mining engineer"
"aime80484","professional","taime",1892,"metcalf","walter","augustus","metcalf, w a","bachelor arts","Columbia University","pittsburgh pa",-79.99589,40.44062,"united states of america",NA,"student","metcalf",NA,NA,25,"student"
"aime80555","professional","taime",1892,"meyer","aeraham","paul","meyer, a p","chemical","St Louis Smelting Refining Company","kansas city mo",-94.57857,39.09973,"united states of america",NA,NA,"meyer",NA,NA,4,NA
"aime80654","professional","taime",1892,"mezger","adolph",NA,"mezger, a","mining eng",NA,"charlotte n. c.",-80.84313,35.22709,"united states of america",NA,NA,"mezger",NA,NA,78851,NA
"aime80725","professional","taime",1892,"mickley","e",NA,"mickley, e",NA,NA,"mickleys pa",-75.49546,40.64732,"united states of america",NA,NA,"mickley",NA,NA,78851,NA
"aime80729","professional","taime",1892,"mickley","j",NA,"mickley, j",NA,NA,"mickleys pa",-75.49546,40.64732,"united states of america",NA,NA,"mickley",NA,NA,78851,NA
"aime80755","professional","taime",1892,"middleton","k",NA,"middleton, k",NA,NA,"denver colo",-104.9903,39.73924,"united states of america",NA,"mining engineer","middleton",NA,NA,78851,"mining engineer"
"aime80827","professional","taime",1892,"miles","five","square","miles, f s",NA,"Copake Iron Works","ny city",-74.00597,40.71278,NA,NA,NA,"miles",NA,NA,5,NA
"aime80921","professional","taime",1892,"miller","a",NA,"miller, a","civil eng",NA,"philadelphia pa",-75.16522,39.95258,"united states of america",NA,NA,"miller",NA,NA,78851,NA
"aime80971","professional","taime",1892,"miller","c","l","miller, c l","mining eng","Am Steel Wire Company","aspen colo",-106.8175,39.1911,"united states of america",NA,"superintendent","miller",NA,NA,10,"superintendent"
"aime80972","professional","taime",1892,"miller","c","l","miller, c l","mining eng","Am Steel Wire Company","central falls r. i.",-71.39228,41.89066,"united states of america",NA,"mining engineer","miller",NA,NA,10,"mining engineer"
"aime80973","professional","taime",1892,"miller","c","l","miller, c l","mining eng",NA,"chicago ill",-87.6298,41.87811,"united states of america",NA,"mining engineer","miller",NA,NA,78851,"mining engineer"
"aime81057","professional","taime",1892,"miller","g",NA,"miller, g","mechanical eng",NA,"oswego oregon.",-122.716,45.41568,"united states of america",NA,NA,"miller",NA,NA,78851,NA
"aime81082","professional","taime",1892,"miller","h",NA,"miller, h","mining eng","Atlas Engine Wks","capetown so. africa.",18.42405,-33.92487,"south africa",NA,"consulting engineer","miller",NA,NA,4,"consulting engineer"
"aime81083","professional","taime",1892,"miller","h",NA,"miller, h","mining eng","Atlas Engine Wks","johannesburg south africa",28.04731,-26.2041,"south africa",NA,"consulting engineer","miller",NA,NA,4,"consulting engineer"
"aime81084","professional","taime",1892,"miller","h",NA,"miller, h","mining eng",NA,"duquesne pa",-79.85977,40.38146,"united states of america",NA,NA,"miller",NA,NA,78851,NA
"aime81085","professional","taime",1892,"miller","h",NA,"miller, h","mining eng",NA,"ny city",-74.00597,40.71278,NA,NA,NA,"miller",NA,NA,78851,NA
"aime81175","professional","taime",1892,"miller","lee","allston","miller, l a","mining eng","Iron Ore Oglebay Norton Company","cleveland ohio",-81.69436,41.49932,"united states of america",NA,"student","miller",NA,NA,2,"student"
"aime81229","professional","taime",1892,"miller","s",NA,"miller, s","mechanical eng",NA,"ny city",-74.00597,40.71278,NA,NA,"mechanical engineer","miller",NA,NA,78851,"mechanical engineer"
"aime81289","professional","taime",1892,"miller","w","clayton","miller, w c","student","Selby Sm Lead Company","oakland cal",-122.2711,37.80436,"united states of america",NA,"metallurgist","miller",NA,NA,3,"metallurgist"
"aime81414","professional","taime",1892,"mills","c",NA,"mills, c",NA,"Detroit Cop M Company","yavapai co ariz.",-112.4291,34.6464,"united states of america",NA,"superintendent","mills",NA,NA,3,"superintendent"
"aime81484","professional","taime",1892,"mills","f",NA,"mills, f",NA,NA,"ishpeming mich",-87.66764,46.48855,"united states of america",NA,NA,"mills",NA,NA,78851,NA
"aime81536","professional","taime",1892,"mills","james","page","mills, j p","chemistry",NA,"plumas co cal.",-120.8039,39.99268,"united states of america",NA,"student","mills",NA,NA,214,"student"
"aime81548","professional","taime",1892,"mills","lawrence",NA,"mills, l",NA,NA,"toronto canada.",-79.38318,43.65323,"canada",NA,NA,"mills",NA,NA,78851,NA
"aime81706","professional","taime",1892,"mingaye","j",NA,"mingaye, j",NA,"Dept Of Mines","sydney new south wales",151.2093,-33.86882,"australia",NA,"chemist","mingaye",NA,NA,5,"chemist"
"aime81954","professional","taime",1892,"mitchell","r","w","mitchell, r w","mechanical eng","Mit","philadelphia pa",-75.16522,39.95258,"united states of america",NA,"operator","mitchell",NA,NA,48921,"operator"
"aime81982","professional","taime",1892,"mitchell","william","augustus","mitchell, w a",NA,"W K Mitchell Company","pittsburgh pa",-79.99589,40.44062,"united states of america",NA,"blast furnace specialist","mitchell",NA,NA,2,"blast furnace specialist"
"aime82022","professional","taime",1892,"mittino","e",NA,"mittino, e",NA,NA,"chicago ill",-87.6298,41.87811,"united states of america",NA,NA,"mittino",NA,NA,78851,NA
"aime82117","professional","taime",1892,"moen","p",NA,"moen, p",NA,"Amer Steel And Wire Company","worcester mass",-71.80229,42.26259,"united states of america",NA,"vicepresident","moen",NA,NA,5,"vicepresident"
"aime82123","professional","taime",1892,"moffat","agentssafrica","hu","moffat, a h",NA,"Granite Bi Metallic Cons M Company","park city utah",-111.498,40.64606,"united states of america",NA,NA,"moffat",NA,NA,2,NA
"aime82204","professional","taime",1892,"mohr","l",NA,"mohr, l",NA,NA,"chicago ill",-87.6298,41.87811,"united states of america",NA,"secretary","mohr",NA,NA,78851,"secretary"
"aime82222","professional","taime",1892,"moister","i",NA,"moister, i",NA,NA,"wilkes barre pa",-75.88131,41.24591,"united states of america",NA,NA,"moister",NA,NA,78851,NA
"aime82270","professional","taime",1892,"molson","c",NA,"molson, c",NA,"Exploration Company","elkhorn mont",-111.9462,46.27479,"united states of america",NA,"consulting engineer","molson",NA,NA,70,"consulting engineer"
"aime82273","professional","taime",1892,"molson","j",NA,"molson, j",NA,NA,"montreal canada",-73.56726,45.50169,"canada",NA,NA,"molson",NA,NA,78851,NA
"aime82317","professional","taime",1892,"monell","joseph",NA,"monell, j","mining eng","Cu","mine la motte mo",-90.28984,37.61561,"united states of america",NA,"student","monell",NA,NA,4574,"student"
"aime82391","professional","taime",1892,"montague","t",NA,"montague, t",NA,NA,"essex co n y",-73.95077,44.01074,"united states of america",NA,NA,"montague",NA,NA,78851,NA
"aime82471","professional","taime",1892,"montgomery","walter","c","montgomery, w c","mining eng",NA,"birmingham ala",-86.81036,33.51859,"united states of america",NA,NA,"montgomery",NA,NA,78851,NA
"aime82566","professional","taime",1892,"moore","c",NA,"moore, c","mechanical eng",NA,"leadville colorado",-106.2925,39.25082,"united states of america",NA,"mining engineer","moore",NA,NA,78851,"mining engineer"
"aime82695","professional","taime",1892,"moore","john","douglass","moore, j d","mechanical eng",NA,"philadelphia pa",-75.16522,39.95258,"united states of america",NA,NA,"moore",NA,NA,78851,NA
"aime82714","professional","taime",1892,"moore","ledlie","dominick","moore, l d","chemistry",NA,"ny city",-74.00597,40.71278,NA,NA,NA,"moore",NA,NA,78851,NA
"aime82736","professional","taime",1892,"moore","michael","miller","moore, m m",NA,"Cambria Steel Company","johnstown pa",-78.92197,40.32674,"united states of america",NA,"mining engineer","moore",NA,NA,66,"mining engineer"
"aime82835","professional","taime",1892,"moorg","p",NA,"moorg, p",NA,NA,"st louis mo",-90.1994,38.627,"united states of america",NA,"consulting engineer","moorg",NA,NA,78851,"consulting engineer"
"aime82894","professional","taime",1892,"morcom","e",NA,"morcom, e",NA,NA,"tower minn.",-92.2746,47.80548,"united states of america",NA,NA,"morcom",NA,NA,78851,NA
"aime82971","professional","taime",1892,"morgan","cecil",NA,"morgan, c",NA,NA,"worcester mass",-71.80229,42.26259,"united states of america",NA,NA,"morgan",NA,NA,78851,NA
"aime83027","professional","taime",1892,"morgan","james","francis","morgan, j f","chemistry","Cambria Steel Company","johnstown pa",-78.92197,40.32674,"united states of america",NA,"engineer","morgan",NA,NA,66,"engineer"
"aime83077","professional","taime",1892,"morgan","thomas","a","morgan, t a","student",NA,"alliance ohio",-81.10593,40.91534,"united states of america",NA,NA,"morgan",NA,NA,78851,NA
"aime83124","professional","taime",1892,"morison","g",NA,"morison, g",NA,NA,"chicago ill",-87.6298,41.87811,"united states of america",NA,"civil engineer","morison",NA,NA,78851,"civil engineer"
"aime83248","professional","taime",1892,"morris","g",NA,"morris, g","mining eng","Cu","eckman west va",-81.46427,37.40456,"united states of america",NA,"student","morris",NA,NA,4574,"student"
"aime83271","professional","taime",1892,"morris","h",NA,"morris, h","mining eng",NA,"johannesburg south africa",28.04731,-26.2041,"south africa",NA,"mining engineer","morris",NA,NA,78851,"mining engineer"
"aime83272","professional","taime",1892,"morris","h",NA,"morris, h","mining eng","Reno Reduction Wkzs","philadelphia pa",-75.16522,39.95258,"united states of america",NA,"mining engineer","morris",NA,NA,3,"mining engineer"
"aime83292","professional","taime",1892,"morris","i",NA,"morris, i",NA,NA,"philadelphia pa",-75.16522,39.95258,"united states of america",NA,NA,"morris",NA,NA,78851,NA
"aime83341","professional","taime",1892,"morris","s",NA,"morris, s",NA,"Vicar Of St Pauls Church","pottstown pa",-75.64963,40.24537,"united states of america",NA,NA,"morris",NA,NA,2,NA
"aime83365","professional","taime",1892,"morris","walter","reed","morris, w r","mining eng","Morris Wheeler Company","philadelphia pa",-75.16522,39.95258,"united states of america",NA,"merchant","morris",NA,NA,2,"merchant"
"aime83430","professional","taime",1892,"morrison","william","t","morrison, w t",NA,NA,"little rock ark",-92.2896,34.74648,"united states of america",NA,NA,"morrison",NA,NA,78851,NA
"aime83480","professional","taime",1892,"morse","cabot","jackson","morse, c j",NA,NA,"waterbury conn.",-73.0515,41.55815,"united states of america",NA,NA,"morse",NA,NA,78851,NA
"aime83524","professional","taime",1892,"morse","harrison","grant","morse, h g","mechanical eng","New York Shipbuilding Company","wilmington del",-75.54839,39.74466,"united states of america",NA,"president","morse",NA,NA,5,"president"
"aime83547","professional","taime",1892,"morse","john","cable","morse, j c","civil eng","Mit","chicago ill",-87.6298,41.87811,"united states of america",NA,"student","morse",NA,NA,48921,"student"
"aime83559","professional","taime",1892,"morse","mrs","fessenden","morse, m f","mechanical eng","Mit","lexington va",-79.442816,37.784021,"united states of america",NA,"student","morse",NA,NA,48921,"student"
"aime83568","professional","taime",1892,"morse","philip","s","morse, p s","mining eng","Sulphide Corp Company","salt lake city utah",-111.891,40.76078,"united states of america",NA,"student","morse",NA,NA,8,"student"
"aime83589","professional","taime",1892,"morse","willard","vaughan","morse, w v","mining eng","Asarco","phoenix ariz",-112.074,33.44838,"united states of america",NA,"manager","morse",NA,NA,64,"manager"
"aime83726","professional","taime",1892,"moses","ottolengui",NA,"moses, o","mining eng",NA,"ny city",-74.00597,40.71278,NA,NA,NA,"moses",NA,NA,78851,NA
"aime83785","professional","taime",1892,"moss","milton",NA,"moss, m","mining eng",NA,"chicago ill",-87.6298,41.87811,"united states of america",NA,"mining engineer","moss",NA,NA,78851,"mining engineer"
"aime83948","professional","taime",1892,"moxham","e",NA,"moxham, e",NA,NA,"ny city",-74.00597,40.71278,NA,NA,NA,"moxham",NA,NA,78851,NA
"aime83970","professional","taime",1892,"mrt","t",NA,"mrt, t",NA,NA,"philadelphia pa",-75.16522,39.95258,"united states of america",NA,NA,"mrt",NA,NA,78851,NA
"aime84228","professional","taime",1892,"munroe","h",NA,"munroe, h",NA,"Columbia University","columbia college nova scotia.",-92.32641,38.95787,"united states of america",NA,"professor","munroe",NA,NA,25,"professor"
"aime84264","professional","taime",1892,"munroe","robert","e","munroe, r e","mining eng",NA,"pittsburgh pa",-79.99589,40.44062,"united states of america",NA,NA,"munroe",NA,NA,78851,NA
"aime84469","professional","taime",1892,"murray","charles","aloysius","murray, c a","chemistry","Carnegie Steel Company","braddock pa",-79.86838,40.4034,"united states of america",NA,"engineer","murray",NA,NA,26,"engineer"
"aime84489","professional","taime",1892,"murray","gardner","andrew","murray, g a","architect",NA,"ny city",-74.00597,40.71278,NA,NA,"civil engineer","murray",NA,NA,78851,"civil engineer"
"aime84607","professional","taime",1892,"musson","g",NA,"musson, g",NA,NA,"denver colo",-104.9903,39.73924,"united states of america",NA,NA,"musson",NA,NA,78851,NA
"aime84619","professional","taime",1892,"muudd","s",NA,"muudd, s",NA,NA,"leadville colorado",-106.2925,39.25082,"united states of america",NA,"manager","muudd",NA,NA,78851,"manager"
"aime84653","professional","taime",1892,"myers","g",NA,"myers, g","mechanical eng",NA,"bethlehem pa",-75.37046,40.62593,"united states of america",NA,"student","myers",NA,NA,214,"student"
"aime84654","professional","taime",1892,"myers","g",NA,"myers, g","mechanical eng",NA,"pittsburgh pa",-79.99589,40.44062,"united states of america",NA,NA,"myers",NA,NA,78851,NA
"aime84660","professional","taime",1892,"myers","henry","earle","myers, h e","mining eng","Cu","philadelphia pa",-75.16522,39.95258,"united states of america",NA,"student","myers",NA,NA,4574,"student"
"aime84669","professional","taime",1892,"myers","james",NA,"myers, j",NA,NA,"amador city cal.",-120.8241,38.41936,"united states of america",NA,NA,"myers",NA,NA,78851,NA
"aime84881","professional","taime",1892,"nason","f",NA,"nason, f",NA,NA,"new brunswick n j",-74.45182,40.48622,"united states of america",NA,NA,"nason",NA,NA,78851,NA
"aime84965","professional","taime",1892,"ndrus","g",NA,"ndrus, g",NA,NA,"brooklyn n y",-73.94416,40.67818,"united states of america",NA,NA,"ndrus",NA,NA,78851,NA
"aime84994","professional","taime",1892,"neale","george",NA,"neale, g",NA,NA,"crystal city mo",-90.37901,38.22117,"united states of america",NA,NA,"neale",NA,NA,78851,NA
"aime85003","professional","taime",1892,"nearing","w",NA,"nearing, w",NA,NA,"tioga co pa",-77.13303,41.90868,"united states of america",NA,NA,"nearing",NA,NA,78851,NA
"aime85073","professional","taime",1892,"neill","james","f","neill, j f","mining eng",NA,"salt lake city utah",-111.891,40.76078,"united states of america",NA,"consulting engineer","neill",NA,NA,78851,"consulting engineer"
"aime85088","professional","taime",1892,"neill","w",NA,"neill, w",NA,"Solvay Process Company","syracuse n y",-76.14742,43.04812,"united states of america",NA,NA,"neill",NA,NA,28,NA
"aime85097","professional","taime",1892,"neilson","james",NA,"neilson, j",NA,NA,"youngstown ohio",-80.64952,41.09978,"united states of america",NA,NA,"neilson",NA,NA,78851,NA
"aime85109","professional","taime",1892,"neilson","w",NA,"neilson, w","mining eng","Republic M M Company","philadelphia pa",-75.16522,39.95258,"united states of america",NA,"president","neilson",NA,NA,10,"president"
"aime85120","professional","taime",1892,"neitzel","k",NA,"neitzel, k",NA,NA,"helena mont",-112.0391,46.58915,"united states of america",NA,NA,"neitzel",NA,NA,78851,NA
"aime85388","professional","taime",1892,"neustaedter","arthur",NA,"neustaedter, a","mining eng",NA,"helena mont",-112.0391,46.58915,"united states of america",NA,NA,"neustaedter",NA,NA,78851,NA
"aime85475","professional","taime",1892,"newberry","wolcott",NA,"newberry, w","student","Columbia School Of Mines","aspen colo",-106.8175,39.1911,"united states of america",NA,NA,"newberry",NA,NA,91,NA
"aime85481","professional","taime",1892,"newbold","john","morrison","newbold, j m",NA,NA,"norristown pa",-75.33991,40.1215,"united states of america",NA,NA,"newbold",NA,NA,78851,NA
"aime85520","professional","taime",1892,"newell","francis",NA,"newell, f","mining eng",NA,"washington d.c.",-77.03687,38.90719,"united states of america",NA,NA,"newell",NA,NA,78851,NA
"aime85708","professional","taime",1892,"newton","carroll","thompson","newton, c t","mining eng",NA,"new straitsville ohio",-82.23765,39.57785,"united states of america",NA,NA,"newton",NA,NA,78851,NA
"aime85763","professional","taime",1892,"newxll","a",NA,"newxll, a",NA,NA,"bradford pa",-78.64916,41.95649,"united states of america",NA,NA,"newxll",NA,NA,78851,NA
"aime85911","professional","taime",1892,"nichols","norman","m","nichols, n m","mining eng",NA,"colombia",-74.29733,4.570868,"colombia",NA,NA,"nichols",NA,NA,78851,NA
"aime85923","professional","taime",1892,"nichols","r",NA,"nichols, r","mining eng",NA,"lyon co nev.",-119.1391,38.95247,"united states of america",NA,"civil engineer","nichols",NA,NA,78851,"civil engineer"
"aime85982","professional","taime",1892,"nicholson","fmnk",NA,"nicholson, f","master science","Anglo Amer Zine Fields","phoenix ariz",-112.074,33.44838,"united states of america",NA,"director","nicholson",NA,NA,2,"director"
"aime86114","professional","taime",1892,"nickel","s",NA,"nickel, s",NA,NA,"durango colorado",-107.8801,37.27528,"united states of america",NA,NA,"nickel",NA,NA,78851,NA
"aime86191","professional","taime",1892,"nicoll","b",NA,"nicoll, b",NA,NA,"ny city",-74.00597,40.71278,NA,NA,NA,"nicoll",NA,NA,78851,NA
"aime86271","professional","taime",1892,"nimick","w",NA,"nimick, w",NA,NA,"pittsburgh pa",-79.99589,40.44062,"united states of america",NA,NA,"nimick",NA,NA,78851,NA
"aime86342","professional","taime",1892,"noble","albert",NA,"noble, a","mechanical eng","Woodstock Iron Company","jenifer ala",-85.93636,33.54927,"united states of america",NA,NA,"noble",NA,NA,9,NA
"aime86406","professional","taime",1892,"noble","louis",NA,"noble, l","mining eng","Cu","leadville colorado",-106.2925,39.25082,"united states of america",NA,"mining engineer","noble",NA,NA,4574,"mining engineer"
