"id","type","source","year","lastname","firstname","middlename","simpname","edu","org","loc","lon","lat","country","text","position","lname","nationality","company","freq","prof"
"aime420","professional","taime",1873,"adams","john",NA,"adams, j","mining eng","Cu","silver city idaho",-116.73318,43.016826,"united states of america",NA,"student","adams",NA,NA,4574,"student"
"aime1144","professional","taime",1873,"alexander","john","day","alexander, j d","aeronautical eng",NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"alexander",NA,NA,78851,NA
"aime3370","professional","taime",1873,"ashburner","w",NA,"ashburner, w",NA,NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"ashburner",NA,NA,78851,NA
"aime3472","professional","taime",1873,"asmus","g",NA,"asmus, g",NA,NA,"new york city",-74.005973,40.712775,NA,NA,NA,"asmus",NA,NA,78851,NA
"aime4087","professional","taime",1873,"ayres","william",NA,"ayres, w","mining eng",NA,"easton pa",-75.220732,40.688432,"united states of america",NA,NA,"ayres",NA,NA,78851,NA
"aime4616","professional","taime",1873,"baker","albert",NA,"baker, a",NA,NA,"easton pa",-75.220732,40.688432,"united states of america",NA,NA,"baker",NA,NA,78851,NA
"aime5564","professional","taime",1873,"barker","frank","cowlin","barker, f c","mechanical eng",NA,"university of pennsylvania philadelphia",-75.193214,39.952219,"united states of america",NA,NA,"barker",NA,NA,78851,NA
"aime7135","professional","taime",1873,"beaulieu","h",NA,"beaulieu, h",NA,NA,"brussels belgium",4.351721,50.850346,"belgium",NA,NA,"beaulieu",NA,NA,78851,NA
"aime7154","professional","taime",1873,"beaumont","m",NA,"beaumont, m",NA,NA,"victoria st london",-0.136979,51.497297,"united kingdom",NA,NA,"beaumont",NA,NA,78851,NA
"aime7185","professional","taime",1873,"beck","alfred",NA,"beck, a",NA,NA,"mons belgium",3.956659,50.454241,"belgium",NA,NA,"beck",NA,NA,78851,NA
"aime8021","professional","taime",1873,"benjamin","s",NA,"benjamin, s",NA,NA,"yokohama japan",139.637964,35.443674,"japan",NA,NA,"benjamin",NA,NA,78851,NA
"aime8064","professional","taime",1873,"bennett","david","ellwyn","bennett, d e","chemistry",NA,"jenkintown pa",-75.125174,40.095944,"united states of america",NA,NA,"bennett",NA,NA,78851,NA
"aime8117","professional","taime",1873,"benper","r",NA,"benper, r",NA,"Boston Sugar Refinery","east boston mass",-71.03886,42.370214,"united states of america",NA,NA,"benper",NA,NA,4,NA
"aime9766","professional","taime",1873,"blair","thomas","wray","blair, t w","physics",NA,"pittsburgh pa",-79.995886,40.440625,"united states of america",NA,NA,"blair",NA,NA,78851,NA
"aime9882","professional","taime",1873,"blake","walter","francis","blake, w f","physiology",NA,"new haven conn",-72.927884,41.308274,"united states of america",NA,NA,"blake",NA,NA,78851,NA
"aime9955","professional","taime",1873,"blandy","john",NA,"blandy, j","mining eng",NA,"philad a pa",-75.165222,39.952584,"united states of america",NA,NA,"blandy",NA,NA,78851,NA
"aime10243","professional","taime",1873,"blossom","thomas",NA,"blossom, t","mining eng","Cu","santa barbara cal",-119.69819,34.420831,"united states of america",NA,"student","blossom",NA,NA,4574,"student"
"aime10465","professional","taime",1873,"boalt","john","henry","boalt, j h","mining eng",NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"boalt",NA,NA,78851,NA
"aime10561","professional","taime",1873,"bodmer","j",NA,"bodmer, j",NA,NA,"hammersmith london",-0.223731,51.491187,"united kingdom",NA,NA,"bodmer",NA,NA,78851,NA
"aime10926","professional","taime",1873,"bonnell","s",NA,"bonnell, s",NA,NA,"ny city",-73.988643,40.737853,"united states of america",NA,NA,"bonnell",NA,NA,78851,NA
"aime11460","professional","taime",1873,"bouv","t",NA,"bouv, t",NA,NA,"boston mass",-71.05888,42.360083,"united states of america",NA,NA,"bouv",NA,NA,78851,NA
"aime11495","professional","taime",1873,"bowdeen","j",NA,"bowdeen, j",NA,NA,"wilkes barre pa",-75.881308,41.245915,"united states of america",NA,NA,"bowdeen",NA,NA,78851,NA
"aime11660","professional","taime",1873,"bowman","a",NA,"bowman, a",NA,NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"bowman",NA,NA,78851,NA
"aime11701","professional","taime",1873,"bowrg","a",NA,"bowrg, a",NA,NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"bowrg",NA,NA,78851,NA
"aime12070","professional","taime",1873,"bradford","h",NA,"bradford, h",NA,NA,"reading pa",-75.926875,40.335648,"united states of america",NA,NA,"bradford",NA,NA,78851,NA
"aime12456","professional","taime",1873,"bramwell","j",NA,"bramwell, j",NA,NA,"fayette co pa",-79.650211,39.927232,"united states of america",NA,NA,"bramwell",NA,NA,78851,NA
"aime12545","professional","taime",1873,"brassert","b",NA,"brassert, b",NA,NA,"bonn germany",7.098207,50.73743,"germany",NA,NA,"brassert",NA,NA,78851,NA
"aime13405","professional","taime",1873,"britton","j",NA,"britton, j","student",NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"britton",NA,NA,78851,NA
"aime13588","professional","taime",1873,"brogden","j",NA,"brogden, j",NA,NA,"westminster london",-0.135658,51.497495,"united kingdom",NA,NA,"brogden",NA,NA,78851,NA
"aime13799","professional","taime",1873,"brooks","thomas","h","brooks, t h","mining eng",NA,"marquette mich",-87.395371,46.54362,"united states of america",NA,NA,"brooks",NA,NA,78851,NA
"aime13831","professional","taime",1873,"bropiz","w",NA,"bropiz, w",NA,NA,"bloomfield n j",-74.185421,40.806755,"united states of america",NA,NA,"bropiz",NA,NA,78851,NA
"aime13869","professional","taime",1873,"brown","a",NA,"brown, a","mechanical eng",NA,"white pine co nevada",-114.524264,39.55645,"united states of america",NA,NA,"brown",NA,NA,78851,NA
"aime14057","professional","taime",1873,"brown","david","c","brown, d c","physics",NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"brown",NA,NA,78851,NA
"aime14657","professional","taime",1873,"brownek","t",NA,"brownek, t",NA,NA,"white pine co nevada",-114.524264,39.55645,"united states of america",NA,NA,"brownek",NA,NA,78851,NA
"aime14787","professional","taime",1873,"bruckner","w",NA,"bruckner, w",NA,NA,"el paso texas.",-106.485022,31.761878,"united states of america",NA,NA,"bruckner",NA,NA,78851,NA
"aime15012","professional","taime",1873,"bryden","a",NA,"bryden, a",NA,NA,"pittston pa",-75.78936,41.325913,"united states of america",NA,NA,"bryden",NA,NA,78851,NA
"aime15220","professional","taime",1873,"buck","stuart",NA,"buck, s","mining eng",NA,"coalburgh kanawha co",-81.459283,38.207603,"united states of america",NA,NA,"buck",NA,NA,78851,NA
"aime16752","professional","taime",1873,"butler","james","henderson","butler, j h","mining eng",NA,"youngstown ohio",-80.649519,41.09978,"united states of america",NA,NA,"butler",NA,NA,78851,NA
"aime16806","professional","taime",1873,"butler","w","bryson","butler, w b","mining eng",NA,"new york city",-74.005973,40.712775,NA,NA,NA,"butler",NA,NA,78851,NA
"aime18007","professional","taime",1873,"canfield","edward","jr","canfield, e j","electrical eng",NA,"dover n j",-74.562103,40.883988,"united states of america",NA,NA,"canfield",NA,NA,78851,NA
"aime18910","professional","taime",1873,"carter","frank","harvie","carter, f h",NA,NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"carter",NA,NA,78851,NA
"aime19579","professional","taime",1873,"chalfant","j",NA,"chalfant, j","electrical eng",NA,"pittsburgh pa",-79.995886,40.440625,"united states of america",NA,NA,"chalfant",NA,NA,78851,NA
"aime19653","professional","taime",1873,"chamberlain","james","mortimer","chamberlain, j m","mechanical eng",NA,"columbiana co o",-80.76578,40.790258,"united states of america",NA,NA,"chamberlain",NA,NA,78851,NA
"aime20569","professional","taime",1873,"chester","arthur","herbert","chester, a h","mechanical eng","Hamilton College","clinton n y",-75.378503,43.048403,"united states of america",NA,"student","chester",NA,NA,11,"student"
"aime20972","professional","taime",1873,"church","john","adams","church, j a","mining eng",NA,"new york city",-74.005973,40.712775,NA,NA,NA,"church",NA,NA,78851,NA
"aime21582","professional","taime",1873,"clark","r","k","clark, r k",NA,NA,"canyon city colorado",-105.225332,38.449406,"united states of america",NA,NA,"clark",NA,NA,78851,NA
"aime22640","professional","taime",1873,"coghlan","d",NA,"coghlan, d",NA,NA,"scranton pa",-75.662412,41.408969,"united states of america",NA,NA,"coghlan",NA,NA,78851,NA
"aime22660","professional","taime",1873,"cogswell","w",NA,"cogswell, w",NA,"Franklin Iron Manufacturing Company","oneida co n y",-75.434473,43.23718,"united states of america",NA,NA,"cogswell",NA,NA,9,NA
"aime24456","professional","taime",1873,"copeland","c",NA,"copeland, c","mechanical eng",NA,"barrow in furness england",-3.218894,54.108967,"united kingdom",NA,NA,"copeland",NA,NA,78851,NA
"aime24635","professional","taime",1873,"cornell","a",NA,"cornell, a",NA,NA,"mahoning co ohio",-80.721442,40.987175,"united states of america",NA,NA,"cornell",NA,NA,78851,NA
"aime24870","professional","taime",1873,"coryell","m",NA,"coryell, m",NA,NA,"shanghai china",121.473701,31.230416,"china",NA,NA,"coryell",NA,NA,78851,NA
"aime24871","professional","taime",1873,"coryell","m",NA,"coryell, m",NA,NA,"wilkes barre pa",-75.881308,41.245915,"united states of america",NA,NA,"coryell",NA,NA,78851,NA
"aime24982","professional","taime",1873,"coulter","m",NA,"coulter, m",NA,NA,"luzerne co pa",-75.992765,41.140435,"united states of america",NA,NA,"coulter",NA,NA,78851,NA
"aime25025","professional","taime",1873,"courtis","william","munroe","courtis, w m","master arts",NA,"wyandotte mich",-83.149924,42.214206,"united states of america",NA,NA,"courtis",NA,NA,78851,NA
"aime25279","professional","taime",1873,"coxe","e",NA,"coxe, e",NA,"State Geologist","luzerne co pa",-75.992765,41.140435,"united states of america",NA,"state geologist","coxe",NA,NA,27,"state geologist"
"aime25278","professional","taime",1873,"coxe","eckley","brinton","coxe, e b","mining eng","State Geologist","indianapolis ind",-86.158068,39.768403,"united states of america",NA,"state geologist","coxe",NA,NA,27,"state geologist"
"aime25357","professional","taime",1873,"crafts","walter","n","crafts, w n","mining eng",NA,"columbiana ala",-86.607205,33.178172,"united states of america",NA,NA,"crafts",NA,NA,78851,NA
"aime25679","professional","taime",1873,"crawford","john","denniston","crawford, j d","civil eng","Royal School Of Mine","philadelphia pa",-75.165222,39.952584,"united states of america",NA,"graduate","crawford",NA,NA,1392,"graduate"
"aime26407","professional","taime",1873,"crusius","o",NA,"crusius, o",NA,NA,"gelliehausen hanover",10.05261,51.475267,"germany",NA,NA,"crusius",NA,NA,78851,NA
"aime27252","professional","taime",1873,"daggett","e",NA,"daggett, e","bachelor arts","Yale Univ","salt lake city utah",-111.891047,40.760779,"united states of america",NA,"student","daggett",NA,NA,7,"student"
"aime27771","professional","taime",1873,"dappow","s",NA,"dappow, s",NA,NA,"scranton pa",-75.662412,41.408969,"united states of america",NA,NA,"dappow",NA,NA,78851,NA
"aime28065","professional","taime",1873,"david","t","edgeworth","david, t e","geology",NA,"catasauqua pa",-75.474627,40.654819,"united states of america",NA,NA,"david",NA,NA,78851,NA
"aime28380","professional","taime",1873,"davis","edward","caleb","davis, e c","civil eng",NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"davis",NA,NA,78851,NA
"aime30081","professional","taime",1873,"det","s",NA,"det, s",NA,NA,"orange n j",-74.232648,40.770619,"united states of america",NA,NA,"det",NA,NA,78851,NA
"aime30182","professional","taime",1873,"dewery","c",NA,"dewery, c",NA,NA,"pittsfield mass",-73.245382,42.450085,"united states of america",NA,NA,"dewery",NA,NA,78851,NA
"aime30660","professional","taime",1873,"dinkey","j",NA,"dinkey, j",NA,NA,"mauch chunk pa",-75.732413,40.875924,"united states of america",NA,NA,"dinkey",NA,NA,78851,NA
"aime30674","professional","taime",1873,"dipaie","t",NA,"dipaie, t",NA,NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"dipaie",NA,NA,78851,NA
"aime31648","professional","taime",1873,"dow","leander","allen","dow, l a","architect",NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"dow",NA,NA,78851,NA
"aime32129","professional","taime",1873,"drinker","h",NA,"drinker, h",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"drinker",NA,NA,78851,NA
"aime32192","professional","taime",1873,"drown","thomas",NA,"drown, t","mining eng",NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"drown",NA,NA,78851,NA
"aime32375","professional","taime",1873,"duck","g","f","duck, g f",NA,NA,"shamokin pa",-76.558847,40.788975,"united states of america",NA,NA,"duck",NA,NA,78851,NA
"aime34089","professional","taime",1873,"edwards","david",NA,"edwards, d",NA,NA,"danville pa",-76.612733,40.96342,"united states of america",NA,NA,"edwards",NA,NA,78851,NA
"aime34192","professional","taime",1873,"egan","joseph",NA,"egan, j",NA,NA,"chicago ill",-87.629798,41.878114,"united states of america",NA,NA,"egan",NA,NA,78851,NA
"aime34225","professional","taime",1873,"egleston","t",NA,"egleston, t",NA,"Columbia School Of Mines","new york city",-74.005973,40.712775,NA,NA,NA,"egleston",NA,NA,91,NA
"aime34279","professional","taime",1873,"eilers","a",NA,"eilers, a",NA,NA,"new york city",-74.005973,40.712775,NA,NA,NA,"eilers",NA,NA,78851,NA
"aime34817","professional","taime",1873,"ely","e",NA,"ely, e",NA,NA,"ny city",-74.005973,40.712775,NA,NA,NA,"ely",NA,NA,78851,NA
"aime34939","professional","taime",1873,"emerson","john","c","emerson, j c","civil eng",NA,"pittsburgh pa",-79.995886,40.440625,"united states of america",NA,NA,"emerson",NA,NA,78851,NA
"aime35182","professional","taime",1873,"endres","j",NA,"endres, j",NA,NA,"pittsburgh pa",-79.995886,40.440625,"united states of america",NA,NA,"endres",NA,NA,78851,NA
"aime35209","professional","taime",1873,"engelmann","h",NA,"engelmann, h",NA,NA,"la salle ill",-89.041825,41.36215,"united states of america",NA,NA,"engelmann",NA,NA,78851,NA
"aime35527","professional","taime",1873,"estabrook","j",NA,"estabrook, j",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"estabrook",NA,NA,78851,NA
"aime35624","professional","taime",1873,"eumerson","g",NA,"eumerson, g",NA,NA,"phelps co mo",-91.753882,37.880654,"united states of america",NA,NA,"eumerson",NA,NA,78851,NA
"aime36088","professional","taime",1873,"faber","d",NA,"faber, d",NA,NA,"new york city",-74.005973,40.712775,NA,NA,NA,"faber",NA,NA,78851,NA
"aime37354","professional","taime",1873,"field","r",NA,"field, r",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"field",NA,NA,78851,NA
"aime37627","professional","taime",1873,"firmstone","f",NA,"firmstone, f",NA,NA,"ce euston pa",-0.133176,51.528099,"united kingdom",NA,NA,"firmstone",NA,NA,78851,NA
"aime37647","professional","taime",1873,"firmstone","w",NA,"firmstone, w",NA,NA,"easton pa",-75.220732,40.688432,"united states of america",NA,NA,"firmstone",NA,NA,78851,NA
"aime37656","professional","taime",1873,"firz","h",NA,"firz, h",NA,NA,"pittsburgh pa",-79.995886,40.440625,"united states of america",NA,NA,"firz",NA,NA,78851,NA
"aime37746","professional","taime",1873,"fisher","charles","a","fisher, c a","civil eng",NA,"trenton n j",-74.759717,40.220582,"united states of america",NA,NA,"fisher",NA,NA,78851,NA
"aime37809","professional","taime",1873,"fisher","harry","ernest","fisher, h e","mechanical eng",NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"fisher",NA,NA,78851,NA
"aime37924","professional","taime",1873,"fisner","f",NA,"fisner, f",NA,NA,"bristol tennessee",-82.188744,36.595106,"united states of america",NA,NA,"fisner",NA,NA,78851,NA
"aime38249","professional","taime",1873,"fleming","william","l","fleming, w l","mining eng",NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"fleming",NA,NA,78851,NA
"aime38769","professional","taime",1873,"forbes","david",NA,"forbes, d",NA,NA,"london",-0.127758,51.507351,"united kingdom",NA,NA,"forbes",NA,NA,78851,NA
"aime39493","professional","taime",1873,"fox","philip",NA,"fox, p","bachelor science",NA,"easton pa",-75.220732,40.688432,"united states of america",NA,NA,"fox",NA,NA,78851,NA
"aime39528","professional","taime",1873,"fprriredrich","n",NA,"fprriredrich, n",NA,NA,"luzerne co pa",-75.992765,41.140435,"united states of america",NA,NA,"fprriredrich",NA,NA,78851,NA
"aime40130","professional","taime",1873,"frazer","persifor",NA,"frazer, p",NA,"Royal School Of Mine","philadelphia pa",-75.165222,39.952584,"united states of america",NA,"geologist","frazer",NA,NA,1392,"geologist"
"aime40152","professional","taime",1873,"frazier","b",NA,"frazier, b",NA,NA,"bethlehem pa",-75.370458,40.625932,"united states of america",NA,NA,"frazier",NA,NA,78851,NA
"aime40549","professional","taime",1873,"frenzel","a",NA,"frenzel, a",NA,NA,"freiberg saxony",13.341727,50.912828,"germany",NA,NA,"frenzel",NA,NA,78851,NA
"aime40759","professional","taime",1873,"fritz","j",NA,"fritz, j",NA,NA,"bethichem pa",-75.370458,40.625932,"united states of america",NA,NA,"fritz",NA,NA,78851,NA
"aime41174","professional","taime",1873,"fulton","josiah","huntoon clark charles herman","fulton, j h","mining eng",NA,"bedford co pa",-78.566085,39.986955,"united states of america",NA,NA,"fulton",NA,NA,78851,NA
"aime41364","professional","taime",1873,"gaetzschj","a",NA,"gaetzschj, a",NA,NA,"freiberg saxony",13.341727,50.912828,"germany",NA,NA,"gaetzschj",NA,NA,78851,NA
"aime41365","professional","taime",1873,"gaetzschmann","m",NA,"gaetzschmann, m",NA,NA,"freiberg saxony",13.341727,50.912828,"germany",NA,NA,"gaetzschmann",NA,NA,78851,NA
"aime41409","professional","taime",1873,"gage","james",NA,"gage, j",NA,"Washington Nevada Mining Company","st louis mo",-90.199404,38.627003,"united states of america",NA,NA,"gage",NA,NA,34,NA
"aime41817","professional","taime",1873,"gardner","george","clarence","gardner, g c","architect",NA,"new york city",-74.005973,40.712775,NA,NA,NA,"gardner",NA,NA,78851,NA
"aime42329","professional","taime",1873,"gaujot","e",NA,"gaujot, e",NA,NA,"eagle harbor mich",-88.162326,47.458245,"united states of america",NA,NA,"gaujot",NA,NA,78851,NA
"aime43569","professional","taime",1873,"gillon","a",NA,"gillon, a",NA,NA,"liege belgium",5.579666,50.632557,"belgium",NA,NA,"gillon",NA,NA,78851,NA
"aime45663","professional","taime",1873,"goodwin","herbert","franklin","goodwin, h f","business",NA,"bethlehem pa",-75.370458,40.625932,"united states of america",NA,NA,"goodwin",NA,NA,78851,NA
"aime45714","professional","taime",1873,"goodyear","watson","e","goodyear, w e","electrical eng",NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"goodyear",NA,NA,78851,NA
"aime46081","professional","taime",1873,"gowen","f",NA,"gowen, f",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"gowen",NA,NA,78851,NA
"aime46451","professional","taime",1873,"grant","kenneth","c","grant, k c","civil eng",NA,"tuskegee ala",-85.707727,32.430237,"united states of america",NA,NA,"grant",NA,NA,78851,NA
"aime47555","professional","taime",1873,"grist","a",NA,"grist, a",NA,NA,"boston mass",-71.05888,42.360083,"united states of america",NA,NA,"grist",NA,NA,78851,NA
"aime47807","professional","taime",1873,"gruner","l",NA,"gruner, l",NA,NA,"paris france",2.352222,48.856613,"france",NA,NA,"gruner",NA,NA,78851,NA
"aime48339","professional","taime",1873,"hacue","j",NA,"hacue, j",NA,NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"hacue",NA,NA,78851,NA
"aime48537","professional","taime",1873,"hahn","o",NA,"hahn, o",NA,NA,"eureka nevada",-115.96078,39.512486,"united states of america",NA,NA,"hahn",NA,NA,78851,NA
"aime48566","professional","taime",1873,"haight","ogden",NA,"haight, o","mining eng","Cu","allegheny pa",-80.008775,40.445081,"united states of america",NA,"student","haight",NA,NA,4574,"student"
"aime48643","professional","taime",1873,"hakris","j",NA,"hakris, j",NA,NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"hakris",NA,NA,78851,NA
"aime50203","professional","taime",1873,"harden","j",NA,"harden, j",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"harden",NA,NA,78851,NA
"aime50213","professional","taime",1873,"harden","o",NA,"harden, o",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"harden",NA,NA,78851,NA
"aime50263","professional","taime",1873,"harding","george","campbell","harding, g c","architect",NA,"wilkes barre pa",-75.881308,41.245915,"united states of america",NA,NA,"harding",NA,NA,78851,NA
"aime50813","professional","taime",1873,"harris","h",NA,"harris, h","physiology",NA,"pottsville pa",-76.195499,40.685646,"united states of america",NA,NA,"harris",NA,NA,78851,NA
"aime50915","professional","taime",1873,"harris","w",NA,"harris, w","bachelor of science",NA,"ebervale pa",-75.941312,40.986195,"united states of america",NA,NA,"harris",NA,NA,78851,NA
"aime51218","professional","taime",1873,"hartshorne","joseph",NA,"hartshorne, j","chemistry",NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"hartshorne",NA,NA,78851,NA
"aime52083","professional","taime",1873,"hayes","edmund",NA,"hayes, e","civil eng",NA,"boston mass",-71.05888,42.360083,"united states of america",NA,NA,"hayes",NA,NA,78851,NA
"aime52416","professional","taime",1873,"hearst","g",NA,"hearst, g",NA,NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"hearst",NA,NA,78851,NA
"aime52779","professional","taime",1873,"heinrich","o",NA,"heinrich, o",NA,NA,"midlothian colliery va",-77.642859,37.49621,"united states of america",NA,NA,"heinrich",NA,NA,78851,NA
"aime53219","professional","taime",1873,"henry","earl",NA,"henry, e",NA,NA,"oxford n j",-74.999813,40.813257,"united states of america",NA,NA,"henry",NA,NA,78851,NA
"aime53563","professional","taime",1873,"herring","a",NA,"herring, a",NA,NA,"essex county n y",-73.950773,44.010741,"united states of america",NA,NA,"herring",NA,NA,78851,NA
"aime53746","professional","taime",1873,"heuschkel","r",NA,"heuschkel, r",NA,NA,"boise city idaho",-116.202314,43.615019,"united states of america",NA,NA,"heuschkel",NA,NA,78851,NA
"aime53767","professional","taime",1873,"hewett","g",NA,"hewett, g",NA,NA,"montgomery co pa",-75.387853,40.229008,"united states of america",NA,NA,"hewett",NA,NA,78851,NA
"aime53790","professional","taime",1873,"hewitt","a",NA,"hewitt, a","mining eng",NA,"new york city",-74.005973,40.712775,NA,NA,NA,"hewitt",NA,NA,78851,NA
"aime53939","professional","taime",1873,"hick","w","t","hick, w t",NA,NA,"wilkes barre pa",-75.881308,41.245915,"united states of america",NA,NA,"hick",NA,NA,78851,NA
"aime54660","professional","taime",1873,"hillergeist","w",NA,"hillergeist, w",NA,NA,"salt lake city utah",-111.891047,40.760779,"united states of america",NA,NA,"hillergeist",NA,NA,78851,NA
"aime56224","professional","taime",1873,"holutey","a",NA,"holutey, a",NA,NA,"brooklyn n y",-73.944158,40.678178,"united states of america",NA,NA,"holutey",NA,NA,78851,NA
"aime57473","professional","taime",1873,"hower","h",NA,"hower, h",NA,NA,"pittsburgh pa",-79.995886,40.440625,"united states of america",NA,NA,"hower",NA,NA,78851,NA
"aime58127","professional","taime",1873,"hugoeins","g",NA,"hugoeins, g",NA,NA,"easton pa",-75.220732,40.688432,"united states of america",NA,NA,"hugoeins",NA,NA,78851,NA
"aime58329","professional","taime",1873,"humphreys","a",NA,"humphreys, a",NA,NA,"new york city",-74.005973,40.712775,NA,NA,NA,"humphreys",NA,NA,78851,NA
"aime58490","professional","taime",1873,"hunt","james","henry","hunt, j h",NA,NA,"catasauqua pa",-75.474627,40.654819,"united states of america",NA,NA,"hunt",NA,NA,78851,NA
"aime58549","professional","taime",1873,"hunt","t",NA,"hunt, t","mining eng","Massachusetts Institute Of Technology","boston mass",-71.05888,42.360083,"united states of america",NA,NA,"hunt",NA,NA,23,NA
"aime59474","professional","taime",1873,"ingham","wilfred",NA,"ingham, w",NA,NA,"philadelphia pa",-75.165222,39.952584,"united states of america",NA,NA,"ingham",NA,NA,78851,NA
"aime59707","professional","taime",1873,"irving","roland",NA,"irving, r","mining eng","Cu","madison wisconsin",-89.40123,43.073052,"united states of america",NA,"student","irving",NA,NA,4574,"student"
"aime59753","professional","taime",1873,"iselin","i",NA,"iselin, i","mining eng","Cu","salt lake city utah",-111.891047,40.760779,"united states of america",NA,"student","iselin",NA,NA,4574,"student"
"aime60632","professional","taime",1873,"janin","henry",NA,"janin, h","mining eng",NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"janin",NA,NA,78851,NA
"aime60641","professional","taime",1873,"janin","louis",NA,"janin, l","mining eng",NA,"san francisco cal",-122.419416,37.77493,"united states of america",NA,NA,"janin",NA,NA,78851,NA
"aime60947","professional","taime",1873,"jenkins","thomas","hanna","jenkins, t h","mechanical eng",NA,"new york city",-74.005973,40.712775,NA,NA,NA,"jenkins",NA,NA,78851,NA
"aime61626","professional","taime",1873,"johnson","g",NA,"johnson, g","mechanical eng","Mit","salt lake city utah",-111.891047,40.760779,"united states of america",NA,"student","johnson",NA,NA,48921,"student"
"aime61682","professional","taime",1873,"johnson","j",NA,"johnson, j","chemistry",NA,"braidwood ill",-88.212282,41.265032,"united states of america",NA,NA,"johnson",NA,NA,78851,NA
"aime62671","professional","taime",1873,"jordan","s",NA,"jordan, s","mechanical eng",NA,"paris france",2.352222,48.856614,"france",NA,NA,"jordan",NA,NA,78851,NA
"aime62748","professional","taime",1873,"joseph","s",NA,"joseph, s",NA,NA,"helena shelby co ala",-86.8436,33.296224,"united states of america",NA,NA,"joseph",NA,NA,78851,NA
"aime64608","professional","taime",1873,"kent","j",NA,"kent, j",NA,NA,"phillipsburg n j",-75.190176,40.69371,"united states of america",NA,NA,"kent",NA,NA,78851,NA
"aime64639","professional","taime",1873,"kent","w","saville","kent, w s",NA,NA,"phillipsburg n j",-75.190176,40.69371,"united states of america",NA,NA,"kent",NA,NA,78851,NA
"aime65176","professional","taime",1873,"kimball","joseph","h","kimball, j h","mining eng",NA,"new york city",-74.005973,40.712775,NA,NA,NA,"kimball",NA,NA,78851,NA
"aime66602","professional","taime",1873,"knowles","j",NA,"knowles, j","civil eng",NA,"monmouthshire wales",-2.716342,51.81161,"united kingdom",NA,NA,"knowles",NA,NA,78851,NA
"aime67193","professional","taime",1873,"kreischer","c",NA,"kreischer, c",NA,NA,"freiberg saxony",13.341727,50.912828,"germany",NA,NA,"kreischer",NA,NA,78851,NA
"aime67359","professional","taime",1873,"kryes","w",NA,"kryes, w",NA,NA,"eureka nevada",-115.96078,39.512486,"united states of america",NA,NA,"kryes",NA,NA,78851,NA
"aime69884","professional","taime",1873,"leary","james","francis","leary, j f","mechanical eng","Mit","pottsville pa",-76.195499,40.685646,"united states of america",NA,"student","leary",NA,NA,48921,"student"
"aime69993","professional","taime",1873,"leckie","r",NA,"leckie, r",NA,NA,"quebec canada.",-73.54914,52.93992,"canada",NA,NA,"leckie",NA,NA,78851,NA
"aime70695","professional","taime",1873,"lesley","j",NA,"lesley, j",NA,NA,"philadelphia pa",-75.16522,39.95258,"united states of america",NA,NA,"lesley",NA,NA,78851,NA
"aime71324","professional","taime",1873,"liebenau","c",NA,"liebenau, c",NA,NA,"silver city idaho",-116.7332,43.01683,"united states of america",NA,NA,"liebenau",NA,NA,78851,NA
"aime72320","professional","taime",1873,"loaan","t",NA,"loaan, t",NA,NA,"richmond va",-77.43605,37.54073,"united states of america",NA,NA,"loaan",NA,NA,78851,NA
"aime72568","professional","taime",1873,"loiseau","e",NA,"loiseau, e",NA,NA,"mauch chunk pa",-75.73241,40.87592,"united states of america",NA,NA,"loiseau",NA,NA,78851,NA
"aime73123","professional","taime",1873,"lorsont","j",NA,"lorsont, j",NA,NA,"london",-0.127758,51.50735,"united kingdom",NA,NA,"lorsont",NA,NA,78851,NA
