"","id","company","text","capitalusd","capitalpound","capitalfr","capitalpeso","minerals","owns","owned","doutput","technology","incor","name","role","lastname","middlename","firstname","simpname","loc","lon","lat","year","usdtopound","poundtousd","yentousd","frtousd","mxtousd","bolivusd","capital"
"396","mmm408","the jimulco mining co.","location, san jose alferez, coah., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose alferez coah",-101.7068294,27.058676,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"397","mmm409","the jimulco mining co.","p. o., jimulco, coah., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"o jimulco coah",-103.2213889,25.1838889,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"398","mmm410","the jimulco mining co.","foreign office, p. o. box 788, san antonio, texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"san antonio texas",-98.4936282,29.4241219,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"399","mmm411","the jimulco mining co.","copper silver lead.",NA,NA,NA,NA,"copper silver lead.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coahuila",-101.7068294,27.058676,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"400","mmm412","the jimulco mining co.","owner, otto wahrmund, san antonio, texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"otto wahrmund","owner","wahrmund",NA,"otto","wahrmund, o","san antonio texas",-98.4936282,29.4241219,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"401","mmm413","the jimulco mining co.","president, albert steves, p . o . box 1134, san antonia, texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"albert steves","president","steves",NA,"albert","steves, a","san antonia texas",-98.4936282,29.4241219,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"402","mmm414","the jimulco mining co.","grl. spt., l. s. james, jimulco, coah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"l. s. james","grl. spt.","james",NA,"l","james, l","jimulco coah",-103.2213889,25.1838889,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"403","mmm416","the mazapil copper co. ltd.","organized, in england in 1896 ., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, in england in 1896 ., ",NA,NA,NA,NA,NA,NA,"coahuila",-101.7068294,27.058676,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"404","mmm417","the mazapil copper co. ltd.","l. 600,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coahuila",-101.7068294,27.058676,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"405","mmm418","the mazapil copper co. ltd.","main office in mexico, apartado 64, saltillo, coah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"apartado saltillo coah",-100.997658,25.4202852,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"406","mmm419","the mazapil copper co. ltd.","foreign office, 47 peter st. manchester, england., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"st manchester england",-2.2463544,53.4801028,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"407","mmm420","the mazapil copper co. ltd.","gold silver copper, and lead.",NA,NA,NA,NA,"gold silver copper, and lead.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coahuila",-101.7068294,27.058676,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"408","mmm421","the mazapil copper co. ltd.","smelter location, saltillo, coah., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"saltillo coah",-100.973678,25.4383234,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"409","mmm422","the mazapil copper co. ltd.","chairman, joseph ramsden, manchester, england",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joseph ramsden","chairman","ramsden",NA,"joseph","ramsden, j","manchester england",-2.2426305,53.4807593,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"410","mmm423","the mazapil copper co. ltd.","grl. mgr., r. h. jeffrey, saltillo, coah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r. h. jeffrey","grl. mgr.","jeffrey",NA,"r","jeffrey, r","saltillo coah",-100.973678,25.4383234,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"411","mmm424","the mazapil copper co. ltd.","purch. agt., e. t. woods, saltillo, coah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e. t. woods","purch. agt.","woods",NA,"e","woods, e","saltillo coah",-100.973678,25.4383234,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"412","mmm425","the mazapil copper co. ltd.","grl. mines spt., w. whyte, concepcíon del oro, zac., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w. whyte","grl. mines spt.","whyte",NA,"w","whyte, w","del oro zac",-101.4190314,24.6145142,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"413","mmm426","the mazapil copper co. ltd.","smelter spt., l. d. fry, saltillo, coah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"l. d. fry","smelter spt.",NA,NA,"l",NA,"saltillo coah",-100.973678,25.4383234,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"414","mmm427","the mazapil copper co. ltd.","see also state of zacatecas",NA,NA,NA,NA,NA,"see also state of zacatecas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coahuila",-101.7068294,27.058676,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"415","mmm427","the mazapil copper co. ltd.","smelter spt ., t . W. cavers, concepcion del oro. zac., see also state of zacatecas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t . W. cavers","smelter spt .","cavers",NA,"t","cavers, t","state of zacatecas",-102.5832426,22.7708555,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"416","mmm429","a vino mines ltd.","organized, on march 6, 1909 in london, england",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, on march 6, 1909 in london, england",NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"417","mmm430","a vino mines ltd.","l. 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"418","mmm431","a vino mines ltd.","location, estacion f. i. madero, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i madero dgo",-104.3191379,24.4008799,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"419","mmm432","a vino mines ltd.","p. o., avino, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"o avino dgo",-104.3212409,24.5311754,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"420","mmm433","a vino mines ltd.","foreign office, 638 salisbury house, london, e. c.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"london e c",-0.1319797,51.5287743,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"421","mmm434","a vino mines ltd.","copper lead silver gold.",NA,NA,NA,NA,"copper lead silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"422","mmm434","a vino mines ltd.","this co. is subsidiary of the avino mines ltd. London, england.",NA,NA,NA,NA,NA,"this co. is subsidiary of the avino mines ltd. London, england.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"423","mmm435","a vino mines ltd.","directors, a. o . coutley, london . , ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a. o . coutley","directors","coutley",NA,"a","coutley, a","london",-0.1277583,51.5073509,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"424","mmm435.1","a vino mines ltd.","directors, a . glencross, london., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a . glencross","directors","glencross",NA,"a","glencross, a","london",-0.1277583,51.5073509,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"425","mmm435.2","a vino mines ltd.","directors,  -e. hooper, london., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -e. hooper","directors","hooper",NA,NA,"hooper, na","london",-0.1277583,51.5073509,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"426","mmm436","a vino mines ltd.","secretary, f. f. fuller, london., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f. f. fuller","secretary","fuller",NA,"f","fuller, f","london",-0.1277583,51.5073509,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"427","mmm437","a vino mines ltd.","grl. mgr., r. h. jeffrey, saltillo, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r. h. jeffrey","grl. mgr.","jeffrey",NA,"r","jeffrey, r","saltillo",-100.973678,25.4383234,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"428","mmm438","a vino mines ltd.","purch. agt., l. casas, apartado 48, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"l. casas","purch. agt.","casas",NA,"l","casas, l","apartado durango dgo",-104.6615331,24.0329454,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"429","mmm439","a vino mines ltd.","grl. spt., j. b. gaiyzt, avino, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"j. b. gaiyzt","grl. spt.","gaiyzt",NA,"j","gaiyzt, j","avino dgo",-104.3212409,24.5311754,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"430","mmm440","a vino mines ltd.","master. mech., frank dare, avino, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frank dare","master. mech.","dare",NA,"frank","dare, f","avino dgo",-104.3212409,24.5311754,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"431","mmm442","bacis gold & silver mining co. ltd.","organized, on june 7th 1904., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"organized, on june 7th 1904., ",NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"432","mmm443","bacis gold & silver mining co. ltd.","l. 50,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"433","mmm444","bacis gold & silver mining co. ltd.","location, bacis district, santiago papasquiero, durango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"santiago papasquiero durango",-105.4243804,25.0426222,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"434","mmm445","bacis gold & silver mining co. ltd.","p. o., estacion otinapa, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"estacion otinapa dgo",-105.0083333,24.0538888,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"435","mmm446","bacis gold & silver mining co. ltd.","mexico city office, edificio algara, calle tacuba 33, room 23.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"calle tacuba room",-122.0286756,37.2688693,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"436","mmm447","bacis gold & silver mining co. ltd.","foreign office, 64 basinghall st. london, e. c. 2., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"london e c",-0.1319797,51.5287743,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"437","mmm448","bacis gold & silver mining co. ltd.","silver gold.",NA,NA,NA,NA,"silver gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"438","mmm448","bacis gold & silver mining co. ltd.","this company owns the el herrero & la luz mines",NA,NA,NA,NA,NA,"this company owns the el herrero & la luz mines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"439","mmm449","bacis gold & silver mining co. ltd.","mill location, district of bacis, santiago papasquiero, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"santiago papasquiero dgo",-105.4243804,25.0426222,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"440","mmm450","bacis gold & silver mining co. ltd.","cyanidation., ",NA,NA,NA,NA,NA,NA,NA,NA,"cyanidation.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"441","mmm451","bacis gold & silver mining co. ltd.","chairman, chas w. milne, london., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chas w. milne","chairman","milne",NA,"chas","milne, c","london",-0.1277583,51.5073509,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"442","mmm452","bacis gold & silver mining co. ltd.","secretary, wm. mcneill, london., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wm. mcneill","secretary","mcneill",NA,"wm","mcneill, w","london",-0.1277583,51.5073509,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"443","mmm453","bacis gold & silver mining co. ltd.","attorney, manuel bermudez,, mexico, d. f., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manuel bermudez,","attorney",NA,NA,"manuel",NA,"mexico df",-99.133208,19.4326077,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"444","mmm454","bacis gold & silver mining co. ltd.","grl. mgr., geo. f. griffiths, estacion otinapa, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"geo. f. griffiths","grl. mgr.","griffiths",NA,"geo","griffiths, g","estacion otinapa dgo",-105.0083333,24.0538888,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"445","mmm460","minas san agustin y anexas","location & p. o., san juan de guadalupe, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de guadalupe dgo",-102.7775806,24.6326164,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"446","mmm461","minas san agustin y anexas","mexico city office, calle altamirano 133., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"office calle altamirano",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"447","mmm462","minas san agustin y anexas","silver lead.",NA,NA,NA,NA,"silver lead.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"448","mmm462","minas san agustin y anexas","owner, eloy capillas rueda, mexico, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eloy capillas rueda, ","owner",NA,"capillas","eloy",NA,"mexico",-102.552784,23.634501,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"449","mmm463","minas san agustin y anexas","mine spt, victoriano mena, san juan de guadalupe, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"victoriano mena","mine spt","mena",NA,"victoriano","mena, v","de guadalupe dgo",-102.7775806,24.6326164,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"450","mmm464","minas san agustin y anexas","consult. Eng., arturo frey, san juan de guadalupe, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arturo frey","consult. Eng.","frey",NA,"arturo","frey, a","de guadalupe dgo",-102.7775806,24.6326164,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"451","mmm466","cia. min. san andres de la sierra s. a.","$150,000 oro nac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"452","mmm467","cia. min. san andres de la sierra s. a.","location, san andres de la sierra, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la sierra dgo",-104.6921981,24.0093265,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"453","mmm468","cia. min. san andres de la sierra s. a.","p. o., zarco 144, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zarco durango dgo",-104.644936,24.0417894,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"454","mmm469","cia. min. san andres de la sierra s. a.","silver zinc iron, lead, and antimony.",NA,NA,NA,NA,"silver zinc iron, lead, and antimony.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"455","mmm469","cia. min. san andres de la sierra s. a.","This company owns: The Nelfa mine located at san andres de la sierra, dgo. (Conrado peña, spt.) El naranjo mine located at san andres de la sierra, dgo. (sabas panloja, spt.) the bertha mine, located south of san andres de la sierra, dgo. (epigmenio diaz, spt.)",NA,NA,NA,NA,NA,"This company owns: The Nelfa mine located at san andres de la sierra, dgo. (Conrado peña, spt.) El naranjo mine located at san andres de la sierra, dgo. (sabas panloja, spt.) the bertha mine, located south of san andres de la sierra, dgo. (epigmenio diaz, spt.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"456","mmm470","cia. min. san andres de la sierra s. a.","mill name, santa ana y anexas., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ana y anexas",-95.712891,37.09024,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"457","mmm471","cia. min. san andres de la sierra s. a.","mill location, santa ana, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"santa ana dgo",-105.9358333,26.6874999,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"458","mmm472","cia. min. san andres de la sierra s. a.","mill p. o., canelas, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"canelas dgo",-106.5480952,25.1251986,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"459","mmm473","cia. min. san andres de la sierra s. a.","jig. table & flotation, concentration &, cyanidation.",NA,NA,NA,NA,NA,NA,NA,NA,"jig. table & flotation",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"460","mmm474","cia. min. san andres de la sierra s. a.","daily output, 25 metric tons., ",NA,NA,NA,NA,NA,NA,NA,"25 metric tons.",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"461","mmm475","cia. min. san andres de la sierra s. a.","smelter name, cia. fundidora de la sierra., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de la sierra",-62.0750998,-16.7476037,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"462","mmm476","cia. min. san andres de la sierra s. a.","smelter location, san andres de la sierra, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la sierra dgo",-104.6921981,24.0093265,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"463","mmm477","cia. min. san andres de la sierra s. a.","president, atanasio g. saravia, banco nacional de mexico, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atanasio g. saravia","president","saravia",NA,"atanasio","saravia, a","mexico durango dgo",-104.6531759,24.0277202,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"464","mmm478","cia. min. san andres de la sierra s. a.","secr., juan l. peña, banco de durango, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"juan l. peña","secr.","peña",NA,"juan","peña, j","banco de durango",-104.63808,24.046274,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"465","mmm479","cia. min. san andres de la sierra s. a.","treas., tomas fragoso, patoni 23, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tomas fragoso","treas.","fragoso",NA,"tomas","fragoso, t","patoni durango dgo",-104.6671077,24.0284723,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"466","mmm480","cia. min. san andres de la sierra s. a.","attorney, lic. angel del palacio, apartado 57, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lic. angel del palacio","attorney","palacio",NA,"lic","palacio, l","apartado durango dgo",-104.6615331,24.0329454,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"467","mmm481","cia. min. san andres de la sierra s. a.","grl. mgr., antonio peña, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antonio peña","grl. mgr.","peña",NA,"antonio","peña, a","durango dgo",-104.6531759,24.0277202,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"468","mmm482","cia. min. san andres de la sierra s. a.","asst. grl. mgr., j. m. diaz, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"j. m. diaz","asst. grl. mgr.","diaz",NA,"j","diaz, j","durango dgo",-104.6531759,24.0277202,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"469","mmm483","cia. min. san andres de la sierra s. a.","purch. agt., antonio peña, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antonio peña","purch. agt.","peña",NA,"antonio","peña, a","durango dgo",-104.6531759,24.0277202,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"470","mmm484","cia. min. san andres de la sierra s. a.","grl. spt., g. stinson, san andres de la sierra, durango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g. stinson","grl. spt.","stinson",NA,"g","stinson, g","la sierra durango",-106.1078167,25.4476669,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"471","mmm485","cia. min. san andres de la sierra s. a.","ming. eng., antonio peña, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"antonio peña","ming. eng.","peña",NA,"antonio","peña, a","durango dgo",-104.6531759,24.0277202,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"472","mmm486","cia. min. san andres de la sierra s. a.","mech. eng., e. g cadaval, hidalgo 16, durango, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e. g cadaval","mech. eng.","cadaval",NA,"e","cadaval, e","hidalgo durango dgo",-104.9151732,26.2476457,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"473","mmm487","cia. min. san andres de la sierra s. a.","grl. foreman, epigmenio diaz sr., san andres de la sierra, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"epigmenio diaz sr.","grl. foreman",NA,"diaz","epigmenio",NA,"la sierra dgo",-104.6921981,24.0093265,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"474","mmm489","compañia minera y beneficiadora mexicana s. a.","location, san rafael, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"san rafael dgo",-104.538663,23.776246,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"475","mmm490","compañia minera y beneficiadora mexicana s. a.","p. o., guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"o guanacevi dgo",-105.9546744,25.9316354,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"476","mmm491","compañia minera y beneficiadora mexicana s. a.","mexico city office, edificio cidosa, room 311., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edificio cidosa room",-97.1096943,18.8347374,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"477","mmm492","compañia minera y beneficiadora mexicana s. a.","gold.",NA,NA,NA,NA,"gold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"478","mmm492","compañia minera y beneficiadora mexicana s. a.","this co. owns various mines located at san rafael, near guanacevi, dgo.",NA,NA,NA,NA,NA,"this co. owns various mines located at san rafael, near guanacevi, dgo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"479","mmm493","compañia minera y beneficiadora mexicana s. a.","mill location, guanacevi, dgo., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo",-105.9546744,25.9316354,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"480","mmm494","compañia minera y beneficiadora mexicana s. a.","flotation concentration., ",NA,NA,NA,NA,NA,NA,NA,NA,"flotation concentration.",NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"481","mmm495","compañia minera y beneficiadora mexicana s. a.","daily output, 20 metric tons ., ",NA,NA,NA,NA,NA,NA,NA,"20 metric tons .",NA,NA,NA,NA,NA,NA,NA,NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"482","mmm496","compañia minera y beneficiadora mexicana s. a.","president, the late mr. federico ritter was president, and the work has been stopped at the mines, the ritter estate being in liquidation., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the late mr. federico ritter was president, and the work has been stopped at the mines, the ritter estate being in liquidation.","president",NA,"late","the",NA,"durango",-107.8800667,37.27528,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
"483","mmm497","compañia minera y beneficiadora mexicana s. a.","ming. eng., r. cepeda, is in charge of the properties., ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r. cepeda","ming. eng.","cepeda",NA,"r","cepeda, r","of the properties",-94.2786092,37.4935549,1926,0.2058,4.859086492,0.471698113,0.032427524,0.483325278,NA,NA
