"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","srch","temp","geometry"
"35493","myb592722","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"greens","g","e","board","johannesburg","G. E. Greens.","greens, g e",NA,"myb",c(28.0473051, -26.2041028)
"35494","myb592723","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"brienlp","w","j","board","johannesburg","W. J. O Brien, .LP.","brienlp, w j",NA,"myb",c(28.0473051, -26.2041028)
"35495","myb592724","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"hosking","o",NA,"board","johannesburg","O. Hosking, JJ.","hosking, o",NA,"myb",c(28.0473051, -26.2041028)
"35496","myb592725","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"johannesburg","local","of","board","johannesburg","Local Directors of Johannesburg.","johannesburg, l o",NA,"myb",c(28.0473051, -26.2041028)
"35497","myb592726","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"hatlnrn","f",NA,"board","johannesburg","F. Hatlnrn.","hatlnrn, f",NA,"myb",c(28.0473051, -26.2041028)
"35499","myb592728","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"dirodors","london",NA,"board","london","London Dir-odors.","dirodors, l",NA,"myb",c(-0.1277583, 51.5073509)
"35503","myb592732","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"lfurnow","r",NA,"manager","heidelberg","J. S. Sholdrick. General Manager R. lfurnow, Nigel. Heidelberg, Transvaal. Secretary and Head Oflices J. Weighton, Bank Street, Pietcrmaritzburg, Natal.","lfurnow, r",NA,"myb",c(8.6724335, 49.3987524)
"35662","myb595372","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"dalrymple","w",NA,"chair","london","W. Dalrymple, Chairman.","dalrymple, w",NA,"myb",c(-0.1277583, 51.5073509)
"35663","myb595373","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"binder","r",NA,"board","johannesburg","0. R. Binder.","binder, r",NA,"myb",c(28.0473051, -26.2041028)
"35664","myb595374","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"higgins","g","wv","board","johannesburg","G. Wv Higgins.","higgins, g w",NA,"myb",c(28.0473051, -26.2041028)
"35665","myb595375","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"cohen","j","a","board","johannesburg","J. A. Cohen.","cohen, j a",NA,"myb",c(28.0473051, -26.2041028)
"35723","myb595433","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"renaud","e","j","board","johannesburg","R- W. Schumacher, Chairman. I E. J. Renaud. | L. Boycrsbaoh. I 1 . G. J. Eckstcin,","renaud, e j",NA,"myb",c(28.0473051, -26.2041028)
"35724","myb595433","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"schumacher","r","w","chair","johannesburg","R- W. Schumacher, Chairman. I E. J. Renaud. | L. Boycrsbaoh. I 1 . G. J. Eckstcin,","schumacher, r w",NA,"myb",c(28.0473051, -26.2041028)
"35725","myb595434","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"burt","l","lir","board","johannesburg","l lir 8. Neummm. Burt. ll. Mosenthul. | Sir L.","burt, l l",NA,"myb",c(28.0473051, -26.2041028)
"35727","myb595436","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"ommi","landon","l","board","johannesburg","Landon L ommil PP T. .l. Milucr; .I. L. Bergsou; 0. 1C. Rube; .. Wagner. Consulting Mechanical Engineer J. H. Rider, Box 149, Johannesburg.","ommi, l l",NA,"myb",c(28.0473051, -26.2041028)
"35728","myb595436","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"rider","j","h","engineer","johannesburg","Landon L ommil PP T. .l. Milucr; .I. L. Bergsou; 0. 1C. Rube; .. Wagner. Consulting Mechanical Engineer J. H. Rider, Box 149, Johannesburg.","rider, j h",NA,"myb",c(28.0473051, -26.2041028)
"35729","myb595436","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"rider","mechanical","j","engineer","johannesburg","Landon L ommil PP T. .l. Milucr; .I. L. Bergsou; 0. 1C. Rube; .. Wagner. Consulting Mechanical Engineer J. H. Rider, Box 149, Johannesburg.","rider, m j",NA,"myb",c(28.0473051, -26.2041028)
"35730","myb595437","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"raleigh","f",NA,"manager","johannesburg","Financial Manager F. Raleigh, Box 1066,.lohanncsburg.","raleigh, f",NA,"myb",c(28.0473051, -26.2041028)
"35839","myb595546","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"boar","board",NA,"board","london","Board of Directors.","boar, b",NA,"myb",c(-0.1277583, 51.5073509)
"35841","myb595548","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"hilyhui","rnhox","smw","board","london","RnHox. Smw. F. HILY-HUI CHIXNON,I .C.,G.C.M-G.","hilyhui, r s",NA,"myb",c(-0.1277583, 51.5073509)
"35842","myb595549","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"piil","horaci",NA,"board","london","HORACI PIIL, Esq.","piil, h",NA,"myb",c(-0.1277583, 51.5073509)
"35843","myb595550","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"wluir","riem","hos","board","london","Riem- Hos. Loan Wluir, G.C.B.","wluir, r h",NA,"myb",c(-0.1277583, 51.5073509)
"35848","myb595555","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"giisoi","j","l","manager","london","Assistant General Manager J. l . GIISOI.","giisoi, j l",NA,"myb",c(-0.1277583, 51.5073509)
"35904","myb595611","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"bagot","hun","w","board","transvaal","i RAND MINES POWER SiUrPPfiLY iCOMPANY. LIMITED. Directors F. I , I . Chaplin. Chairman. | Major Hun. W. L. Bagot, D.S.O. I B. Price.","bagot, h w",NA,"myb",c(-81.1830974, 43.2325617)
"35905","myb595611","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"chair","i","chaplin","chair","transvaal","i RAND MINES POWER SiUrPPfiLY iCOMPANY. LIMITED. Directors F. I , I . Chaplin. Chairman. | Major Hun. W. L. Bagot, D.S.O. I B. Price.","chair, i c",NA,"myb",c(-81.1830974, 43.2325617)
"35906","myb595611","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"price","b",NA,"board","transvaal","i RAND MINES POWER SiUrPPfiLY iCOMPANY. LIMITED. Directors F. I , I . Chaplin. Chairman. | Major Hun. W. L. Bagot, D.S.O. I B. Price.","price, b",NA,"myb",c(-81.1830974, 43.2325617)
"35907","myb595612","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"harpe","v","a","board","transvaal","V. A. Harper. l W. E. Gnldby. Consulting Engineers-PrnL Dr. G. Klingenbsrg; Harper Brothers 4; Co. Secretaries and Ofl lcoB Yictoria Falls 51Transvaal Power 30., Ltd., Eobolhconsolidltsd","harpe, v a",NA,"myb",c(-81.1830974, 43.2325617)
"35908","myb595612","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"klingenbsrg","sprnl","dr","engineer","transvaal","V. A. Harper. l W. E. Gnldby. Consulting Engineers-PrnL Dr. G. Klingenbsrg; Harper Brothers 4; Co. Secretaries and Ofl lcoB Yictoria Falls 51Transvaal Power 30., Ltd., Eobolhconsolidltsd","klingenbsrg, s d",NA,"myb",c(-81.1830974, 43.2325617)
"35927","myb595631","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"agregor","i","jerome","board","jerome","lQAND NUCLEU G QLDQMJNU 0MPA NYTIJMITEE Directors Qualification, £100 . E.Rensud, Chairman. I 0. Jerome. l A.Gregor I Count LPisuni-Jimrdsn.","agregor, i j",NA,"myb",c(-112.1137716, 34.7489107)
"35928","myb595631","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"lpisunijimrdsn","count",NA,"board","jerome","lQAND NUCLEU G QLDQMJNU 0MPA NYTIJMITEE Directors Qualification, £100 . E.Rensud, Chairman. I 0. Jerome. l A.Gregor I Count LPisuni-Jimrdsn.","lpisunijimrdsn, c",NA,"myb",c(-112.1137716, 34.7489107)
"35929","myb595631","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"qldqmjnu","lqand","nucleu","chair","jerome","lQAND NUCLEU G QLDQMJNU 0MPA NYTIJMITEE Directors Qualification, £100 . E.Rensud, Chairman. I 0. Jerome. l A.Gregor I Count LPisuni-Jimrdsn.","qldqmjnu, l n",NA,"myb",c(-112.1137716, 34.7489107)
"35931","myb595633","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"weyllambert","l",NA,"board","jerome","L. Weyl-Lambert.","weyllambert, l",NA,"myb",c(-112.1137716, 34.7489107)
"35932","myb595634","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"sicvwright","e","j","board","jerome","E. J. Sicvwright.","sicvwright, e j",NA,"myb",c(-112.1137716, 34.7489107)
"35933","myb595635","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"friedlander","e",NA,"board","jerome","E. Friedlander.","friedlander, e",NA,"myb",c(-112.1137716, 34.7489107)
"35970","myb595672","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"robinso","j","b","chair","transvaal","Sir J. B. Robinson. Bum, Chairman.","robinso, j b",NA,"myb",c(-81.1830974, 43.2325617)
"35971","myb595673","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"lsngermnn","j","w","chair","transvaal","Sir J. W. S. Lsngermnn, M.L.A., Virr-Chairmnn.","lsngermnn, j w",NA,"myb",c(-81.1830974, 43.2325617)
"35972","myb595674","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"scholtz","n","j","board","transvaal","N. J. Scholtz.","scholtz, n j",NA,"myb",c(-81.1830974, 43.2325617)
"35973","myb595675","myb",1913,"RAND CCLLLIERIESL LIMITED",NA,"tndhope","f","s","board","transvaal","F. S. Tndhope.","tndhope, f s",NA,"myb",c(-81.1830974, 43.2325617)
"36099","myb604393","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"dlwe","w","h","board","london","W. H. Dlwe,","dlwe, w h",NA,"myb",c(-0.1277583, 51.5073509)
"36100","myb604394","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"friedlander","w","grahamlp","board","london","Chgnzan. I C. S. Goldman, M P. | W. 1 . Graham, .LP. 1 J. Friedlander.","friedlander, w g",NA,"myb",c(-0.1277583, 51.5073509)
"36101","myb604394","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"goldman","c","s","board","london","Chgnzan. I C. S. Goldman, M P. | W. 1 . Graham, .LP. 1 J. Friedlander.","goldman, c s",NA,"myb",c(-0.1277583, 51.5073509)
"36102","myb604395","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"gill","a","g","board","london","Wailers. l A. Mackie Niven. I A. G. Gill.","gill, a g",NA,"myb",c(-0.1277583, 51.5073509)
"36103","myb604395","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"mackie","wailers","l","board","london","Wailers. l A. Mackie Niven. I A. G. Gill.","mackie, w l",NA,"myb",c(-0.1277583, 51.5073509)
"36106","myb604398","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"thomson","s",NA,"engineer","johannesburg","Consulting Engineer s. 1 . Thomson, Box 485, Johannesburg. MLinoendMoannager E. E. llnrdmrh, llux 5, Knight s, Transvaal. Bankers National litlnk of South Africa. Ltd.","thomson, s",NA,"myb",c(28.0473051, -26.2041028)
"36187","myb604479","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"lacc","oe","j","board","london",". oe J. D. Lacc.","lacc, o j",NA,"myb",c(-0.1277583, 51.5073509)
"36188","myb604480","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"nuuisc","h",NA,"board","london","H. Nuuisc","nuuisc, h",NA,"myb",c(-0.1277583, 51.5073509)
"36190","myb604482","myb",1913,"WITWATERSRANQ WQEEP LIMITED",NA,"fsrrar","g",NA,"board","london","Sir G. Fsrrar, Bart D.S.0.","fsrrar, g",NA,"myb",c(-0.1277583, 51.5073509)
"36221","myb604610","myb",1913,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"gill","a","g","board","london","A. G. Gill.","gill, a g",NA,"myb",c(-0.1277583, 51.5073509)
"36222","myb604611","myb",1913,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"goldman","c","s","board","london","C. S. Goldman, Ml .","goldman, c s",NA,"myb",c(-0.1277583, 51.5073509)
"36223","myb604612","myb",1913,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"renaud","e",NA,"board","london","E. .1. Renaud.","renaud, e",NA,"myb",c(-0.1277583, 51.5073509)
"36224","myb604613","myb",1913,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"fsrrar","g","h","board","london","Sir G. H. Fsrrar, Bart., D.S.O. W. T. Graham, J.P.","fsrrar, g h",NA,"myb",c(-0.1277583, 51.5073509)
"36232","myb604621","myb",1913,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"robertson","a","r","manager","johannesburg","C. E. Pakcman. Consulting Engineer S. C. Thomson, Box 485. Johannesburg. Manager A. R. Robertson, Wolhuter Mine, Box 1160, Johannesburg. Paris Correspondents lie Francaiso do Banque et de Mines, 20. Rue Taitbout. Secretary and Ofliees H. G. L. Pancbaud, Cullinan Bdg., Box soc, Johannesburg.","robertson, a r",NA,"myb",c(28.0473051, -26.2041028)
"36233","myb604621","myb",1913,"WOLHUTER GOLD MINING COMPANY LIMITED",NA,"thomson","s","c","engineer","johannesburg","C. E. Pakcman. Consulting Engineer S. C. Thomson, Box 485. Johannesburg. Manager A. R. Robertson, Wolhuter Mine, Box 1160, Johannesburg. Paris Correspondents lie Francaiso do Banque et de Mines, 20. Rue Taitbout. Secretary and Ofliees H. G. L. Pancbaud, Cullinan Bdg., Box soc, Johannesburg.","thomson, s c",NA,"myb",c(28.0473051, -26.2041028)
"36675","myb649612","myb",1914,"MAKES S IEEFFIELD",NA,"ilwrie","w","w","manager","florida","ll. Goldie. I C. S. Goldman, LLP. l C. E. Rube. l P. Trcquet-i Consulting Engineer-P. Cazalet, Box 1145, Johannesbunz. Mine Manager W. W. Ilwrie, Estate Ofllce, Florida, Johannesburg.","ilwrie, w w",NA,"myb",c(-81.5157535, 27.6648274)
"36826","myb651580","myb",1914,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"fort","s",NA,"chair","london","1. S. Fort, Chairman. I MSiarnHa. gGOeWr-I FYII.. JB.flfl- I G. A- Murray. I W. Taylor. Penn-Smith.","fort, s",NA,"myb",c(-0.1277583, 51.5073509)
"36827","myb651580","myb",1914,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"jbflfl","msiarnha","ggoewri","board","london","1. S. Fort, Chairman. I MSiarnHa. gGOeWr-I FYII.. JB.flfl- I G. A- Murray. I W. Taylor. Penn-Smith.","jbflfl, m g",NA,"myb",c(-0.1277583, 51.5073509)
"36828","myb651580","myb",1914,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"murray","g","a","board","london","1. S. Fort, Chairman. I MSiarnHa. gGOeWr-I FYII.. JB.flfl- I G. A- Murray. I W. Taylor. Penn-Smith.","murray, g a",NA,"myb",c(-0.1277583, 51.5073509)
"36829","myb651580","myb",1914,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"pennsmith","w","taylor","board","london","1. S. Fort, Chairman. I MSiarnHa. gGOeWr-I FYII.. JB.flfl- I G. A- Murray. I W. Taylor. Penn-Smith.","pennsmith, w t",NA,"myb",c(-0.1277583, 51.5073509)
"36875","myb651626","myb",1914,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"general","c","g","engineer","london","8. R. Bastard, Chairman. | F. N. Best. | J. Waddinston. Consulting Engineer-7C. G. Lush. General Manager J. .1. Hunter.","general, c g",NA,"myb",c(-0.1277583, 51.5073509)
"36923","myb652056","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"lynch","f","r","board","london","Sir L. Phillips, Bart, Chimes. | W, Dalrymple. W. . Dawe. I F. R. Lynch","lynch, f r",NA,"myb",c(-0.1277583, 51.5073509)
"36924","myb652056","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"phillips","l",NA,"board","london","Sir L. Phillips, Bart, Chimes. | W, Dalrymple. W. . Dawe. I F. R. Lynch","phillips, l",NA,"myb",c(-0.1277583, 51.5073509)
"36925","myb652057","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"bobellas","f","g","board","london","H. Neuhsus. | F. G. 0. E. Bobellas. l J. H. you. I R. W. Schumacbcr.","bobellas, f g",NA,"myb",c(-0.1277583, 51.5073509)
"36926","myb652057","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"neuhsus","h",NA,"board","london","H. Neuhsus. | F. G. 0. E. Bobellas. l J. H. you. I R. W. Schumacbcr.","neuhsus, h",NA,"myb",c(-0.1277583, 51.5073509)
"36927","myb652057","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"schumacbcr","r","w","board","london","H. Neuhsus. | F. G. 0. E. Bobellas. l J. H. you. I R. W. Schumacbcr.","schumacbcr, r w",NA,"myb",c(-0.1277583, 51.5073509)
"36928","myb652058","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"commiliu","london",NA,"board","london","London Commiliu.","commiliu, l",NA,"myb",c(-0.1277583, 51.5073509)
"36929","myb652059","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"marlow","in","ineer","board","london","T. J. Milncr. l C. E. Rube. | L. W er. Consulting In ineer B. Marlow, Box 149, Jo nnesburg.","marlow, i i",NA,"myb",c(-0.1277583, 51.5073509)
"36930","myb652059","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"milnc","t","j","board","london","T. J. Milncr. l C. E. Rube. | L. W er. Consulting In ineer B. Marlow, Box 149, Jo nnesburg.","milnc, t j",NA,"myb",c(-0.1277583, 51.5073509)
"37014","myb652143","myb",1914,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"uacfarlene","t","j","engineer","rhodesia","W. J. O Brien. J.P.. Chairman. BL. Line, J.P. l G. J.|Kncl ar1aue. 1. 0.11.6. T.Ksikls. H hr, J P. I J. G. Emit P. Consulting. Engineer T. J. M. Uacfarlene. Secretary and Offices F. Terry, 0, Timber Street, Pietermaritzburg, Natal. Tflls company was registered in Natal September 24th, 1910, and owns the","uacfarlene, t j",NA,"myb",c(-97.2134822, 32.8294337)
"37092","myb653909","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"boyd","h","c","board","roodepoort","RA. Directors Qukn smnonfmoo . Wailers, Claims. I H. C. Boyd. | J. A. Cohen. l J. G. Currey. I E. .1.Romud.","boyd, h c",NA,"myb",c(27.9014654, -26.1201355)
"37093","myb653909","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"cohe","j","a","board","roodepoort","RA. Directors Qukn smnonfmoo . Wailers, Claims. I H. C. Boyd. | J. A. Cohen. l J. G. Currey. I E. .1.Romud.","cohe, j a",NA,"myb",c(27.9014654, -26.1201355)
"37094","myb653909","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"wailers","ra","qukn","board","roodepoort","RA. Directors Qukn smnonfmoo . Wailers, Claims. I H. C. Boyd. | J. A. Cohen. l J. G. Currey. I E. .1.Romud.","wailers, r q",NA,"myb",c(27.9014654, -26.1201355)
"37095","myb653910","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"commillee","london",NA,"board","london","London Commillee.","commillee, l",NA,"myb",c(-0.1277583, 51.5073509)
"37096","myb653911","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"cohen","c",NA,"board","london","C. 1 . Cohen. | W. G. Izard. | P. I roquet. l L. Wagner.","cohen, c",NA,"myb",c(-0.1277583, 51.5073509)
"37097","myb653911","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"izard","w","g","board","london","C. 1 . Cohen. | W. G. Izard. | P. I roquet. l L. Wagner.","izard, w g",NA,"myb",c(-0.1277583, 51.5073509)
"37098","myb653911","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"wagner","roquet","l","board","london","C. 1 . Cohen. | W. G. Izard. | P. I roquet. l L. Wagner.","wagner, r l",NA,"myb",c(-0.1277583, 51.5073509)
"37099","myb653912","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"cnsalet","p",NA,"engineer","johannesburg","Consultin Engineer P. Cnsalet, Box 1115 Johannesburg. Mine manager A. P. Rouillnrd. Box 110, Rnodcpoort.","cnsalet, p",NA,"myb",c(28.0473051, -26.2041028)
"37100","myb653912","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"rouillnrd","a","p","manager","johannesburg","Consultin Engineer P. Cnsalet, Box 1115 Johannesburg. Mine manager A. P. Rouillnrd. Box 110, Rnodcpoort.","rouillnrd, a p",NA,"myb",c(28.0473051, -26.2041028)
"37156","myb653968","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"balms","f","u","board","transvaal","Directors Qualification, £100 . It. 5. Brinton l A. Jones. I P. A. Molteno,M.P. l J. Sflorrison. I F. U. Balms.","balms, f u",NA,"myb",c(-81.1830974, 43.2325617)
"37157","myb653968","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"molteno","p","a","board","transvaal","Directors Qualification, £100 . It. 5. Brinton l A. Jones. I P. A. Molteno,M.P. l J. Sflorrison. I F. U. Balms.","molteno, p a",NA,"myb",c(-81.1830974, 43.2325617)
"37158","myb653969","myb",1914,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"general","h","b","engineer","transvaal","Local Directors A. M. Campbell. I W. Macfarlaue. | Hon. W. A. Martin, 11.11.11. | L. Clarence. Consulting Engineer H. B. Skinner. General Manager-A. s. 111108, Box in, Roodenoort, Transvaal.","general, h b",NA,"myb",c(-81.1830974, 43.2325617)
"37212","myb655627","myb",1914,"FRENCH RAND DEEP LIMITED",NA,"bailey","a",NA,"board","johannesburg","Sir A. Bailey, M.L.A., K.C.M.G.","bailey, a",NA,"myb",c(28.0473051, -26.2041028)
"37213","myb655628","myb",1914,"FRENCH RAND DEEP LIMITED",NA,"dreyfus","p",NA,"board","johannesburg","P. Dreyfus.","dreyfus, p",NA,"myb",c(28.0473051, -26.2041028)
"37215","myb655630","myb",1914,"FRENCH RAND DEEP LIMITED",NA,"renaud","e","j","board","london","E. J. Renaud.","renaud, e j",NA,"myb",c(-0.1277583, 51.5073509)
"37301","myb658880","myb",1914,"KN GHT CENTRAL LTD",NA,"inson","d","w","engineer","johannesburg","C. Pakemun. | C. E. Rube. Consulting Engineer D. W11 inson, Box 485, Johannesburg.","inson, d w",NA,"myb",c(28.0473051, -26.2041028)
"37302","myb658881","myb",1914,"KN GHT CENTRAL LTD",NA,"mine","j","f","engineer","johannesburg","Moe anical Engineer J. F. COOk Mine Manager F. G. a. Roberts, Box 91, Germiston. Secretary and Ochs H. G. L. Panchaud, Cullinan Bldg., Box 608, Johannesburg.","mine, j f",NA,"myb",c(28.0473051, -26.2041028)
"37610","myb665401","myb",1914,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"imroth","g",NA,"board","johannesburg","J. Directors. Munro, Chairman. | G. Imroth. I C. Marx.","imroth, g",NA,"myb",c(28.0473051, -26.2041028)
"37611","myb665401","myb",1914,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"munro","j",NA,"chair","johannesburg","J. Directors. Munro, Chairman. | G. Imroth. I C. Marx.","munro, j",NA,"myb",c(28.0473051, -26.2041028)
"37612","myb665402","myb",1914,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"lawn","pref","j","engineer","johannesburg","Consulting Engineer-Pref. J. G. Lawn.","lawn, p j",NA,"myb",c(28.0473051, -26.2041028)
